seed,epoch,step,loss,gradient_norm_before_clip,presentations
42,1,0,0.23894010484218597,0.0012823338620364666,16
42,1,1,0.1933203637599945,0.000907223904505372,16
42,1,2,0.281720370054245,0.0014550983905792236,16
42,1,3,0.2654922306537628,0.0012289562728255987,16
42,1,4,0.27954190969467163,0.0011062424164265394,16
42,1,5,0.21284332871437073,0.0008186011109501123,16
42,1,6,0.27680301666259766,0.0014614916872233152,16
42,1,7,0.339474081993103,0.0019017125014215708,16
42,1,8,0.2338966429233551,0.0014692158438265324,16
42,1,9,0.2415614128112793,0.0011445890413597226,16
42,1,10,0.24737362563610077,0.0011861826060339808,16
42,1,11,0.2869258522987366,0.0015287682181224227,16
42,1,12,0.30691298842430115,0.0017124328296631575,16
42,1,13,0.290793240070343,0.001575490809045732,16
42,1,14,0.21985086798667908,0.0014612313825637102,16
42,1,15,0.20298004150390625,0.0008178931311704218,16
42,1,16,0.2553105354309082,0.001075848937034607,16
42,1,17,0.28740394115448,0.0011407912243157625,16
42,1,18,0.2202901840209961,0.001779172453097999,16
42,1,19,0.26287397742271423,0.002083941362798214,16
42,1,20,0.249078169465065,0.001263764570467174,16
42,1,21,0.407858669757843,0.002555740997195244,16
42,1,22,0.2641899883747101,0.0013613250339403749,16
42,1,23,0.22497326135635376,0.001352473977021873,16
42,1,24,0.22572463750839233,0.000921555096283555,16
42,1,25,0.2128044068813324,0.0015160362236201763,16
42,1,26,0.27193406224250793,0.0013681398704648018,16
42,1,27,0.21137145161628723,0.0015147856902331114,16
42,1,28,0.22704680263996124,0.0015750429593026638,16
42,1,29,0.24688592553138733,0.0017515015788376331,16
42,1,30,0.2611903250217438,0.0013527858536690474,16
42,1,31,0.27131715416908264,0.001332758809439838,16
42,1,32,0.2085583209991455,0.0014766431413590908,16
42,1,33,0.2847904562950134,0.002341910032555461,16
42,1,34,0.2990325093269348,0.0015052070375531912,16
42,1,35,0.32816770672798157,0.0011240480234846473,16
42,1,36,0.24794825911521912,0.0012987996451556683,16
42,1,37,0.2553560435771942,0.0010179831879213452,16
42,1,38,0.2455277442932129,0.0012999405153095722,16
42,1,39,0.27821457386016846,0.001994000980630517,16
42,1,40,0.33935314416885376,0.0018347370205447078,16
42,1,41,0.2834317684173584,0.0014173667877912521,16
42,1,42,0.17788873612880707,0.0010831111576408148,16
42,1,43,0.2584512233734131,0.001129438984207809,16
42,1,44,0.26427239179611206,0.0013731173239648342,16
42,1,45,0.25478801131248474,0.0015343345003202558,16
42,1,46,0.21473640203475952,0.0014121424173936248,16
42,1,47,0.26455533504486084,0.0016249301843345165,16
42,1,48,0.2860737442970276,0.001434003934264183,16
42,1,49,0.25141018629074097,0.001587337232194841,16
42,1,50,0.2494049221277237,0.0012012658407911658,16
42,1,51,0.3052714467048645,0.0012809433974325657,16
42,1,52,0.22843530774116516,0.0017376986797899008,16
42,1,53,0.2740301787853241,0.0012297127395868301,16
42,1,54,0.20246070623397827,0.0009934696136042476,16
42,1,55,0.28507745265960693,0.0013983800308778882,16
42,1,56,0.22649051249027252,0.00198462069965899,16
42,1,57,0.32023680210113525,0.002451390027999878,16
42,1,58,0.19384407997131348,0.001077449880540371,16
