epoch,step,loss,gradient_norm_before_clip,alpha,positives,negatives
1,0,0.3727980852127075,0.01752178743481636,0.05000041797757149,16,16
1,1,0.28629547357559204,0.014140035957098007,0.05001143738627434,16,16
1,2,0.41325169801712036,0.017224770039319992,0.050023820251226425,16,16
1,3,0.28612422943115234,0.01982356421649456,0.050036925822496414,16,16
1,4,0.23666542768478394,0.012273145839571953,0.050049908459186554,16,16
1,5,0.30271440744400024,0.016828332096338272,0.05006149783730507,16,16
1,6,0.4550023674964905,0.020432623103260994,0.05007384344935417,16,16
1,7,0.2962850332260132,0.017541958019137383,0.05008676275610924,16,16
1,8,0.43296873569488525,0.02547127567231655,0.05009915307164192,16,16
1,9,0.2381097674369812,0.014170701615512371,0.050111476331949234,16,16
1,10,0.3122401237487793,0.017339404672384262,0.05012424290180206,16,16
1,11,0.2839377522468567,0.015219712629914284,0.050137680023908615,16,16
1,12,0.23239922523498535,0.013547921553254128,0.05015168711543083,16,16
1,13,0.3864514231681824,0.02047843299806118,0.0501660592854023,16,16
1,14,0.3069837689399719,0.017282476648688316,0.050180722028017044,16,16
1,15,0.3921680450439453,0.02105376310646534,0.05019577592611313,16,16
1,16,0.4260028600692749,0.02016708254814148,0.05021120235323906,16,16
1,17,0.2975239157676697,0.017753738909959793,0.05022697523236275,16,16
1,18,0.2835075855255127,0.014571268111467361,0.05024294555187225,16,16
1,19,0.26503509283065796,0.014424925670027733,0.050259001553058624,16,16
1,20,0.25339531898498535,0.016342489048838615,0.05027526989579201,16,16
1,21,0.3124576807022095,0.022014636546373367,0.05029181018471718,16,16
1,22,0.2831742763519287,0.016247903928160667,0.0503082238137722,16,16
1,23,0.3712463974952698,0.020360151305794716,0.0503249354660511,16,16
1,24,0.3178654909133911,0.021039752289652824,0.050342075526714325,16,16
1,25,0.38374853134155273,0.02217414230108261,0.05035959556698799,16,16
1,26,0.2558802366256714,0.016811560839414597,0.05037723854184151,16,16
1,27,0.2860211730003357,0.01999002695083618,0.05039525032043457,16,16
1,28,0.37404894828796387,0.022834226489067078,0.05041356757283211,16,16
1,29,0.3495769500732422,0.025417236611247063,0.05043206363916397,16,16
1,30,0.2987058162689209,0.022328069433569908,0.05045090243220329,16,16
1,31,0.3347042202949524,0.02505624294281006,0.05047006160020828,16,16
1,32,0.35395705699920654,0.02654528245329857,0.05048723891377449,16,16
1,33,0.2677372097969055,0.025029178708791733,0.05050511658191681,16,16
1,34,0.27775371074676514,0.027297843247652054,0.050523653626441956,16,16
1,35,0.23918449878692627,0.025867445394396782,0.05054269731044769,16,16
1,36,0.3500846028327942,0.03817649185657501,0.050562262535095215,16,16
1,37,0.3078598380088806,0.03987552225589752,0.050582218915224075,16,16
1,38,0.38764262199401855,0.05405358597636223,0.05060233920812607,16,16
1,39,0.33368200063705444,0.04707687720656395,0.05062290281057358,16,16
1,40,0.32996511459350586,0.05794684961438179,0.05064383149147034,16,16
1,41,0.3474593162536621,0.04941881448030472,0.050664789974689484,16,16
1,42,0.2682470679283142,0.051404863595962524,0.0506860576570034,16,16
1,43,0.26224833726882935,0.06975711137056351,0.05070772022008896,16,16
1,44,0.3968363404273987,0.07815802097320557,0.05072973296046257,16,16
1,45,0.32508671283721924,0.0614943765103817,0.05075149983167648,16,16
1,46,0.3643186688423157,0.09717083722352982,0.05077366903424263,16,16
1,47,0.2778063416481018,0.083723284304142,0.05079616233706474,16,16
1,48,0.27508747577667236,0.06772468239068985,0.05081821233034134,16,16
1,49,0.273429274559021,0.07378607988357544,0.05083981528878212,16,16
1,50,0.22271662950515747,0.07078515738248825,0.05086115375161171,16,16
1,51,0.26995164155960083,0.08865764737129211,0.05088179185986519,16,16
1,52,0.3096730709075928,0.12852023541927338,0.05090320110321045,16,16
1,53,0.30557626485824585,0.10524046421051025,0.05092499405145645,16,16
1,54,0.18046671152114868,0.09965339303016663,0.05094720423221588,16,16
1,55,0.19290465116500854,0.10427062213420868,0.050969354808330536,16,16
1,56,0.33532190322875977,0.14723177254199982,0.05099145695567131,16,16
1,57,0.23528486490249634,0.11866963654756546,0.05101347714662552,16,16
1,58,0.15010619163513184,0.09114236384630203,0.05103539675474167,16,16
1,59,0.23817884922027588,0.12537287175655365,0.05105607211589813,16,16
1,60,0.24469643831253052,0.1336418092250824,0.051074832677841187,16,16
1,61,0.18639308214187622,0.1098010316491127,0.05109395831823349,16,16
1,62,0.2760874629020691,0.16585755348205566,0.051111578941345215,16,16
1,63,0.25269317626953125,0.14823976159095764,0.05112608149647713,16,16
1,64,0.19906193017959595,0.13129448890686035,0.05114046856760979,16,16
1,65,0.2513381242752075,0.14705060422420502,0.051153093576431274,16,16
1,66,0.2838601768016815,0.18893611431121826,0.05116093158721924,16,16
1,67,0.23999303579330444,0.1797531098127365,0.051165856420993805,16,16
