seed,epoch,step,loss,gradient_norm_before_clip,presentations
42,1,0,0.23894010484218597,0.00021890019706916064,16
42,1,1,0.193320631980896,5.2018767746631056e-05,16
42,1,2,0.2817203402519226,0.00028359389398247004,16
42,1,3,0.26549115777015686,0.00023781449999660254,16
42,1,4,0.27954232692718506,0.00016411120304837823,16
42,1,5,0.21284347772598267,0.000239512330153957,16
42,1,6,0.27680402994155884,0.00015648263797629625,16
42,1,7,0.3394760489463806,0.00024162617046386003,16
42,1,8,0.23389728367328644,0.0003630268620327115,16
42,1,9,0.24156257510185242,0.00013985617260914296,16
42,1,10,0.24737423658370972,0.00016316592518705875,16
42,1,11,0.286928653717041,0.00018785311840474606,16
42,1,12,0.3069154620170593,0.0004144441627431661,16
42,1,13,0.29079383611679077,0.0002893810160458088,16
42,1,14,0.21985182166099548,0.0002710828557610512,16
42,1,15,0.2029826045036316,0.00014163348532747477,16
42,1,16,0.2553104758262634,0.00044320334563963115,16
42,1,17,0.28740453720092773,0.00011539119441295043,16
42,1,18,0.2202925980091095,0.00024791673058643937,16
42,1,19,0.26287412643432617,0.0002946494787465781,16
42,1,20,0.24908101558685303,0.00012396051897667348,16
42,1,21,0.4078662395477295,0.00032209150958806276,16
42,1,22,0.2641947865486145,0.00028366968035697937,16
42,1,23,0.22497929632663727,0.00012033349776174873,16
42,1,24,0.22572726011276245,0.00023412806331180036,16
42,1,25,0.21279598772525787,0.00021355896024033427,16
42,1,26,0.27193590998649597,0.0004680014098994434,16
42,1,27,0.21138162910938263,0.0003383753646630794,16
42,1,28,0.22705696523189545,0.0001688714255578816,16
42,1,29,0.2468990683555603,0.00027368581504561007,16
42,1,30,0.2611921727657318,0.0003961410257034004,16
42,1,31,0.2713271379470825,8.230726234614849e-05,16
42,1,32,0.20856893062591553,0.0002321292122360319,16
42,1,33,0.284807026386261,0.00043454626575112343,16
42,1,34,0.29902827739715576,0.00029658357379958034,16
42,1,35,0.32816433906555176,0.00022335608082357794,16
42,1,36,0.24795405566692352,0.00019839916785713285,16
42,1,37,0.2553606629371643,0.0002858447842299938,16
