method,group,lr,seed,epoch,train_loss,gradient_mean,gradient_max,sample_entropy,sample_max_weight,Recall@20,Recall@100,VI@20,VI@100,Robust@100,Never@100,worst_schedule@100,cNDCG@10,invariance_max_L2
C4,C4_lr3e-05,3e-05,42,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C4,C4_lr3e-05,3e-05,43,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C4,C4_lr3e-05,3e-05,44,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C4,C4_lr3e-05,3e-05,42,1,0.2540985399462057,0.0003955284403149783,0.002305220579728484,3.8918192386627197,0.0312368031591177,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.201201200728974e-07
C4,C4_lr3e-05,3e-05,43,1,0.2531506512878519,0.0003309006368578015,0.0011203460162505507,3.891824245452881,0.031166262924671173,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.1769304819608806e-07
C4,C4_lr3e-05,3e-05,44,1,0.2504567939110778,0.00038475224149199977,0.001576704322360456,3.8918185234069824,0.031241992488503456,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.2838819429816795e-07
C4,C4_lr3e-05,3e-05,42,2,0.2525518879181508,0.005973822364191592,0.0406644307076931,3.8518216609954834,0.04904283210635185,0.50700925895186,0.7945857486789106,0.0,0.0,0.7945857486789106,0.20541425132108931,0.7945857486789106,0.8784088857020406,1.1627460594354488e-07
C4,C4_lr3e-05,3e-05,43,2,0.25281339849938045,0.004268501197188787,0.03706013411283493,3.8735921382904053,0.042364347726106644,0.50700925895186,0.7969925290788178,0.0,0.0,0.7969925290788178,0.2030074709211823,0.7969925290788178,0.8783307704659196,9.760091757016198e-08
C4,C4_lr3e-05,3e-05,44,2,0.2499264987806479,0.005193058552873536,0.05093778297305107,3.863588571548462,0.045326124876737595,0.50700925895186,0.7963240798809568,0.0,0.0,0.7963240798809568,0.20367592011904326,0.7963240798809568,0.8784088857020406,1.3974519674775365e-07
C4,C4_lr3e-05,3e-05,42,3,0.23767621024991525,0.058783548670665674,0.21970000863075256,2.642756462097168,0.31039518117904663,0.5153382120614807,0.7658207311826487,0.0,0.0,0.7658207311826487,0.23417926881735138,0.7658207311826487,0.8490694162791662,1.0533460681472206e-07
C4,C4_lr3e-05,3e-05,43,3,0.23562460697510026,0.05711135778498525,0.20971859991550446,2.638333797454834,0.3195756673812866,0.5109485271078027,0.7655361593368325,0.0,0.0,0.7655361593368325,0.2344638406631675,0.7655361593368325,0.845027288882147,1.1291574963934181e-07
C4,C4_lr3e-05,3e-05,44,3,0.2405909557798595,0.05738564364781434,0.22024931013584137,2.7276251316070557,0.29007261991500854,0.5134004957985049,0.7675590623846946,0.0,0.0,0.7675590623846946,0.23244093761530535,0.7675590623846946,0.838756110302454,1.4135164860817895e-07
C4,C4_lr3e-05,3e-05,42,4,0.2194594003147248,0.1046086316504939,0.22490884363651276,1.8361544609069824,0.4827467203140259,0.4663244801024214,0.7066887170065916,0.0,0.0,0.7066887170065916,0.2933112829934083,0.7066887170065916,0.8413424863824427,1.103338220787009e-07
C4,C4_lr3e-05,3e-05,43,4,0.22075083894147116,0.10699651789653933,0.22577960789203644,1.9274449348449707,0.44975119829177856,0.50771655588838,0.7524278019534459,0.0,0.0,0.7524278019534459,0.24757219804655406,0.7524278019534459,0.843925727683741,1.1883232531317844e-07
C4,C4_lr3e-05,3e-05,44,4,0.21888133508125038,0.1025841205917073,0.2933093309402466,1.8052424192428589,0.49772635102272034,0.4754411469970332,0.7382403169537084,0.0,0.0,0.7382403169537084,0.2617596830462916,0.7382403169537084,0.8481639960088271,1.2914574654132593e-07
C4,C4_lr3e-05,3e-05,42,5,0.20685246507778313,0.13826355844679655,0.4403364062309265,1.472681999206543,0.5684388875961304,0.45994454762026965,0.6911025295424288,0.0,0.0,0.6911025295424288,0.3088974704575712,0.6911025295424288,0.8473182981293862,1.3554893030232051e-07
C4,C4_lr3e-05,3e-05,43,5,0.2085193521484281,0.13269551360810344,0.29356685280799866,1.542445421218872,0.5468436479568481,0.4857788477597377,0.6990304902946096,0.0,0.0,0.6990304902946096,0.30096950970539044,0.6990304902946096,0.8433064671369017,1.5349641557804716e-07
C4,C4_lr3e-05,3e-05,44,5,0.20494631378713882,0.1352928561214922,0.26049378514289856,1.4807019233703613,0.5642679929733276,0.4822080070837514,0.7154646610267886,0.0,0.0,0.7154646610267886,0.2845353389732114,0.7154646610267886,0.8585744826132643,1.1940576882807363e-07
