batch,retrieval_loss,consistency,loss,seconds
0,1.4236360788345337,-0.0,1.4236360788345337,6.452999999979511
1,0.3722374439239502,-0.0,0.3722374439239502,7.015999999945052
2,0.1601085662841797,-0.0,0.1601085662841797,7.547000000020489
3,0.14799098670482635,-0.0,0.14799098670482635,8.094000000040978
4,0.04484724998474121,-0.0,0.04484724998474121,8.672000000020489
5,0.4198951721191406,-0.0,0.4198951721191406,9.202999999979511
6,0.038695573806762695,-0.0,0.038695573806762695,9.73499999998603
7,0.8440212607383728,-0.0,0.8440212607383728,10.437999999965541
8,0.3626001477241516,-0.0,0.3626001477241516,11.030999999959022
9,0.05072106420993805,-0.0,0.05072106420993805,11.547000000020489
10,0.10509173572063446,-0.0,0.10509173572063446,12.062999999965541
11,0.15375474095344543,-0.0,0.15375474095344543,12.562999999965541
12,0.1952246129512787,-0.0,0.1952246129512787,13.094000000040978
13,0.2094239890575409,-0.0,0.2094239890575409,13.60999999998603
14,0.8261229395866394,-0.0,0.8261229395866394,14.125
15,0.15008853375911713,-0.0,0.15008853375911713,14.719000000040978
16,0.37518686056137085,-0.0,0.37518686056137085,15.23499999998603
17,0.17584875226020813,-0.0,0.17584875226020813,15.687999999965541
18,0.12359536439180374,-0.0,0.12359536439180374,16.20299999997951
19,0.17293259501457214,-0.0,0.17293259501457214,16.719000000040978
20,0.08179477602243423,-0.0,0.08179477602243423,17.25
21,0.642816960811615,-0.0,0.642816960811615,17.765999999945052
22,0.11389874666929245,-0.0,0.11389874666929245,18.29700000002049
23,0.2151072770357132,-0.0,0.2151072770357132,18.875
24,0.34940677881240845,-0.0,0.34940677881240845,19.390999999945052
25,0.44840237498283386,-0.0,0.44840237498283386,19.93799999996554
26,0.32402122020721436,-0.0,0.32402122020721436,20.45299999997951
27,0.11511416733264923,-0.0,0.11511416733264923,20.98499999998603
28,0.12343920767307281,-0.0,0.12343920767307281,21.5
29,0.21052293479442596,-0.0,0.21052293479442596,21.969000000040978
30,0.03810247778892517,-0.0,0.03810247778892517,22.5
31,0.14909201860427856,-0.0,0.14909201860427856,23.07799999997951
32,0.41215649247169495,-0.0,0.41215649247169495,23.594000000040978
33,0.16394223272800446,-0.0,0.16394223272800446,24.10999999998603
34,0.1329849809408188,-0.0,0.1329849809408188,24.625
35,0.19016499817371368,-0.0,0.19016499817371368,25.140999999945052
36,0.18557609617710114,-0.0,0.18557609617710114,25.655999999959022
37,0.06909392774105072,-0.0,0.06909392774105072,26.17200000002049
