method,group,lr,seed,epoch,train_loss,gradient_mean,gradient_max,sample_entropy,sample_max_weight,Recall@20,Recall@100,VI@20,VI@100,Robust@100,Never@100,worst_schedule@100,cNDCG@10,invariance_max_L2
C2,C2_lr0.0001,0.0001,42,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C2,C2_lr0.0001,0.0001,43,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C2,C2_lr0.0001,0.0001,44,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C2,C2_lr0.0001,0.0001,42,1,0.2342311152341691,0.2933871644958289,1.5648249387741089,2.2727065086364746,0.39558330178260803,0.4656298580507021,0.7624083244526633,0.0,0.0,0.7624083244526633,0.23759167554733676,0.7624083244526633,0.8250729076218047,1.3944584509317792e-07
C2,C2_lr0.0001,0.0001,43,1,0.23485370939879707,0.2864730789777682,1.77218759059906,2.756995439529419,0.33197373151779175,0.4079324259498071,0.7324640041494844,0.0,0.0,0.7324640041494844,0.26753599585051563,0.7324640041494844,0.8294940167492552,1.3864763559467974e-07
C2,C2_lr0.0001,0.0001,44,1,0.23368897892986285,0.25819551085375925,1.6376898288726807,2.5918054580688477,0.31034478545188904,0.47514734882554066,0.7505992052930779,0.0,0.0,0.7505992052930779,0.24940079470692206,0.7505992052930779,0.830268167071635,1.323674183595358e-07
C2,C2_lr0.0001,0.0001,42,2,0.1945128726180304,0.8158673543595907,2.520090341567993,1.5963525772094727,0.5062559843063354,0.43986580497389094,0.7494230670176434,0.0,0.0,0.7494230670176434,0.2505769329823566,0.7494230670176434,0.8297187448705703,1.5945407483286544e-07
C2,C2_lr0.0001,0.0001,43,2,0.19308314537347265,0.8792556650710829,4.148983001708984,1.5208423137664795,0.5690222978591919,0.469722709240549,0.6829224401132903,0.0,0.0,0.6829224401132903,0.31707755988670977,0.6829224401132903,0.8369596948880108,1.2901041657187307e-07
C2,C2_lr0.0001,0.0001,44,2,0.19658410557630387,0.7328896296746803,3.166017770767212,1.6920533180236816,0.4760593771934509,0.4561093590430725,0.7056061816100164,0.0,0.0,0.7056061816100164,0.29439381838998363,0.7056061816100164,0.8242889385404591,1.4352916366533464e-07
C2,C2_lr0.0001,0.0001,42,3,0.17843656495890833,0.8403454924171622,2.6690618991851807,1.0602757930755615,0.6650525331497192,0.4312922255704426,0.6848363987454339,0.0,0.0,0.6848363987454339,0.31516360125456605,0.6848363987454339,0.8175007543460232,1.578759878384517e-07
C2,C2_lr0.0001,0.0001,43,3,0.18397683209993623,0.9653290399547779,4.249782085418701,1.3754425048828125,0.5553815960884094,0.46239299425178665,0.6915145050424412,0.0,0.0,0.6915145050424412,0.30848549495755884,0.6915145050424412,0.8361269657652567,1.31779060552617e-07
C2,C2_lr0.0001,0.0001,44,3,0.18283168968716354,0.9349834403079568,3.0211565494537354,1.335272192955017,0.5358668565750122,0.4635650704922875,0.6673677463068839,0.0,0.0,0.6673677463068839,0.3326322536931161,0.6673677463068839,0.8031578824466493,1.911925124886693e-07
C2,C2_lr0.0001,0.0001,42,4,0.1733884092307452,0.9351184828714891,3.7750611305236816,1.0242043733596802,0.6512813568115234,0.42986719490323927,0.6991305820278325,0.0,0.0,0.6991305820278325,0.3008694179721675,0.6991305820278325,0.8206738344505425,1.5117677776288474e-07
C2,C2_lr0.0001,0.0001,43,4,0.182253283533183,1.0285358126980788,3.6247808933258057,1.272773265838623,0.5215581655502319,0.4293033334731642,0.7228632546872267,0.0,0.0,0.7228632546872267,0.2771367453127733,0.7228632546872267,0.8247781620271301,1.4636320599947794e-07
C2,C2_lr0.0001,0.0001,44,4,0.17553472253635075,1.0781554920655307,4.438639163970947,1.2048536539077759,0.6030468940734863,0.39562208904219553,0.6604967216981443,0.0,0.0,0.6604967216981443,0.3395032783018555,0.6604967216981443,0.8218881225917111,1.5612914694429492e-07
C2,C2_lr0.0001,0.0001,42,5,0.16973861309727936,0.9521889277931416,4.082324981689453,0.8309314250946045,0.7314780950546265,0.4294368093843603,0.6783592518016124,0.0,0.0,0.6783592518016124,0.3216407481983876,0.6783592518016124,0.8245244222759983,1.5386240193038248e-07
C2,C2_lr0.0001,0.0001,43,5,0.17503285969635754,0.8858348852531477,3.1659624576568604,1.2516577243804932,0.6302528977394104,0.43611279430539546,0.7053242779634673,0.0,0.0,0.7053242779634673,0.29467572203653275,0.7053242779634673,0.8245738875161909,1.9989263932984613e-07
C2,C2_lr0.0001,0.0001,44,5,0.1674305158243938,0.9425524762182524,3.775148868560791,1.1462806463241577,0.649330735206604,0.3369203853377483,0.6544464834660342,0.0,0.0,0.6544464834660342,0.3455535165339659,0.6544464834660342,0.8118749910235842,1.5570292077882186e-07
