seed,epoch,step,loss,gradient_norm_before_clip,presentations
42,1,0,0.23894010484218597,0.042474064975976944,16
42,1,1,0.19331365823745728,0.030136125162243843,16
42,1,2,0.2817232012748718,0.040260374546051025,16
42,1,3,0.2655191719532013,0.043726757168769836,16
42,1,4,0.2795323133468628,0.033432140946388245,16
42,1,5,0.21283449232578278,0.028665903955698013,16
42,1,6,0.27677321434020996,0.05332518741488457,16
42,1,7,0.3394402265548706,0.06643494218587875,16
42,1,8,0.23385833203792572,0.04724738746881485,16
42,1,9,0.24150018393993378,0.04481068253517151,16
42,1,10,0.2473820298910141,0.03525944799184799,16
42,1,11,0.28684842586517334,0.057672612369060516,16
42,1,12,0.3068394064903259,0.057921797037124634,16
42,1,13,0.2907627820968628,0.05246271565556526,16
42,1,14,0.21974149346351624,0.04763517528772354,16
42,1,15,0.2028999924659729,0.02860889956355095,16
42,1,16,0.25527966022491455,0.04272247478365898,16
42,1,17,0.28736788034439087,0.050433333963155746,16
42,1,18,0.2201520800590515,0.06376604735851288,16
42,1,19,0.2626539170742035,0.09168978780508041,16
42,1,20,0.24894076585769653,0.051368676126003265,16
42,1,21,0.40759536623954773,0.10221139341592789,16
42,1,22,0.2639142572879791,0.0736776813864708,16
42,1,23,0.22460117936134338,0.0676267147064209,16
42,1,24,0.22543153166770935,0.05212429165840149,16
42,1,25,0.213141530752182,0.07615986466407776,16
42,1,26,0.2716749310493469,0.07119493931531906,16
42,1,27,0.2108801305294037,0.07583919167518616,16
42,1,28,0.22647768259048462,0.0751892700791359,16
42,1,29,0.24608257412910461,0.0943387821316719,16
42,1,30,0.2608228921890259,0.07563793659210205,16
42,1,31,0.27065184712409973,0.07117142528295517,16
42,1,32,0.20777080953121185,0.09180081635713577,16
42,1,33,0.28331005573272705,0.14448650181293488,16
42,1,34,0.2991539239883423,0.08313990384340286,16
42,1,35,0.3281395733356476,0.06813471764326096,16
42,1,36,0.24747584760189056,0.08118174970149994,16
42,1,37,0.2549811899662018,0.06326611340045929,16
42,1,38,0.24568110704421997,0.0713268294930458,16
42,1,39,0.27685821056365967,0.12494911998510361,16
42,1,40,0.3379281163215637,0.11225752532482147,16
42,1,41,0.28255370259284973,0.08653535693883896,16
42,1,42,0.17671263217926025,0.08130878210067749,16
42,1,43,0.2585611641407013,0.07608208805322647,16
42,1,44,0.26307663321495056,0.1081649661064148,16
42,1,45,0.25323978066444397,0.11328083276748657,16
42,1,46,0.21567751467227936,0.08947539329528809,16
42,1,47,0.26212257146835327,0.14644713699817657,16
42,1,48,0.2862948775291443,0.07934091985225677,16
42,1,49,0.24892790615558624,0.1294514685869217,16
42,1,50,0.2490883767604828,0.08814651519060135,16
42,1,51,0.3051668703556061,0.08621549606323242,16
42,1,52,0.22648635506629944,0.11934461444616318,16
42,1,53,0.2731531858444214,0.09906863421201706,16
42,1,54,0.2030378133058548,0.06174473464488983,16
42,1,55,0.28371739387512207,0.09126419574022293,16
42,1,56,0.22337549924850464,0.1441967636346817,16
42,1,57,0.31812888383865356,0.15182024240493774,16
42,1,58,0.192407488822937,0.07755666971206665,16
42,1,59,0.3007192015647888,0.11188257485628128,16
42,1,60,0.23472028970718384,0.10606496036052704,16
42,1,61,0.22603854537010193,0.1278255432844162,16
42,1,62,0.20970496535301208,0.12989541888237,16
42,1,63,0.33464527130126953,0.27828869223594666,16
42,1,64,0.23882028460502625,0.12816137075424194,16
42,1,65,0.22711485624313354,0.12189902365207672,16
42,1,66,0.2861380875110626,0.12650291621685028,16
42,1,67,0.28040534257888794,0.08757036924362183,16
42,1,68,0.23701956868171692,0.07177526503801346,16
42,1,69,0.24580799043178558,0.18394815921783447,16
42,1,70,0.26470082998275757,0.15316756069660187,16
42,1,71,0.28258973360061646,0.17230971157550812,16
42,1,72,0.19915765523910522,0.14756213128566742,16
42,1,73,0.3163270950317383,0.12989425659179688,16
42,1,74,0.18773868680000305,0.08684472739696503,16
42,1,75,0.28268420696258545,0.1656627207994461,16
42,1,76,0.2657163739204407,0.16013692319393158,16
42,1,77,0.29315146803855896,0.1122693121433258,16
42,1,78,0.2656164765357971,0.1430455595254898,16
42,1,79,0.28130286931991577,0.14560432732105255,16
42,1,80,0.19745659828186035,0.06832479685544968,16
42,1,81,0.30293163657188416,0.14040742814540863,16
42,1,82,0.2402130514383316,0.16970902681350708,16
42,1,83,0.2835769057273865,0.20951835811138153,16
42,1,84,0.3143450617790222,0.1461741179227829,16
42,1,85,0.2442416548728943,0.13465121388435364,16
42,1,86,0.33036667108535767,0.20758098363876343,16
42,1,87,0.2437567263841629,0.19983261823654175,16
42,1,88,0.240714892745018,0.1388467252254486,16
42,1,89,0.25996384024620056,0.14504215121269226,16
42,1,90,0.2396222949028015,0.11487751454114914,16
42,1,91,0.22794842720031738,0.11548902094364166,16
42,1,92,0.3050271272659302,0.24938231706619263,16
42,1,93,0.29300135374069214,0.12214310467243195,16
42,1,94,0.23005741834640503,0.24136917293071747,16
42,1,95,0.36330646276474,0.1704162210226059,16
42,1,96,0.2806122303009033,0.2844753563404083,16
42,1,97,0.20918729901313782,0.17717160284519196,16
42,1,98,0.1918615847826004,0.09381507337093353,16
42,1,99,0.24336448311805725,0.2149110585451126,16
42,1,100,0.24346336722373962,0.10139240324497223,16
42,1,101,0.25010716915130615,0.24086694419384003,16
42,1,102,0.22122400999069214,0.138125479221344,16
42,1,103,0.21085989475250244,0.245216503739357,16
42,1,104,0.19375142455101013,0.1160246953368187,16
42,1,105,0.2563883662223816,0.22109739482402802,16
42,1,106,0.20215672254562378,0.12638330459594727,16
42,1,107,0.2002720832824707,0.14120715856552124,16
42,1,108,0.3193475008010864,0.17257125675678253,16
42,1,109,0.2645428776741028,0.13905110955238342,16
42,1,110,0.2023993730545044,0.16335931420326233,16
42,1,111,0.2757241725921631,0.22777311503887177,16
42,1,112,0.23278576135635376,0.17864418029785156,16
42,1,113,0.18537317216396332,0.22496500611305237,16
42,1,114,0.26194196939468384,0.15587157011032104,16
42,1,115,0.2707270681858063,0.24492742121219635,16
42,1,116,0.24326594173908234,0.14160402119159698,16
42,1,117,0.20883864164352417,0.09689600020647049,16
42,1,118,0.22079581022262573,0.18880529701709747,16
42,1,119,0.29273930191993713,0.3224802315235138,16
42,1,120,0.28173521161079407,0.28786060214042664,16
42,1,121,0.18961411714553833,0.267476350069046,16
42,1,122,0.1819542944431305,0.16697144508361816,16
42,1,123,0.25577110052108765,0.1808469295501709,16
42,1,124,0.1984899342060089,0.2099250704050064,16
42,1,125,0.22127968072891235,0.12082929909229279,16
42,1,126,0.24869342148303986,0.1744605302810669,16
42,1,127,0.2554241418838501,0.17866431176662445,16
42,1,128,0.20001712441444397,0.2212844043970108,16
42,1,129,0.24737775325775146,0.25006163120269775,16
42,1,130,0.17514829337596893,0.25554224848747253,16
