method,group,lr,seed,epoch,train_loss,gradient_mean,gradient_max,sample_entropy,sample_max_weight,Recall@20,Recall@100,VI@20,VI@100,Robust@100,Never@100,worst_schedule@100,cNDCG@10,invariance_max_L2
C3,C3_lr0.0001,0.0001,42,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C3,C3_lr0.0001,0.0001,43,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C3,C3_lr0.0001,0.0001,44,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C3,C3_lr0.0001,0.0001,42,1,0.22162620373296016,0.30405291528299905,1.9405384063720703,2.0644450187683105,0.35962623357772827,0.43104541870843033,0.761621066558003,0.0,0.0,0.761621066558003,0.23837893344199698,0.761621066558003,0.852529104118772,1.336565134124612e-07
C3,C3_lr0.0001,0.0001,43,1,0.2235866685426145,0.27035283173124,0.9138181209564209,2.2853729724884033,0.3022458553314209,0.4353624896462649,0.7513074471909876,0.0,0.0,0.7513074471909876,0.2486925528090124,0.7513074471909876,0.8467881237561431,1.4363642719672498e-07
C3,C3_lr0.0001,0.0001,44,1,0.21931829543389153,0.3039931539079231,1.481172800064087,2.527681827545166,0.3627958297729492,0.48701651663095274,0.7750502278550905,0.0,0.0,0.7750502278550905,0.2249497721449096,0.7750502278550905,0.842947762540836,1.645214098289216e-07
C3,C3_lr0.0001,0.0001,42,2,0.16821034675972027,0.7210485111696251,2.523527145385742,1.3049659729003906,0.5776001811027527,0.353097238147746,0.6884803700516965,0.0,0.0,0.6884803700516965,0.3115196299483035,0.6884803700516965,0.7946655308848246,1.591438660852873e-07
C3,C3_lr0.0001,0.0001,43,2,0.16677582608253666,0.7446120008261818,3.3614680767059326,1.4487721920013428,0.6050080060958862,0.34930753432792916,0.5708770976102376,0.0,0.0,0.5708770976102376,0.4291229023897624,0.5708770976102376,0.7821009808590721,1.625472094701763e-07
C3,C3_lr0.0001,0.0001,44,2,0.16631944116317865,0.8128996735269373,2.5097029209136963,1.458418607711792,0.5027166604995728,0.38312435067797507,0.6427152342813057,0.0,0.0,0.6427152342813057,0.35728476571869416,0.6427152342813057,0.8202436661948629,1.4337875597902894e-07
C3,C3_lr0.0001,0.0001,42,3,0.1523612177733219,0.8415997245094993,3.7324347496032715,1.4014497995376587,0.629094123840332,0.4537980038578371,0.6360688412690605,0.0,0.0,0.6360688412690605,0.36393115873093956,0.6360688412690605,0.8250358856659831,1.4939392656287964e-07
C3,C3_lr0.0001,0.0001,43,3,0.15077859058863285,0.8193334170024503,2.7624051570892334,1.222443699836731,0.6302605271339417,0.3457841873292832,0.5805980556865628,0.0,0.0,0.5805980556865628,0.41940194431343725,0.5805980556865628,0.7951977267067534,1.4783428525788622e-07
C3,C3_lr0.0001,0.0001,44,3,0.15215699995557466,0.9091312585567887,2.7611801624298096,1.106576919555664,0.6326000690460205,0.3859590907730591,0.653189752144192,0.0,0.0,0.653189752144192,0.34681024785580805,0.653189752144192,0.8052069637696456,1.5700356925663073e-07
C3,C3_lr0.0001,0.0001,42,4,0.14233149102691448,0.8452970511985548,2.808210611343384,0.9488610029220581,0.6526496410369873,0.3252073450654259,0.5735737746274531,0.0,0.0,0.5735737746274531,0.42642622537254693,0.5735737746274531,0.7971512313206356,1.8324796258184506e-07
C3,C3_lr0.0001,0.0001,43,4,0.14690226358784872,0.8787854282241879,2.7230241298675537,1.0048246383666992,0.669155478477478,0.3403936913718294,0.6129132438586059,0.0,0.0,0.6129132438586059,0.38708675614139426,0.6129132438586059,0.7945726435724364,2.0479745899137924e-07
C3,C3_lr0.0001,0.0001,44,4,0.1440405264835466,1.0403540993504452,4.293916702270508,1.0897409915924072,0.6344431042671204,0.34617809734770844,0.567950759358877,0.0,0.0,0.567950759358877,0.432049240641123,0.567950759358877,0.7854405982471185,1.8150400649119547e-07
C3,C3_lr0.0001,0.0001,42,5,0.13997465284597693,0.8925631002833446,3.3999154567718506,0.879707932472229,0.711071252822876,0.29914588600275993,0.6318531423105052,0.0,0.0,0.6318531423105052,0.36814685768949484,0.6318531423105052,0.7694805208841959,1.743076580851266e-07
C3,C3_lr0.0001,0.0001,43,5,0.14131771076019062,0.9365649406769962,3.5959222316741943,0.8958950638771057,0.7148275375366211,0.23372838644774324,0.5314060871065243,0.0,0.0,0.5314060871065243,0.46859391289347563,0.5314060871065243,0.7640694297581009,1.641842146682393e-07
C3,C3_lr0.0001,0.0001,44,5,0.1352391754643935,0.99644469712494,6.048426151275635,1.056038737297058,0.626625657081604,0.34828586723000493,0.5962043322430937,0.0,0.0,0.5962043322430937,0.40379566775690634,0.5962043322430937,0.7937838782026182,1.6407857117428648e-07
