query_id,query,n_judged,n_exact,cNDCG@10,cNDCG@20,Recall@10,ExactHit@10,JudgedCoverage@10,Recall@20,ExactHit@20,JudgedCoverage@20,Recall@50,ExactHit@50,JudgedCoverage@50,MRR,ExplicitIrrelevant@10,Unjudged@10,Top20BoundaryTied
0,salon chair,3301,39,0.8148500748352606,0.7378973057413443,0.0029850746268656717,1.0,1.0,0.005638474295190713,1.0,1.0,0.012271973466003316,1.0,0.96,1.0,0.1,0.0,0.0
1,smart coffee table,1436,8,0.42707280183811397,0.5227718467812869,0.007052186177715092,1.0,1.0,0.013399153737658674,1.0,0.95,0.03173483779971791,1.0,0.9,1.0,0.0,0.0,0.0
2,dinosaur,165,151,1.0,1.0,0.06329113924050633,1.0,1.0,0.12658227848101267,1.0,1.0,0.31645569620253167,1.0,1.0,1.0,0.0,0.0,0.0
3,turquoise pillows,997,55,0.8634438349876061,0.7784543467516909,0.012953367875647668,1.0,1.0,0.02461139896373057,1.0,1.0,0.05181347150259067,1.0,0.86,1.0,0.0,0.0,0.0
4,chair and a half recliner,239,23,0.48006117753205346,0.42802669308910507,0.010526315789473684,1.0,0.2,0.031578947368421054,1.0,0.3,0.11052631578947368,1.0,0.42,0.125,0.0,0.8,0.0
5,sofa with ottoman,1344,179,0.9074250374176304,0.8928508347394996,0.007639419404125287,1.0,1.0,0.013750954927425516,1.0,0.9,0.03437738731856379,1.0,0.9,1.0,0.0,0.0,0.0
6,acrylic clear chair,109,43,1.0,0.9652498273011314,0.050505050505050504,1.0,0.5,0.10101010101010101,1.0,0.5,0.18181818181818182,1.0,0.38,0.3333333333333333,0.0,0.5,0.0
7,driftwood mirror,603,23,0.955830517697074,0.8587877827598913,0.018691588785046728,1.0,1.0,0.037383177570093455,1.0,1.0,0.09345794392523364,1.0,1.0,1.0,0.0,0.0,0.0
8,home sweet home sign,105,25,0.867129177606588,0.744738031443082,0.0425531914893617,1.0,0.4,0.10638297872340426,1.0,0.5,0.2765957446808511,1.0,0.52,1.0,0.0,0.6,0.0
9,coffee table fire pit,1516,74,1.0,1.0,0.006622516556291391,1.0,1.0,0.013245033112582781,1.0,1.0,0.03245033112582781,1.0,0.98,1.0,0.0,0.0,0.0
10,king poster bed,177,21,0.9014470060563649,0.7749338994762189,0.056818181818181816,1.0,1.0,0.11363636363636363,1.0,1.0,0.2556818181818182,1.0,0.9,1.0,0.0,0.0,0.0
11,ombre rug,1428,65,0.9510907186004265,0.9684355467480761,0.007042253521126761,1.0,1.0,0.014084507042253521,1.0,1.0,0.035211267605633804,1.0,1.0,1.0,0.0,0.0,0.0
12,large spoon and fork wall decor,225,27,0.9575861412006988,0.8727452063532292,0.056818181818181816,1.0,1.0,0.10227272727272728,1.0,0.95,0.18181818181818182,1.0,0.7,1.0,0.0,0.0,0.0
13,outdoor privacy wall,122,46,0.9074250374176304,0.9160176165387452,0.14035087719298245,1.0,0.8,0.3157894736842105,1.0,0.9,0.5789473684210527,1.0,0.7,1.0,0.0,0.19999999999999996,0.0
14,beds that have leds,2692,20,0.32551316536265223,0.3570752419081278,0.004455760661998727,1.0,0.9,0.007001909611712286,1.0,0.75,0.015276893698281349,1.0,0.76,1.0,0.2,0.09999999999999998,0.0
15,black 5 drawer dresser by guilford,613,2,0.5821032065260975,0.660102067124662,0.016722408026755852,0.0,1.0,0.030100334448160536,0.0,0.95,0.07525083612040134,1.0,0.92,1.0,0.0,0.0,0.0
16,blk 18x18 seat cushions,493,4,0.6535030491871531,0.7246259514537792,0.018796992481203006,1.0,0.5,0.03007518796992481,1.0,0.4,0.07518796992481203,1.0,0.4,1.0,0.0,0.5,0.0
17,closet storage with zipper,103,21,0.7746772367821343,0.7119485732955831,0.04854368932038835,1.0,0.5,0.0970873786407767,1.0,0.5,0.27184466019417475,1.0,0.56,1.0,0.0,0.5,0.0
18,chrome bathroom 4 light vanity light,1053,34,0.7013133146827742,0.6407635272717547,0.029197080291970802,1.0,0.8,0.06569343065693431,1.0,0.9,0.17518248175182483,1.0,0.96,1.0,0.0,0.19999999999999996,0.0
19,gurney  slade 56,14,0,0.9363792118010483,0.9958564045300905,0.4,,0.4,0.6,,0.3,0.6,,0.12,0.5,0.0,0.6,0.0
20,foutains with brick look,94,12,0.23551477053418657,0.34508139091271245,0.022222222222222223,0.0,0.3,0.07777777777777778,0.0,0.45,0.1111111111111111,0.0,0.26,0.2,0.1,0.7,0.0
21,living curtains pearl,127,1,1.0,1.0,0.031496062992125984,1.0,0.4,0.047244094488188976,1.0,0.3,0.11023622047244094,1.0,0.28,0.5,0.0,0.6,0.0
22,light and navy blue decorative pillow,251,22,0.6421264397218994,0.6479596501962276,0.04081632653061224,1.0,0.8,0.0663265306122449,1.0,0.65,0.14285714285714285,1.0,0.56,1.0,0.0,0.19999999999999996,0.0
23,stoneford end tables white and wood,1266,0,1.0,1.0,0.007328990228013029,,0.9,0.014657980456026058,,0.9,0.03420195439739414,,0.86,0.5,0.0,0.09999999999999998,0.0
24,wood coffee table set by storage,2559,84,0.5289704589316268,0.5533479960109938,0.004764173415912339,1.0,1.0,0.009528346831824679,1.0,1.0,0.022868032396379228,1.0,0.96,1.0,0.0,0.0,0.0
25,sunflower,242,227,1.0,1.0,0.04329004329004329,1.0,1.0,0.08658008658008658,1.0,1.0,0.21645021645021645,1.0,1.0,1.0,0.0,0.0,0.0
26,leather chairs,3746,876,1.0,0.9528371721658946,0.0030422878004259203,1.0,1.0,0.0060845756008518406,1.0,1.0,0.014298752662001825,1.0,0.94,1.0,0.0,0.0,0.0
27,outdoor welcome rug,344,100,0.707940482743322,0.6465833629437027,0.02631578947368421,1.0,0.9,0.038011695906432746,1.0,0.65,0.05555555555555555,1.0,0.38,1.0,0.0,0.09999999999999998,0.0
28,rooster decor,725,175,1.0,1.0,0.03333333333333333,1.0,1.0,0.06666666666666667,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.0,0.0,0.0
29,bathroom vanity knobs,802,138,1.0,0.9275139623766075,0.07246376811594203,1.0,1.0,0.13043478260869565,1.0,1.0,0.2536231884057971,1.0,0.98,1.0,0.0,0.0,0.0
30,3 1/2 inch drawer pull,549,88,0.4932805965349206,0.5079724282768407,0.026470588235294117,1.0,0.9,0.052941176470588235,1.0,0.9,0.12941176470588237,1.0,0.88,1.0,0.0,0.09999999999999998,0.0
31,burnt orange curtains,168,1,0.6943559465628248,0.7787676299523247,0.05357142857142857,0.0,0.9,0.08333333333333333,0.0,0.7,0.16071428571428573,0.0,0.54,1.0,0.0,0.09999999999999998,0.0
32,dark gray dresser,211,3,0.6979360593101808,0.8124845845169982,0.027472527472527472,1.0,0.5,0.04945054945054945,1.0,0.45,0.10989010989010989,1.0,0.4,0.3333333333333333,0.0,0.5,0.0
33,non slip shower floor tile,669,125,0.6363321841475867,0.6216108381295339,0.023376623376623377,1.0,0.9,0.03896103896103896,1.0,0.75,0.09090909090909091,1.0,0.7,1.0,0.0,0.09999999999999998,0.0
34,bar stool with backrest,740,374,0.7079278794463302,0.7413036638114279,0.013605442176870748,1.0,1.0,0.027210884353741496,1.0,1.0,0.06394557823129252,1.0,0.94,1.0,0.0,0.0,0.0
35,enclosed shoe rack,174,51,0.3333333333333333,0.377600842269535,0.05813953488372093,0.0,1.0,0.11627906976744186,1.0,1.0,0.26744186046511625,1.0,0.92,1.0,0.0,0.0,0.0
36,laundry basket with wheels,157,37,0.8039369346935542,0.686168224593411,0.04487179487179487,1.0,0.7,0.08974358974358974,1.0,0.7,0.22435897435897437,1.0,0.7,1.0,0.0,0.30000000000000004,0.0
37,bar stool 24 inches height,875,110,0.6795457322063619,0.5794761593686308,0.010935601458080195,1.0,0.9,0.02187120291616039,1.0,0.9,0.05710814094775213,1.0,0.94,1.0,0.0,0.09999999999999998,0.0
38,calvin patio chair,255,1,0.6943559465628248,0.8340757224642434,0.04245283018867924,0.0,0.9,0.08018867924528301,1.0,0.85,0.15566037735849056,1.0,0.68,1.0,0.0,0.09999999999999998,0.0
39,door jewelry organizer,149,31,0.44911111423199457,0.40805253280247855,0.06711409395973154,1.0,1.0,0.1342281879194631,1.0,1.0,0.3288590604026846,1.0,0.98,1.0,0.0,0.0,0.0
40,elegant executive chair,166,40,0.5713717144339363,0.5355000390258329,0.06097560975609756,1.0,1.0,0.11585365853658537,1.0,0.95,0.2865853658536585,1.0,0.94,1.0,0.0,0.0,0.0
41,closet pull out valet rod,143,19,0.8161018972187559,0.8003412290316874,0.125,1.0,1.0,0.25,1.0,1.0,0.5125,1.0,0.9,1.0,0.0,0.0,0.0
