query_id,query,n_judged,n_exact,cNDCG@10,cNDCG@20,Recall@10,ExactHit@10,JudgedCoverage@10,Recall@20,ExactHit@20,JudgedCoverage@20,Recall@50,ExactHit@50,JudgedCoverage@50,MRR,ExplicitIrrelevant@10,Unjudged@10,Top20BoundaryTied
0,salon chair,3301,39,0.6878482967683383,0.6319971912795164,0.001990049751243781,1.0,0.8,0.003980099502487562,1.0,0.75,0.011276948590381426,1.0,0.76,1.0,0.2,0.19999999999999996,0.0
1,smart coffee table,1436,8,0.3649302102017378,0.47100925925184517,0.004936530324400564,0.0,0.7,0.011988716502115656,0.0,0.85,0.03314527503526093,0.0,0.94,1.0,0.0,0.30000000000000004,0.0
2,dinosaur,165,151,1.0,0.9784411392344535,0.06329113924050633,1.0,1.0,0.12658227848101267,1.0,1.0,0.31645569620253167,1.0,1.0,1.0,0.0,0.0,0.0
3,turquoise pillows,997,55,0.6057473966224558,0.6046131196661636,0.010362694300518135,1.0,0.9,0.023316062176165803,1.0,0.95,0.05829015544041451,1.0,0.98,1.0,0.1,0.09999999999999998,0.0
4,chair and a half recliner,239,23,0.44236092441353086,0.4376961101154401,0.010526315789473684,0.0,0.2,0.021052631578947368,0.0,0.2,0.06315789473684211,1.0,0.24,0.3333333333333333,0.0,0.8,0.0
5,sofa with ottoman,1344,179,0.585535533784113,0.6017384997034101,0.0053475935828877,1.0,0.7,0.009167303284950344,1.0,0.65,0.026737967914438502,1.0,0.72,1.0,0.0,0.30000000000000004,0.0
6,acrylic clear chair,109,43,0.8319567064488885,0.7354249339253863,0.010101010101010102,1.0,0.1,0.010101010101010102,1.0,0.05,0.04040404040404041,1.0,0.08,0.2,0.0,0.9,0.0
7,driftwood mirror,603,23,0.753361787429743,0.6728049655349974,0.018691588785046728,1.0,1.0,0.037383177570093455,1.0,1.0,0.09158878504672897,1.0,0.98,1.0,0.0,0.0,0.0
8,home sweet home sign,105,25,0.6299020196623002,0.5474377282363622,0.02127659574468085,1.0,0.2,0.05319148936170213,1.0,0.25,0.20212765957446807,1.0,0.38,1.0,0.0,0.8,0.0
9,coffee table fire pit,1516,74,0.9537125187088151,0.9208644722163541,0.006622516556291391,1.0,1.0,0.012582781456953643,1.0,0.95,0.031125827814569535,1.0,0.94,1.0,0.0,0.0,0.0
10,king poster bed,177,21,0.7554797864180018,0.7043058601519894,0.056818181818181816,1.0,1.0,0.08522727272727272,1.0,0.75,0.1590909090909091,1.0,0.56,1.0,0.0,0.0,0.0
11,ombre rug,1428,65,0.7123053030583436,0.6285610386049746,0.007042253521126761,1.0,1.0,0.014084507042253521,1.0,1.0,0.035211267605633804,1.0,1.0,1.0,0.0,0.0,0.0
12,large spoon and fork wall decor,225,27,0.8188458073987622,0.737774862039556,0.05113636363636364,1.0,0.9,0.10227272727272728,1.0,0.95,0.17045454545454544,1.0,0.64,1.0,0.0,0.09999999999999998,0.0
13,outdoor privacy wall,122,46,0.9048032373092417,0.8449017341347256,0.03508771929824561,1.0,0.2,0.14035087719298245,1.0,0.4,0.2807017543859649,1.0,0.36,0.5,0.0,0.8,0.0
14,beds that have leds,2692,20,0.6168056224173492,0.5378359536669017,0.005092297899427116,1.0,0.8,0.010184595798854232,1.0,0.8,0.024824952259707194,1.0,0.86,1.0,0.0,0.19999999999999996,0.0
