query_id,query,n_judged,n_exact,cNDCG@10,cNDCG@20,Recall@10,ExactHit@10,JudgedCoverage@10,Recall@20,ExactHit@20,JudgedCoverage@20,Recall@50,ExactHit@50,JudgedCoverage@50,MRR,ExplicitIrrelevant@10,Unjudged@10,Top20BoundaryTied
0,salon chair,3301,39,0.7363927281858862,0.6477465619677883,0.002321724709784411,1.0,1.0,0.004311774461028192,1.0,1.0,0.009950248756218905,1.0,0.96,1.0,0.3,0.0,0.0
1,smart coffee table,1436,8,0.46628041186554436,0.5554304033754583,0.004231311706629055,1.0,0.6,0.004231311706629055,1.0,0.3,0.019746121297602257,1.0,0.56,1.0,0.0,0.4,0.0
2,dinosaur,165,151,1.0,1.0,0.06329113924050633,1.0,1.0,0.12658227848101267,1.0,1.0,0.31645569620253167,1.0,1.0,1.0,0.0,0.0,0.0
3,turquoise pillows,997,55,0.6498600945867898,0.6901952010381822,0.0051813471502590676,1.0,0.5,0.014248704663212436,1.0,0.6,0.038860103626943004,1.0,0.64,1.0,0.1,0.5,0.0
4,chair and a half recliner,239,23,0.48006117753205346,0.42802669308910507,0.03684210526315789,1.0,0.7,0.05789473684210526,1.0,0.55,0.10526315789473684,1.0,0.4,1.0,0.0,0.30000000000000004,0.0
5,sofa with ottoman,1344,179,0.8379347378101539,0.8705372045521107,0.006875477463712758,1.0,0.9,0.013750954927425516,1.0,0.9,0.029029793735676088,1.0,0.76,1.0,0.0,0.09999999999999998,0.0
6,acrylic clear chair,109,43,1.0,0.8964121001187204,0.08080808080808081,1.0,0.8,0.15151515151515152,1.0,0.8,0.1919191919191919,1.0,0.46,1.0,0.0,0.19999999999999996,0.0
7,driftwood mirror,603,23,0.8572775237534388,0.8599186684696962,0.018691588785046728,1.0,1.0,0.03551401869158879,1.0,0.95,0.048598130841121495,1.0,0.64,1.0,0.0,0.0,0.0
8,home sweet home sign,105,25,0.9048032373092417,0.8444427065067942,0.10638297872340426,1.0,1.0,0.19148936170212766,1.0,0.9,0.2553191489361702,1.0,0.48,1.0,0.0,0.0,0.0
9,coffee table fire pit,1516,74,1.0,1.0,0.006622516556291391,1.0,1.0,0.011920529801324504,1.0,0.9,0.031125827814569535,1.0,0.94,1.0,0.0,0.0,0.0
10,king poster bed,177,21,0.9575861412006988,0.9035546721962504,0.056818181818181816,1.0,1.0,0.10795454545454546,1.0,0.95,0.26136363636363635,1.0,0.92,1.0,0.0,0.0,0.0
11,ombre rug,1428,65,1.0,0.9777083390768576,0.007042253521126761,1.0,1.0,0.014084507042253521,1.0,1.0,0.035211267605633804,1.0,1.0,1.0,0.0,0.0,0.0
12,large spoon and fork wall decor,225,27,1.0,0.897497861116798,0.056818181818181816,1.0,1.0,0.09659090909090909,1.0,0.9,0.17045454545454544,1.0,0.66,1.0,0.0,0.0,0.0
13,outdoor privacy wall,122,46,0.8043628744017064,0.8500688470533616,0.12280701754385964,1.0,0.7,0.2807017543859649,1.0,0.8,0.8070175438596491,1.0,0.92,1.0,0.0,0.30000000000000004,0.0
14,beds that have leds,2692,20,0.11990330395060976,0.13448939635458906,0.0006365372374283895,0.0,0.5,0.0019096117122851686,0.0,0.6,0.01336728198599618,0.0,0.76,1.0,0.4,0.5,0.0
15,black 5 drawer dresser by guilford,613,2,0.7437677542157901,0.8058653492233786,0.016722408026755852,1.0,1.0,0.033444816053511704,1.0,1.0,0.0802675585284281,1.0,0.98,1.0,0.0,0.0,0.0
