query_id,query,n_judged,n_exact,cNDCG@10,cNDCG@20,Recall@10,ExactHit@10,JudgedCoverage@10,Recall@20,ExactHit@20,JudgedCoverage@20,Recall@50,ExactHit@50,JudgedCoverage@50,MRR,ExplicitIrrelevant@10,Unjudged@10,Top20BoundaryTied
0,salon chair,3301,39,0.8130353736609366,0.762705233732314,0.0026533996683250414,1.0,1.0,0.005306799336650083,1.0,1.0,0.012603648424543947,1.0,0.94,1.0,0.2,0.0,0.0
1,smart coffee table,1436,8,0.413286545585664,0.511288381460973,0.006346967559943582,1.0,0.9,0.012693935119887164,1.0,0.9,0.03173483779971791,1.0,0.9,1.0,0.0,0.09999999999999998,0.0
2,dinosaur,165,151,1.0,1.0,0.06329113924050633,1.0,1.0,0.12658227848101267,1.0,1.0,0.31645569620253167,1.0,1.0,1.0,0.0,0.0,0.0
3,turquoise pillows,997,55,0.9368077570869662,0.7830299715622948,0.012953367875647668,1.0,1.0,0.02461139896373057,1.0,1.0,0.04922279792746114,1.0,0.82,1.0,0.0,0.0,0.0
4,chair and a half recliner,239,23,0.48006117753205346,0.42802669308910507,0.010526315789473684,1.0,0.2,0.02631578947368421,1.0,0.25,0.08947368421052632,1.0,0.34,0.14285714285714285,0.0,0.8,0.0
5,sofa with ottoman,1344,179,0.806984674510095,0.8280299040515091,0.0053475935828877,1.0,0.7,0.012223071046600458,1.0,0.8,0.03132161955691368,1.0,0.82,1.0,0.0,0.30000000000000004,0.0
6,acrylic clear chair,109,43,1.0,0.9217809861572003,0.06060606060606061,1.0,0.6,0.1111111111111111,1.0,0.55,0.18181818181818182,1.0,0.38,1.0,0.0,0.4,0.0
7,driftwood mirror,603,23,0.955830517697074,0.903154450268418,0.018691588785046728,1.0,1.0,0.037383177570093455,1.0,1.0,0.09345794392523364,1.0,1.0,1.0,0.0,0.0,0.0
8,home sweet home sign,105,25,0.8611511462453225,0.7441781030482315,0.09574468085106383,1.0,0.9,0.1595744680851064,1.0,0.75,0.2872340425531915,1.0,0.54,1.0,0.0,0.09999999999999998,0.0
9,coffee table fire pit,1516,74,1.0,0.9784411392344535,0.006622516556291391,1.0,1.0,0.013245033112582781,1.0,1.0,0.031788079470198675,1.0,0.96,1.0,0.0,0.0,0.0
10,king poster bed,177,21,0.8590331472570637,0.8148391416102623,0.056818181818181816,1.0,1.0,0.10795454545454546,1.0,0.95,0.22727272727272727,1.0,0.8,1.0,0.0,0.0,0.0
11,ombre rug,1428,65,0.9477344873475497,0.9662695446835886,0.007042253521126761,1.0,1.0,0.014084507042253521,1.0,1.0,0.035211267605633804,1.0,1.0,1.0,0.0,0.0,0.0
12,large spoon and fork wall decor,225,27,0.9575861412006988,0.8831936384027242,0.056818181818181816,1.0,1.0,0.10795454545454546,1.0,0.95,0.18181818181818182,1.0,0.7,1.0,0.0,0.0,0.0
13,outdoor privacy wall,122,46,0.9074250374176304,0.9153839749534747,0.14035087719298245,1.0,0.8,0.3157894736842105,1.0,0.9,0.543859649122807,1.0,0.66,0.5,0.0,0.19999999999999996,0.0
14,beds that have leds,2692,20,0.3913822364492525,0.3613416124816397,0.0038192234245703373,1.0,0.8,0.007001909611712286,1.0,0.75,0.01718650541056652,1.0,0.78,1.0,0.2,0.19999999999999996,0.0
15,black 5 drawer dresser by guilford,613,2,0.5821032065260975,0.6833800218492042,0.016722408026755852,0.0,1.0,0.033444816053511704,0.0,1.0,0.07525083612040134,1.0,0.92,1.0,0.0,0.0,0.0
16,blk 18x18 seat cushions,493,4,0.6326670011822022,0.7080667670760622,0.007518796992481203,0.0,0.2,0.02631578947368421,1.0,0.35,0.06766917293233082,1.0,0.38,0.5,0.0,0.8,0.0
17,closet storage with zipper,103,21,0.7670088400322299,0.66196988575979,0.038834951456310676,1.0,0.4,0.06796116504854369,1.0,0.35,0.23300970873786409,1.0,0.48,1.0,0.0,0.6,0.0
18,chrome bathroom 4 light vanity light,1053,34,0.7018307059217811,0.6446501296367528,0.029197080291970802,1.0,0.8,0.06569343065693431,1.0,0.9,0.1678832116788321,1.0,0.92,1.0,0.0,0.19999999999999996,0.0
19,gurney  slade 56,14,0,0.9363792118010483,0.9958564045300905,0.5,,0.5,0.6,,0.3,0.6,,0.12,0.5,0.0,0.5,0.0
20,foutains with brick look,94,12,0.2503638909924685,0.356390911180945,0.011111111111111112,0.0,0.3,0.022222222222222223,0.0,0.2,0.1,0.0,0.22,0.5,0.2,0.7,0.0
21,living curtains pearl,127,1,0.8871958738785231,0.9183497146685337,0.023622047244094488,1.0,0.3,0.05511811023622047,1.0,0.35,0.10236220472440945,1.0,0.26,0.2,0.0,0.7,0.0
