query_id,query,n_judged,n_exact,cNDCG@10,cNDCG@20,Recall@10,ExactHit@10,JudgedCoverage@10,Recall@20,ExactHit@20,JudgedCoverage@20,Recall@50,ExactHit@50,JudgedCoverage@50,MRR,ExplicitIrrelevant@10,Unjudged@10,Top20BoundaryTied
0,salon chair,3301,39,0.8769836981178636,0.8746442945748926,0.0026533996683250414,1.0,0.9,0.005638474295190713,1.0,0.9,0.014262023217247097,1.0,0.9,1.0,0.1,0.09999999999999998,0.0
1,smart coffee table,1436,8,0.3649302102017378,0.47100925925184517,0.006346967559943582,0.0,0.9,0.013399153737658674,0.0,0.95,0.03385049365303244,0.0,0.96,1.0,0.0,0.09999999999999998,0.0
2,dinosaur,165,151,1.0,1.0,0.06329113924050633,1.0,1.0,0.12658227848101267,1.0,1.0,0.31645569620253167,1.0,1.0,1.0,0.0,0.0,0.0
3,turquoise pillows,997,55,0.7057270809561408,0.6339044132263156,0.011658031088082901,1.0,1.0,0.023316062176165803,1.0,1.0,0.05829015544041451,1.0,0.98,1.0,0.1,0.0,0.0
4,chair and a half recliner,239,23,0.505873192659742,0.44468492485046923,0.005263157894736842,0.0,0.1,0.03684210526315789,1.0,0.35,0.08947368421052632,1.0,0.34,0.125,0.0,0.9,0.0
5,sofa with ottoman,1344,179,0.7703650712851068,0.8079505932527927,0.006111535523300229,1.0,0.8,0.012223071046600458,1.0,0.8,0.029029793735676088,1.0,0.76,1.0,0.0,0.19999999999999996,0.0
6,acrylic clear chair,109,43,0.9477344873475497,0.8961661770681362,0.04040404040404041,1.0,0.4,0.06060606060606061,1.0,0.3,0.08080808080808081,1.0,0.16,0.5,0.0,0.6,0.0
7,driftwood mirror,603,23,0.8454846168880917,0.6854179099769705,0.018691588785046728,1.0,1.0,0.037383177570093455,1.0,1.0,0.09345794392523364,1.0,1.0,1.0,0.0,0.0,0.0
8,home sweet home sign,105,25,0.7283897554909496,0.588289848993266,0.02127659574468085,1.0,0.2,0.06382978723404255,1.0,0.3,0.23404255319148937,1.0,0.44,1.0,0.0,0.8,0.0
9,coffee table fire pit,1516,74,0.9537125187088151,0.9701275709322188,0.006622516556291391,1.0,1.0,0.013245033112582781,1.0,1.0,0.033112582781456956,1.0,1.0,1.0,0.0,0.0,0.0
10,king poster bed,177,21,0.8103670991788406,0.7585960106475478,0.056818181818181816,1.0,1.0,0.09090909090909091,1.0,0.8,0.2159090909090909,1.0,0.76,1.0,0.0,0.0,0.0
11,ombre rug,1428,65,0.8208416963154033,0.7419842383072603,0.007042253521126761,1.0,1.0,0.014084507042253521,1.0,1.0,0.035211267605633804,1.0,1.0,1.0,0.0,0.0,0.0
12,large spoon and fork wall decor,225,27,0.8400527367984127,0.7607234209643463,0.05113636363636364,1.0,0.9,0.10227272727272728,1.0,0.95,0.19318181818181818,1.0,0.7,1.0,0.0,0.09999999999999998,0.0
