query_id,query,n_judged,n_exact,cNDCG@10,cNDCG@20,Recall@10,ExactHit@10,JudgedCoverage@10,Recall@20,ExactHit@20,JudgedCoverage@20,Recall@50,ExactHit@50,JudgedCoverage@50,MRR,ExplicitIrrelevant@10,Unjudged@10,Top20BoundaryTied
0,salon chair,3301,39,0.8236998933965709,0.731892996837113,0.002321724709784411,1.0,0.9,0.004643449419568822,1.0,0.85,0.011940298507462687,1.0,0.78,1.0,0.2,0.09999999999999998,0.0
1,smart coffee table,1436,8,0.3649302102017378,0.47100925925184517,0.005641748942172073,0.0,0.8,0.011988716502115656,0.0,0.85,0.03314527503526093,0.0,0.94,0.5,0.0,0.19999999999999996,0.0
2,dinosaur,165,151,1.0,1.0,0.06329113924050633,1.0,1.0,0.12658227848101267,1.0,1.0,0.31645569620253167,1.0,1.0,1.0,0.0,0.0,0.0
3,turquoise pillows,997,55,0.6413645912295859,0.5841304529654177,0.010362694300518135,1.0,1.0,0.023316062176165803,1.0,1.0,0.05829015544041451,1.0,0.98,1.0,0.2,0.0,0.0
4,chair and a half recliner,239,23,0.5021969360736879,0.4765253840768855,0.02631578947368421,1.0,0.5,0.03684210526315789,1.0,0.35,0.06842105263157895,1.0,0.26,0.5,0.0,0.5,0.0
5,sofa with ottoman,1344,179,0.5277835411283265,0.5782268204916159,0.004583651642475172,1.0,0.7,0.01145912910618793,1.0,0.8,0.030557677616501147,1.0,0.82,0.5,0.1,0.30000000000000004,0.0
6,acrylic clear chair,109,43,0.7058098804580714,0.6936763955623209,0.020202020202020204,1.0,0.2,0.030303030303030304,1.0,0.15,0.04040404040404041,1.0,0.08,0.5,0.0,0.8,0.0
7,driftwood mirror,603,23,0.79584090434403,0.6537305984575399,0.018691588785046728,1.0,1.0,0.037383177570093455,1.0,1.0,0.09345794392523364,1.0,1.0,1.0,0.0,0.0,0.0
8,home sweet home sign,105,25,0.7445530561574184,0.6564852386717076,0.07446808510638298,1.0,0.7,0.11702127659574468,1.0,0.55,0.22340425531914893,1.0,0.44,1.0,0.0,0.30000000000000004,0.0
9,coffee table fire pit,1516,74,0.9575861412006988,0.9287769587200518,0.006622516556291391,1.0,1.0,0.011920529801324504,1.0,0.9,0.031125827814569535,1.0,0.94,1.0,0.0,0.0,0.0
10,king poster bed,177,21,0.7979589033322888,0.7283232387737778,0.05113636363636364,1.0,0.9,0.07954545454545454,1.0,0.7,0.19318181818181818,1.0,0.68,1.0,0.0,0.09999999999999998,0.0
11,ombre rug,1428,65,0.8645073774981994,0.7709633109831692,0.007042253521126761,1.0,1.0,0.014084507042253521,1.0,1.0,0.035211267605633804,1.0,1.0,1.0,0.0,0.0,0.0
12,large spoon and fork wall decor,225,27,0.8611511462453225,0.7809722264830347,0.05113636363636364,1.0,0.9,0.10227272727272728,1.0,0.95,0.21022727272727273,1.0,0.76,1.0,0.0,0.09999999999999998,0.0
13,outdoor privacy wall,122,46,0.9069212362975005,0.9172213569007335,0.07017543859649122,1.0,0.4,0.15789473684210525,1.0,0.45,0.3508771929824561,1.0,0.44,1.0,0.0,0.6,0.0
14,beds that have leds,2692,20,0.6460000622137831,0.5394314551556667,0.005728835136855506,1.0,0.9,0.010821133036282623,1.0,0.95,0.025461489497135583,1.0,0.96,1.0,0.0,0.09999999999999998,0.0
15,black 5 drawer dresser by guilford,613,2,0.5821032065260975,0.6833800218492042,0.013377926421404682,0.0,0.8,0.026755852842809364,0.0,0.8,0.07023411371237458,0.0,0.84,1.0,0.0,0.19999999999999996,0.0
16,blk 18x18 seat cushions,493,4,0.5298241244530195,0.607311329563756,0.007518796992481203,0.0,0.2,0.007518796992481203,0.0,0.1,0.018796992481203006,0.0,0.1,1.0,0.0,0.8,0.0
