dataset,model,encoder_profile,population,target_support,K,intervention,competitors,catalog_size,eligible_queries,highest_relevance_pairs,bootstrap_draws,bootstrap_seed,aggregation,Always,Always_ci_low,Always_ci_high,VI,VI_ci_low,VI_ci_high,Never,Never_ci_low,Never_ci_high,mean_over_seven_schedules_Recall,mean_over_seven_schedules_Recall_ci_low,mean_over_seven_schedules_Recall_ci_high,C0_Recall,C0_Recall_ci_low,C0_Recall_ci_high,mean_schedule_inclusion,mean_schedule_inclusion_ci_low,mean_schedule_inclusion_ci_high,C0_inclusion,C0_inclusion_ci_low,C0_inclusion_ci_high
wands,minilm,native,primary_existing_evaluation,full,20,target_only,"raw C0, fixed",42994,308,21299,10000,2026091701,query_macro,0.2018756929310532,0.1683474812050897,0.2371912679549437,0.1944650883183764,0.1711769268652023,0.2194348359756046,0.6036592187505704,0.565316557013757,0.6414059535596099,,,,,,,0.2885500872947449,0.2541929554081054,0.325350266202918,0.3080850567626536,0.2710145128159665,0.3467140690584058
wands,minilm,native,primary_existing_evaluation,fully_fitting,20,target_only,"raw C0, fixed",42994,118,925,10000,2026091701,query_macro,0.1850016616317871,0.1322660417942782,0.241784070159568,0.1059200326030364,0.0701495518213549,0.1450896585650408,0.7090783057651764,0.6450686064544042,0.7692252543428115,,,,,,,0.2319236872149966,0.1781833543567837,0.289689055834875,0.236864237600848,0.1797818155284399,0.2967442212825675
wands,bge_base,native,primary_existing_evaluation,full,20,target_only,"raw C0, fixed",42994,308,21299,10000,2026091701,query_macro,0.3017646316393629,0.2631193293696425,0.3422700103487918,0.1083173463674557,0.0929123020246828,0.1254755131814839,0.5899180219931813,0.5502014625275824,0.6284419717957455,,,,,,,0.3563693096715543,0.3179032279796998,0.3963005263241867,0.3610458935456568,0.32234110988792,0.4008052032843101
wands,bge_base,native,primary_existing_evaluation,fully_fitting,20,target_only,"raw C0, fixed",42994,239,6797,10000,2026091701,query_macro,0.2133258899763936,0.1771755027423452,0.2525965957012612,0.071604002889741,0.0577100889209542,0.0873164709217649,0.7150701071338653,0.673784118643457,0.7534903588487681,,,,,,,0.2435209086824832,0.2069738759085382,0.2834333988572652,0.2472230758932408,0.2104162364600733,0.2871081750823963
wands,gte_modernbert,native,primary_existing_evaluation,full,20,target_only,"raw C0, fixed",42994,308,21299,10000,2026091701,query_macro,0.2938139523582521,0.2546087674202679,0.3346529314902888,0.1455063312533377,0.1284425932083341,0.1631562354808284,0.5606797163884103,0.5218018721362192,0.5986088389907201,,,,,,,0.3626955836732334,0.324515352302059,0.4023235105149663,0.3590122121997165,0.3205031140572743,0.3989071051779426
wands,gte_modernbert,native,primary_existing_evaluation,fully_fitting,20,target_only,"raw C0, fixed",42994,308,21299,10000,2026091701,query_macro,0.2938139523582521,0.2546087674202679,0.3346529314902888,0.1455063312533377,0.1284425932083341,0.1631562354808284,0.5606797163884103,0.5218018721362192,0.5986088389907201,,,,,,,0.3626955836732334,0.324515352302059,0.4023235105149663,0.3590122121997165,0.3205031140572743,0.3989071051779426
esci,minilm,native,primary_existing_evaluation,full,20,target_only,"raw C0, fixed",10076,499,4434,10000,2026091701,query_macro,0.6616157671762091,0.6314723915357182,0.690675753227627,0.0290919832935762,0.0214280619938691,0.0380541505737535,0.3092922495302148,0.280990731141122,0.3384894257139801,,,,,,,0.6772379582493717,0.648011946200378,0.7055227061052027,0.6795206657015723,0.6496839745611632,0.7085766975350757
esci,minilm,native,primary_existing_evaluation,fully_fitting,20,target_only,"raw C0, fixed",10076,460,2578,10000,2026091701,query_macro,0.6549818355486514,0.6220968193233245,0.6875356257607573,0.0320466703173808,0.0225395418952616,0.0425457430730997,0.3129714941339677,0.2812877066724691,0.3456690321060733,,,,,,,0.6721323393168419,0.6396861899449895,0.7041025475449432,0.6750487476150908,0.6423148767113191,0.7074944288896715
esci,bge_base,native,primary_existing_evaluation,full,20,target_only,"raw C0, fixed",10076,499,4434,10000,2026091701,query_macro,0.731922439609942,0.7041502978877974,0.7592873681708655,0.0242363897418906,0.0175834658080465,0.0317870853116244,0.2438411706481673,0.2178488032468952,0.2701499889680333,,,,,,,0.7445103036848635,0.7177015483728796,0.7710457035606469,0.7410465636379933,0.7137030693309269,0.7678280888509339
esci,bge_base,native,primary_existing_evaluation,fully_fitting,20,target_only,"raw C0, fixed",10076,488,3587,10000,2026091701,query_macro,0.725896562315088,0.6961223505908719,0.7533290069942659,0.0255272832489472,0.0186848401484123,0.0331556034613034,0.2485761544359647,0.2222080313226957,0.2775395157843548,,,,,,,0.7391971149666677,0.7101234730033711,0.765860471827701,0.7348474685597259,0.7056213554545061,0.7617452962258418
esci,gte_modernbert,native,primary_existing_evaluation,full,20,target_only,"raw C0, fixed",10076,499,4434,10000,2026091701,query_macro,0.6812962562623982,0.6513100578422063,0.7100502543152901,0.058833297431182,0.0482606981628535,0.0701909077201328,0.2598704463064197,0.232805989508967,0.2874830898748134,,,,,,,0.7113653359860881,0.6829146906095244,0.7387646432356273,0.7244962730851259,0.6958531413021466,0.7520215744893282
esci,gte_modernbert,native,primary_existing_evaluation,fully_fitting,20,target_only,"raw C0, fixed",10076,499,4434,10000,2026091701,query_macro,0.6812962562623982,0.6513100578422063,0.7100502543152901,0.058833297431182,0.0482606981628535,0.0701909077201328,0.2598704463064197,0.232805989508967,0.2874830898748134,,,,,,,0.7113653359860881,0.6829146906095244,0.7387646432356273,0.7244962730851259,0.6958531413021466,0.7520215744893282
