dataset,model,intervention,target_support,catalog_size,K,aggregation,eligible_queries,highest_label_pairs,bootstrap_seed,bootstrap_draws,source_order_inclusion,source_order_inclusion_ci_low,source_order_inclusion_ci_high,mean_schedule_inclusion,mean_schedule_inclusion_ci_low,mean_schedule_inclusion_ci_high,persistent_inclusion,persistent_inclusion_ci_low,persistent_inclusion_ci_high,VI,VI_ci_low,VI_ci_high,persistent_omission,persistent_omission_ci_low,persistent_omission_ci_high
wands,minilm,target_only,full,42994,20,query_macro,308,21299,2026091701,10000,0.3080850567626535,0.2710145128159665,0.3467140690584058,0.2885500872947448,0.2541929554081054,0.3253502662029181,0.2018756929310532,0.1683474812050897,0.2371912679549436,0.1944650883183764,0.1711769268652023,0.2194348359756045,0.6036592187505708,0.5653165570137573,0.6414059535596103
wands,minilm,target_only,full,42994,50,query_macro,308,21299,2026091701,10000,0.4497743948401152,0.4110322561144169,0.4903315510362069,0.4286929022121757,0.3913393807788655,0.4680396730098167,0.3218778673250141,0.2834703671405226,0.3617646127449123,0.2213933609010194,0.1989941293256886,0.2449200854931244,0.4567287717739662,0.4189098258611057,0.4940309917114155
wands,minilm,target_only,full,42994,100,query_macro,308,21299,2026091701,10000,0.5788332820924587,0.540442339286388,0.6168707106396457,0.5566158518634681,0.5186157077369766,0.5947429068542549,0.4421728023886017,0.4019880225800716,0.4846281632268034,0.2245483032795288,0.201523788069043,0.2481479852755549,0.3332788943318691,0.2980965414228176,0.3688657588544388
wands,minilm,target_only,full,42994,200,query_macro,308,21299,2026091701,10000,0.6964051576530869,0.6604159416146237,0.7321409737672478,0.6756949846634673,0.6397731057957297,0.7108939750693002,0.5690866472861803,0.5278390709392601,0.6100223703018569,0.2071892720310644,0.1848303420538892,0.230512061692464,0.2237240806827554,0.1931274218073012,0.2553734505554699
wands,minilm,target_only,full,42994,500,query_macro,308,21299,2026091701,10000,0.819587604088422,0.7900515342326291,0.8482098997700188,0.8099159651058637,0.780485291420534,0.838469460390344,0.7287088233252701,0.6929408559113538,0.7643942565495375,0.1505154036754413,0.1300699891028938,0.1717172493608866,0.120775772999288,0.0978980839520222,0.1451294187758214
wands,minilm,target_only,full,42994,1000,query_macro,308,21299,2026091701,10000,0.8859650155488222,0.8615988253180953,0.909223407309975,0.8813344046373138,0.8575580085822537,0.90417564256933,0.8245100591679191,0.7950268474787157,0.8534345147839466,0.104489304425521,0.087111352861863,0.1224733815131092,0.0710006364065599,0.0529280427426067,0.0908935940096395
wands,minilm,target_only,fully_fitting,42994,20,query_macro,118,925,2026091701,10000,0.236864237600848,0.1797818155284399,0.2967442212825675,0.2319236872149967,0.1781833543567837,0.289689055834875,0.1850016616317871,0.1322660417942782,0.2417840701595681,0.1059200326030364,0.0701495518213549,0.1450896585650408,0.7090783057651765,0.6450686064544042,0.7692252543428115
wands,minilm,target_only,fully_fitting,42994,50,query_macro,118,925,2026091701,10000,0.430529163531429,0.3599637181529806,0.5014217804076189,0.4271417706753209,0.360555251347703,0.4945681849931539,0.3409189716026067,0.2737860662034875,0.4101643848012449,0.1661058154805789,0.1183695306091058,0.2177736594833187,0.4929752129168143,0.4200171754342573,0.5651863108875039
wands,minilm,target_only,fully_fitting,42994,100,query_macro,118,925,2026091701,10000,0.5784981631600612,0.5066346877850241,0.6497142652072946,0.5711314998457043,0.5004472274988131,0.6391921759761501,0.4924679217537666,0.4188370619816026,0.5638047561497933,0.139889999714478,0.0972095207282164,0.1869219548932137,0.3676420785317552,0.2976788535313348,0.4396332003869713
wands,minilm,target_only,fully_fitting,42994,200,query_macro,118,925,2026091701,10000,0.7201044816167532,0.6536213292373713,0.7825741152553212,0.7052911227855577,0.6410980773965936,0.766882762963578,0.6328090352257488,0.5624964208518892,0.6999406955246923,0.1498329866367246,0.1059097253811641,0.1985893737108303,0.2173579781375264,0.1600246870046839,0.2769967678646981
