field_key,occurrences,weight_sum,mean_weight
<UNK-native>,50501,821.868296192144,0.016274297463261006
a28degreelatch,46,0.8988634999841452,0.019540510869220547
aafacertified,19,0.31515300180763006,0.016587000095138426
abrasionratingdoublerubs,13,0.50036177970469,0.03848936766959154
abstractandfractals,608,8.255854103714228,0.013578707407424716
acadapterincluded,6,0.09694962669163942,0.016158271115273237
accentcolor,50,2.039211705327034,0.04078423410654068
accentfinish,1,0.013747960329055786,0.013747960329055786
accentmaterial,12,0.5411415956914425,0.045095132974286876
accentpillow,602,6.698919408023357,0.011127773103028833
accentpillowheight-toptobottom,120,1.119649707339704,0.009330414227830867
accentpillowsincluded,22,0.25355073995888233,0.011525033634494652
accentpillowthickness-fronttoback,83,0.6607199343852699,0.007960481137171927
accentpillowwidth-sidetoside,114,1.3931924244388938,0.012220986179288542
accessdoor,76,1.1078265123069286,0.014576664635617482
accessdoordepth-fronttoback,1,0.014262772165238857,0.014262772165238857
accessdoorheight,1,0.01935657113790512,0.01935657113790512
accessdoorincluded,1,0.01149775367230177,0.01149775367230177
accessdoorwidth-sidetoside,1,0.01748660020530224,0.01748660020530224
accessoriesincluded,120,2.866807828657329,0.023890065238811077
accessoriestoolsincluded,10,0.6528323218226433,0.06528323218226433
accessorybagincluded,2,0.09328751638531685,0.046643758192658424
accessorydetails,1,0.019401758909225464,0.019401758909225464
accessoryincluded,50,0.8093776726163924,0.01618755345232785
accessorytrayincluded,183,4.889407766982913,0.026718075229414825
accessorytype,58,4.646678064018488,0.08011513903480151
accommodatesfireplace,200,1.7873129099607468,0.008936564549803733
accomodatesroddiameter,36,0.6679658778011799,0.01855460771669944
acidfree,5,0.11945739854127169,0.023891479708254337
acousticallytransparent,105,2.4717873204499483,0.023540831623332842
actflammabilityguidelinescompliant,8,0.22620960883796215,0.02827620110474527
activationtechnology,44,0.6028064200654626,0.013700145910578694
activationtechnologyold,44,0.7376447059214115,0.016764652407304806
adacompliant,7091,90.78712301235646,0.012803148076767235
adaptertype,5,0.06961247324943542,0.013922494649887086
adaptor,2,0.049705108627676964,0.024852554313838482
additionalbeverages,12,0.3042700011283159,0.02535583342735966
additionaldoorkitincluded,40,0.7661300618201494,0.019153251545503736
additionalfeatures,8,0.18121164944022894,0.022651456180028617
additionalframematerialdetails,605,9.134035638533533,0.01509757956782402
additionalhardwarerequirednotincluded,1,0.010087033733725548,0.010087033733725548
additionalintendeduseforchild,1368,13.187539803795516,0.009640014476458712
additionalitem,132,1.5675247870385647,0.011875187780595186
additionalitemlength-headtotoe,5,0.04115336574614048,0.008230673149228096
additionalitems,80,2.499439749866724,0.03124299687333405
additionalitemsincluded,285,3.7162259318865836,0.013039389234689766
additionalitemwidth-sidetoside,5,0.05405554175376892,0.010811108350753783
additionalmaterial,2,0.05611857771873474,0.02805928885936737
additionalmaterialdetails,20,0.7817937526851892,0.03908968763425946
additionalmaterials,541,13.355953210499138,0.024687529039739625
additionalpartnumber,2,0.08215691149234772,0.04107845574617386
additionalpartsrequired,1435,27.48652993934229,0.01915437626435003
additionalpartsrequired-inactive,15,0.15332625806331635,0.010221750537554423
additionalpicnicitemsincluded,11,0.17719902377575636,0.016109002161432396
additionalpieces,190,5.018765191547573,0.026414553639724066
additionalpiecesincluded,49,1.3253655778244138,0.027048277098457425
additionalpowertoolsrequired,1,0.011736634187400341,0.011736634187400341
additionaltoolsneededforinstallation,17,0.3703866023570299,0.02178744719747235
additionaltoolsrequired,149,2.491292309947312,0.016720082617096052
additionaltoolsrequired ( not included ),596,9.263192618265748,0.015542269493734476
additionaltoolsrequirednotincluded,10161,126.1633728663437,0.012416432719844868
addressplaqueorsignincluded,34,0.45509229600429535,0.013385067529538098
adhesivetabsincluded,1,0.010876785032451153,0.010876785032451153
adirondackback,9,0.18952944595366716,0.02105882732818524
adjustability,115,1.5042024413123727,0.013080021228803241
adjustabilitytype,7,0.13777119107544422,0.01968159872506346
adjustable,1414,25.774893254972994,0.018228354494323192
adjustableangle,16,0.2353406948968768,0.0147087934310548
adjustablearms,5,0.06378782168030739,0.012757564336061478
adjustableback,3,0.037367732264101505,0.012455910754700502
