query_id,judged_pairs,positive_idcg,C0_cNDCG@10,C1_cNDCG@10,C2s1_cNDCG@10,C2s2_cNDCG@10,C2s3_cNDCG@10,C2s4_cNDCG@10,C2s5_cNDCG@10,cNDCG@10
0,3301,True,0.9095430364058891,0.9095430364058891,0.9095430364058891,0.9095430364058891,0.9095430364058891,0.9095430364058891,0.9095430364058891,0.9095430364058891
1,1436,True,0.5255664792793981,0.5255664792793981,0.5255664792793981,0.5255664792793981,0.5255664792793981,0.5255664792793981,0.5255664792793981,0.525566479279398
2,165,True,0.955830517697074,0.955830517697074,0.955830517697074,0.955830517697074,0.955830517697074,0.955830517697074,0.955830517697074,0.9558305176970741
3,997,True,0.8480411588814943,0.8480411588814943,0.8480411588814943,0.8480411588814943,0.8480411588814943,0.8480411588814943,0.8480411588814943,0.8480411588814942
4,239,True,0.42203467342381934,0.42203467342381934,0.42203467342381934,0.42203467342381934,0.42203467342381934,0.42203467342381934,0.42203467342381934,0.42203467342381934
5,1344,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,109,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,603,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1516,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,177,True,0.8777267965010664,0.8777267965010664,0.8777267965010664,0.8777267965010664,0.8777267965010664,0.8777267965010664,0.8777267965010664,0.8777267965010667
11,1428,True,0.8532721558012799,0.8532721558012799,0.8532721558012799,0.8532721558012799,0.8532721558012799,0.8532721558012799,0.8532721558012799,0.8532721558012799
13,122,True,0.914856882358379,0.914856882358379,0.914856882358379,0.914856882358379,0.914856882358379,0.914856882358379,0.914856882358379,0.9148568823583789
14,2692,True,0.9477344873475497,0.9477344873475497,0.9477344873475497,0.9477344873475497,0.9477344873475497,0.9477344873475497,0.9477344873475497,0.9477344873475496
16,493,True,0.6190206661677634,0.6190206661677634,0.6190206661677634,0.6190206661677634,0.6190206661677634,0.6190206661677634,0.6190206661677634,0.6190206661677634
17,103,True,0.8566545804700255,0.8566545804700255,0.8566545804700255,0.8566545804700255,0.8566545804700255,0.8566545804700255,0.8566545804700255,0.8566545804700255
19,14,True,0.8006937664098818,0.8006937664098818,0.8006937664098818,0.8006937664098818,0.8006937664098818,0.8006937664098818,0.8006937664098818,0.8006937664098819
20,94,True,0.27051861595742815,0.27051861595742815,0.27051861595742815,0.27051861595742815,0.27051861595742815,0.27051861595742815,0.27051861595742815,0.27051861595742815
22,251,True,0.4831741754635801,0.4831741754635801,0.4831741754635801,0.4831741754635801,0.4831741754635801,0.4831741754635801,0.4831741754635801,0.4831741754635801
26,3746,True,0.9510907186004265,0.9510907186004265,0.9510907186004265,0.9510907186004265,0.9510907186004265,0.9510907186004265,0.9510907186004265,0.9510907186004263
27,344,True,0.8463507934928552,0.8463507934928552,0.8463507934928552,0.8463507934928552,0.8463507934928552,0.8463507934928552,0.8463507934928552,0.8463507934928554
28,725,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,168,True,0.694355946562825,0.694355946562825,0.694355946562825,0.694355946562825,0.694355946562825,0.694355946562825,0.694355946562825,0.6943559465628251
35,174,True,0.43450812738535693,0.43450812738535693,0.43450812738535693,0.43450812738535693,0.43450812738535693,0.43450812738535693,0.43450812738535693,0.434508127385357
36,157,True,0.955830517697074,0.955830517697074,0.955830517697074,0.955830517697074,0.955830517697074,0.955830517697074,0.955830517697074,0.9558305176970741
37,875,True,0.657647633499978,0.657647633499978,0.657647633499978,0.657647633499978,0.657647633499978,0.657647633499978,0.657647633499978,0.657647633499978
38,255,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,149,True,0.44281305753755196,0.44281305753755196,0.44281305753755196,0.44281305753755196,0.44281305753755196,0.44281305753755196,0.44281305753755196,0.44281305753755185
40,166,True,0.8235865181817077,0.8235865181817077,0.8235865181817077,0.8235865181817077,0.8235865181817077,0.8235865181817077,0.8235865181817077,0.8235865181817078
41,143,True,0.8623893785099407,0.8623893785099407,0.8623893785099407,0.8623893785099407,0.8623893785099407,0.8623893785099407,0.8623893785099407,0.8623893785099408
42,149,True,0.5159958223394444,0.5159958223394444,0.5159958223394444,0.5159958223394444,0.5159958223394444,0.5159958223394444,0.5159958223394444,0.5159958223394444
44,219,True,0.6400084407336406,0.6400084407336406,0.6400084407336406,0.6400084407336406,0.6400084407336406,0.6400084407336406,0.6400084407336406,0.6400084407336406
45,169,True,0.5884773592256788,0.5884773592256788,0.5884773592256788,0.5884773592256788,0.5884773592256788,0.5884773592256788,0.5884773592256788,0.5884773592256788
46,104,True,0.6983913121737402,0.6983913121737402,0.6983913121737402,0.6983913121737402,0.6983913121737402,0.6983913121737402,0.6983913121737402,0.6983913121737402
47,105,True,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999999
48,282,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,135,True,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999999
50,404,True,0.768576183662953,0.768576183662953,0.768576183662953,0.768576183662953,0.768576183662953,0.768576183662953,0.768576183662953,0.7685761836629529
51,595,True,0.694355946562825,0.694355946562825,0.694355946562825,0.694355946562825,0.694355946562825,0.694355946562825,0.694355946562825,0.6943559465628251
52,1433,True,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999999
53,610,True,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999999
54,143,True,0.694984847157784,0.694984847157784,0.694984847157784,0.694984847157784,0.694984847157784,0.694984847157784,0.694984847157784,0.6949848471577839
55,171,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,165,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,332,True,0.7786672183733274,0.7786672183733274,0.7786672183733274,0.7786672183733274,0.7786672183733274,0.7786672183733274,0.7786672183733274,0.7786672183733275
62,157,True,0.8310225179650537,0.8310225179650537,0.8310225179650537,0.8310225179650537,0.8310225179650537,0.8310225179650537,0.8310225179650537,0.8310225179650538
63,115,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,77,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65,156,True,0.6358283830274569,0.6358283830274569,0.6358283830274569,0.6358283830274569,0.6358283830274569,0.6358283830274569,0.6358283830274569,0.6358283830274569
66,69,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,587,True,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999999
68,204,True,0.9014470060563649,0.9014470060563649,0.9014470060563649,0.9014470060563649,0.9014470060563649,0.9014470060563649,0.9014470060563649,0.9014470060563651
69,235,True,0.4487910888988174,0.4487910888988174,0.4487910888988174,0.4487910888988174,0.4487910888988174,0.4487910888988174,0.4487910888988174,0.44879108889881747
70,504,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,139,True,0.8926382747840401,0.8926382747840401,0.8926382747840401,0.8926382747840401,0.8926382747840401,0.8926382747840401,0.8926382747840401,0.89263827478404
72,174,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
73,181,True,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999999
74,87,True,0.8359423434144735,0.8359423434144735,0.8359423434144735,0.8359423434144735,0.8359423434144735,0.8359423434144735,0.8359423434144735,0.8359423434144733
