field_key,occurrences,weight_sum,mean_weight
<UNK-native>,50501,971.721156879561,0.019241622084306468
a28degreelatch,46,0.9630253845825791,0.020935334447447374
aafacertified,19,0.3772538807243109,0.019855467406542676
abrasionratingdoublerubs,13,0.38894637301564217,0.029918951770434014
abstractandfractals,608,7.783338290639222,0.01280154324118293
acadapterincluded,6,0.12336305342614651,0.02056050890435775
accentcolor,50,1.2559962132945657,0.025119924265891314
accentfinish,1,0.01911136880517006,0.01911136880517006
accentmaterial,12,0.40679831616580486,0.033899859680483736
accentpillow,602,8.0434933998622,0.01336128471737907
accentpillowheight-toptobottom,120,1.349736779462546,0.011247806495521217
accentpillowsincluded,22,0.3152413573116064,0.014329152605073019
accentpillowthickness-fronttoback,83,0.8524720454588532,0.010270747535648835
accentpillowwidth-sidetoside,114,1.2845054413191974,0.011267591590519276
accessdoor,76,1.3018081998452544,0.017129055261121767
accessdoordepth-fronttoback,1,0.015388487838208675,0.015388487838208675
accessdoorheight,1,0.015444065444171429,0.015444065444171429
accessdoorincluded,1,0.015332965180277824,0.015332965180277824
accessdoorwidth-sidetoside,1,0.015427002683281898,0.015427002683281898
accessoriesincluded,120,2.928944243118167,0.02440786869265139
accessoriestoolsincluded,10,0.5144641064107418,0.05144641064107418
accessorybagincluded,2,0.09102059155702591,0.045510295778512955
accessorydetails,1,0.020757539197802544,0.020757539197802544
accessoryincluded,50,1.1081317076459527,0.022162634152919053
accessorytrayincluded,183,5.7434114292263985,0.031384761908340976
accessorytype,58,2.5015217941254377,0.04312968610561099
accommodatesfireplace,200,2.5208297688513994,0.012604148844256997
accomodatesroddiameter,36,0.49539428297430277,0.013760952304841744
acidfree,5,0.16108639910817146,0.03221727982163429
acousticallytransparent,105,2.8727652048692107,0.027359668617802008
actflammabilityguidelinescompliant,8,0.18411900289356709,0.023014875361695886
activationtechnology,44,0.7811537329107523,0.017753493929789824
activationtechnologyold,44,0.7397350342944264,0.016812159870327872
adacompliant,7091,118.1940886694938,0.01666818342539752
adaptertype,5,0.08606696873903275,0.01721339374780655
adaptor,2,0.05281306616961956,0.02640653308480978
additionalbeverages,12,0.31833568029105663,0.026527973357588053
additionaldoorkitincluded,40,0.6881706593558192,0.017204266483895482
additionalfeatures,8,0.1516378279775381,0.018954728497192264
additionalframematerialdetails,605,7.733811947051436,0.012783160243060225
additionalhardwarerequirednotincluded,1,0.009158329106867313,0.009158329106867313
additionalintendeduseforchild,1368,17.646200721152127,0.012899269533005941
additionalitem,132,1.6593486778438091,0.012570823316998554
additionalitemlength-headtotoe,5,0.04728838987648487,0.009457677975296975
additionalitems,80,2.6296151876449585,0.03287018984556198
additionalitemsincluded,285,4.733899282291532,0.016610172920321162
additionalitemwidth-sidetoside,5,0.04732533264905214,0.00946506652981043
additionalmaterial,2,0.04095032624900341,0.020475163124501705
additionalmaterialdetails,20,0.7123182769864798,0.035615913849323985
additionalmaterials,541,12.442949200514704,0.022999906100766552
additionalpartnumber,2,0.06464100629091263,0.032320503145456314
additionalpartsrequired,1435,37.48696386255324,0.026123319764845464
additionalpartsrequired-inactive,15,0.18983753863722086,0.012655835909148058
additionalpicnicitemsincluded,11,0.18507112748920918,0.016824647953564472
additionalpieces,190,5.570646503008902,0.029319192121099485
additionalpiecesincluded,49,1.222728742286563,0.02495364780176659
additionalpowertoolsrequired,1,0.013649406842887402,0.013649406842887402
additionaltoolsneededforinstallation,17,0.2698454614728689,0.015873262439580524
additionaltoolsrequired,149,2.5409857388585806,0.017053595562809266
additionaltoolsrequired ( not included ),596,8.33174418285489,0.013979436548414246
additionaltoolsrequirednotincluded,10161,144.1039891652763,0.014182067627721315
addressplaqueorsignincluded,34,0.5738607384264469,0.016878257012542558
adhesivetabsincluded,1,0.01131380908191204,0.01131380908191204
adirondackback,9,0.2406181562691927,0.026735350696576968
adjustability,115,2.023854035884142,0.017598730746818624
adjustabilitytype,7,0.14116869028657675,0.02016695575522525
adjustable,1414,27.93160926643759,0.019753613342600843
adjustableangle,16,0.2937760818749666,0.018361005117185414
adjustablearms,5,0.07085621170699596,0.014171242341399192
adjustableback,3,0.04048840515315533,0.013496135051051775
adjustablebase,1,0.020777074620127678,0.020777074620127678
adjustablebaseincluded,293,4.1776749873533845,0.014258276407349436
adjustablebassortreble,1,0.021688878536224365,0.021688878536224365
adjustablebed,1311,16.01708048582077,0.012217452697041015
adjustablebodyjets,2,0.04772825166583061,0.023864125832915306
adjustablebottleracks,40,1.1804478988051414,0.029511197470128536
adjustablebrightness,2,0.02466145157814026,0.01233072578907013
adjustablechain,6,0.1400634003803134,0.023343900063385565
adjustablechairbackheight,628,6.300647717900574,0.010032878531688813
adjustablecoarseness,1,0.05525260791182518,0.05525260791182518
adjustablecolortemperature,125,1.9753473680466413,0.015802778944373132
adjustableconfigurable,54,1.4704207610338926,0.027230014093220234
adjustabledepth,3,0.10327762831002474,0.03442587610334158
adjustabledetectionzones,3,0.05017326772212982,0.016724422574043274
adjustabledividers,1,0.03219854459166527,0.03219854459166527
adjustabledoorstorage,30,0.33368540182709694,0.011122846727569897
adjustabledrawerdividers,4,0.08291053585708141,0.020727633964270353
adjustableextension,417,6.495597615838051,0.01557697269985144
adjustableexteriorshelves,193,2.7758278138935566,0.014382527533127236
adjustablefit,38,1.1658850964158773,0.030681186747786245
adjustableflame,112,1.634016483090818,0.014589432884739446
