method,group,lr,seed,epoch,train_loss,gradient_mean,gradient_max,sample_entropy,sample_max_weight,Recall@20,Recall@100,VI@20,VI@100,Robust@100,Never@100,worst_schedule@100,cNDCG@10,invariance_max_L2
C1,C1_lr3e-05,3e-05,42,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C1,C1_lr3e-05,3e-05,43,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C1,C1_lr3e-05,3e-05,44,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C1,C1_lr3e-05,3e-05,42,1,0.2540846463067062,0.0016056226383873516,0.003789462149143219,3.8918144702911377,0.031367428600788116,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.0632448521619153e-07
C1,C1_lr3e-05,3e-05,43,1,0.253133206092047,0.0015937198918298677,0.005274322349578142,3.891813039779663,0.031367719173431396,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.333715857754214e-07
C1,C1_lr3e-05,3e-05,44,1,0.2504428673084035,0.0015465300091432944,0.0038809969555586576,3.8918139934539795,0.03135477751493454,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.516384315891628e-07
C1,C1_lr3e-05,3e-05,42,2,0.25306339494206687,0.0034522569449935954,0.010535580106079578,3.891132354736328,0.03300746530294418,0.5111479315777733,0.7969925290788178,0.0,0.0,0.7969925290788178,0.2030074709211823,0.7969925290788178,0.8783073303593404,1.222680054979719e-07
C1,C1_lr3e-05,3e-05,43,2,0.25304265201769094,0.0034467615923583226,0.012811960652470589,3.8911452293395996,0.032995034009218216,0.5111479315777733,0.7969925290788178,0.0,0.0,0.7969925290788178,0.2030074709211823,0.7969925290788178,0.8783874153661171,1.133888929416571e-07
C1,C1_lr3e-05,3e-05,44,2,0.2503348572010344,0.003103801526639004,0.010063660331070423,3.8913333415985107,0.03273399919271469,0.5106883727542438,0.7969925290788178,0.0,0.0,0.7969925290788178,0.2030074709211823,0.7969925290788178,0.8783073303593404,1.147197181694537e-07
C1,C1_lr3e-05,3e-05,42,3,0.25198962641033257,0.005520253053956284,0.020126566290855408,3.8866682052612305,0.036411102861166,0.5057653864028404,0.7969925290788178,0.0,0.0,0.7969925290788178,0.2030074709211823,0.7969925290788178,0.8803987270530415,1.4103716239333153e-07
C1,C1_lr3e-05,3e-05,43,3,0.2496154388469277,0.0054488149555364735,0.017281433567404747,3.8871397972106934,0.03627082705497742,0.5057653864028404,0.7969925290788178,0.0,0.0,0.7969925290788178,0.2030074709211823,0.7969925290788178,0.8803987270530415,1.39666440190922e-07
C1,C1_lr3e-05,3e-05,44,3,0.25485056463741895,0.005623446572413245,0.02046518214046955,3.887381076812744,0.036152709275484085,0.5057653864028404,0.7969925290788178,0.0,0.0,0.7969925290788178,0.2030074709211823,0.7969925290788178,0.8803987270530415,1.1742756100829865e-07
C1,C1_lr3e-05,3e-05,42,4,0.25241716048031143,0.008324318846765285,0.029057541862130165,3.8724589347839355,0.042256951332092285,0.5055564960285088,0.7967836387044862,0.0,0.0,0.7967836387044862,0.20321636129551385,0.7967836387044862,0.8784400121371023,1.5460504698694422e-07
C1,C1_lr3e-05,3e-05,43,4,0.2529015126779224,0.007942298522473058,0.02647223323583603,3.8739655017852783,0.04193170368671417,0.5055564960285088,0.7967836387044862,0.0,0.0,0.7967836387044862,0.20321636129551385,0.7967836387044862,0.8784400121371023,1.247674674687005e-07
C1,C1_lr3e-05,3e-05,44,4,0.25100978503398824,0.00777169156671417,0.026693733409047127,3.875849723815918,0.04142286628484726,0.5055564960285088,0.7979370412419717,0.0,0.0,0.7979370412419717,0.20206295875802827,0.7979370412419717,0.8784400121371023,1.3857147962426097e-07
C1,C1_lr3e-05,3e-05,42,5,0.24799017777497118,0.011032383270283004,0.03242119029164314,3.842928409576416,0.050726935267448425,0.5081626614893456,0.7964885327588821,0.0,0.0,0.7964885327588821,0.20351146724111788,0.7964885327588821,0.8746247837386333,1.5042097345485672e-07
C1,C1_lr3e-05,3e-05,43,5,0.25000589848919347,0.010321587273872203,0.03952886536717415,3.844775438308716,0.05024929717183113,0.5081626614893456,0.7955397661554665,0.0,0.0,0.7955397661554665,0.20446023384453346,0.7955397661554665,0.8742500699240251,1.3665906806181738e-07
C1,C1_lr3e-05,3e-05,44,5,0.24634745400963406,0.010419260345798015,0.027495097368955612,3.8486194610595703,0.0493633933365345,0.5081626614893456,0.7959993249789958,0.0,0.0,0.7959993249789958,0.20400067502100405,0.7959993249789958,0.8742500699240251,1.2485598688272148e-07
