query_id,Recall@20,VI@20,Robust@20,Never@20,C0_Recall@20,C1_Recall@20,C2s1_Recall@20,C2s2_Recall@20,C2s3_Recall@20,C2s4_Recall@20,C2s5_Recall@20,Recall@100,VI@100,Robust@100,Never@100,C0_Recall@100,C1_Recall@100,C2s1_Recall@100,C2s2_Recall@100,C2s3_Recall@100,C2s4_Recall@100,C2s5_Recall@100,rank_range,worst_schedule@20,schedule_spread@20,worst_schedule@100,schedule_spread@100
0,0.1794871794871795,0.0,0.1794871794871795,0.8205128205128205,0.1794871794871795,0.1794871794871795,0.1794871794871795,0.1794871794871795,0.1794871794871795,0.1794871794871795,0.1794871794871795,0.48717948717948717,0.0,0.48717948717948717,0.5128205128205128,0.48717948717948717,0.48717948717948717,0.48717948717948717,0.48717948717948717,0.48717948717948717,0.48717948717948717,0.48717948717948717,0.0,0.1794871794871795,0.0,0.48717948717948717,0.0
1,0.125,0.0,0.125,0.875,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.875,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.0,0.125,0.0
2,0.13245033112582782,0.0,0.13245033112582782,0.8675496688741722,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.5960264900662252,0.0,0.5960264900662252,0.40397350993377484,0.5960264900662252,0.5960264900662252,0.5960264900662252,0.5960264900662252,0.5960264900662252,0.5960264900662252,0.5960264900662252,0.0,0.13245033112582782,0.0,0.5960264900662252,0.0
3,0.10909090909090909,0.0,0.10909090909090909,0.8909090909090909,0.10909090909090909,0.10909090909090909,0.10909090909090909,0.10909090909090909,0.10909090909090909,0.10909090909090909,0.10909090909090909,0.18181818181818182,0.0,0.18181818181818182,0.8181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.01818181818181818,0.10909090909090909,0.0,0.18181818181818182,0.0
4,0.08695652173913043,0.0,0.08695652173913043,0.9130434782608695,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.2608695652173913,0.0,0.2608695652173913,0.7391304347826086,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.0,0.08695652173913043,0.0,0.2608695652173913,0.0
5,0.11173184357541899,0.0,0.11173184357541899,0.888268156424581,0.11173184357541899,0.11173184357541899,0.11173184357541899,0.11173184357541899,0.11173184357541899,0.11173184357541899,0.11173184357541899,0.40782122905027934,0.0,0.40782122905027934,0.5921787709497207,0.40782122905027934,0.40782122905027934,0.40782122905027934,0.40782122905027934,0.40782122905027934,0.40782122905027934,0.40782122905027934,0.0,0.11173184357541899,0.0,0.40782122905027934,0.0
6,0.046511627906976744,0.0,0.046511627906976744,0.9534883720930233,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.0,0.06976744186046512,0.9302325581395349,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.06976744186046512,0.0,0.046511627906976744,0.0,0.06976744186046512,0.0
7,0.4782608695652174,0.0,0.4782608695652174,0.5217391304347826,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.7391304347826086,0.0,0.7391304347826086,0.2608695652173913,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.7391304347826086,0.0,0.4782608695652174,0.0,0.7391304347826086,0.0
9,0.12162162162162163,0.0,0.12162162162162163,0.8783783783783784,0.12162162162162163,0.12162162162162163,0.12162162162162163,0.12162162162162163,0.12162162162162163,0.12162162162162163,0.12162162162162163,0.28378378378378377,0.0,0.28378378378378377,0.7162162162162162,0.28378378378378377,0.28378378378378377,0.28378378378378377,0.28378378378378377,0.28378378378378377,0.28378378378378377,0.28378378378378377,0.0,0.12162162162162163,0.0,0.28378378378378377,0.0
10,0.5714285714285714,0.0,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.0,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.5714285714285714,0.0,0.8571428571428571,0.0
