query_id,Recall@20,VI@20,Robust@20,Never@20,C0_Recall@20,C1_Recall@20,C2s1_Recall@20,C2s2_Recall@20,C2s3_Recall@20,C2s4_Recall@20,C2s5_Recall@20,Recall@100,VI@100,Robust@100,Never@100,C0_Recall@100,C1_Recall@100,C2s1_Recall@100,C2s2_Recall@100,C2s3_Recall@100,C2s4_Recall@100,C2s5_Recall@100,rank_range,worst_schedule@20,schedule_spread@20,worst_schedule@100,schedule_spread@100
0,0.4358974358974359,0.15384615384615385,0.358974358974359,0.48717948717948717,0.46153846153846156,0.4358974358974359,0.46153846153846156,0.46153846153846156,0.41025641025641024,0.41025641025641024,0.41025641025641024,0.7582417582417583,0.1282051282051282,0.6923076923076923,0.1794871794871795,0.6923076923076923,0.7692307692307693,0.7435897435897436,0.7692307692307693,0.7435897435897436,0.7692307692307693,0.8205128205128205,178.97435897435898,0.41025641025641024,0.05128205128205132,0.6923076923076923,0.1282051282051282
1,0.125,0.0,0.125,0.875,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.3214285714285714,0.125,0.25,0.625,0.375,0.25,0.25,0.25,0.375,0.375,0.375,255.875,0.125,0.0,0.25,0.125
2,0.12677388836329234,0.11920529801324503,0.0728476821192053,0.8079470198675497,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.13245033112582782,0.12582781456953643,0.6471144749290444,0.10596026490066225,0.6026490066225165,0.2913907284768212,0.6423841059602649,0.6490066225165563,0.6490066225165563,0.6490066225165563,0.6490066225165563,0.6490066225165563,0.6423841059602649,127.84105960264901,0.12582781456953643,0.006622516556291397,0.6423841059602649,0.0066225165562914245
3,0.14545454545454545,0.0,0.14545454545454545,0.8545454545454545,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.2649350649350649,0.14545454545454545,0.18181818181818182,0.6727272727272727,0.23636363636363636,0.2909090909090909,0.2727272727272727,0.2909090909090909,0.2545454545454545,0.2727272727272727,0.23636363636363636,97.32727272727273,0.14545454545454545,0.0,0.23636363636363636,0.054545454545454536
4,0.037267080745341616,0.21739130434782608,0.0,0.782608695652174,0.043478260869565216,0.08695652173913043,0.0,0.0,0.043478260869565216,0.0,0.08695652173913043,0.21118012422360247,0.34782608695652173,0.0,0.6521739130434783,0.21739130434782608,0.2608695652173913,0.21739130434782608,0.17391304347826086,0.08695652173913043,0.2608695652173913,0.2608695652173913,430.7826086956522,0.0,0.08695652173913043,0.08695652173913043,0.17391304347826086
5,0.0853950518754988,0.13966480446927373,0.0335195530726257,0.8268156424581006,0.08379888268156424,0.0893854748603352,0.08379888268156424,0.08379888268156424,0.0893854748603352,0.0782122905027933,0.0893854748603352,0.3096568236233041,0.3016759776536313,0.1787709497206704,0.5195530726256983,0.2905027932960894,0.31843575418994413,0.3240223463687151,0.3128491620111732,0.3128491620111732,0.29608938547486036,0.3128491620111732,236.8659217877095,0.0782122905027933,0.011173184357541902,0.2905027932960894,0.03351955307262566
6,0.05315614617940199,0.023255813953488372,0.046511627906976744,0.9302325581395349,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.06976744186046512,0.046511627906976744,0.05980066445182724,0.023255813953488372,0.046511627906976744,0.9302325581395349,0.06976744186046512,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.06976744186046512,0.06976744186046512,699.1162790697674,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.023255813953488372
7,0.4906832298136646,0.17391304347826086,0.43478260869565216,0.391304347826087,0.5217391304347826,0.5217391304347826,0.4782608695652174,0.4782608695652174,0.5217391304347826,0.4782608695652174,0.43478260869565216,0.7639751552795032,0.13043478260869565,0.6956521739130435,0.17391304347826086,0.8260869565217391,0.7391304347826086,0.7391304347826086,0.782608695652174,0.7391304347826086,0.7391304347826086,0.782608695652174,45.08695652173913,0.43478260869565216,0.08695652173913043,0.7391304347826086,0.08695652173913049
8,0.6,0.08,0.56,0.36,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.76,0.6,0.0,1.0,0.0
9,0.25675675675675674,0.17567567567567569,0.1891891891891892,0.6351351351351351,0.25675675675675674,0.25675675675675674,0.25675675675675674,0.25675675675675674,0.25675675675675674,0.25675675675675674,0.25675675675675674,0.944015444015444,0.12162162162162163,0.8648648648648649,0.013513513513513514,0.9594594594594594,0.8918918918918919,0.9594594594594594,0.972972972972973,0.9459459459459459,0.9459459459459459,0.9324324324324325,37.2972972972973,0.25675675675675674,0.0,0.8918918918918919,0.08108108108108114
