dataset,model,K,support,state,aggregation,queries,support_pairs,state_pairs,state_mass,state_mass_ci_low,state_mass_ci_high,quantity,conditional_mean,conditional_ci_low,conditional_ci_high,p05,p25,median,p75,p95,weighting
esci,bge_base,20,full,persistent_inclusion,query_macro,499,4434,2967,0.731922439609942,0.7041502978877974,0.7592873681708655,score_range,0.00591372665356858,0.005512623187764636,0.006334006466105353,0.0,0.0014147758483886719,0.004408717155456543,0.008486807346343994,0.01783686876296997,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_inclusion,query_macro,499,4434,2967,0.731922439609942,0.7041502978877974,0.7592873681708655,max_abs_score_deviation,0.005423027266459966,0.005046622815517347,0.005820239223086183,0.0,0.0012526512145996094,0.003882765769958496,0.007743418216705322,0.016439497470855713,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_inclusion,query_macro,499,4434,2967,0.731922439609942,0.7041502978877974,0.7592873681708655,source_margin,0.0827564172223802,0.07806322645357089,0.08736974443491075,0.008733212947845459,0.038249313831329346,0.07158815860748291,0.11405426263809204,0.18681228160858154,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_inclusion,query_macro,499,4434,2967,0.731922439609942,0.7041502978877974,0.7592873681708655,max_embedding_cosine_distance,0.004046694511469745,0.0037370515477348335,0.0043781251376601195,5.551115123125783e-16,0.0011044064676563048,0.0029182744931972593,0.005207655491000329,0.012005232635785235,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_inclusion,query_macro,499,4434,2967,0.731922439609942,0.7041502978877974,0.7592873681708655,best_rank,6.060872747029603,5.816454812960092,6.314748269551164,1.0,2.0,5.0,9.0,15.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_inclusion,query_macro,499,4434,2967,0.731922439609942,0.7041502978877974,0.7592873681708655,worst_rank,6.958284353178858,6.680197822964458,7.2493837669872905,1.0,3.0,6.0,10.0,17.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_inclusion,query_macro,499,4434,2967,0.731922439609942,0.7041502978877974,0.7592873681708655,included_schedules,7.0,6.9999999999999964,7.0000000000000036,7.0,7.0,7.0,7.0,7.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_inclusion,pair_micro,499,4434,2967,0.6691474966170501,0.6371637086247678,0.7011157991104526,score_range,0.005721003570498783,0.005414417436728205,0.006038077030078635,0.0,0.0016151666641235352,0.00439983606338501,0.008136212825775146,0.01650303602218628,"equal pair, conditional on state"
esci,bge_base,20,full,persistent_inclusion,pair_micro,499,4434,2967,0.6691474966170501,0.6371637086247678,0.7011157991104526,max_abs_score_deviation,0.00524876286053762,0.004970246997712558,0.005539897966019918,0.0,0.0014274120330810547,0.003917813301086426,0.007460474967956543,0.01573503017425537,"equal pair, conditional on state"
esci,bge_base,20,full,persistent_inclusion,pair_micro,499,4434,2967,0.6691474966170501,0.6371637086247678,0.7011157991104526,source_margin,0.07269854646240134,0.0682193585231342,0.07727924645109642,0.00644993782043457,0.029813647270202637,0.06166791915893555,0.10430091619491577,0.17415106296539307,"equal pair, conditional on state"
esci,bge_base,20,full,persistent_inclusion,pair_micro,499,4434,2967,0.6691474966170501,0.6371637086247678,0.7011157991104526,max_embedding_cosine_distance,0.003811614346949112,0.0036045090449851255,0.004020847041738122,5.551115123125783e-16,0.001194240356182763,0.002828008470744159,0.0050591876835801575,0.010981642143583992,"equal pair, conditional on state"
esci,bge_base,20,full,persistent_inclusion,pair_micro,499,4434,2967,0.6691474966170501,0.6371637086247678,0.7011157991104526,best_rank,6.993596225143242,6.796095909430689,7.1926127694568285,1.0,3.0,6.0,10.0,16.0,"equal pair, conditional on state"
esci,bge_base,20,full,persistent_inclusion,pair_micro,499,4434,2967,0.6691474966170501,0.6371637086247678,0.7011157991104526,worst_rank,8.03370407819346,7.809519559341052,8.255115753115112,1.0,3.0,7.0,12.0,18.0,"equal pair, conditional on state"
esci,bge_base,20,full,persistent_inclusion,pair_micro,499,4434,2967,0.6691474966170501,0.6371637086247678,0.7011157991104526,included_schedules,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,"equal pair, conditional on state"
esci,bge_base,20,full,crossing,query_macro,499,4434,140,0.024236389741890685,0.017583465808046542,0.03178708531162447,score_range,0.011805331634026457,0.00923560983551803,0.015111916435494716,0.0032652616500854492,0.004880666732788086,0.009376466274261475,0.015531480312347412,0.022050142288208008,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,crossing,query_macro,499,4434,140,0.024236389741890685,0.017583465808046542,0.03178708531162447,max_abs_score_deviation,0.0105769275853582,0.008135584520304275,0.013805913161222663,0.0027040839195251465,0.0045618414878845215,0.007631659507751465,0.012658953666687012,0.02054375410079956,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,crossing,query_macro,499,4434,140,0.024236389741890685,0.017583465808046542,0.03178708531162447,source_margin,-0.0003611385962366312,-0.0026781695666875816,0.002514868179968856,-0.011667847633361816,-0.003348410129547119,-0.0015035271644592285,0.002780914306640625,0.011132955551147461,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,crossing,query_macro,499,4434,140,0.024236389741890685,0.017583465808046542,0.03178708531162447,max_embedding_cosine_distance,0.0057116557012274515,0.004765518686709203,0.006792627387981995,0.0016979738584804727,0.0026822407424056394,0.004408316824301206,0.0071208018547206375,0.014746625140167113,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,crossing,query_macro,499,4434,140,0.024236389741890685,0.017583465808046542,0.03178708531162447,best_rank,16.848208695959105,15.74058185870468,17.79313014033668,9.0,15.0,18.0,20.0,20.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,crossing,query_macro,499,4434,140,0.024236389741890685,0.017583465808046542,0.03178708531162447,worst_rank,35.84877942159226,24.306121807954543,62.38656578621471,21.0,22.0,24.0,28.0,33.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,crossing,query_macro,499,4434,140,0.024236389741890685,0.017583465808046542,0.03178708531162447,included_schedules,3.6356507492595087,3.299903393951657,3.9804967960657036,1.0,3.0,4.0,5.0,6.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,crossing,pair_micro,499,4434,140,0.031574199368516014,0.024897932468204622,0.03859451060199902,score_range,0.012362757325172424,0.010027541296776904,0.015351075335594832,0.0027559399604797363,0.0059288740158081055,0.009425997734069824,0.014081239700317383,0.026895463466644287,"equal pair, conditional on state"
esci,bge_base,20,full,crossing,pair_micro,499,4434,140,0.031574199368516014,0.024897932468204622,0.03859451060199902,max_abs_score_deviation,0.0111755690404347,0.008878891065716743,0.01416435273475044,0.00260084867477417,0.004880666732788086,0.008504927158355713,0.012896716594696045,0.021243035793304443,"equal pair, conditional on state"
esci,bge_base,20,full,crossing,pair_micro,499,4434,140,0.031574199368516014,0.024897932468204622,0.03859451060199902,source_margin,-0.0009399550301688058,-0.00289486660788023,0.0015639054286511866,-0.014406144618988037,-0.005158662796020508,-0.0014041662216186523,0.001837015151977539,0.011132955551147461,"equal pair, conditional on state"
esci,bge_base,20,full,crossing,pair_micro,499,4434,140,0.031574199368516014,0.024897932468204622,0.03859451060199902,max_embedding_cosine_distance,0.0057824916477318845,0.0050060579628717645,0.0066312653627310526,0.0012357398716252854,0.002887736671388419,0.004408316824301206,0.006809116394773551,0.013901973426227898,"equal pair, conditional on state"
esci,bge_base,20,full,crossing,pair_micro,499,4434,140,0.031574199368516014,0.024897932468204622,0.03859451060199902,best_rank,16.742857142857144,15.89186350215762,17.5,9.0,15.0,18.0,19.0,20.0,"equal pair, conditional on state"
esci,bge_base,20,full,crossing,pair_micro,499,4434,140,0.031574199368516014,0.024897932468204622,0.03859451060199902,worst_rank,39.59285714285714,24.17481234361968,74.81252998800478,21.0,22.0,23.0,27.0,34.0,"equal pair, conditional on state"
esci,bge_base,20,full,crossing,pair_micro,499,4434,140,0.031574199368516014,0.024897932468204622,0.03859451060199902,included_schedules,3.4785714285714286,3.2294996584699454,3.723887030365414,1.0,2.0,4.0,5.0,6.0,"equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,query_macro,499,4434,1327,0.24384117064816732,0.2178488032468952,0.2701499889680333,score_range,0.005606109067010353,0.005089008011326777,0.006149146239106365,0.0,0.0012333989143371582,0.004457592964172363,0.008400976657867432,0.015047073364257812,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,query_macro,499,4434,1327,0.24384117064816732,0.2178488032468952,0.2701499889680333,max_abs_score_deviation,0.005109780053912667,0.004635612392860399,0.005617401466346163,0.0,0.0010820627212524414,0.003953814506530762,0.007454812526702881,0.014198124408721924,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,query_macro,499,4434,1327,0.24384117064816732,0.2178488032468952,0.2701499889680333,source_margin,-0.047207929325878834,-0.051952594047601316,-0.04264063917761629,-0.12935060262680054,-0.06780189275741577,-0.03567945957183838,-0.016993165016174316,-0.0036818981170654297,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,query_macro,499,4434,1327,0.24384117064816732,0.2178488032468952,0.2701499889680333,max_embedding_cosine_distance,0.0044233059136872515,0.003751525593187755,0.0052987446336128004,6.661338147750939e-16,0.0011233797090748343,0.0031045843725502342,0.005223304981121779,0.012404552470605346,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,query_macro,499,4434,1327,0.24384117064816732,0.2178488032468952,0.2701499889680333,best_rank,510.7155551825302,340.91025482063765,699.9583908234935,22.0,30.0,51.0,204.0,2937.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,query_macro,499,4434,1327,0.24384117064816732,0.2178488032468952,0.2701499889680333,worst_rank,575.7843438822421,393.6954346150833,779.1518912853096,24.0,34.0,62.0,257.0,3603.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,query_macro,499,4434,1327,0.24384117064816732,0.2178488032468952,0.2701499889680333,included_schedules,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"equal query then equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,pair_micro,499,4434,1327,0.2992783040144339,0.2691274863964076,0.329228062458764,score_range,0.005621134426329669,0.005204480962416568,0.006057099793274235,0.0,0.001479506492614746,0.004548430442810059,0.008114337921142578,0.015299499034881592,"equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,pair_micro,499,4434,1327,0.2992783040144339,0.2691274863964076,0.329228062458764,max_abs_score_deviation,0.005150169740517335,0.00476418405205521,0.005553585495295025,0.0,0.001353919506072998,0.004131615161895752,0.0074484944343566895,0.014122068881988525,"equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,pair_micro,499,4434,1327,0.2992783040144339,0.2691274863964076,0.329228062458764,source_margin,-0.04505820988979929,-0.04919074757941185,-0.04116267171185553,-0.12039896845817566,-0.06367665529251099,-0.03528028726577759,-0.016882359981536865,-0.004978001117706299,"equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,pair_micro,499,4434,1327,0.2992783040144339,0.2691274863964076,0.329228062458764,max_embedding_cosine_distance,0.00397388490665816,0.0036776778785294934,0.004269181199136658,5.551115123125783e-16,0.001225577705724068,0.0030424344480872723,0.005384829713294237,0.011013008145059455,"equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,pair_micro,499,4434,1327,0.2992783040144339,0.2691274863964076,0.329228062458764,best_rank,389.72418990203465,238.09826799839053,578.405931447873,22.0,28.0,43.0,131.0,2261.0,"equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,pair_micro,499,4434,1327,0.2992783040144339,0.2691274863964076,0.329228062458764,worst_rank,441.2230595327807,274.57296926295123,649.2064443378301,24.0,32.0,50.0,167.0,2780.0,"equal pair, conditional on state"
esci,bge_base,20,full,persistent_omission,pair_micro,499,4434,1327,0.2992783040144339,0.2691274863964076,0.329228062458764,included_schedules,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_inclusion,query_macro,488,3587,2407,0.725896562315088,0.6961223505908719,0.7533290069942659,score_range,0.006290470347349754,0.005874551799714803,0.006728939746887799,0.0,0.0019764304161071777,0.004923820495605469,0.008831024169921875,0.0178377628326416,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_inclusion,query_macro,488,3587,2407,0.725896562315088,0.6961223505908719,0.7533290069942659,max_abs_score_deviation,0.005767471326731844,0.0053856011457048365,0.0061871952814406325,0.0,0.0017313957214355469,0.0043228864669799805,0.00807178020477295,0.01648092269897461,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_inclusion,query_macro,488,3587,2407,0.725896562315088,0.6961223505908719,0.7533290069942659,source_margin,0.08488675476940391,0.08005540811996781,0.08976509284462734,0.00866556167602539,0.0394173264503479,0.07538354396820068,0.11842799186706543,0.1904817819595337,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_inclusion,query_macro,488,3587,2407,0.725896562315088,0.6961223505908719,0.7533290069942659,max_embedding_cosine_distance,0.00438849111416888,0.004062610602756706,0.004731126051850468,6.661338147750939e-16,0.0015334139272769054,0.0032592791267430643,0.00555782219843326,0.01256744420322975,"equal query then equal pair, conditional on state"
esci,bge_base,20,all_seven_fitting,persistent_inclusion,query_macro,488,3587,2407,0.725896562315088,0.6961223505908719,0.7533290069942659,best_rank,5.899942575735437,5.634480880043187,6.176568970420364,1.0,2.0,4.0,9.0,15.0,"equal query then equal pair, conditional on state"
