field_key,occurrences,weight_sum,mean_weight
<UNK-native>,50501,980.7798748677596,0.019420999086508378
a28degreelatch,46,0.9705650797113776,0.02109924086329082
aafacertified,19,0.3811681605875492,0.0200614821361868
abrasionratingdoublerubs,13,0.38997766375541687,0.02999828182733976
abstractandfractals,608,7.803173838183284,0.01283416749701198
acadapterincluded,6,0.12404723092913628,0.02067453848818938
accentcolor,50,1.253217046149075,0.0250643409229815
accentfinish,1,0.019291384145617485,0.019291384145617485
accentmaterial,12,0.4062964376062155,0.033858036467184625
accentpillow,602,8.11980353295803,0.013488045735810682
accentpillowheight-toptobottom,120,1.3540759785100818,0.011283966487584014
accentpillowsincluded,22,0.31763426773250103,0.014437921260568228
accentpillowthickness-fronttoback,83,0.8564431187696755,0.010318591792405728
accentpillowwidth-sidetoside,114,1.2881801519542933,0.011299825894335905
accessdoor,76,1.310542594641447,0.017243981508440094
accessdoordepth-fronttoback,1,0.01546239573508501,0.01546239573508501
accessdoorheight,1,0.015472381375730038,0.015472381375730038
accessdoorincluded,1,0.01545419730246067,0.01545419730246067
accessdoorwidth-sidetoside,1,0.015468806959688663,0.015468806959688663
accessoriesincluded,120,2.9419703744351864,0.024516419786959887
accessoriestoolsincluded,10,0.5138870999217033,0.05138870999217034
accessorybagincluded,2,0.09155836328864098,0.04577918164432049
accessorydetails,1,0.02087891846895218,0.02087891846895218
accessoryincluded,50,1.1160031538456678,0.022320063076913355
accessorytrayincluded,183,5.777189001441002,0.03156933880568853
accessorytype,58,2.4938963409513235,0.04299821277502282
accommodatesfireplace,200,2.543866171501577,0.012719330857507885
accomodatesroddiameter,36,0.4966162610799074,0.013794896141108539
acidfree,5,0.16222663968801498,0.032445327937603
acousticallytransparent,105,2.8938728822395205,0.027560694116566864
actflammabilityguidelinescompliant,8,0.18502189218997955,0.023127736523747444
activationtechnology,44,0.7881325641646981,0.017912103731015868
activationtechnologyold,44,0.7412187717854977,0.01684588117694313
adacompliant,7091,119.33331356197596,0.016828841286416013
adaptertype,5,0.08672252763062716,0.01734450552612543
adaptor,2,0.05308680608868599,0.026543403044342995
additionalbeverages,12,0.31929051131010056,0.026607542609175045
additionaldoorkitincluded,40,0.691890717484057,0.017297267937101422
additionalfeatures,8,0.15156535245478153,0.01894566905684769
additionalframematerialdetails,605,7.738302724901587,0.012790583016366259
additionalhardwarerequirednotincluded,1,0.009219624102115631,0.009219624102115631
additionalintendeduseforchild,1368,17.816657222341746,0.013023872238553908
additionalitem,132,1.6691311756148934,0.012644933148597678
additionalitemlength-headtotoe,5,0.04737330414354801,0.009474660828709602
additionalitems,80,2.6485901474952698,0.033107376843690875
additionalitemsincluded,285,4.749777911230922,0.016665887407827797
additionalitemwidth-sidetoside,5,0.04738831799477339,0.009477663598954678
additionalmaterial,2,0.040979908779263496,0.020489954389631748
additionalmaterialdetails,20,0.714017815887928,0.0357008907943964
additionalmaterials,541,12.454684332478791,0.023021597657077248
additionalpartnumber,2,0.0647527277469635,0.03237636387348175
additionalpartsrequired,1435,37.761173211969435,0.026314406419490895
additionalpartsrequired-inactive,15,0.19153100159019232,0.012768733439346154
additionalpicnicitemsincluded,11,0.18595954310148954,0.016905413009226322
additionalpieces,190,5.604858751408756,0.029499256586361874
additionalpiecesincluded,49,1.2272059926763177,0.02504502025870036
additionalpowertoolsrequired,1,0.013761074282228947,0.013761074282228947
additionaltoolsneededforinstallation,17,0.27039253059774637,0.015905442976338023
additionaltoolsrequired,149,2.545969688333571,0.017087044888144772
additionaltoolsrequired ( not included ),596,8.361238599289209,0.014028923824310752
additionaltoolsrequirednotincluded,10161,144.7202377296053,0.014242716044641796
addressplaqueorsignincluded,34,0.5790655547752976,0.017031339846332285
adhesivetabsincluded,1,0.01139287929981947,0.01139287929981947
adirondackback,9,0.24291063100099564,0.026990070111221738
adjustability,115,2.0318268509581685,0.01766805957354929
adjustabilitytype,7,0.14195515681058168,0.020279308115797385
adjustable,1414,28.11149712977931,0.019880832482163584
adjustableangle,16,0.2959211077541113,0.018495069234631956
adjustablearms,5,0.07136354874819517,0.014272709749639035
adjustableback,3,0.040759055875241756,0.01358635195841392
adjustablebase,1,0.02088676206767559,0.02088676206767559
adjustablebaseincluded,293,4.205231809057295,0.014352326993369609
adjustablebassortreble,1,0.02180550806224346,0.02180550806224346
adjustablebed,1311,16.11064166110009,0.012288818963463073
adjustablebodyjets,2,0.048059556633234024,0.024029778316617012
adjustablebottleracks,40,1.1885507516562939,0.029713768791407347
adjustablebrightness,2,0.024634872563183308,0.012317436281591654
adjustablechain,6,0.14067455381155014,0.02344575896859169
adjustablechairbackheight,628,6.336469118483365,0.010089918978476695
adjustablecoarseness,1,0.05569698289036751,0.05569698289036751
adjustablecolortemperature,125,1.9794494770467281,0.015835595816373824
adjustableconfigurable,54,1.475051449611783,0.02731576758540339
adjustabledepth,3,0.10383341927081347,0.034611139756937824
adjustabledetectionzones,3,0.05051845032721758,0.01683948344240586
adjustabledividers,1,0.03242332115769386,0.03242332115769386
adjustabledoorstorage,30,0.33493602741509676,0.011164534247169892
adjustabledrawerdividers,4,0.0835502790287137,0.020887569757178426
adjustableextension,417,6.542155598290265,0.01568862253786634
adjustableexteriorshelves,193,2.7975586652755737,0.014495122618008154
adjustablefit,38,1.1707604862749577,0.03080948648091994
adjustableflame,112,1.6426650052890182,0.014666651832937663
adjustableflamesize,2,0.024610750377178192,0.012305375188589096
adjustableflowrate,198,3.9095261292532086,0.01974508146087479
adjustablefootrest,21,0.29623200185596943,0.014106285802665212
adjustablegrateheight,3,0.040039343759417534,0.013346447919805845
adjustablehangerbars,6,0.11393848806619644,0.01898974801103274
adjustablehanginglength,779,13.039562944788486,0.016738848452873538
adjustablehardness,2,0.016280973330140114,0.008140486665070057
adjustableheadboard,1016,12.410104853101075,0.012214670131004995
adjustableheadrest,888,11.253461042419076,0.012672816489210672
adjustableheight,3311,60.05005539115518,0.018136531377576315
adjustableheightincrements,3,0.04451356083154678,0.014837853610515594
adjustableheightoptions,1,0.012111730873584747,0.012111730873584747
adjustableheightsettings,2,0.05499730259180069,0.027498651295900345
adjustableheightshelves,77,1.5658927578479052,0.020336269582440326
adjustableheightstool,36,0.6724186195060611,0.018678294986279473
adjustablehumidistat,1,0.02864803932607174,0.02864803932607174
adjustableinteriorshelves,414,6.272622509393841,0.015151262099985123
adjustablejets,1,0.014133616350591183,0.014133616350591183
adjustablelamphead,8,0.183626689016819,0.022953336127102375
adjustablelegheight,27,0.4262626487761736,0.01578750551022865
adjustablelegs,8,0.1641010120511055,0.020512626506388187
adjustablelengthrod,88,1.924264275468886,0.021866639493964612
adjustablelevelers,118,1.5703773680143058,0.013308282779782252
adjustablelevelersincluded,7,0.07909345161169767,0.011299064515956811
adjustablelightbeam,68,1.032840495929122,0.015188830822487088
adjustablelightinglevels,78,1.0376761816442013,0.013303540790310273
adjustablelumbar,993,12.569596038665622,0.012658203462905963
adjustablelumbarsupport,114,1.0421047951094806,0.009141270132539304
adjustablemattressheight,3,0.039135606959462166,0.013045202319820723
adjustablemirror,18,0.3261681878939271,0.01812045488299595
adjustablerecline,96,2.4057077886536717,0.025059456131809082
adjustableseatdepth,365,3.4433777928352356,0.009433911761192426
adjustableseatheight,717,7.594957837369293,0.01059268875504783
adjustableshelfheight,97,1.7660183813422918,0.01820637506538445
adjustableshelves,2139,39.104906727559865,0.01828186382775122
adjustableshelvesbaskets,45,1.914921760559082,0.042553816901312935
adjustableshelving,434,6.26622655056417,0.014438310024341405
adjustableshelvingdetails,1,0.04017527773976326,0.04017527773976326
adjustableshowercurtainrod,5,0.18548649176955223,0.03709729835391044
adjustablesize,47,1.2689811512827873,0.02699959896346356
adjustableslicingthickness,1,0.1002860963344574,0.1002860963344574
adjustablespraypattern,207,4.605955810286105,0.02225099425258988
adjustablestrap,1,0.021365473046898842,0.021365473046898842
adjustablestraps,24,1.1345727108418941,0.04727386295174559
adjustableswivelhooks,55,2.2406519819051027,0.040739126943729144
adjustabletableheight,174,2.5784983849152923,0.014818956235145357
adjustabletableincluded,224,2.0870099645107985,0.009317008770137494
adjustabletemperature,88,1.5408591972663999,0.0175097636053
adjustabletemperaturecontrol,15,0.3710408639162779,0.024736057594418527
adjustablethermostat,1,0.015437492169439793,0.015437492169439793
adjustablethermostatincluded,5,0.07552752271294594,0.015105504542589188
adjustablethickness,22,1.1259871069341898,0.051181232133372265
adjustabletilttension,276,2.529763746075332,0.009165810674185986
adjustabletimedelay,12,0.3588962573558092,0.029908021446317434
adjustabletimesettings,1,0.020079802721738815,0.020079802721738815
adjustablevents,51,0.8778111189603806,0.017211982724713346
adjustablevolume,1,0.010145289823412895,0.010145289823412895
adjustablewaterflow,199,4.344027235172689,0.021829282588807484
adjustablewaterlevel,13,0.17810835596174002,0.013700642766287694
adjustablewattage,2,0.08312409743666649,0.041562048718333244
adjustablewidth,383,7.860102470964193,0.020522460759697634
adjustablewidthshelves,64,1.2615297539159656,0.019711402404936962
adorned,16,0.5432481709867716,0.033953010686673224
adultassemblyrequired,25258,455.91805509268306,0.018050441645921414
advertisements,618,7.858966709580272,0.012716774610971315
advertising,36,1.345849260687828,0.037384701685773
aeratorincluded,244,4.787526799365878,0.019621011472810975
agegroup,1489,30.365360374562442,0.02039312315282904
agegrouprecommendation,12,0.21839245036244392,0.018199370863536995
agerange,3,0.04706180188804865,0.015687267296016216
agerecommendation,28,0.3374261623248458,0.012050934368744493
ahmacompliant,85,0.9018987123854458,0.010610573086887598
air-blowerincluded,2,0.036767151206731796,0.018383575603365898
airblowerincluded,1,0.014133873395621777,0.014133873395621777
airdischargedirection,62,0.8411455424502492,0.013566863587907246
airfilterincluded,2,0.03587713185697794,0.01793856592848897
airfilterrequired,1,0.02863502688705921,0.02863502688705921
airflow,7,0.12937824986875057,0.018482607124107226
airflowefficiency,40,0.47411102009937167,0.011852775502484291
airlineapproved,3,0.048636977560818195,0.016212325853606064
airpumpincluded,2,0.047158241271972656,0.023579120635986328
airpurifier,44,0.7415303913876414,0.016852963440628213
airpurifying,1,0.015427153557538986,0.015427153557538986
airtight,1,0.019320262596011162,0.019320262596011162
airventincluded,43,1.274631841108203,0.029642600956004718
alarm,288,7.343333059921861,0.025497684235839795
alarmsiren,8,0.18348921183496714,0.022936151479370892
algaeresistant,1,0.014532990753650665,0.014532990753650665
all-in-onekit,94,1.6295651141554117,0.0173357990867597
allcompatiblepodtypes,4,0.09161334298551083,0.022903335746377707
allergenbarrier,26,0.5536820339038968,0.02129546284245757
allweather,276,7.768526270054281,0.028146834311790873
alsodoorholder,1,0.07171516120433807,0.07171516120433807
aluminumdetails,10,0.19877706095576286,0.019877706095576285
americancornholeassociationacacertified,9,0.2216972690075636,0.024633029889729288
ammostorage,13,0.20551866758614779,0.015809128275857523
amperage,272,4.492826320230961,0.016517743824378532
ampererequirement,15,0.14974012412130833,0.009982674941420555
amtrendingskus,4,0.04102668631821871,0.010256671579554677
anchoringmaterialsincluded,11,0.29585588723421097,0.026895989748564633
anchorkitincluded,110,1.753371488302946,0.015939740802754055
anchormountingmaterialsincluded,63,1.01648351829499,0.016134659020555397
anchorsincluded,2,0.06432142667472363,0.03216071333736181
anchorsstakesincluded,1,0.011512563563883305,0.011512563563883305
anchorsstakesrequired,3,0.03405702207237482,0.011352340690791607
animal,203,4.776183232665062,0.023527996220024935
animalcapacity,1,0.024502824991941452,0.024502824991941452
animalinsecttype,25,0.8813379853963852,0.03525351941585541
animals,1043,19.186059196013957,0.01839507113711789
animalshaped,1,0.015949947759509087,0.015949947759509087
animalsinsects,75,2.0916408887133002,0.027888545182844005
animaltheme,344,12.487946603447199,0.03630217035885814
animaltype,103,3.6738773081451654,0.03566871172956471
animalweightcapacity,1,0.029536191374063492,0.029536191374063492
animated,99,3.3947864770889282,0.03429077249584776
animationtype,6,0.18835951015353203,0.03139325169225534
ansia1171compliant,437,7.300245638936758,0.016705367594820955
ansia1371compliant,5,0.08885801583528519,0.01777160316705704
ansibhmaa156certified,74,1.6503849858418107,0.022302499808673118
ansibhmagrade,48,0.9587691500782967,0.019974357293297846
ansibifmae3furnituresustainabilitystandard,188,2.6206419616937637,0.013939584902626402
ansibifmam7.1standardtestmethodfordeterminingvocemissions,5,0.06418278906494379,0.012836557812988758
ansibifmam71standardtestmethodfordeterminingvocemissions,578,7.637784790247679,0.01321416053676069
ansibifmax511largeoccupantofficeseating,373,3.696236507035792,0.00990948125210668
ansibifmax51officeseating,1422,17.86274806736037,0.012561707501659896
ansibifmax53verticalfiles,33,0.5093456106260419,0.01543471547351642
ansibifmax54loungepublicseating,2238,28.19152056891471,0.012596747349827842
ansibifmax55deskproducts,655,8.559597017243505,0.013068087049226724
ansibifmax56panelsystems,477,5.575124820694327,0.011687892705858129
ansibifmax59storage,140,2.090109701268375,0.01492935500905982
ansibifmax61educationalseating,382,3.898048486560583,0.010204315409844459
ansibifmax71standardforformaldehydetvocemissions,4,0.079073840752244,0.019768460188061
ansiesds2020certified,4,0.09703651815652847,0.024259129539132118
ansiit92compliant,1,0.018923701718449593,0.018923701718449593
ansinisoz3948compliant,1,0.01892695017158985,0.01892695017158985
ansisohos65smallofficehomeoffice,954,12.275921506341547,0.012867842249833906
ansiwcmaa1001-2018standard,612,12.723900575656444,0.02079068721512491
ansiz124.6-97compliant,22,0.2619623504579067,0.011907379566268488
ansiz12412compliant,1,0.01826373115181923,0.01826373115181923
ansiz1243compliant,2,0.03329667169600725,0.016648335848003626
ansiz15acga91mcertified,6,0.1577144917100668,0.026285748618344467
ansiz21.11.2-2016-gas-firedunventedroomheatersandgas-firedunventeddecorativeroomheaters,1,0.02643466740846634,0.02643466740846634
ansiz21.50-2016csa2.22-2016-standardforventeddecorativegasappliances,42,0.644778692163527,0.015351873622941119
ansiz21.60-2017csa2.26-2017-standardfordecorativegasappliances,43,0.6560328053310513,0.015256576868163984
