field_key,field_id,theta
<UNK>,0,-0.0020107172895222902
a28degreelatch,1,0.0010396537836641073
aafacertified,2,0.0020588284824043512
abstractandfractals,3,0.0033342770766466856
acadapterincluded,4,0.0041542924009263515
accentcolor,5,0.005250089336186647
accentfinish,6,0.0062379841692745686
accentpillow,7,0.006501529365777969
accentpillowheight-toptobottom,8,0.008324219845235348
accentpillowsincluded,9,0.009224516339600086
accentpillowthickness-fronttoback,10,0.010398888029158115
accentpillowwidth-sidetoside,11,0.011437416076660156
accessdoor,12,0.012969749048352242
accessdoordepth-fronttoback,13,0.013493213802576065
accessdoorheight,14,0.014628454111516476
accessdoorincluded,15,0.01568538509309292
accessdoorwidth-sidetoside,16,0.016679855063557625
accessoriesincluded,17,0.018108990043401718
accessoriestoolsincluded,18,0.018713952973484993
accessorybagincluded,19,0.019753698259592056
accessoryincluded,20,0.022197425365447998
accessorytrayincluded,21,0.022093085572123528
accessorytype,22,0.020152093842625618
accommodatesfireplace,23,0.02391219139099121
acousticallytransparent,24,0.024951936677098274
activationtechnology,25,0.02681141532957554
activationtechnologyold,26,0.028480416163802147
adacompliant,27,0.027275891974568367
adaptertype,28,0.029033735394477844
additionalfeatures,29,0.030150175094604492
additionalframematerialdetails,30,0.03162448853254318
additionalintendeduseforchild,31,0.03368349373340607
additionalitem,32,0.03323403745889664
additionalitemlength-headtotoe,33,0.03430866822600365
additionalitems,34,0.03560126945376396
additionalitemsincluded,35,0.03657539188861847
additionalitemwidth-sidetoside,36,0.037427905946969986
additionalmaterial,37,0.0384676493704319
additionalmaterialdetails,38,0.039675962179899216
additionalmaterials,39,0.04022011160850525
additionalpartnumber,40,0.04158689081668854
additionalpartsrequired,41,0.04374183714389801
additionalpartsrequired-inactive,42,0.043853744864463806
additionalpieces,43,0.04470514506101608
additionalpiecesincluded,44,0.04591887444257736
additionalpowertoolsrequired,45,0.04678463563323021
additionaltoolsneededforinstallation,46,0.04746925085783005
additionaltoolsrequired,47,0.0489073172211647
additionaltoolsrequired ( not included ),48,0.051118265837430954
additionaltoolsrequirednotincluded,49,0.05071599781513214
adirondackback,50,0.051983363926410675
adjustability,51,0.05397985130548477
