epoch,step,loss,gradient_norm_before_clip,alpha,positives,negatives
1,0,1.0626089572906494,0.029551584273576736,0.0500001460313797,16,104
1,1,1.1637910604476929,0.03615972772240639,0.05000383034348488,16,106
1,2,1.181099534034729,0.03423105925321579,0.05000799894332886,16,94
1,3,1.2063369750976562,0.0376007966697216,0.05001220107078552,16,107
1,4,0.8312649130821228,0.02637399733066559,0.0500166192650795,16,91
1,5,1.091618537902832,0.037887487560510635,0.05002080649137497,16,107
1,6,0.892616331577301,0.028122317045927048,0.05002499744296074,16,74
1,7,1.08419668674469,0.033533260226249695,0.050029270350933075,16,97
1,8,1.2716281414031982,0.039634641259908676,0.05003340542316437,16,102
1,9,0.9537575244903564,0.034205708652734756,0.050037771463394165,16,92
1,10,1.2677392959594727,0.029914475977420807,0.05004234239459038,16,102
1,11,1.1534281969070435,0.033987537026405334,0.05004698783159256,16,118
1,12,0.9773349165916443,0.0281521063297987,0.050051599740982056,16,95
1,13,1.0888667106628418,0.031788863241672516,0.05005630478262901,16,95
1,14,1.1200544834136963,0.0326034352183342,0.05006111040711403,16,104
1,15,1.1377954483032227,0.03023659624159336,0.05006607621908188,16,91
1,16,0.9632495641708374,0.03257482126355171,0.050071168690919876,16,73
1,17,0.9420999884605408,0.03186625614762306,0.050076376646757126,16,101
1,18,1.116983413696289,0.032754529267549515,0.050081681460142136,16,113
1,19,1.0372068881988525,0.03242741897702217,0.0500870943069458,16,89
1,20,0.948630690574646,0.02824615128338337,0.050092507153749466,16,85
1,21,0.8302026987075806,0.030475951731204987,0.050098028033971786,16,92
1,22,1.0453150272369385,0.02771327830851078,0.05010348558425903,16,97
1,23,1.1120860576629639,0.02883215993642807,0.05010906979441643,16,87
1,24,1.2527143955230713,0.037853170186281204,0.05011478066444397,16,119
1,25,1.2935049533843994,0.03553503751754761,0.050120577216148376,16,120
1,26,0.932124674320221,0.029965490102767944,0.05012640357017517,16,96
1,27,0.9434245228767395,0.03816753998398781,0.050132352858781815,16,111
1,28,1.1442919969558716,0.031098846346139908,0.05013836920261383,16,107
1,29,1.081218957901001,0.03353869169950485,0.0501445010304451,16,98
1,30,1.2658097743988037,0.035887353122234344,0.050150737166404724,16,101
1,31,0.8372870087623596,0.029358308762311935,0.05015694722533226,16,85
1,32,1.0200611352920532,0.035378821194171906,0.05016324296593666,16,95
1,33,1.1480207443237305,0.04017847031354904,0.05016966164112091,16,109
1,34,1.0386881828308105,0.034018345177173615,0.05017613619565964,16,93
1,35,1.3020825386047363,0.04041251540184021,0.05018271878361702,16,121
1,36,1.1387994289398193,0.030885612592101097,0.05018928274512291,16,114
1,37,0.9700724482536316,0.03137574344873428,0.05019591003656387,16,99
1,38,1.194444179534912,0.035884298384189606,0.05020243301987648,16,114
1,39,1.1815673112869263,0.0344645157456398,0.05020899325609207,16,94
