query_id,variant,nDCG@10_unjudged_zero,cNDCG@10
0,C0,0.8606337550063157,0.8606337550063158
1,C0,0.5255664792793981,0.5255664792793981
2,C0,1.0,1.0
3,C0,0.9134166588977727,0.9134166588977729
4,C0,0.1796285640609355,0.3333333333333333
5,C0,0.8018189357052953,0.8018189357052955
6,C0,0.22009176629808017,0.7991971355969069
7,C0,0.797441512093282,0.797441512093282
8,C0,1.0,1.0
9,C0,0.9575861412006988,0.9575861412006988
10,C0,0.9537125187088152,0.9537125187088151
11,C0,1.0,1.0
12,C0,0.8379347378101539,0.9069212362975007
13,C0,0.8512360941594272,1.0
14,C0,0.7675239792282622,0.7675239792282622
15,C0,0.6675139551208342,0.6675139551208341
16,C0,0.3679017578585644,0.470018260101859
17,C0,0.41517596365261494,0.43638289305226546
18,C0,1.0,1.0
19,C0,0.5321408435198609,0.8701249883466594
20,C0,0.0,0.23682567058838086
21,C0,0.5825350680574063,0.6943559465628248
22,C0,0.33009241709263576,0.47481757731527635
23,C0,0.9052116356304493,1.0
24,C0,0.3965255762463672,0.3965255762463672
25,C0,1.0,1.0
26,C0,0.955830517697074,0.955830517697074
27,C0,0.9368077570869663,0.9368077570869662
28,C0,1.0,1.0
29,C0,1.0,1.0
30,C0,0.5432534204450873,0.5432534204450873
31,C0,0.3614941092113389,0.6943559465628248
32,C0,0.3319935497624611,0.5876482632580441
33,C0,0.46150960707184885,0.8043628744017065
34,C0,0.4423226501965029,0.7747424948971201
35,C0,0.37962081462451813,0.37962081462451813
36,C0,0.6777413409969225,0.7614578177792674
37,C0,0.657209090494834,0.657209090494834
38,C0,0.9999999999999999,1.0
39,C0,0.38559884598578353,0.38559884598578353
40,C0,0.48477478321283196,0.484774783212832
41,C0,0.9134166588977729,0.9134166588977729
42,C0,0.47080319542794336,0.5876482632580441
43,C0,0.8376318198599179,0.8376318198599177
44,C0,0.5432534204450873,0.5432534204450873
45,C0,0.32751584933873173,0.6129319999254654
46,C0,0.5197374418991176,0.5859240426513556
47,C0,1.0000000000000002,1.0
48,C0,1.0,1.0
49,C0,0.0,1.0
50,C0,0.2551978300255667,0.5432534204450873
51,C0,0.9999999999999999,1.0
52,C0,1.0000000000000002,1.0
53,C0,1.0,1.0
54,C0,0.781249763323243,0.8114653233389574
55,C0,1.0,1.0
56,C0,1.0000000000000002,1.0
57,C0,0.8362551983056605,0.8871958738785231
58,C0,0.1997994276742169,0.4406950585492932
59,C0,1.0,1.0
60,C0,0.48399365899370694,0.48399365899370694
61,C0,0.2514338035951187,0.6943559465628248
62,C0,0.7998803978033233,0.7998803978033234
63,C0,0.9086768598011256,0.9086768598011256
64,C0,0.4584660801557625,0.9558245273890439
65,C0,0.7159815596443976,0.7159815596443976
66,C0,0.9999999999999999,1.0
67,C0,1.0000000000000002,1.0
68,C0,0.8611375561264455,0.8611375561264455
69,C0,0.3333333333333333,0.3333333333333333
70,C0,0.9999999999999999,1.0
71,C0,0.7289071467299564,0.7289071467299565
72,C0,0.92663607790064,0.92663607790064
73,C0,0.9363792118010483,1.0
74,C0,0.9621445226862937,1.0
75,C0,0.22376182896152175,0.470018260101859
76,C0,0.45901732103276444,0.45901732103276444
77,C0,0.6943559465628248,0.6943559465628248
78,C0,0.5159958223394444,0.5159958223394444
79,C0,1.0000000000000002,1.0
80,C0,0.18845671413557458,0.507872049484717
81,C0,0.4264120970358327,0.4264120970358327
82,C0,0.37962081462451813,0.37962081462451813
83,C0,0.0,1.0
84,C0,0.6943559465628248,0.6943559465628248
85,C0,0.37566986542073244,1.0
86,C0,0.6108563510886634,0.6108563510886634
87,C0,1.0000000000000002,1.0
88,C0,0.5475341878573692,0.6019704921229443
89,C0,0.722536059915369,0.7919672818521463
90,C0,1.0,1.0
91,C0,0.445248344740568,0.445248344740568
92,C0,0.7728378251807521,1.0
93,C0,0.25850705220466086,0.3532339056952536
94,C0,0.5734654091600278,0.5734654091600278
95,C0,0.3333333333333333,0.3333333333333333
96,C0,0.9510907186004265,0.9510907186004267
97,C0,0.8471779732814125,0.8471779732814125
98,C0,1.0000000000000002,1.0
99,C0,0.933745776545611,1.0
100,C0,0.7516061639261181,0.7516061639261182
101,C0,0.3721164337074488,0.470018260101859
102,C0,1.0,1.0
103,C0,0.9008240627729517,0.9008240627729516
104,C0,0.5542060051496092,0.5791053692988266
105,C0,1.0,1.0
106,C0,1.0,1.0
107,C0,0.40136127391149723,0.5323266901845036
108,C0,1.0,1.0
109,C0,1.0,1.0
110,C0,1.0,1.0
111,C0,1.0000000000000002,1.0
112,C0,1.0,1.0
113,C0,1.0,1.0
114,C0,0.7431286862216818,0.7431286862216819
115,C0,1.0,1.0
116,C0,1.0,1.0
117,C0,0.4924725859145577,0.5368232559598008
118,C0,0.8551595247651801,0.8551595247651802
119,C0,0.9537125187088151,0.9537125187088151
120,C0,0.92663607790064,0.92663607790064
121,C0,1.0,1.0
122,C0,1.0,1.0
123,C0,0.7370031770794806,0.7370031770794806
124,C0,0.5594031309926788,0.5594031309926788
125,C0,0.5719409191630739,0.571940919163074
126,C0,1.0,1.0
127,C0,1.0,1.0
128,C0,1.0000000000000002,1.0
129,C0,0.28371255449703187,0.9086768598011256
130,C0,0.33333333333333337,0.3333333333333333
131,C0,0.9477344873475497,0.9477344873475498
132,C0,0.5899231066416109,0.5899231066416109
133,C0,1.0,1.0
134,C0,0.3845725245824358,0.6755152492661087
135,C0,0.5534250996314135,0.5534250996314135
136,C0,0.22716217481924805,1.0
137,C0,0.5401142290976919,0.540114229097692
138,C0,1.0,1.0
139,C0,1.0,1.0
140,C0,0.6295622542805632,0.6295622542805632
141,C0,0.7089417837068731,0.7431286862216819
142,C0,0.3562807694732742,0.3907364139768721
143,C0,0.47814034502573816,0.47814034502573816
144,C0,0.8532721558012799,0.8532721558012799
145,C0,0.2529141313373755,0.35064649327638975
146,C0,0.3559834378911571,0.5352861443647992
147,C0,1.0,1.0
148,C0,0.7416702490101529,1.0
149,C0,0.955830517697074,0.955830517697074
150,C0,1.0,1.0
151,C0,0.6229664166290614,0.8017536775903097
152,C0,0.18602530370829284,0.3333333333333333
153,C0,1.0000000000000002,1.0
155,C0,0.5255664792793981,0.5255664792793981
156,C0,0.6463029801640195,0.6463029801640195
157,C0,0.5255880342628813,0.5255880342628813
158,C0,1.0,1.0
159,C0,1.0,1.0
160,C0,0.8611375561264455,1.0
161,C0,0.06943122193677727,0.43893943504566835
162,C0,0.14107584566073564,0.42590829591570295
163,C0,0.894393898287665,0.894393898287665
164,C0,0.1951890007906611,0.4537706605822144
165,C0,0.9537125187088151,0.9537125187088151
166,C0,1.0,1.0
167,C0,1.0,1.0
168,C0,1.0000000000000002,1.0
169,C0,0.33359833060133254,0.5821793025312363
170,C0,1.0,1.0
171,C0,1.0,1.0
172,C0,1.0,1.0
173,C0,0.0,0.10713514516442223
174,C0,0.0,0.18462675384408755
175,C0,1.0,1.0
176,C0,0.9477344873475498,0.9477344873475498
177,C0,0.4973296398207006,0.6756856998333554
178,C0,0.6949093436133567,0.6949093436133567
179,C0,0.0,1.0
180,C0,1.0,1.0
181,C0,0.8415908474314975,1.0
182,C0,0.9999999999999999,1.0
183,C0,0.5664239356790007,0.5664239356790007
184,C0,0.7725583261075774,0.8623893785099407
185,C0,1.0,1.0
186,C0,0.44011532792627883,0.470018260101859
188,C0,0.2808560254460118,0.5471501031503809
189,C0,0.2365245089115587,0.44911111423199457
190,C0,0.4010690239560775,0.43518692560571726
191,C0,1.0,1.0
193,C0,1.0000000000000002,1.0
194,C0,0.9216017310213247,0.9363792118010483
195,C0,0.9026481131483461,0.9026481131483461
196,C0,0.6311443278613472,1.0
197,C0,0.4756863006755432,0.9477344873475498
198,C0,0.24100106937223867,0.31043229130901595
199,C0,1.0,1.0
200,C0,1.0,1.0
201,C0,1.0,1.0
202,C0,0.7064305000250749,0.9368077570869662
203,C0,0.5309679847321108,0.5309679847321109
204,C0,0.49117052789213766,0.4911705278921376
205,C0,0.7445530561574183,0.7445530561574184
206,C0,0.7102193294182025,0.7102193294182025
207,C0,0.21408371436984167,1.0
208,C0,1.0,1.0
209,C0,0.5231737964779629,0.9148568823583791
210,C0,0.6001972295287697,0.6001972295287697
211,C0,1.0000000000000002,1.0
212,C0,0.45785016311805676,0.7575031784654611
213,C0,0.63667734935916,0.6826813633996172
214,C0,0.8205228949141828,1.0
215,C0,0.3049522941194597,0.3333333333333333
216,C0,0.68953938535273,0.68953938535273
218,C0,0.2745478892647209,1.0
219,C0,0.19930623359011806,1.0
220,C0,0.8088720434739953,0.8088720434739953
221,C0,0.8606337550063157,0.8606337550063158
222,C0,0.314880130667631,0.8180387084646976
223,C0,0.06581686446496138,0.21442305548066543
224,C0,0.2876717632338961,0.37574719213263447
225,C0,0.6898507809355539,0.7732887020527031
226,C0,0.7550276532939808,0.7550276532939808
227,C0,1.0,1.0
228,C0,0.92663607790064,1.0
229,C0,1.0,1.0
230,C0,0.7312625444731047,1.0
231,C0,1.0,1.0
232,C0,0.6698623505528798,0.8611375561264455
233,C0,0.26855292289002114,0.7520973617492563
234,C0,1.0,1.0
235,C0,1.0,1.0
236,C0,0.23458418276017087,0.39758003272403264
237,C0,0.36288311493743686,0.3955170570689069
238,C0,0.8521705090845475,1.0
239,C0,1.0,1.0
240,C0,1.0,1.0
241,C0,0.6347548817281523,0.8632555551147044
242,C0,0.40484008231802704,0.84037276213159
243,C0,0.9363792118010482,0.9575861412006988
244,C0,0.25993309250538366,0.6183778911056329
245,C0,0.9999999999999999,1.0
246,C0,0.49127020581310427,0.49127020581310427
