name,stage,seconds
C1_lr0.0001,dev_catalog_generation,30.608999999938533
C1_lr0.0001,dev_ranking,6.0640000004787
C1_lr0.0001,sampled_invariance,5.966000000014901
C1_lr0.0001,training,51.0969999989029
C1_lr3e-05,dev_catalog_generation,44.53199999965727
C1_lr3e-05,dev_ranking,6.908000000519678
C1_lr3e-05,sampled_invariance,7.826000000117347
C1_lr3e-05,training,80.10899999993853
C1_s42,final_catalog_generation,3.5629999998491257
C1_s42,full_catalog_vector_audit,23.530999999959022
C1_s42,heldout_forward_and_ranking_all_schedules,50.125
C1_s43,final_catalog_generation,3.515000000130385
C1_s43,full_catalog_vector_audit,27.719000000040978
C1_s43,heldout_forward_and_ranking_all_schedules,47.485000000102445
C1_s44,final_catalog_generation,4.734999999869615
C1_s44,full_catalog_vector_audit,28.32700000028126
C1_s44,heldout_forward_and_ranking_all_schedules,46.313000000081956
C2_lr0.0001,dev_catalog_generation,82.21899999980815
C2_lr0.0001,dev_ranking,9.153999999864027
C2_lr0.0001,sampled_invariance,12.908999999985099
C2_lr0.0001,training,148.92199999978766
C2_lr3e-05,dev_catalog_generation,38.10899999993853
C2_lr3e-05,dev_ranking,5.378000000258908
C2_lr3e-05,sampled_invariance,5.702000000281259
C2_lr3e-05,training,61.06399999931455
C2_s42,final_catalog_generation,3.3589999999385327
C2_s42,full_catalog_vector_audit,27.375
C2_s42,heldout_forward_and_ranking_all_schedules,60.14100000006147
C2_s43,final_catalog_generation,3.0
C2_s43,full_catalog_vector_audit,24.469000000040978
C2_s43,heldout_forward_and_ranking_all_schedules,58.063000000081956
C2_s44,final_catalog_generation,2.6879999998491257
C2_s44,full_catalog_vector_audit,23.234000000171363
C2_s44,heldout_forward_and_ranking_all_schedules,59.15600000019185
C3_lr0.0001,dev_catalog_generation,30.252999999094754
C3_lr0.0001,dev_ranking,4.110000000335276
C3_lr0.0001,sampled_invariance,4.592000000411645
C3_lr0.0001,training,60.6070000003092
C3_lr3e-05,dev_catalog_generation,27.780999999959022
C3_lr3e-05,dev_ranking,4.04700000025332
C3_lr3e-05,sampled_invariance,4.625
C3_lr3e-05,training,62.67199999978766
C3_s42,final_catalog_generation,5.0939999998081475
C3_s42,full_catalog_vector_audit,31.5
C3_s42,heldout_forward_and_ranking_all_schedules,59.48400000017136
C3_s43,final_catalog_generation,6.438000000081956
C3_s43,full_catalog_vector_audit,39.78099999995902
C3_s43,heldout_forward_and_ranking_all_schedules,59.813000000081956
C3_s44,final_catalog_generation,7.030999999959022
C3_s44,full_catalog_vector_audit,39.48399999993853
C3_s44,heldout_forward_and_ranking_all_schedules,59.375
C4_lr0.0001,dev_catalog_generation,24.985000000335276
C4_lr0.0001,dev_ranking,4.202999999979511
C4_lr0.0001,sampled_invariance,4.141999999759719
C4_lr0.0001,training,49.68599999975413
C4_lr3e-05,dev_catalog_generation,25.092000000178814
C4_lr3e-05,dev_ranking,4.1540000000968575
C4_lr3e-05,sampled_invariance,4.2839999995194376
C4_lr3e-05,training,56.0640000004787
C4_s42,final_catalog_generation,6.234999999869615
C4_s42,full_catalog_vector_audit,36.781999999890104
C4_s42,heldout_forward_and_ranking_all_schedules,58.90600000019185
C4_s43,final_catalog_generation,6.327999999979511
C4_s43,full_catalog_vector_audit,31.109999999869615
C4_s43,heldout_forward_and_ranking_all_schedules,58.42200000002049
C4_s44,final_catalog_generation,6.469000000040978
C4_s44,full_catalog_vector_audit,32.90599999995902
C4_s44,heldout_forward_and_ranking_all_schedules,55.42199999978766
