Method,Seed,Metric,Products,mean,min,p05,median,p95,max,Fraction_max_weight_gt_0_5,Fraction_max_weight_gt_0_9,Multiple_field_fraction_max_gt_0_9
C1,42,entropy,42994,3.924703574195699,-0.0,2.9957238430894564,4.007322008744774,4.6051596877590795,5.998919806398234,0.0005814764850909429,0.0004419221286691166,0.0
C1,42,normalized_entropy,42994,0.9999972032902785,0.9999744113755472,0.9999956665118138,0.99999738109039,0.9999982220623584,1.0,0.0005814764850909429,0.0004419221286691166,0.0
C1,42,max_weight,42994,0.0235209010869332,0.0024987792130559683,0.01011546766385436,0.018390688113868237,0.05041921976953745,1.0,0.0005814764850909429,0.0004419221286691166,0.0
C1,42,effective_fields,42994,56.61641390557957,1.0,19.99983139142004,54.99938529661182,99.9989501826094,402.9932475705457,0.0005814764850909429,0.0004419221286691166,0.0
C1,42,fields,42994,56.6170163278597,1.0,20.0,55.0,100.0,403.0,0.0005814764850909429,0.0004419221286691166,0.0
C1,42,weight_sum,42994,1.0000000000893816,0.9999998500570655,0.9999999348074198,1.0,1.0000000651925802,1.0000001480802894,0.0005814764850909429,0.0004419221286691166,0.0
C1,43,entropy,42994,3.9247019645097962,-0.0,2.995722118056433,4.0073206341795995,4.605158284759545,5.998917659773824,0.0005814764850909429,0.0004419221286691166,0.0
C1,43,normalized_entropy,42994,0.9999967829040923,0.9999728183007716,0.9999950593274145,0.9999969958422674,0.9999979021693677,1.0,0.0005814764850909429,0.0004419221286691166,0.0
C1,43,max_weight,42994,0.023522818243506785,0.0025015834253281355,0.010115511901676654,0.018391914665699005,0.05042451228946447,1.0,0.0005814764850909429,0.0004419221286691166,0.0
C1,43,effective_fields,42994,56.61632449096859,1.0,19.999796891080173,54.9993096964241,99.99880988422728,402.9923824963316,0.0005814764850909429,0.0004419221286691166,0.0
C1,43,fields,42994,56.6170163278597,1.0,20.0,55.0,100.0,403.0,0.0005814764850909429,0.0004419221286691166,0.0
C1,43,weight_sum,42994,0.9999999999118532,0.9999998537823558,0.9999999348074198,1.0,1.0000000642612576,1.000000150874257,0.0005814764850909429,0.0004419221286691166,0.0
C1,44,entropy,42994,3.9247027983080884,-0.0,2.995723634685542,4.007321062730785,4.605158690899119,5.998922529679748,0.0005814764850909429,0.0004419221286691166,0.0
C1,44,normalized_entropy,42994,0.9999970148997925,0.9999760457274282,0.9999955032445434,0.9999971633328887,0.9999980894382375,1.0,0.0005814764850909429,0.0004419221286691166,0.0
C1,44,max_weight,42994,0.023508245525877967,0.002496747998520732,0.01011024727486074,0.018381095491349697,0.05038708597421646,1.0,0.0005814764850909429,0.0004419221286691166,0.0
C1,44,effective_fields,42994,56.616364376336264,1.0,19.999827223377324,54.9993332664485,99.99885049770955,402.99434503610144,0.0005814764850909429,0.0004419221286691166,0.0
C1,44,fields,42994,56.6170163278597,1.0,20.0,55.0,100.0,403.0,0.0005814764850909429,0.0004419221286691166,0.0
C1,44,weight_sum,42994,1.0000000000486413,0.999999862164259,0.9999999348074198,1.0,1.0000000651925802,1.0000001462176442,0.0005814764850909429,0.0004419221286691166,0.0
C2,42,entropy,42994,3.8727134321006877,-0.0,2.9528713080240108,3.953765286609242,4.553321541324407,5.908349895180186,0.0006279946038982183,0.0004419221286691166,0.0
C2,42,normalized_entropy,42994,0.9863917183539266,0.8124654779948535,0.9773127167288987,0.9871506148755718,0.9932575366657628,1.0000000020811828,0.0006279946038982183,0.0004419221286691166,0.0
C2,42,max_weight,42994,0.048656515150795866,0.003675607033073902,0.021354578621685504,0.03917388804256916,0.10128716751933094,1.0,0.0006279946038982183,0.0004419221286691166,0.0
C2,42,effective_fields,42994,53.784842818446116,1.0,19.160891782367347,52.13128702795501,94.94725685242983,368.0982532942613,0.0006279946038982183,0.0004419221286691166,0.0
C2,42,fields,42994,56.6170163278597,1.0,20.0,55.0,100.0,403.0,0.0006279946038982183,0.0004419221286691166,0.0
C2,42,weight_sum,42994,0.9999999997650817,0.9999998426064849,0.9999999338760972,1.0,1.0000000661239028,1.0000001471489668,0.0006279946038982183,0.0004419221286691166,0.0
C2,43,entropy,42994,3.8738067679762684,-0.0,2.959374132252369,3.953611023787542,4.552400230598032,5.912475852627338,0.0006279946038982183,0.0004419221286691166,0.0
C2,43,normalized_entropy,42994,0.9867889354315386,0.8617487528684941,0.9791347531501617,0.9872368373736932,0.9932677765575395,1.0,0.0006279946038982183,0.0004419221286691166,0.0
C2,43,max_weight,42994,0.04540001521530564,0.003545756684616208,0.02036944041028619,0.03688144311308861,0.09313174150884151,1.0,0.0006279946038982183,0.0004419221286691166,0.0
C2,43,effective_fields,42994,53.791567662264455,1.0,19.285897557108882,52.12324569356212,94.85982095693701,369.6201485021567,0.0006279946038982183,0.0004419221286691166,0.0
C2,43,fields,42994,56.6170163278597,1.0,20.0,55.0,100.0,403.0,0.0006279946038982183,0.0004419221286691166,0.0
C2,43,weight_sum,42994,0.9999999998882609,0.99999984446913,0.9999999329447746,1.0,1.0000000661239028,1.0000001536682248,0.0006279946038982183,0.0004419221286691166,0.0
C2,44,entropy,42994,3.8717594771561883,-0.0,2.956963220386159,3.9511417937161477,4.549640136328211,5.933140441615967,0.0006512536633018561,0.0004419221286691166,0.0
C2,44,normalized_entropy,42994,0.9862723921259959,0.8560218873143653,0.9793187291876454,0.986629156569279,0.9920984534697811,1.0,0.0006512536633018561,0.0004419221286691166,0.0
C2,44,max_weight,42994,0.043885999544094625,0.0034892759285867214,0.01929825246334076,0.035463184118270874,0.09093498438596725,1.0,0.0006512536633018561,0.0004419221286691166,0.0
C2,44,effective_fields,42994,53.67260700288714,1.0,19.23945739013594,51.99470017717371,94.59835967954078,377.33766194539896,0.0006512536633018561,0.0004419221286691166,0.0
C2,44,fields,42994,56.6170163278597,1.0,20.0,55.0,100.0,403.0,0.0006512536633018561,0.0004419221286691166,0.0
C2,44,weight_sum,42994,0.9999999999593193,0.9999998537823558,0.9999999348074198,1.0,1.0000000670552254,1.000000149011612,0.0006512536633018561,0.0004419221286691166,0.0
C3,42,entropy,42994,3.8661651720296573,-0.0,2.939902808277681,3.9473233699179753,4.552816269006035,5.876430588442517,0.000744289900916407,0.0004419221286691166,0.0
C3,42,normalized_entropy,42994,0.984568077680214,0.7487743151640573,0.974569338628492,0.9857476426483691,0.9914439230334748,1.0,0.000744289900916407,0.0004419221286691166,0.0
C3,42,max_weight,42994,0.05032430707839043,0.0037141134962439537,0.021624381095170973,0.04016675055027008,0.10776627324521539,1.0,0.000744289900916407,0.0004419221286691166,0.0
C3,42,effective_fields,42994,53.496738825645984,1.0,18.91400795064881,51.796540945304216,94.89929427185466,356.5343499264382,0.000744289900916407,0.0004419221286691166,0.0
C3,42,fields,42994,56.6170163278597,1.0,20.0,55.0,100.0,403.0,0.000744289900916407,0.0004419221286691166,0.0
C3,42,weight_sum,42994,1.000000000058435,0.9999998603016138,0.9999999348074198,1.0,1.0000000661239028,1.0000001499429345,0.000744289900916407,0.0004419221286691166,0.0
C3,43,entropy,42994,3.8650490729320546,-0.0,2.936260712442289,3.9468555850436324,4.553159583303731,5.883875284504809,0.000744289900916407,0.0004419221286691166,0.0
C3,43,normalized_entropy,42994,0.9842342847377291,0.7700146164630947,0.9737415748167052,0.9853923713946013,0.9914742197492344,1.0,0.000744289900916407,0.0004419221286691166,0.0
C3,43,max_weight,42994,0.0480750196678638,0.0036569926887750626,0.020831151865422726,0.03821043111383915,0.10149514786899083,1.0,0.000744289900916407,0.0004419221286691166,0.0
C3,43,effective_fields,42994,53.471579711361485,1.0,18.845247471682182,51.772316976482585,94.93188017929955,359.1985445521224,0.000744289900916407,0.0004419221286691166,0.0
C3,43,fields,42994,56.6170163278597,1.0,20.0,55.0,100.0,403.0,0.000744289900916407,0.0004419221286691166,0.0
C3,43,weight_sum,42994,0.9999999999762751,0.9999998598359525,0.9999999329447746,1.0,1.0000000670552254,1.000000149011612,0.000744289900916407,0.0004419221286691166,0.0
C3,44,entropy,42994,3.8544725908199413,-0.0,2.927453599837075,3.935599499488048,4.541374268695002,5.88940773988549,0.0007908080197236824,0.0004419221286691166,0.0
C3,44,normalized_entropy,42994,0.9815251859737418,0.7560915527645886,0.971201092824931,0.9827175001833993,0.9883302556519228,1.0,0.0007908080197236824,0.0004419221286691166,0.0
