query_id,Recall@20,VI@20,Robust@20,Never@20,C0_Recall@20,C1_Recall@20,C2s1_Recall@20,C2s2_Recall@20,C2s3_Recall@20,C2s4_Recall@20,C2s5_Recall@20,Recall@100,VI@100,Robust@100,Never@100,C0_Recall@100,C1_Recall@100,C2s1_Recall@100,C2s2_Recall@100,C2s3_Recall@100,C2s4_Recall@100,C2s5_Recall@100,rank_range,worst_schedule@20,schedule_spread@20,worst_schedule@100,schedule_spread@100
0,0.4432234432234432,0.1282051282051282,0.358974358974359,0.5128205128205128,0.41025641025641024,0.4358974358974359,0.4358974358974359,0.48717948717948717,0.4358974358974359,0.46153846153846156,0.4358974358974359,0.8205128205128205,0.0,0.8205128205128205,0.1794871794871795,0.8205128205128205,0.8205128205128205,0.8205128205128205,0.8205128205128205,0.8205128205128205,0.8205128205128205,0.8205128205128205,97.17948717948718,0.41025641025641024,0.07692307692307693,0.8205128205128205,0.0
1,0.125,0.0,0.125,0.875,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.26785714285714285,0.125,0.25,0.625,0.375,0.25,0.25,0.25,0.25,0.25,0.25,208.5,0.125,0.0,0.25,0.125
2,0.13245033112582782,0.052980132450331126,0.11258278145695365,0.8344370860927153,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.6319772942289499,0.2052980132450331,0.5231788079470199,0.271523178807947,0.6357615894039735,0.6291390728476821,0.6357615894039735,0.6357615894039735,0.6225165562913907,0.6291390728476821,0.6357615894039735,130.9271523178808,0.13245033112582782,0.0,0.6225165562913907,0.013245033112582849
3,0.14805194805194805,0.01818181818181818,0.14545454545454545,0.8363636363636363,0.14545454545454545,0.14545454545454545,0.16363636363636364,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.23116883116883116,0.12727272727272726,0.18181818181818182,0.6909090909090909,0.2545454545454545,0.21818181818181817,0.23636363636363636,0.2,0.2545454545454545,0.23636363636363636,0.21818181818181817,192.0,0.14545454545454545,0.018181818181818188,0.2,0.05454545454545451
4,0.018633540372670808,0.043478260869565216,0.0,0.9565217391304348,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.037267080745341616,0.043478260869565216,0.0,0.9565217391304348,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,1266.608695652174,0.0,0.043478260869565216,0.0,0.043478260869565216
5,0.07980845969672785,0.10614525139664804,0.027932960893854747,0.8659217877094972,0.0670391061452514,0.1005586592178771,0.08379888268156424,0.07262569832402235,0.08379888268156424,0.0670391061452514,0.08379888268156424,0.266560255387071,0.2737430167597765,0.15083798882681565,0.5754189944134078,0.25139664804469275,0.27932960893854747,0.2737430167597765,0.26256983240223464,0.2681564245810056,0.2681564245810056,0.26256983240223464,274.97206703910615,0.0670391061452514,0.033519553072625705,0.25139664804469275,0.02793296089385472
6,0.08305647840531562,0.09302325581395349,0.046511627906976744,0.8604651162790697,0.11627906976744186,0.06976744186046512,0.06976744186046512,0.09302325581395349,0.06976744186046512,0.11627906976744186,0.046511627906976744,0.16279069767441862,0.06976744186046512,0.13953488372093023,0.7906976744186046,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.13953488372093023,0.16279069767441862,0.18604651162790697,1139.8837209302326,0.046511627906976744,0.06976744186046512,0.13953488372093023,0.046511627906976744
7,0.48447204968944096,0.043478260869565216,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.5217391304347826,0.4782608695652174,0.4782608695652174,0.6645962732919254,0.13043478260869565,0.6086956521739131,0.2608695652173913,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6956521739130435,0.6521739130434783,0.6521739130434783,0.6521739130434783,49.95652173913044,0.4782608695652174,0.04347826086956519,0.6521739130434783,0.04347826086956519
8,0.5657142857142857,0.08,0.52,0.4,0.56,0.6,0.56,0.56,0.56,0.56,0.56,0.8514285714285714,0.08,0.8,0.12,0.8,0.88,0.84,0.84,0.88,0.88,0.84,14.52,0.56,0.039999999999999925,0.8,0.07999999999999996
9,0.2702702702702703,0.24324324324324326,0.14864864864864866,0.6081081081081081,0.2702702702702703,0.2702702702702703,0.2702702702702703,0.2702702702702703,0.2702702702702703,0.2702702702702703,0.2702702702702703,0.9208494208494208,0.08108108108108109,0.8918918918918919,0.02702702702702703,0.918918918918919,0.9054054054054054,0.9054054054054054,0.918918918918919,0.9324324324324325,0.9459459459459459,0.918918918918919,39.5945945945946,0.2702702702702703,0.0,0.9054054054054054,0.04054054054054057
