query_id,Recall@20,VI@20,Robust@20,Never@20,C0_Recall@20,C1_Recall@20,C2s1_Recall@20,C2s2_Recall@20,C2s3_Recall@20,C2s4_Recall@20,C2s5_Recall@20,Recall@100,VI@100,Robust@100,Never@100,C0_Recall@100,C1_Recall@100,C2s1_Recall@100,C2s2_Recall@100,C2s3_Recall@100,C2s4_Recall@100,C2s5_Recall@100,rank_range,worst_schedule@20,schedule_spread@20,worst_schedule@100,schedule_spread@100
0,0.46153846153846156,0.0,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.7948717948717948,0.0,0.7948717948717948,0.20512820512820512,0.7948717948717948,0.7948717948717948,0.7948717948717948,0.7948717948717948,0.7948717948717948,0.7948717948717948,0.7948717948717948,0.0,0.46153846153846156,0.0,0.7948717948717948,0.0
1,0.125,0.0,0.125,0.875,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.0,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.125,0.0,0.25,0.0
2,0.12582781456953643,0.0,0.12582781456953643,0.8741721854304636,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.12582781456953643,0.6490066225165563,0.0,0.6490066225165563,0.3509933774834437,0.6490066225165563,0.6490066225165563,0.6490066225165563,0.6490066225165563,0.6490066225165563,0.6490066225165563,0.6490066225165563,0.0,0.12582781456953643,0.0,0.6490066225165563,0.0
3,0.14545454545454545,0.0,0.14545454545454545,0.8545454545454545,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.3090909090909091,0.0,0.3090909090909091,0.6909090909090909,0.3090909090909091,0.3090909090909091,0.3090909090909091,0.3090909090909091,0.3090909090909091,0.3090909090909091,0.3090909090909091,0.0,0.14545454545454545,0.0,0.3090909090909091,0.0
4,0.043478260869565216,0.0,0.043478260869565216,0.9565217391304348,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.21739130434782608,0.0,0.21739130434782608,0.782608695652174,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.21739130434782608,0.0,0.043478260869565216,0.0,0.21739130434782608,0.0
5,0.07262569832402235,0.0,0.07262569832402235,0.9273743016759777,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.07262569832402235,0.2011173184357542,0.0,0.2011173184357542,0.7988826815642458,0.2011173184357542,0.2011173184357542,0.2011173184357542,0.2011173184357542,0.2011173184357542,0.2011173184357542,0.2011173184357542,0.0,0.07262569832402235,0.0,0.2011173184357542,0.0
6,0.11627906976744186,0.0,0.11627906976744186,0.8837209302325582,0.11627906976744186,0.11627906976744186,0.11627906976744186,0.11627906976744186,0.11627906976744186,0.11627906976744186,0.11627906976744186,0.23255813953488372,0.0,0.23255813953488372,0.7674418604651163,0.23255813953488372,0.23255813953488372,0.23255813953488372,0.23255813953488372,0.23255813953488372,0.23255813953488372,0.23255813953488372,0.0,0.11627906976744186,0.0,0.23255813953488372,0.0
7,0.5217391304347826,0.0,0.5217391304347826,0.4782608695652174,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.5217391304347826,0.6956521739130435,0.0,0.6956521739130435,0.30434782608695654,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.0,0.5217391304347826,0.0,0.6956521739130435,0.0
8,0.44,0.0,0.44,0.56,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.64,0.0,0.64,0.36,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.0,0.44,0.0,0.64,0.0
9,0.25675675675675674,0.0,0.25675675675675674,0.7432432432432432,0.25675675675675674,0.25675675675675674,0.25675675675675674,0.25675675675675674,0.25675675675675674,0.25675675675675674,0.25675675675675674,0.8648648648648649,0.0,0.8648648648648649,0.13513513513513514,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.8648648648648649,0.0,0.25675675675675674,0.0,0.8648648648648649,0.0
