query_id,Recall@20,VI@20,Robust@20,Never@20,C0_Recall@20,C1_Recall@20,C2s1_Recall@20,C2s2_Recall@20,C2s3_Recall@20,C2s4_Recall@20,C2s5_Recall@20,Recall@100,VI@100,Robust@100,Never@100,C0_Recall@100,C1_Recall@100,C2s1_Recall@100,C2s2_Recall@100,C2s3_Recall@100,C2s4_Recall@100,C2s5_Recall@100,rank_range,worst_schedule@20,schedule_spread@20,worst_schedule@100,schedule_spread@100
0,0.13553113553113552,0.05128205128205128,0.1282051282051282,0.8205128205128205,0.15384615384615385,0.15384615384615385,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.1282051282051282,0.5677655677655677,0.05128205128205128,0.5384615384615384,0.41025641025641024,0.5641025641025641,0.5641025641025641,0.5641025641025641,0.5897435897435898,0.5897435897435898,0.5641025641025641,0.5384615384615384,128.35897435897436,0.1282051282051282,0.02564102564102566,0.5384615384615384,0.05128205128205132
1,0.1607142857142857,0.125,0.125,0.75,0.25,0.125,0.25,0.125,0.125,0.125,0.125,0.25,0.0,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,152.5,0.125,0.125,0.25,0.0
2,0.13245033112582782,0.06622516556291391,0.09933774834437085,0.8344370860927153,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.13245033112582782,0.630085146641438,0.09271523178807947,0.5827814569536424,0.32450331125827814,0.6291390728476821,0.6291390728476821,0.6291390728476821,0.6357615894039735,0.6291390728476821,0.6291390728476821,0.6291390728476821,62.35761589403973,0.13245033112582782,0.0,0.6291390728476821,0.0066225165562914245
3,0.14805194805194805,0.01818181818181818,0.14545454545454545,0.8363636363636363,0.14545454545454545,0.14545454545454545,0.16363636363636364,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.24675324675324675,0.07272727272727272,0.21818181818181817,0.7090909090909091,0.2545454545454545,0.2545454545454545,0.2545454545454545,0.23636363636363636,0.2545454545454545,0.23636363636363636,0.23636363636363636,112.9090909090909,0.14545454545454545,0.018181818181818188,0.23636363636363636,0.01818181818181816
4,0.043478260869565216,0.0,0.043478260869565216,0.9565217391304348,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.06832298136645963,0.043478260869565216,0.043478260869565216,0.9130434782608695,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,395.69565217391306,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216
5,0.1005586592178771,0.1564245810055866,0.05027932960893855,0.7932960893854749,0.09497206703910614,0.1005586592178771,0.10614525139664804,0.1005586592178771,0.09497206703910614,0.11173184357541899,0.09497206703910614,0.41739824421388666,0.3016759776536313,0.2737430167597765,0.4245810055865922,0.41899441340782123,0.4134078212290503,0.4134078212290503,0.4245810055865922,0.4022346368715084,0.4301675977653631,0.41899441340782123,168.92737430167597,0.09497206703910614,0.016759776536312845,0.4022346368715084,0.02793296089385472
6,0.0033222591362126242,0.023255813953488372,0.0,0.9767441860465116,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.9302325581395349,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.023255813953488372,301.8837209302326,0.0,0.023255813953488372,0.023255813953488372,0.046511627906976744
7,0.27950310559006214,0.08695652173913043,0.2608695652173913,0.6521739130434783,0.30434782608695654,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.30434782608695654,0.30434782608695654,0.2608695652173913,0.6024844720496895,0.17391304347826086,0.5217391304347826,0.30434782608695654,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6521739130434783,0.5217391304347826,40.47826086956522,0.2608695652173913,0.043478260869565244,0.5217391304347826,0.13043478260869568
8,0.68,0.12,0.64,0.24,0.68,0.68,0.68,0.68,0.68,0.68,0.68,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.28,0.68,0.0,1.0,0.0
9,0.2606177606177606,0.13513513513513514,0.17567567567567569,0.6891891891891891,0.25675675675675674,0.2702702702702703,0.2702702702702703,0.25675675675675674,0.25675675675675674,0.25675675675675674,0.25675675675675674,0.7162162162162162,0.12162162162162163,0.6486486486486487,0.22972972972972974,0.7297297297297297,0.6756756756756757,0.7027027027027027,0.7297297297297297,0.7162162162162162,0.7297297297297297,0.7297297297297297,119.55405405405405,0.25675675675675674,0.013513513513513542,0.6756756756756757,0.05405405405405406
