query_id,Recall@20,VI@20,Robust@20,Never@20,C0_Recall@20,C1_Recall@20,C2s1_Recall@20,C2s2_Recall@20,C2s3_Recall@20,C2s4_Recall@20,C2s5_Recall@20,Recall@100,VI@100,Robust@100,Never@100,C0_Recall@100,C1_Recall@100,C2s1_Recall@100,C2s2_Recall@100,C2s3_Recall@100,C2s4_Recall@100,C2s5_Recall@100,rank_range,worst_schedule@20,schedule_spread@20,worst_schedule@100,schedule_spread@100
0,0.14285714285714285,0.05128205128205128,0.1282051282051282,0.8205128205128205,0.15384615384615385,0.1282051282051282,0.15384615384615385,0.1282051282051282,0.15384615384615385,0.15384615384615385,0.1282051282051282,0.5421245421245421,0.05128205128205128,0.5128205128205128,0.4358974358974359,0.5641025641025641,0.5641025641025641,0.5641025641025641,0.5384615384615384,0.5384615384615384,0.5128205128205128,0.5128205128205128,131.94871794871796,0.1282051282051282,0.02564102564102566,0.5128205128205128,0.05128205128205132
1,0.1607142857142857,0.125,0.125,0.75,0.25,0.125,0.25,0.125,0.125,0.125,0.125,0.25,0.0,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,150.625,0.125,0.125,0.25,0.0
2,0.12582781456953643,0.059602649006622516,0.09933774834437085,0.8410596026490066,0.13245033112582782,0.13245033112582782,0.12582781456953643,0.13245033112582782,0.11920529801324503,0.11258278145695365,0.12582781456953643,0.609271523178808,0.09271523178807947,0.5562913907284768,0.3509933774834437,0.6291390728476821,0.6026490066225165,0.6158940397350994,0.6026490066225165,0.5960264900662252,0.609271523178808,0.609271523178808,63.615894039735096,0.11258278145695365,0.019867549668874177,0.5960264900662252,0.0331125827814569
3,0.14805194805194805,0.01818181818181818,0.14545454545454545,0.8363636363636363,0.14545454545454545,0.14545454545454545,0.16363636363636364,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.24675324675324675,0.07272727272727272,0.21818181818181817,0.7090909090909091,0.2545454545454545,0.2545454545454545,0.2545454545454545,0.23636363636363636,0.2545454545454545,0.23636363636363636,0.23636363636363636,107.56363636363636,0.14545454545454545,0.018181818181818188,0.23636363636363636,0.01818181818181816
4,0.031055900621118012,0.043478260869565216,0.0,0.9565217391304348,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.05590062111801242,0.043478260869565216,0.043478260869565216,0.9130434782608695,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.08695652173913043,440.30434782608694,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216
5,0.07501995211492418,0.12290502793296089,0.027932960893854747,0.8491620111731844,0.09497206703910614,0.0670391061452514,0.0670391061452514,0.07262569832402235,0.07262569832402235,0.0893854748603352,0.061452513966480445,0.38866719872306466,0.3128491620111732,0.24581005586592178,0.441340782122905,0.41899441340782123,0.36312849162011174,0.39106145251396646,0.37988826815642457,0.3575418994413408,0.41899441340782123,0.39106145251396646,176.1731843575419,0.061452513966480445,0.0335195530726257,0.3575418994413408,0.06145251396648044
6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02990033222591362,0.023255813953488372,0.023255813953488372,0.9534883720930233,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,312.1162790697674,0.0,0.0,0.023255813953488372,0.023255813953488372
7,0.27950310559006214,0.08695652173913043,0.2608695652173913,0.6521739130434783,0.30434782608695654,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.30434782608695654,0.30434782608695654,0.2608695652173913,0.6086956521739131,0.17391304347826086,0.5217391304347826,0.30434782608695654,0.6086956521739131,0.6521739130434783,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6521739130434783,0.5217391304347826,39.47826086956522,0.2608695652173913,0.043478260869565244,0.5217391304347826,0.13043478260869568
8,0.7028571428571427,0.08,0.68,0.24,0.68,0.72,0.68,0.72,0.68,0.68,0.76,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.68,0.07999999999999996,1.0,0.0
9,0.19111969111969113,0.14864864864864866,0.12162162162162163,0.7297297297297297,0.25675675675675674,0.14864864864864866,0.1891891891891892,0.16216216216216217,0.21621621621621623,0.20270270270270271,0.16216216216216217,0.694980694980695,0.17567567567567569,0.5945945945945946,0.22972972972972974,0.7297297297297297,0.6216216216216216,0.6891891891891891,0.7162162162162162,0.7162162162162162,0.6891891891891891,0.7027027027027027,134.04054054054055,0.14864864864864866,0.10810810810810809,0.6216216216216216,0.10810810810810811
10,0.5306122448979591,0.23809523809523808,0.47619047619047616,0.2857142857142857,0.6666666666666666,0.47619047619047616,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.47619047619047616,0.9863945578231293,0.047619047619047616,0.9523809523809523,0.0,1.0,1.0,0.9523809523809523,1.0,0.9523809523809523,1.0,1.0,14.380952380952381,0.47619047619047616,0.19047619047619047,0.9523809523809523,0.04761904761904767
11,0.30109890109890114,0.13846153846153847,0.23076923076923078,0.6307692307692307,0.3076923076923077,0.27692307692307694,0.3230769230769231,0.2923076923076923,0.3384615384615385,0.2923076923076923,0.27692307692307694,0.90989010989011,0.046153846153846156,0.8923076923076924,0.06153846153846154,0.9076923076923077,0.9230769230769231,0.8923076923076924,0.9076923076923077,0.9076923076923077,0.9076923076923077,0.9230769230769231,27.723076923076924,0.27692307692307694,0.06153846153846154,0.8923076923076924,0.03076923076923077
12,0.3968253968253968,0.1111111111111111,0.37037037037037035,0.5185185185185185,0.4074074074074074,0.37037037037037035,0.37037037037037035,0.4074074074074074,0.4074074074074074,0.4074074074074074,0.4074074074074074,0.8518518518518519,0.0,0.8518518518518519,0.14814814814814814,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.8518518518518519,19.037037037037038,0.37037037037037035,0.037037037037037035,0.8518518518518519,0.0
13,0.2826086956521739,0.043478260869565216,0.2608695652173913,0.6956521739130435,0.2826086956521739,0.30434782608695654,0.2826086956521739,0.2608695652173913,0.2826086956521739,0.2826086956521739,0.2826086956521739,0.9130434782608695,0.043478260869565216,0.8913043478260869,0.06521739130434782,0.8913043478260869,0.9347826086956522,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695,13.130434782608695,0.2608695652173913,0.043478260869565244,0.8913043478260869,0.0434782608695653
14,0.3,0.0,0.3,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3071428571428571,0.05,0.3,0.65,0.35,0.3,0.3,0.3,0.3,0.3,0.3,325.1,0.3,0.0,0.3,0.04999999999999999
15,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,1.0,0.0
