dataset,model,encoder_profile,catalog_size,population,K,reference,alternative,comparison_role,rank_origin,intervention,eligible_queries,highest_relevance_pairs,queries_with_any_change,queries_with_exact_zero_net_and_changes,within_query_cancellation_fraction,within_query_cancellation_conditional,cancellation_all_denominator,cancellation_conditional_denominator,queries_positive_net,queries_negative_net,positive_query_net_mass,negative_query_net_mass,across_query_cancellation_mass,within_query_balanced_exchange_mass,bootstrap_seed,bootstrap_draws,ci_type,any_membership_change_fraction_ci_low,any_membership_change_fraction_ci_high,exact_zero_net_with_changes_fraction_ci_low,exact_zero_net_with_changes_fraction_ci_high,cancellation_conditional_ci_low,cancellation_conditional_ci_high,conditional_bootstrap_valid_draws,aggregation,reference_recall,reference_recall_ci_low,reference_recall_ci_high,alternative_recall,alternative_recall_ci_low,alternative_recall_ci_high,gain_fraction,gain_fraction_ci_low,gain_fraction_ci_high,loss_fraction,loss_fraction_ci_low,loss_fraction_ci_high,net_delta,net_delta_ci_low,net_delta_ci_high,membership_change_fraction,membership_change_fraction_ci_low,membership_change_fraction_ci_high,retained_total,newly_included_total,newly_omitted_total,absent_in_both_total
wands,minilm,native,42994,primary_existing_evaluation,20,C0,C1,primary_C0_relative,inherited complete-catalog exact ranks,catalog_wide,308,21299,211,57,0.185064935064935,0.2701421800947867,308,211,64,90,0.0170597378399219,0.0430626478201507,0.0341194756798439,0.0450678978528055,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6331168831168831,0.737012987012987,0.1428571428571428,0.2272727272727272,0.2105263157894736,0.3286384976525822,10000,query_macro,0.3080850567626536,0.2710145128159665,0.3467140690584058,0.2820821467824249,0.2472473051513589,0.3197878387810696,0.0395936867663247,0.0319300791103895,0.0482375461596476,0.0655965967465534,0.0502058574351654,0.0834365968509632,-0.0260029099802287,-0.0455728006235026,-0.0081352755258496,0.1051902835128781,0.0878938293876912,0.1244177429915538,1619,610,654,18416
wands,minilm,native,42994,primary_existing_evaluation,20,C0,C2s1,primary_C0_relative,inherited complete-catalog exact ranks,catalog_wide,308,21299,207,52,0.1688311688311688,0.251207729468599,308,207,72,83,0.0190995457231502,0.0285899631480117,0.0381990914463005,0.0383800902194198,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6201298701298701,0.724025974025974,0.1298701298701298,0.211038961038961,0.1940220364147847,0.3116279069767442,10000,query_macro,0.3080850567626536,0.2710145128159665,0.3467140690584058,0.2985946393377921,0.2624477481149538,0.3367742876819698,0.0382895908328602,0.0301349187440327,0.048428671176861,0.0477800082577217,0.0364701090876404,0.061339629158273,-0.0094904174248614,-0.0258103140696768,0.0059827371777163,0.0860695990905819,0.0717410931284494,0.1023254834342662,1682,572,591,18454
wands,minilm,native,42994,primary_existing_evaluation,20,C0,C2s2,primary_C0_relative,inherited complete-catalog exact ranks,catalog_wide,308,21299,198,60,0.1948051948051948,0.303030303030303,308,198,66,72,0.0143102064700426,0.0256986760326396,0.0286204129400852,0.0423286330863103,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.5876623376623377,0.698051948051948,0.1525974025974026,0.2402597402597402,0.2413793103448276,0.3681657501963863,10000,query_macro,0.3080850567626536,0.2710145128159665,0.3467140690584058,0.2966965872000566,0.2603578455667816,0.3351224099093474,0.0354745230131978,0.028087967383499,0.0450430169291483,0.0468629925757948,0.0358959579412577,0.0596596263058717,-0.011388469562597,-0.026417217583717,0.0029638981914426,0.0823375155889926,0.068284801430364,0.0979556208459303,1678,591,595,18435
wands,minilm,native,42994,primary_existing_evaluation,20,C0,C2s3,primary_C0_relative,inherited complete-catalog exact ranks,catalog_wide,308,21299,195,59,0.1915584415584415,0.3025641025641025,308,195,62,74,0.0105108053213156,0.0351386879724621,0.0210216106426312,0.0430656608890339,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.577922077922078,0.6883116883116883,0.1493506493506493,0.237012987012987,0.2408376963350785,0.3686868686868687,10000,query_macro,0.3080850567626536,0.2710145128159665,0.3467140690584058,0.2834571741115071,0.2485721289856473,0.3201129760964754,0.0320436357658325,0.0260714138326546,0.03892117157788,0.056671518416979,0.0414165564109499,0.0736681521426793,-0.0246278826511465,-0.0426310706601277,-0.0086769377704407,0.0887151541828116,0.0717196911763791,0.1074403317773982,1698,560,575,18466
wands,minilm,native,42994,primary_existing_evaluation,20,C0,C2s4,primary_C0_relative,inherited complete-catalog exact ranks,catalog_wide,308,21299,196,64,0.2077922077922078,0.3265306122448979,308,196,60,72,0.0169390414063301,0.0272336017561278,0.0338780828126602,0.0424648891381321,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.5811688311688312,0.6883116883116883,0.1655844155844155,0.2532467532467532,0.2626262626262626,0.3937863086826817,10000,query_macro,0.3080850567626536,0.2710145128159665,0.3467140690584058,0.297790496412856,0.2613920565823787,0.3356745448485196,0.0381714859753962,0.0285277011118206,0.0500671568788971,0.0484660463251938,0.0365841236495193,0.0624903748454744,-0.0102945603497976,-0.0276010110379724,0.0062616887178265,0.08663753230059,0.0705977250706153,0.1043359547604804,1677,590,596,18436
wands,minilm,native,42994,primary_existing_evaluation,20,C0,C2s5,primary_C0_relative,inherited complete-catalog exact ranks,catalog_wide,308,21299,202,67,0.2175324675324675,0.3316831683168317,308,202,62,73,0.0165216146813433,0.0284132263977467,0.0330432293626867,0.0442306582985134,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.6038961038961039,0.7077922077922078,0.172077922077922,0.2662337662337662,0.2682926829268293,0.3968274423171329,10000,query_macro,0.3080850567626536,0.2710145128159665,0.3467140690584058,0.2961934450462502,0.2600142683607103,0.3336829093442626,0.0386369438306,0.0302427730176217,0.0489235365217983,0.0505285555470034,0.0385803491873517,0.0642356109283184,-0.0118916117164033,-0.027968768426393,0.0034701704798316,0.0891654993776035,0.0737382469614823,0.1062211487649644,1683,587,590,18439
wands,bge_base,native,42994,primary_existing_evaluation,20,C0,C1,primary_C0_relative,inherited complete-catalog exact ranks,catalog_wide,308,21299,187,73,0.237012987012987,0.3903743315508021,308,187,66,48,0.0082936402104244,0.0073543612671944,0.0147087225343889,0.0305604993180436,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.551948051948052,0.6623376623376623,0.1883116883116883,0.2857142857142857,0.319762946535603,0.4603194247996228,10000,query_macro,0.3610458935456568,0.3223411098879199,0.4008052032843102,0.3619851724888867,0.322957067253652,0.4021753780031003,0.0235738898694462,0.0197895227840095,0.0277384375088639,0.0226346109262163,0.0183205865999245,0.0274109171905075,0.0009392789432299,-0.0040926193085786,0.0056325118073664,0.0462085007956625,0.039396381899074,0.0534132605733109,2160,466,447,18226
wands,bge_base,native,42994,primary_existing_evaluation,20,C0,C2s1,primary_C0_relative,inherited complete-catalog exact ranks,catalog_wide,308,21299,179,78,0.2532467532467532,0.435754189944134,308,179,56,45,0.0088628266500187,0.0079470485183998,0.0158940970367996,0.0290835920384351,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.525974025974026,0.6363636363636364,0.2045454545454545,0.3019480519480519,0.3636363636363636,0.5088757396449705,10000,query_macro,0.3610458935456568,0.3223411098879199,0.4008052032843102,0.3619616716772757,0.3232070071383604,0.4018688387759811,0.0234046226692362,0.0186761853445323,0.0289068205249406,0.0224888445376174,0.0176919303893815,0.0285151505915043,0.0009157781316188,-0.0060082322736752,0.0075367876764607,0.0458934672068536,0.0382267328837551,0.0544278177173817,2201,419,406,18273
wands,bge_base,native,42994,primary_existing_evaluation,20,C0,C2s2,primary_C0_relative,inherited complete-catalog exact ranks,catalog_wide,308,21299,184,78,0.2532467532467532,0.4239130434782608,308,184,63,43,0.009187001302907,0.0089950630774178,0.0179901261548356,0.0286365213532893,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.5422077922077922,0.6525974025974026,0.2045454545454545,0.3020292207792196,0.3546511627906977,0.4947382127192982,10000,query_macro,0.3610458935456568,0.3223411098879199,0.4008052032843102,0.3612378317711461,0.3230405139168365,0.4018820446957516,0.0235052619795517,0.0193584121135738,0.0280487083915597,0.0233133237540624,0.0174052206582537,0.0316385421057961,0.0001919382254892,-0.0085487531032252,0.0069869056730645,0.0468185857336142,0.0385757029390953,0.0563217878023351,2206,429,401,18263
wands,bge_base,native,42994,primary_existing_evaluation,20,C0,C2s3,primary_C0_relative,inherited complete-catalog exact ranks,catalog_wide,308,21299,181,68,0.2207792207792207,0.3756906077348066,308,181,55,58,0.0091365850279661,0.007694868821546,0.015389737643092,0.0262852255250672,2026091701,10000,descriptive uncorrected 95% query-cluster percentile,0.5324675324675324,0.6428571428571429,0.1753246753246753,0.2662337662337662,0.3068181818181818,0.4469273743016759,10000,query_macro,0.3610458935456568,0.3223411098879199,0.4008052032843102,0.3624876097520769,0.3240730038075053,0.4024314731855757,0.0222791977904997,0.0181902232877961,0.0268491327034263,0.0208374815840796,0.0168053538578911,0.0255586390351491,0.00144171620642,-0.0035186686509457,0.0063808963339355,0.0431166793745793,0.0363378367169828,0.0505867147423299,2215,394,392,18298
