epoch,step,loss,gradient_norm_before_clip,alpha,positives,negatives
1,0,1.3682396411895752,0.3741777837276459,0.0500001460313797,16,115
1,1,1.124413251876831,0.34746089577674866,0.05000383034348488,16,96
1,2,1.3393703699111938,0.3364514708518982,0.050008006393909454,16,106
1,3,0.9169611930847168,0.3664819002151489,0.050012100487947464,16,84
1,4,1.0312950611114502,0.33821699023246765,0.050016164779663086,16,106
1,5,0.9515283703804016,0.37915289402008057,0.0500204935669899,16,89
1,6,1.0406856536865234,0.3157261908054352,0.05002499744296074,16,79
1,7,1.1599420309066772,0.41229957342147827,0.05002942681312561,16,103
1,8,1.2146129608154297,0.47374892234802246,0.05003386363387108,16,100
1,9,1.0375666618347168,0.41810834407806396,0.050038475543260574,16,124
1,10,1.1168465614318848,0.4171917736530304,0.05004322528839111,16,107
1,11,0.9659073948860168,0.3462091386318207,0.0500480979681015,16,101
1,12,1.1033698320388794,0.4766571521759033,0.05005307123064995,16,115
1,13,1.2534127235412598,0.5857371091842651,0.05005807429552078,16,101
1,14,1.2075388431549072,0.5263652205467224,0.050063155591487885,16,116
1,15,1.2234599590301514,0.4913424849510193,0.05006832256913185,16,121
1,16,1.152977466583252,0.6781587600708008,0.05007359758019447,16,108
1,17,0.951556384563446,0.7033674716949463,0.05007895827293396,16,104
1,18,1.165128469467163,0.7295374274253845,0.050084419548511505,16,114
1,19,0.8732731342315674,1.6934024095535278,0.050089817494153976,16,101
1,20,0.8343407511711121,0.7622669339179993,0.050095219165086746,16,94
1,21,1.1295428276062012,2.160886764526367,0.05010062828660011,16,105
1,22,0.8473921418190002,1.2836467027664185,0.05010607838630676,16,87
1,23,1.029863715171814,1.2777984142303467,0.05011165887117386,16,97
1,24,0.9669183492660522,2.2052524089813232,0.05011702701449394,16,91
1,25,1.073474407196045,3.0510737895965576,0.05012239143252373,16,101
1,26,1.0340056419372559,3.2101874351501465,0.05012766271829605,16,106
1,27,0.9094951152801514,4.963596820831299,0.05013280734419823,16,98
1,28,1.1512795686721802,2.6504056453704834,0.05013805255293846,16,108
1,29,0.921636700630188,2.2112929821014404,0.050143349915742874,16,82
1,30,0.8615090250968933,3.6607940196990967,0.05014843866229057,16,80
1,31,1.126765489578247,5.6238250732421875,0.0501534529030323,16,106
1,32,1.1057039499282837,4.195190906524658,0.05015823245048523,16,114
1,33,0.6779053807258606,2.1217548847198486,0.05016297847032547,16,76
1,34,0.775123119354248,6.158735275268555,0.05016758292913437,16,76
1,35,0.844791829586029,8.809306144714355,0.05017207935452461,16,112
1,36,1.0049662590026855,3.8785786628723145,0.05017669498920441,16,97
1,37,0.8988109827041626,3.2980446815490723,0.050181467086076736,16,108
1,38,0.9928373694419861,6.609545707702637,0.05018629506230354,16,101
1,39,0.9904921650886536,6.975589275360107,0.050191015005111694,16,112
1,40,1.0488364696502686,8.333406448364258,0.05019562691450119,16,108
1,41,1.0746581554412842,6.25380802154541,0.0502001978456974,16,112
1,42,0.8931369781494141,4.770206451416016,0.050204597413539886,16,100
1,43,0.9925471544265747,5.88004732131958,0.050208959728479385,16,112
1,44,0.8485307693481445,11.323222160339355,0.05021316930651665,16,77
1,45,0.9040412306785583,4.338857173919678,0.05021735280752182,16,91
1,46,0.8785017132759094,4.07338285446167,0.050221677869558334,16,86
1,47,1.049816370010376,4.746484756469727,0.0502261221408844,16,105
1,48,0.7286932468414307,2.7962028980255127,0.05023076385259628,16,85
1,49,0.988784909248352,4.164516448974609,0.050235576927661896,16,125
1,50,0.7044849395751953,2.7907350063323975,0.05024028196930885,16,79
1,51,1.040330410003662,3.6635220050811768,0.05024482309818268,16,124
1,52,1.174144983291626,11.436781883239746,0.050249263644218445,16,122
1,53,0.9110443592071533,18.023494720458984,0.05025344341993332,16,105
1,54,0.8202889561653137,8.644915580749512,0.05025755614042282,16,101
1,55,0.9234590530395508,6.818784236907959,0.050261687487363815,16,118
1,56,0.8310917019844055,3.762779951095581,0.050265874713659286,16,84
1,57,0.7730363011360168,8.240537643432617,0.05027003958821297,16,86
1,58,0.8824001550674438,6.712677478790283,0.050274234265089035,16,106
1,59,0.7954573035240173,6.005422592163086,0.05027862638235092,16,99
1,60,0.8269224166870117,2.9258270263671875,0.050283294171094894,16,107
1,61,0.8067201972007751,13.86340045928955,0.05028774216771126,16,106
1,62,0.8772709369659424,13.335905075073242,0.050292082130908966,16,100
1,63,0.9598599672317505,8.764647483825684,0.05029645562171936,16,107
