epoch,step,loss,gradient_norm_before_clip,alpha,positives,negatives
1,0,1.0626089572906494,0.32851842045783997,0.0500001460313797,16,104
1,1,1.1623597145080566,0.4020555913448334,0.05000383034348488,16,106
1,2,1.1788907051086426,0.3790089786052704,0.050008006393909454,16,94
1,3,1.2024016380310059,0.41797518730163574,0.050012290477752686,16,107
1,4,0.8266417980194092,0.2951733469963074,0.05001674219965935,16,91
1,5,1.089231252670288,0.42490506172180176,0.0500212088227272,16,107
1,6,0.8823649287223816,0.3211800158023834,0.050025466829538345,16,74
1,7,1.0721917152404785,0.38813284039497375,0.05002984777092934,16,97
1,8,1.246811866760254,0.4645589292049408,0.0500340536236763,16,102
1,9,0.9369758367538452,0.3978329300880432,0.05003848671913147,16,92
1,10,1.2467491626739502,0.40553298592567444,0.05004309490323067,16,102
1,11,1.135915994644165,0.4391089975833893,0.050047848373651505,16,118
1,12,0.9682489633560181,0.3729090094566345,0.05005251616239548,16,95
1,13,1.0720664262771606,0.444466233253479,0.050057291984558105,16,95
1,14,1.0817155838012695,0.4970968961715698,0.0500621572136879,16,104
1,15,1.09309983253479,0.6021011471748352,0.05006713420152664,16,91
1,16,0.9093014597892761,0.7258854508399963,0.050072211772203445,16,73
1,17,0.9056895971298218,0.513226330280304,0.050077397376298904,16,101
1,18,1.0701465606689453,0.7049726843833923,0.05008269101381302,16,113
1,19,0.9636087417602539,1.0245451927185059,0.05008808895945549,16,89
1,20,0.8889807462692261,0.9282124638557434,0.05009359121322632,16,85
1,21,0.7794605493545532,1.3736666440963745,0.05009907856583595,16,92
1,22,0.9978204965591431,1.6740403175354004,0.05010443925857544,16,97
1,23,1.0072557926177979,3.689866065979004,0.05010971799492836,16,87
1,24,1.1548495292663574,3.6721532344818115,0.05011490359902382,16,119
1,25,1.2013142108917236,2.994312047958374,0.050120044499635696,16,120
1,26,0.8424047231674194,1.4525705575942993,0.0501253679394722,16,96
1,27,0.8686891794204712,1.621557354927063,0.05013073980808258,16,111
1,28,1.040287733078003,3.2477822303771973,0.050136029720306396,16,107
1,29,0.9728303551673889,4.627352237701416,0.05014116317033768,16,98
1,30,1.170769453048706,2.5469815731048584,0.05014629662036896,16,101
1,31,0.7298945784568787,2.4548909664154053,0.050151482224464417,16,85
1,32,0.9007688164710999,4.101195335388184,0.05015658587217331,16,95
1,33,0.9686005115509033,11.045743942260742,0.0501614473760128,16,109
1,34,0.880475640296936,5.512749195098877,0.050166260451078415,16,93
1,35,1.1587474346160889,5.865420818328857,0.050170980393886566,16,121
1,36,0.979925811290741,4.605785369873047,0.050175704061985016,16,114
1,37,0.8228489756584167,3.0338473320007324,0.0501805804669857,16,99
1,38,1.0234291553497314,3.3503575325012207,0.05018560215830803,16,114
1,39,0.9744178652763367,5.862772464752197,0.05019059032201767,16,94
1,40,1.0355334281921387,5.992946147918701,0.05019551143050194,16,120
1,41,0.9596772789955139,6.764998912811279,0.050200413912534714,16,110
1,42,0.8388935327529907,4.569639205932617,0.05020539462566376,16,85
1,43,1.0163465738296509,6.445419788360596,0.05021036043763161,16,111
1,44,0.5947851538658142,3.944199323654175,0.0502152182161808,16,82
1,45,0.9761998057365417,6.003017425537109,0.0502200722694397,16,105
1,46,1.0723187923431396,10.111163139343262,0.05022481456398964,16,113
1,47,0.9979170560836792,14.502735137939453,0.05022936314344406,16,99
1,48,0.8528754115104675,5.41921329498291,0.05023397132754326,16,105
1,49,0.7505272626876831,3.9166431427001953,0.050238847732543945,16,112
1,50,0.8921746611595154,4.748236656188965,0.05024373158812523,16,111
1,51,0.7484533786773682,8.233030319213867,0.05024855583906174,16,121
1,52,0.8774369359016418,5.231804370880127,0.05025354027748108,16,101
1,53,0.6895451545715332,3.167182445526123,0.05025852099061012,16,79
1,54,0.7376629114151001,4.433340072631836,0.050263624638319016,16,116
1,55,1.024121880531311,5.063909530639648,0.0502687506377697,16,105
1,56,0.9648163318634033,6.090358734130859,0.05027410387992859,16,105
1,57,0.8020545244216919,7.083023548126221,0.05027930811047554,16,106
1,58,0.6513221859931946,6.382103443145752,0.05028427019715309,16,93
1,59,0.7775534987449646,7.966256618499756,0.0502890981733799,16,100
1,60,0.7209065556526184,5.980092525482178,0.050293903797864914,16,93
1,61,0.8473358750343323,4.340754508972168,0.05029899626970291,16,111
1,62,0.899200975894928,8.183931350708008,0.050304144620895386,16,114
1,63,0.6144062876701355,8.70170783996582,0.050309136509895325,16,97
1,64,0.8002679347991943,2.414038896560669,0.05031434819102287,16,103
1,65,0.8868275284767151,5.837494850158691,0.050319645553827286,16,105
1,66,0.6514779329299927,3.737496852874756,0.05032514035701752,16,112
1,67,0.9229546785354614,3.411475896835327,0.050330765545368195,16,109
1,68,0.7258830666542053,5.586302757263184,0.05033625289797783,16,96
1,69,0.8603453636169434,6.334188938140869,0.05034184828400612,16,111
1,70,0.968100368976593,6.934170722961426,0.05034729838371277,16,115
1,71,0.7159501314163208,7.438107967376709,0.05035281553864479,16,104
1,72,0.6926178932189941,5.830414772033691,0.05035845935344696,16,86
1,73,1.0028038024902344,4.7852277755737305,0.050364021211862564,16,102
1,74,0.9260682463645935,8.215567588806152,0.050369445234537125,16,108
1,75,0.8562912344932556,6.545568943023682,0.05037488043308258,16,89
1,76,0.6474045515060425,4.399675369262695,0.05038050189614296,16,97
1,77,0.8718690276145935,38.42259216308594,0.050385698676109314,16,112
1,78,0.647221028804779,30.19243812561035,0.0503905713558197,16,105
1,79,0.5724685192108154,12.563955307006836,0.05039535090327263,16,112
1,80,0.8384070992469788,5.915254592895508,0.05040010064840317,16,109
1,81,0.8442919254302979,10.84187126159668,0.05040469765663147,16,107
1,82,0.8356698751449585,13.88737678527832,0.050409071147441864,16,114
1,83,0.893939733505249,6.236941814422607,0.050413500517606735,16,107
1,84,0.7419957518577576,6.949245452880859,0.05041792616248131,16,82
1,85,0.8448098301887512,19.51576805114746,0.050422023981809616,16,101
1,86,0.8574428558349609,31.399024963378906,0.05042586103081703,16,119
1,87,1.0500891208648682,24.48856544494629,0.05042941868305206,16,91
