dataset,retriever,representation,queries,delta_cNDCG_at_10,ci_low_cNDCG_at_10,ci_high_cNDCG_at_10,p_cNDCG_at_10,delta_RelevantRecall_at_20,ci_low_RelevantRecall_at_20,ci_high_RelevantRecall_at_20,p_RelevantRecall_at_20,delta_HighestRecall_at_20,ci_low_HighestRecall_at_20,ci_high_HighestRecall_at_20,p_HighestRecall_at_20,delta_RelevantHidden_at_20,ci_low_RelevantHidden_at_20,ci_high_RelevantHidden_at_20,p_RelevantHidden_at_20,delta_RelevanceVisibilitySpearman,ci_low_RelevanceVisibilitySpearman,ci_high_RelevanceVisibilitySpearman,p_RelevanceVisibilitySpearman,delta_VI_at_20,ci_low_VI_at_20,ci_high_VI_at_20,p_VI_at_20,relevance_not_confirmed_worse,VI_reduced,VI_reduction_confirmed,mitigation_success,holm_p_cNDCG_at_10,holm_p_VI_at_20
wands,minilm,M1_factual_field_sentence,480,0.002127215036242,-0.0056622881801211,0.0097333911684621,0.6071392860713929,-0.0006170003040835,-0.0030019653377281,0.0014986418044614,0.6100389961003899,-0.0019972272478685,-0.0174021397808713,0.0124862871281617,0.7917208279172083,0.0019972272478685,-0.0124862871281617,0.0174021397808713,0.7917208279172083,0.00938821470877,-0.0024685000092228,0.0177381477061862,0.0373962603739626,-0.0096761698472064,-0.025854747308593,0.0057571900768683,0.2363763623637636,True,True,False,True,0.6071392860713929,0.2363763623637636
wands,minilm,M2_normalized_attributes,480,-0.0242686249651194,-0.0361725766138587,-0.0121774786589584,9.999000099990002e-05,-0.0069935376724726,-0.0112640105769694,-0.0030243294210025,0.0004999500049995,-0.0547121301460384,-0.0784360971168298,-0.0325304279870988,9.999000099990002e-05,0.0547121301460384,0.0325304279870988,0.0784360971168298,9.999000099990002e-05,-0.0190829082319507,-0.0299719461965192,-0.0084913564183256,0.0003999600039996,-0.1916761044628586,-0.2130431195001494,-0.1714022594190704,9.999000099990002e-05,False,True,True,False,0.0001999800019998,0.0001999800019998
wands,bge_base,M1_factual_field_sentence,480,-0.0056065112103547,-0.0123713118880481,0.0008423488657539,0.0943905609439056,0.000821518123997,-0.0008449194028465,0.0026041570631967,0.3502649735026497,-0.0001293272397441,-0.0121375744162277,0.012556933401681,0.9849015098490153,0.0001293272397441,-0.012556933401681,0.0121375744162277,0.9849015098490153,0.0004294914493605,-0.0059483198913145,0.0061199995787099,0.8967103289671033,-0.0011462223059482,-0.0157513187116386,0.0122609356687964,0.8802119788021198,True,True,False,True,0.0943905609439056,0.8802119788021198
wands,bge_base,M2_normalized_attributes,480,-0.0246474809051286,-0.0351458666237922,-0.0146695337129011,9.999000099990002e-05,0.0018279554612658,-0.0008483444939894,0.0047316170177109,0.2023797620237976,-0.0044899488790353,-0.0173101368995046,0.0084811122725498,0.5089491050894911,0.0044899488790353,-0.0084811122725498,0.0173101368995046,0.5089491050894911,-0.0257952436911075,-0.0344128227166844,-0.0174112139668918,9.999000099990002e-05,-0.1205155301548153,-0.1365055154933438,-0.105694847305612,9.999000099990002e-05,False,True,True,False,0.0001999800019998,0.0001999800019998
wands,gte_modernbert,M1_factual_field_sentence,480,-0.0051567478278522,-0.0140814298597128,0.003385469419665,0.2506749325067493,-0.0026112662675006,-0.0054988942120304,-8.575988945355607e-05,0.0523947605239476,-0.0096458445313227,-0.0250409368516764,0.0056761095344662,0.2336766323367663,0.0096458445313227,-0.0056761095344662,0.0250409368516764,0.2336766323367663,0.0062412810237028,-0.0028354876976633,0.0175073910234687,0.2800719928007199,0.0043440612980224,-0.0119123655857037,0.02081915628332,0.6188381161883811,True,False,False,False,0.5013498650134987,0.6188381161883811
wands,gte_modernbert,M2_normalized_attributes,480,-0.0011052208502995,-0.0087172739066789,0.0067251394850086,0.7817218278172183,0.0013331518024287,-0.0001370299549911,0.0028396542035996,0.0835916408359164,0.0036279125136819,-0.0110062044817555,0.0190250132959995,0.6407359264073592,-0.003627912513682,-0.0190250132959995,0.0110062044817554,0.6407359264073592,0.0082308065168479,-0.0009345357201566,0.0199138254498495,0.1306869313068693,-0.1443400679482196,-0.1604791056630357,-0.1295930431605965,9.999000099990002e-05,True,True,True,True,0.7817218278172183,0.0001999800019998
esci,minilm,M1_factual_field_sentence,500,-0.0056087527772464,-0.0149848397801548,0.0039570762662553,0.2423757624237576,-0.0046047329266669,-0.0127577628686492,0.003138193562349,0.2602739726027397,-0.001746212237508,-0.0139306139917528,0.0104234960001262,0.7868213178682132,0.001746212237508,-0.0104234960001262,0.0139306139917528,0.7868213178682132,-0.0011457823455427,-0.0120350454790266,0.0094970411521533,0.8312168783121687,0.0026370997572211,-0.0077193851277246,0.0127541603613824,0.6127387261273872,True,False,False,False,0.4847515248475152,0.6127387261273872
esci,minilm,M2_normalized_attributes,500,-0.0001641258193143,-0.010060929014974,0.0098823824829357,0.9734026597340266,9.350426661697408e-05,-0.0070195906865601,0.0070763929356209,0.9786021397860214,-0.0034183357057133,-0.0160447966272295,0.0084596868276169,0.5833416658334166,0.0034183357057133,-0.008459686827617,0.0160447966272295,0.5833416658334166,0.0017237154433818,-0.0099931008499157,0.0134812170253255,0.7731226877312268,-0.0403733173038269,-0.0498869489771728,-0.031664709822617,9.999000099990002e-05,True,True,True,True,0.9734026597340266,0.0001999800019998
esci,bge_base,M1_factual_field_sentence,500,-0.0063280262840073,-0.014072094551536,0.0011894837162808,0.1041895810418958,0.0017039477279627,-0.0036223284179444,0.0071590750761884,0.5505449455054494,0.0021209472693884,-0.0073655465451383,0.0118969597871189,0.6677332266773323,-0.0021209472693884,-0.0118969597871189,0.0073655465451383,0.6677332266773323,-0.0074407622848087,-0.0157704798147764,0.0008579225593476,0.085991400859914,-0.0058380013463266,-0.0157603324620259,0.0032688679620568,0.2298770122987701,True,True,False,True,0.2083791620837916,0.2298770122987701
esci,bge_base,M2_normalized_attributes,500,0.0067817796815334,-0.00136561858239,0.0152579623390404,0.1077892210778922,0.0083551308526898,0.0026761489708983,0.0143353227852477,0.0062993700629937,0.0103808927979889,-0.0007356355151093,0.0219016378557697,0.0694930506949305,-0.0103808927979889,-0.0219016378557697,0.0007356355151093,0.0694930506949305,0.0056685345832814,-0.0023191968115686,0.0137149284552806,0.1696830316968303,-0.0366180616955664,-0.0454953343488319,-0.0285176743994165,9.999000099990002e-05,True,True,True,True,0.2083791620837916,0.0001999800019998
