field_key,occurrences,weight_sum,mean_weight
<UNK-native>,50501,771.7549531912664,0.01528197368747681
a28degreelatch,46,0.7470563175156713,0.01624035472860155
aafacertified,19,0.27937614638358355,0.014704007704399134
abrasionratingdoublerubs,13,0.3570143636316061,0.02746264335627739
abstractandfractals,608,7.647107464261353,0.012577479382008804
acadapterincluded,6,0.10119102615863085,0.016865171026438475
accentcolor,50,2.0157913397997618,0.040315826795995234
accentfinish,1,0.013179046101868153,0.013179046101868153
accentmaterial,12,0.4731330703943968,0.03942775586619973
accentpillow,602,5.481904803775251,0.009106154159095102
accentpillowheight-toptobottom,120,1.1713893497362733,0.009761577914468944
accentpillowsincluded,22,0.2432692013680935,0.011057690971276977
accentpillowthickness-fronttoback,83,0.6733165956102312,0.008112248139882303
accentpillowwidth-sidetoside,114,1.6166123570874333,0.014180810149889766
accessdoor,76,1.017375816591084,0.013386523902514264
accessdoordepth-fronttoback,1,0.012568258680403233,0.012568258680403233
accessdoorheight,1,0.017555570229887962,0.017555570229887962
accessdoorincluded,1,0.011127910576760769,0.011127910576760769
accessdoorwidth-sidetoside,1,0.01944151148200035,0.01944151148200035
accessoriesincluded,120,3.1017215736210346,0.025847679780175287
accessoriestoolsincluded,10,0.6671978123486042,0.06671978123486041
accessorybagincluded,2,0.08556291833519936,0.04278145916759968
accessorydetails,1,0.01710105687379837,0.01710105687379837
accessoryincluded,50,0.8780012987554073,0.017560025975108147
accessorytrayincluded,183,4.556761018931866,0.024900333436786153
accessorytype,58,4.499239509925246,0.07757309499871114
accommodatesfireplace,200,1.7053832882083952,0.008526916441041976
accomodatesroddiameter,36,0.5805643703788519,0.016126788066079218
acidfree,5,0.12082341872155666,0.024164683744311334
acousticallytransparent,105,2.3471216512843966,0.022353539536041873
actflammabilityguidelinescompliant,8,0.16719782166182995,0.020899727707728744
activationtechnology,44,0.6092561613768339,0.01384673094038259
activationtechnologyold,44,0.8783570602536201,0.019962660460309548
adacompliant,7091,86.33557963068597,0.012175374366194609
adaptertype,5,0.06622100062668324,0.013244200125336647
adaptor,2,0.04544548876583576,0.02272274438291788
additionalbeverages,12,0.2862340286374092,0.0238528357197841
additionaldoorkitincluded,40,0.5538524873554707,0.013846312183886766
additionalfeatures,8,0.2105653053149581,0.026320663164369762
additionalframematerialdetails,605,10.383776958100498,0.017163267699339665
additionalhardwarerequirednotincluded,1,0.007272451184689999,0.007272451184689999
additionalintendeduseforchild,1368,13.098553085699677,0.009574965705920816
additionalitem,132,1.336018391419202,0.01012135145014547
additionalitemlength-headtotoe,5,0.04647841304540634,0.009295682609081268
additionalitems,80,2.1155966436490417,0.02644495804561302
additionalitemsincluded,285,4.8513479442335665,0.01702227348853883
additionalitemwidth-sidetoside,5,0.06666005123406649,0.013332010246813297
additionalmaterial,2,0.05363204516470432,0.02681602258235216
additionalmaterialdetails,20,0.7986590564250946,0.03993295282125473
additionalmaterials,541,16.2075311569497,0.02995846794260573
additionalpartnumber,2,0.06232393719255924,0.03116196859627962
additionalpartsrequired,1435,28.71471715858206,0.020010255859639066
additionalpartsrequired-inactive,15,0.13450944982469082,0.008967296654979388
additionalpicnicitemsincluded,11,0.15889304131269455,0.014444821937517687
additionalpieces,190,4.66698382794857,0.024563072778676684
additionalpiecesincluded,49,1.233766470104456,0.025178907553152163
additionalpowertoolsrequired,1,0.011275024153292179,0.011275024153292179
additionaltoolsneededforinstallation,17,0.31570090539753437,0.01857064149397261
additionaltoolsrequired,149,3.1245029037818313,0.020969818146186786
additionaltoolsrequired ( not included ),596,9.347037608735263,0.015682949007945073
additionaltoolsrequirednotincluded,10161,151.02121141087264,0.014862829584772428
addressplaqueorsignincluded,34,0.4432153208181262,0.013035744729944888
adhesivetabsincluded,1,0.008935595862567425,0.008935595862567425
adirondackback,9,0.1803408106788993,0.02003786785321103
adjustability,115,1.7569544780999422,0.015277865026956019
adjustabilitytype,7,0.11418227292597294,0.01631175327513899
adjustable,1414,22.9810152053833,0.01625248600097829
adjustableangle,16,0.23995201382786036,0.014997000864241272
adjustablearms,5,0.05720797646790743,0.011441595293581486
adjustableback,3,0.032144660130143166,0.010714886710047722
adjustablebase,1,0.015490490011870861,0.015490490011870861
adjustablebaseincluded,293,3.411271724384278,0.01164256561223303
adjustablebassortreble,1,0.01792883314192295,0.01792883314192295
adjustablebed,1311,13.033157639205456,0.009941386452483185
adjustablebodyjets,2,0.03939979523420334,0.01969989761710167
adjustablebottleracks,40,0.9389912197366357,0.023474780493415892
adjustablebrightness,2,0.03839289955794811,0.019196449778974056
adjustablechain,6,0.12145794555544853,0.02024299092590809
adjustablechairbackheight,628,4.791346312966198,0.007629532345487576
adjustablecoarseness,1,0.04074747860431671,0.04074747860431671
adjustablecolortemperature,125,1.9793425174430013,0.01583474013954401
adjustableconfigurable,54,1.6165075227618217,0.02993532449558929
adjustabledepth,3,0.08016038499772549,0.02672012833257516
adjustabledetectionzones,3,0.04023958370089531,0.013413194566965103
adjustabledividers,1,0.02632320486009121,0.02632320486009121
adjustabledoorstorage,30,0.335452978964895,0.0111817659654965
adjustabledrawerdividers,4,0.05772490706294775,0.014431226765736938
adjustableextension,417,4.847135324962437,0.011623825719334381
adjustableexteriorshelves,193,2.0343796173110604,0.010540827032699795
adjustablefit,38,1.0564063508063555,0.02780016712648304
adjustableflame,112,1.4690764592960477,0.013116754100857568
adjustableflamesize,2,0.019300220534205437,0.009650110267102718
adjustableflowrate,198,3.659391075372696,0.018481773107942908
adjustablefootrest,21,0.2291327528655529,0.010911083469788233
adjustablegrateheight,3,0.03336983732879162,0.011123279109597206
adjustablehangerbars,6,0.14279991760849953,0.023799986268083256
adjustablehanginglength,779,13.174482224043459,0.01691204393330354
adjustablehardness,2,0.011745770461857319,0.0058728852309286594
adjustableheadboard,1016,11.050312631763518,0.010876291960397163
adjustableheadrest,888,8.826223622541875,0.009939441016375984
adjustableheight,3311,45.903675489127636,0.013863991389044891
adjustableheightincrements,3,0.05593617260456085,0.01864539086818695
adjustableheightoptions,1,0.018315134570002556,0.018315134570002556
adjustableheightsettings,2,0.05096173845231533,0.025480869226157665
adjustableheightshelves,77,1.2942416118457913,0.016808332621373913
adjustableheightstool,36,0.7698826603591442,0.02138562945442067
adjustablehumidistat,1,0.02572520822286606,0.02572520822286606
adjustableinteriorshelves,414,8.25540653243661,0.019940595488977315
adjustablejets,1,0.01072707213461399,0.01072707213461399
adjustablelamphead,8,0.15953405760228634,0.019941757200285792
adjustablelegheight,27,0.36958796065300703,0.013688442987148408
adjustablelegs,8,0.13793097343295813,0.017241371679119766
adjustablelengthrod,88,1.6638587368652225,0.01890748564619571
adjustablelevelers,118,1.3658746033906937,0.011575208503310964
adjustablelevelersincluded,7,0.07374479435384274,0.010534970621977533
adjustablelightbeam,68,0.909056837670505,0.013368482906919192
adjustablelightinglevels,78,1.2105922661721706,0.015520413668873983
adjustablelumbar,993,10.697138317395002,0.010772546140377644
adjustablelumbarsupport,114,0.9251496591605246,0.008115347887373022
adjustablemattressheight,3,0.04021434858441353,0.013404782861471176
adjustablemirror,18,0.23357658553868532,0.012976476974371407
adjustablerecline,96,1.9546235175803304,0.020360661641461775
adjustableseatdepth,365,2.8732400466687977,0.007871890538818625
adjustableseatheight,717,7.580164410639554,0.010572056360724622
adjustableshelfheight,97,1.4639189466834068,0.015091947903952648
adjustableshelves,2139,35.17513596918434,0.016444663847211004
adjustableshelvesbaskets,45,2.189508641138673,0.048655747580859394
adjustableshelving,434,4.8902893997728825,0.011267947925743968
adjustableshelvingdetails,1,0.059406545013189316,0.059406545013189316
adjustableshowercurtainrod,5,0.20302372053265572,0.04060474410653114
adjustablesize,47,1.0639771958813071,0.022637812678325684
adjustableslicingthickness,1,0.08227840065956116,0.08227840065956116
adjustablespraypattern,207,4.15504661295563,0.020072688951476472
adjustablestrap,1,0.018166741356253624,0.018166741356253624
adjustablestraps,24,1.3312830664217472,0.0554701277675728
adjustableswivelhooks,55,1.7325088046491146,0.031500160084529355
adjustabletableheight,174,2.058639241848141,0.0118312600106215
adjustabletableincluded,224,1.784394114278257,0.007966045153027932
adjustabletemperature,88,1.3187321475706995,0.014985592586030676
adjustabletemperaturecontrol,15,0.3397104097530246,0.022647360650201637
adjustablethermostat,1,0.012784650549292564,0.012784650549292564
adjustablethermostatincluded,5,0.07411286886781454,0.014822573773562909
adjustablethickness,22,0.9652103036642075,0.04387319562110034
adjustabletilttension,276,1.9481458947993815,0.007058499618838338
adjustabletimedelay,12,0.3206712566316128,0.026722604719301064
adjustabletimesettings,1,0.02522646263241768,0.02522646263241768
adjustablevents,51,0.834098725579679,0.01635487697215057
adjustablevolume,1,0.013851510360836983,0.013851510360836983
adjustablewaterflow,199,3.7461071824654937,0.018824659208369315
adjustablewaterlevel,13,0.18592997547239065,0.014302305805568512
adjustablewattage,2,0.10312981717288494,0.05156490858644247
adjustablewidth,383,7.514331880956888,0.019619665485527123
adjustablewidthshelves,64,1.7689398657530546,0.02763968540239148
adorned,16,0.49665337055921555,0.03104083565995097
adultassemblyrequired,25258,337.80809577472974,0.013374301044212913
advertisements,618,6.997094553429633,0.011322159471568985
advertising,36,1.0123269595205784,0.028120193320016067
aeratorincluded,244,3.811661862768233,0.015621565011345217
agegroup,1489,31.43442924041301,0.021111100900210216
agegrouprecommendation,12,0.20423323567956686,0.01701943630663057
agerange,3,0.04759054817259312,0.01586351605753104
agerecommendation,28,0.30179933179169893,0.010778547563989247
ahmacompliant,85,0.6736974027007818,0.007925851796479786
air-blowerincluded,2,0.029362747445702553,0.014681373722851276
airblowerincluded,1,0.010995167307555676,0.010995167307555676
airdischargedirection,62,0.6690982133150101,0.01079190666637113
airfilterincluded,2,0.029918226413428783,0.014959113206714392
airfilterrequired,1,0.023167772218585014,0.023167772218585014
airflow,7,0.16539052315056324,0.023627217592937604
airflowefficiency,40,0.46889490028843284,0.01172237250721082
