query_id,judged_pairs,positive_idcg,C0_cNDCG@10,C1_cNDCG@10,C2s1_cNDCG@10,C2s2_cNDCG@10,C2s3_cNDCG@10,C2s4_cNDCG@10,C2s5_cNDCG@10,cNDCG@10
0,3301,True,0.911298659909514,0.911298659909514,0.911298659909514,0.911298659909514,0.911298659909514,0.911298659909514,0.911298659909514,0.911298659909514
1,1436,True,0.5255664792793981,0.5255664792793981,0.5255664792793981,0.5255664792793981,0.5255664792793981,0.5255664792793981,0.5255664792793981,0.525566479279398
2,165,True,0.9537125187088151,0.9537125187088151,0.9537125187088151,0.9537125187088151,0.9537125187088151,0.9537125187088151,0.9537125187088151,0.953712518708815
3,997,True,0.8527809579781418,0.8527809579781418,0.8527809579781418,0.8527809579781418,0.8527809579781418,0.8527809579781418,0.8527809579781418,0.852780957978142
4,239,True,0.37574719213263447,0.37574719213263447,0.37574719213263447,0.37574719213263447,0.37574719213263447,0.37574719213263447,0.37574719213263447,0.3757471921326344
5,1344,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,109,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,603,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1516,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,177,True,0.8777267965010664,0.8777267965010664,0.8777267965010664,0.8777267965010664,0.8777267965010664,0.8777267965010664,0.8777267965010664,0.8777267965010667
11,1428,True,0.9074250374176303,0.9074250374176303,0.9074250374176303,0.9074250374176303,0.9074250374176303,0.9074250374176303,0.9074250374176303,0.90742503741763
13,122,True,0.8899541168509599,0.8899541168509599,0.8899541168509599,0.8899541168509599,0.8899541168509599,0.8899541168509599,0.8899541168509599,0.8899541168509602
14,2692,True,0.8874699304014748,0.8874699304014748,0.8874699304014748,0.8874699304014748,0.8874699304014748,0.8874699304014748,0.8874699304014748,0.8874699304014746
16,493,True,0.6190206661677634,0.6190206661677634,0.6190206661677634,0.6190206661677634,0.6190206661677634,0.6190206661677634,0.6190206661677634,0.6190206661677634
17,103,True,0.8485585501205014,0.8485585501205014,0.8485585501205014,0.8485585501205014,0.8485585501205014,0.8485585501205014,0.8485585501205014,0.8485585501205015
19,14,True,0.8006937664098818,0.8006937664098818,0.8006937664098818,0.8006937664098818,0.8006937664098818,0.8006937664098818,0.8006937664098818,0.8006937664098819
20,94,True,0.27881953779323454,0.27881953779323454,0.27881953779323454,0.27881953779323454,0.27881953779323454,0.27881953779323454,0.27881953779323454,0.27881953779323454
22,251,True,0.4865304067164569,0.4865304067164569,0.4865304067164569,0.4865304067164569,0.4865304067164569,0.4865304067164569,0.4865304067164569,0.486530406716457
26,3746,True,0.9510907186004265,0.9510907186004265,0.9510907186004265,0.9510907186004265,0.9510907186004265,0.9510907186004265,0.9510907186004265,0.9510907186004263
27,344,True,0.8545365814817667,0.8545365814817667,0.8545365814817667,0.8545365814817667,0.8545365814817667,0.8545365814817667,0.8545365814817667,0.8545365814817669
28,725,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,168,True,0.694355946562825,0.694355946562825,0.694355946562825,0.694355946562825,0.694355946562825,0.694355946562825,0.694355946562825,0.6943559465628251
35,174,True,0.43450812738535693,0.43450812738535693,0.43450812738535693,0.43450812738535693,0.43450812738535693,0.43450812738535693,0.43450812738535693,0.434508127385357
36,157,True,0.9477344873475497,0.9477344873475497,0.9477344873475497,0.9477344873475497,0.9477344873475497,0.9477344873475497,0.9477344873475497,0.9477344873475496
37,875,True,0.657647633499978,0.657647633499978,0.657647633499978,0.657647633499978,0.657647633499978,0.657647633499978,0.657647633499978,0.657647633499978
38,255,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,149,True,0.45298473672387823,0.45298473672387823,0.45298473672387823,0.45298473672387823,0.45298473672387823,0.45298473672387823,0.45298473672387823,0.45298473672387823
40,166,True,0.8127456659658789,0.8127456659658789,0.8127456659658789,0.8127456659658789,0.8127456659658789,0.8127456659658789,0.8127456659658789,0.8127456659658792
