seed,epoch,step,loss,gradient_norm_before_clip,presentations
42,1,0,0.23894010484218597,0.00021890019706916064,16
42,1,1,0.19332066178321838,5.202079773880541e-05,16
42,1,2,0.2817205786705017,0.00028310087509453297,16
42,1,3,0.2654910981655121,0.000237833519349806,16
42,1,4,0.27954256534576416,0.00016269968182314187,16
42,1,5,0.21284359693527222,0.0002355932811042294,16
42,1,6,0.2768039405345917,0.00015598208119627088,16
42,1,7,0.3394760489463806,0.0002346799010410905,16
42,1,8,0.2338971197605133,0.00034975624294020236,16
42,1,9,0.24156276881694794,0.00013798390864394605,16
42,1,10,0.24737432599067688,0.00015991649706847966,16
42,1,11,0.2869288921356201,0.00018320618255529553,16
42,1,12,0.3069160282611847,0.0004080719663761556,16
42,1,13,0.29079335927963257,0.00027629424585029483,16
42,1,14,0.21985134482383728,0.0002596219419501722,16
42,1,15,0.2029823213815689,0.00013689833576790988,16
42,1,16,0.25530990958213806,0.0004301332519389689,16
42,1,17,0.28740453720092773,0.00011182176240254194,16
42,1,18,0.22029203176498413,0.0002442587574478239,16
42,1,19,0.2628735303878784,0.00028782367007806897,16
42,1,20,0.24908146262168884,0.00012231786968186498,16
42,1,21,0.40786683559417725,0.0003129199903924018,16
42,1,22,0.264194518327713,0.0002729620900936425,16
42,1,23,0.22497950494289398,0.00011877683573402464,16
42,1,24,0.2257261872291565,0.00024088198551908135,16
42,1,25,0.2127951681613922,0.00021487276535481215,16
42,1,26,0.2719343304634094,0.0004713210219051689,16
42,1,27,0.21138261258602142,0.0003310570609755814,16
42,1,28,0.2270575612783432,0.00016575463814660907,16
42,1,29,0.24689778685569763,0.00027941970620304346,16
42,1,30,0.2611895501613617,0.0004284637398086488,16
42,1,31,0.2713266909122467,9.182778012473136e-05,16
42,1,32,0.20856887102127075,0.00021731230663135648,16
42,1,33,0.28480327129364014,0.000505987205542624,16
42,1,34,0.29902583360671997,0.0003371396742295474,16
42,1,35,0.32816237211227417,0.0002585559559520334,16
42,1,36,0.24795235693454742,0.00022243843704927713,16
42,1,37,0.2553638517856598,0.0003430220822338015,16
42,1,38,0.2455177903175354,0.00040440732846036553,16
42,1,39,0.2782267928123474,0.0003275501076132059,16
42,1,40,0.3393610715866089,0.0007712729275226593,16
42,1,41,0.28343406319618225,0.0007317499839700758,16
42,1,42,0.17789968848228455,0.0002805330150295049,16
42,1,43,0.2584480047225952,5.780687934020534e-05,16
42,1,44,0.26428085565567017,0.0003518147277645767,16
42,1,45,0.25480544567108154,0.00025723123690113425,16
42,1,46,0.21473197638988495,0.0005128709017299116,16
42,1,47,0.26457077264785767,0.00020621441944967955,16
42,1,48,0.2860688269138336,0.00011754540901165456,16
42,1,49,0.2514331340789795,5.452886762213893e-05,16
42,1,50,0.24939633905887604,0.0006476185517385602,16
42,1,51,0.30526676774024963,0.0002616947458591312,16
42,1,52,0.22844895720481873,0.000508549390360713,16
42,1,53,0.2740381062030792,0.00022997205087449402,16
42,1,54,0.2024552822113037,7.30310202925466e-05,16
42,1,55,0.28509289026260376,0.0002652155817486346,16
42,1,56,0.2265227735042572,0.0002617033605929464,16
42,1,57,0.32024919986724854,0.00046459221630357206,16
42,1,58,0.19386032223701477,0.00024038701667450368,16
42,1,59,0.3031497597694397,0.00023158491239883006,16
42,1,60,0.23613910377025604,0.0012699089711531997,16
42,1,61,0.22895753383636475,0.0001560035307193175,16
42,1,62,0.21282613277435303,0.0002323590306332335,16
42,1,63,0.34169459342956543,0.0004835264990106225,16
42,1,64,0.24087238311767578,0.0009066176717169583,16
42,1,65,0.2301224023103714,0.00010722676961449906,16
42,1,66,0.289179265499115,0.00034163202508352697,16
42,1,67,0.28230202198028564,0.00034453184343874454,16
42,1,68,0.23812273144721985,0.00011488710151752457,16
42,1,69,0.25160932540893555,0.0013070113491266966,16
42,1,70,0.2678999900817871,0.00035076210042461753,16
42,1,71,0.2876399755477905,0.000706803344655782,16
42,1,72,0.20400437712669373,0.000637293269392103,16
42,1,73,0.3210391402244568,0.0005098534165881574,16
42,1,74,0.1905440092086792,0.000925883708987385,16
42,1,75,0.28908708691596985,0.0007739586872048676,16
42,1,76,0.27120107412338257,0.0005710290861316025,16
42,1,77,0.2947051525115967,0.00023097787925507873,16
42,1,78,0.2698834538459778,0.0001904573873616755,16
42,1,79,0.2864747643470764,0.000604411237873137,16
42,1,80,0.198469877243042,0.00023809207777958363,16
42,1,81,0.3074606657028198,0.0004266624164301902,16
42,1,82,0.24744731187820435,0.00013470734120346606,16
42,1,83,0.2929449677467346,0.0005770039861090481,16
42,1,84,0.3166590929031372,0.0002961506834253669,16
42,1,85,0.24857857823371887,0.0005112539511173964,16
42,1,86,0.3395231068134308,0.00042402243707329035,16
42,1,87,0.2526662349700928,0.0008974822703748941,16
42,1,88,0.24420207738876343,0.0009964111959561706,16
42,1,89,0.26445043087005615,0.00040231802267953753,16
42,1,90,0.24279949069023132,0.0013123526005074382,16
42,1,91,0.23264047503471375,0.000879539642482996,16
42,1,92,0.3187049329280853,0.0013588410802185535,16
42,1,93,0.2994768023490906,0.0005208327784202993,16
42,1,94,0.24372676014900208,0.0006086220382712781,16
42,1,95,0.3704580068588257,0.0003562845231499523,16
42,1,96,0.2958378195762634,0.001013931236229837,16
42,1,97,0.21923556923866272,0.0008297250024043024,16
42,1,98,0.19767579436302185,0.00082736078184098,16
42,1,99,0.25222206115722656,0.000549397140275687,16
42,1,100,0.2497924268245697,0.0018629347905516624,16
42,1,101,0.26424944400787354,0.0010100017534568906,16
42,1,102,0.222015842795372,0.002786596305668354,16
42,1,103,0.2256440818309784,0.0011206521885469556,16
42,1,104,0.19192203879356384,0.0012958049774169922,16
42,1,105,0.2692950963973999,0.0006254170439206064,16
42,1,106,0.20923781394958496,0.0005101491115055978,16
42,1,107,0.2110176682472229,0.0007904203375801444,16
42,1,108,0.3238627314567566,0.002181089948862791,16
42,1,109,0.2753773033618927,0.0009101240430027246,16
42,1,110,0.2135208696126938,0.0016019608592614532,16
42,1,111,0.29145926237106323,0.0006906921043992043,16
42,1,112,0.2444513738155365,0.0006403304287232459,16
42,1,113,0.19290223717689514,0.0018882903968915343,16
42,1,114,0.26939231157302856,0.004361538682132959,16
42,1,115,0.2845534682273865,0.0006569154211319983,16
42,1,116,0.2525672912597656,0.0015108761144801974,16
42,1,117,0.20659425854682922,0.0007993706967681646,16
42,1,118,0.23413871228694916,0.0010893073631450534,16
42,1,119,0.32436084747314453,0.0035953791812062263,16
42,1,120,0.3005882501602173,0.0028675145003944635,16
42,1,121,0.2045333832502365,0.0006998820463195443,16
42,1,122,0.1956208497285843,0.0005431718309409916,16
42,1,123,0.26277703046798706,0.0018242012010887265,16
42,1,124,0.21965573728084564,0.0005328604602254927,16
42,1,125,0.2195720374584198,0.0008342568180523813,16
42,1,126,0.2571260631084442,0.0027701882645487785,16
42,1,127,0.2599099278450012,0.001427654642611742,16
42,1,128,0.21902692317962646,0.002531046513468027,16
42,1,129,0.26026421785354614,0.00243228767067194,16
42,1,130,0.1929415464401245,0.0010311545338481665,16
42,1,131,0.20259585976600647,0.0006976451259106398,16
42,1,132,0.27986255288124084,0.003971489612013102,16
42,1,133,0.20579150319099426,0.0025081499479711056,16
42,1,134,0.27312859892845154,0.003573258873075247,16
42,1,135,0.2161855250597,0.0011419778456911445,16
42,1,136,0.29810798168182373,0.0021301009692251682,16
42,1,137,0.24132364988327026,0.002794852713122964,16
42,1,138,0.2645314931869507,0.002689070999622345,16
42,1,139,0.29013872146606445,0.0022088056430220604,16
42,1,140,0.22689315676689148,0.0028825062327086926,16
42,1,141,0.2772828936576843,0.006308587733656168,16
42,1,142,0.2839730679988861,0.0019358285935595632,16
42,1,143,0.21132738888263702,0.0006684586405754089,16
42,1,144,0.23885875940322876,0.007063164841383696,16
42,1,145,0.26136040687561035,0.0015749450540170074,16
42,1,146,0.2523901164531708,0.0061442190781235695,16
42,1,147,0.2547578513622284,0.003715822007507086,16
42,1,148,0.24509930610656738,0.0012236903421580791,16
42,1,149,0.14863315224647522,0.004697783384472132,16
42,1,150,0.34199637174606323,0.0043776617385447025,16
42,1,151,0.19951386749744415,0.0035359060857445,16
42,1,152,0.2698251008987427,0.0045940629206597805,16
42,1,153,0.25055360794067383,0.0016339801950380206,16
42,1,154,0.25346386432647705,0.00228715967386961,16
