method,group,lr,seed,epoch,train_loss,gradient_mean,gradient_max,sample_entropy,sample_max_weight,Recall@20,Recall@100,VI@20,VI@100,Robust@100,Never@100,worst_schedule@100,cNDCG@10,invariance_max_L2
C4,C4_lr0.0001,0.0001,42,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C4,C4_lr0.0001,0.0001,43,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C4,C4_lr0.0001,0.0001,44,0,,0.0,0.0,3.8918254375457764,0.031115666031837463,0.5106883727542438,0.7981459316163033,0.0,0.0,0.7981459316163033,0.20185406838369668,0.7981459316163033,0.8784946872666445,1.3960891465103487e-07
C4,C4_lr0.0001,0.0001,42,1,0.25015743421108433,0.01682283921996769,0.17736466228961945,2.7978782653808594,0.30061012506484985,0.5217276498570342,0.7761717653128783,0.0,0.0,0.7761717653128783,0.22382823468712174,0.7761717653128783,0.854588437555838,1.173618429106682e-07
C4,C4_lr0.0001,0.0001,43,1,0.24914353995612173,0.019073662563448925,0.24293138086795807,2.74066162109375,0.29009854793548584,0.5156227839072968,0.7629989633734031,0.0,0.0,0.7629989633734031,0.23700103662659686,0.7629989633734031,0.8501981354744794,1.274912193593991e-07
C4,C4_lr0.0001,0.0001,44,1,0.247013246640563,0.014697513382888053,0.12278653681278229,2.734851598739624,0.26030999422073364,0.5129990629921807,0.7675552666840787,0.0,0.0,0.7675552666840787,0.23244473331592128,0.7675552666840787,0.8423162721262406,1.0857230137162333e-07
C4,C4_lr0.0001,0.0001,42,2,0.20847538178504416,0.1422031499501882,0.35386213660240173,0.9711753726005554,0.7085064053535461,0.354485321691659,0.6293809581925037,0.0,0.0,0.6293809581925037,0.37061904180749633,0.6293809581925037,0.8457835720414586,1.374747853333247e-07
C4,C4_lr0.0001,0.0001,43,2,0.20873456820845604,0.12239542733313459,0.29113394021987915,1.3378212451934814,0.5922303795814514,0.3975149102486744,0.7231912131072589,0.0,0.0,0.7231912131072589,0.27680878689274124,0.7231912131072589,0.8455467601319097,1.4193943798090913e-07
C4,C4_lr0.0001,0.0001,44,2,0.20926943528607037,0.13748437637519656,0.416208416223526,1.2812986373901367,0.575201690196991,0.5286086241037404,0.7172929239496986,0.0,0.0,0.7172929239496986,0.28270707605030143,0.7172929239496986,0.8367228679755784,1.2437871532711142e-07
C4,C4_lr0.0001,0.0001,42,3,0.19742884972330296,0.1868666027898364,0.5669438242912292,0.8125255107879639,0.7661051750183105,0.3499766096550072,0.6673059998219086,0.0,0.0,0.6673059998219086,0.33269400017809136,0.6673059998219086,0.8411113110568746,1.31677168724309e-07
C4,C4_lr0.0001,0.0001,43,3,0.1967781667004932,0.18077242000480043,0.4425027072429657,0.9261353015899658,0.7043234705924988,0.40000572168407555,0.698166053889399,0.0,0.0,0.698166053889399,0.30183394611060105,0.698166053889399,0.8566262659021345,1.207763347110813e-07
C4,C4_lr0.0001,0.0001,44,3,0.1996571860755935,0.19146391385319558,0.44022974371910095,0.9932174682617188,0.646927535533905,0.49664456551396513,0.6707948550864345,0.0,0.0,0.6707948550864345,0.32920514491356534,0.6707948550864345,0.8174019431293341,1.430306895144895e-07
C4,C4_lr0.0001,0.0001,42,4,0.19397024039856411,0.20195328545841304,0.723913848400116,0.7131021618843079,0.7872684001922607,0.41722499659675416,0.6612607668244488,0.0,0.0,0.6612607668244488,0.33873923317555116,0.6612607668244488,0.8427698902770328,1.326009169133613e-07
C4,C4_lr0.0001,0.0001,43,4,0.19594169817300458,0.20600553723334364,0.6353164911270142,0.9239624738693237,0.6741808652877808,0.43567267742749227,0.6842317850396941,0.0,0.0,0.6842317850396941,0.31576821496030594,0.6842317850396941,0.85233453540545,1.4098091583036876e-07
C4,C4_lr0.0001,0.0001,44,4,0.19348131924528966,0.2204745888964019,0.6555182337760925,1.0253052711486816,0.6201332807540894,0.49569880332893573,0.698153039001712,0.0,0.0,0.698153039001712,0.301846960998288,0.698153039001712,0.8229215323444597,1.2559706874526455e-07
C4,C4_lr0.0001,0.0001,42,5,0.19079030288214033,0.21314737041283285,0.6655296683311462,0.7545024156570435,0.7911109328269958,0.3395203850044092,0.6024159796877327,0.0,0.0,0.6024159796877327,0.3975840203122672,0.6024159796877327,0.8416643578941683,1.5513549556089856e-07
C4,C4_lr0.0001,0.0001,43,5,0.18864610873049859,0.22121743107158126,0.6695646047592163,0.7850624322891235,0.7582681179046631,0.46172586428657114,0.6931663318813961,0.0,0.0,0.6931663318813961,0.30683366811860385,0.6931663318813961,0.8494088268283919,1.39996714665358e-07
C4,C4_lr0.0001,0.0001,44,5,0.1878668667861458,0.2512710781372858,0.7647510766983032,0.864960253238678,0.6846808195114136,0.49418086660879307,0.6568252280199216,0.0,0.0,0.6568252280199216,0.34317477198007823,0.6568252280199216,0.8188699831282574,1.6818941617202654e-07
