query_id,query,query_type,n_judged,n_highest,cNDCG@10,RelevantRecall@10,HighestRecall@10,RelevantHidden@10,JudgedCoverage@10,cNDCG@20,RelevantRecall@20,HighestRecall@20,RelevantHidden@20,JudgedCoverage@20,cNDCG@50,RelevantRecall@50,HighestRecall@50,RelevantHidden@50,JudgedCoverage@50,RelevanceVisibilitySpearman
0,salon chair,product_type,3301,39,0.8446849276286175,0.003316749585406302,0.1794871794871795,0.8205128205128205,1.0,0.7602114878066131,0.006633499170812604,0.28205128205128205,0.717948717948718,1.0,0.6674764322305656,0.015920398009950248,0.38461538461538464,0.6153846153846154,1.0,0.25338784660483576
1,smart coffee table,product_type,1436,8,0.3649302102017378,0.007052186177715092,0.0,1.0,1.0,0.47100925925184517,0.014104372355430184,0.0,1.0,1.0,0.637552841436814,0.03455571227080395,0.125,0.875,0.98,0.060940912921637926
2,dinosaur,brand_entity_proxy,165,151,1.0,0.06329113924050633,0.06622516556291391,0.9337748344370861,1.0,0.9757624746743075,0.12658227848101267,0.12582781456953643,0.8741721854304636,1.0,0.9771220546391243,0.31645569620253167,0.31788079470198677,0.6821192052980132,1.0,0.14608241793041504
3,turquoise pillows,brand_entity_proxy,997,55,0.8777267965010664,0.012953367875647668,0.14545454545454545,0.8545454545454545,1.0,0.7242353192021362,0.02461139896373057,0.18181818181818182,0.8181818181818181,1.0,0.5670372237347384,0.05829015544041451,0.2545454545454545,0.7454545454545455,1.0,0.5508932764190315
4,chair and a half recliner,multi_constraint,239,23,0.3561098584066816,0.03684210526315789,0.043478260869565216,0.9565217391304348,0.8,0.3915014000709827,0.06842105263157895,0.043478260869565216,0.9565217391304348,0.7,0.5770586157189391,0.18421052631578946,0.17391304347826086,0.8260869565217391,0.72,0.45850154108973934
5,sofa with ottoman,product_type,1344,179,0.9368077570869662,0.007639419404125287,0.05027932960893855,0.9497206703910615,1.0,0.9592177897479789,0.015278838808250574,0.10614525139664804,0.8938547486033519,1.0,0.9680910857961388,0.03819709702062643,0.2681564245810056,0.7318435754189945,1.0,0.5324641398473503
6,acrylic clear chair,attribute_constraint,109,43,0.8264049683305664,0.020202020202020204,0.046511627906976744,0.9534883720930233,0.2,0.7944112089189269,0.04040404040404041,0.09302325581395349,0.9069767441860466,0.2,0.7288110993986155,0.050505050505050504,0.11627906976744186,0.8837209302325582,0.12,0.2483811234249988
7,driftwood mirror,product_type,603,23,0.6460000622137831,0.018691588785046728,0.13043478260869565,0.8695652173913043,1.0,0.6327854308269911,0.037383177570093455,0.30434782608695654,0.6956521739130435,1.0,0.7341746447912486,0.09345794392523364,0.4782608695652174,0.5217391304347826,1.0,0.5342317190487769
8,home sweet home sign,product_type,105,25,0.5272923433051884,0.02127659574468085,0.04,0.96,0.2,0.5089690709966701,0.0425531914893617,0.08,0.92,0.2,0.7238207073397014,0.19148936170212766,0.16,0.84,0.38,0.3152158809239929
9,coffee table fire pit,product_type,1516,74,0.8525377246567915,0.006622516556291391,0.0945945945945946,0.9054054054054054,1.0,0.6932820615814751,0.013245033112582781,0.10810810810810811,0.8918918918918919,1.0,0.5603441862611784,0.03245033112582781,0.14864864864864866,0.8513513513513513,0.98,0.07207727916576481
10,king poster bed,attribute_constraint,177,21,0.7581015865263904,0.056818181818181816,0.23809523809523808,0.7619047619047619,1.0,0.7473692499805402,0.11363636363636363,0.5238095238095238,0.47619047619047616,1.0,0.9201093231024458,0.2840909090909091,0.9523809523809523,0.04761904761904767,1.0,0.49278247501676836
11,ombre rug,product_type,1428,65,0.867129177606588,0.007042253521126761,0.1076923076923077,0.8923076923076922,1.0,0.7972800444787833,0.014084507042253521,0.18461538461538463,0.8153846153846154,1.0,0.6268730539048906,0.035211267605633804,0.24615384615384617,0.7538461538461538,1.0,0.18752322432160662
12,large spoon and fork wall decor,multi_constraint,225,27,0.8803485966094551,0.05113636363636364,0.25925925925925924,0.7407407407407407,0.9,0.7896292163464513,0.09659090909090909,0.4444444444444444,0.5555555555555556,0.9,0.8790982885009564,0.14772727272727273,0.5555555555555556,0.4444444444444444,0.56,0.5327075202717783
13,outdoor privacy wall,product_type,122,46,0.5016978614939243,0.0,0.0,1.0,0.1,0.5265321821334163,0.017543859649122806,0.021739130434782608,0.9782608695652174,0.1,0.5622440007778349,0.07017543859649122,0.06521739130434782,0.9347826086956522,0.12,0.33007728517563734
14,beds that have leds,product_type,2692,20,0.6338237592540612,0.005092297899427116,0.2,0.8,1.0,0.5396608981036135,0.010821133036282623,0.25,0.75,1.0,0.6096416543151764,0.02737110120942075,0.25,0.75,1.0,0.5502148330547334
