query_id,query,query_type,n_judged,n_highest,cNDCG@10,RelevantRecall@10,HighestRecall@10,RelevantHidden@10,JudgedCoverage@10,cNDCG@20,RelevantRecall@20,HighestRecall@20,RelevantHidden@20,JudgedCoverage@20,cNDCG@50,RelevantRecall@50,HighestRecall@50,RelevantHidden@50,JudgedCoverage@50,RelevanceVisibilitySpearman
0,salon chair,product_type,3301,39,1.0,0.003316749585406302,0.2564102564102564,0.7435897435897436,1.0,0.9603789329441845,0.006301824212271974,0.48717948717948717,0.5128205128205128,1.0,0.8472739987149986,0.015257048092868989,0.717948717948718,0.28205128205128205,0.98,0.39826416037971923
1,smart coffee table,product_type,1436,8,0.5255664792793981,0.007052186177715092,0.125,0.875,1.0,0.6048136069557486,0.014104372355430184,0.125,0.875,1.0,0.7340199864595557,0.03526093088857546,0.25,0.75,1.0,0.10689837794760347
2,dinosaur,brand_entity_proxy,165,151,1.0,0.06329113924050633,0.06622516556291391,0.9337748344370861,1.0,1.0,0.12658227848101267,0.13245033112582782,0.8675496688741722,1.0,0.9905881183574964,0.31645569620253167,0.32450331125827814,0.6754966887417219,1.0,0.2776832183673687
3,turquoise pillows,brand_entity_proxy,997,55,0.9053206285482486,0.012953367875647668,0.14545454545454545,0.8545454545454545,1.0,0.7129302483526285,0.02461139896373057,0.16363636363636364,0.8363636363636364,1.0,0.5200243972348939,0.05699481865284974,0.16363636363636364,0.8363636363636364,0.98,0.5263757989103016
4,chair and a half recliner,multi_constraint,239,23,0.3333333333333333,0.031578947368421054,0.0,1.0,0.6,0.3560419815039884,0.05263157894736842,0.0,1.0,0.5,0.4682152896547206,0.08421052631578947,0.0,1.0,0.32,0.2266889529206872
5,sofa with ottoman,product_type,1344,179,0.6808640419351468,0.007639419404125287,0.027932960893854747,0.9720670391061452,1.0,0.6989043396419333,0.015278838808250574,0.061452513966480445,0.9385474860335196,1.0,0.6543254349659677,0.03819709702062643,0.12849162011173185,0.8715083798882681,1.0,0.38670445473443815
6,acrylic clear chair,attribute_constraint,109,43,0.9575861412006988,0.030303030303030304,0.06976744186046512,0.9302325581395349,0.3,0.8636059565989751,0.04040404040404041,0.09302325581395349,0.9069767441860466,0.2,0.7512234093582828,0.050505050505050504,0.11627906976744186,0.8837209302325582,0.1,0.31103120747790225
7,driftwood mirror,product_type,603,23,0.867129177606588,0.018691588785046728,0.30434782608695654,0.6956521739130435,1.0,0.7237927428329853,0.037383177570093455,0.391304347826087,0.6086956521739131,1.0,0.7698283783301808,0.09158878504672897,0.4782608695652174,0.5217391304347826,1.0,0.4834659885138449
8,home sweet home sign,product_type,105,25,0.8800456786592188,0.10638297872340426,0.32,0.6799999999999999,1.0,0.7805185235856382,0.2127659574468085,0.48,0.52,1.0,0.8267239155652718,0.425531914893617,0.6,0.4,0.8,0.4611837673591718
9,coffee table fire pit,product_type,1516,74,1.0,0.006622516556291391,0.13513513513513514,0.8648648648648649,1.0,1.0,0.013245033112582781,0.2702702702702703,0.7297297297297297,1.0,0.9794178255370894,0.033112582781456956,0.6486486486486487,0.3513513513513513,1.0,0.3851434158907197
