query_id,query,query_type,n_judged,n_highest,cNDCG@10,RelevantRecall@10,HighestRecall@10,RelevantHidden@10,JudgedCoverage@10,cNDCG@20,RelevantRecall@20,HighestRecall@20,RelevantHidden@20,JudgedCoverage@20,cNDCG@50,RelevantRecall@50,HighestRecall@50,RelevantHidden@50,JudgedCoverage@50,RelevanceVisibilitySpearman
165,"(8 pck, one without packaging ) umbra single",multi_constraint,40,6,0.4520719010364024,0.0,0.0,1.0,0.1,0.5259586851703585,0.25,0.16666666666666666,0.8333333333333334,0.15,0.5854136422305734,0.5,0.5,0.5,0.14,0.28077462752838805
433,0.35x 0.5 stainless steel u not h trowel,long_descriptive,40,7,0.28643460182823866,0.28,0.42857142857142855,0.5714285714285714,1.0,0.4293745487711068,0.64,0.7142857142857143,0.2857142857142857,1.0,0.5483334975023788,0.96,1.0,0.0,0.66,0.35954143179187864
500,02cool spray water bottle for drinking not flap to drink,long_descriptive,40,22,0.9273697171216337,0.25,0.4090909090909091,0.5909090909090908,1.0,0.9211677780033202,0.45,0.7272727272727273,0.2727272727272727,0.9,0.977474765324722,0.675,0.9545454545454546,0.045454545454545414,0.54,0.7310746194348013
541,06 honda odyssey a/c compressor,multi_constraint,16,7,0.6742297860715859,0.625,0.5714285714285714,0.4285714285714286,1.0,0.8779003332914742,0.8125,0.8571428571428571,0.1428571428571429,0.65,0.8779003332914742,0.875,0.8571428571428571,0.1428571428571429,0.28,0.08496617760555311
598,0rganic potting without fertelizer for roses,multi_constraint,39,14,0.5834649167974094,0.17391304347826086,0.21428571428571427,0.7857142857142857,0.5,0.6373872924092998,0.34782608695652173,0.42857142857142855,0.5714285714285714,0.55,0.8334308057479227,0.5652173913043478,0.7142857142857143,0.2857142857142857,0.42,0.25418653035467337
600,0sxk ofrece fidget toys not expensive,multi_constraint,39,26,0.8067628892172455,0.28125,0.2692307692307692,0.7307692307692308,0.9,0.836066221804816,0.53125,0.5384615384615384,0.46153846153846156,0.85,0.9316478844248717,0.875,0.9230769230769231,0.07692307692307687,0.56,0.5147499425909753
602,0ver charge on items.with prime not happy,long_descriptive,10,3,0.5243463124847428,0.0,0.0,1.0,0.1,0.5243463124847428,0.0,0.0,1.0,0.05,0.5243463124847428,0.0,0.0,1.0,0.02,-0.263545953215885
622,1 1/2 sink drain without overflow,multi_constraint,40,26,0.49282948410496824,0.23684210526315788,0.19230769230769232,0.8076923076923077,1.0,0.6037401178401455,0.5,0.5,0.5,1.0,0.8229484895169091,1.0,1.0,0.0,0.8,-0.09754388437501038
637,1 1/4” npt,attribute_constraint,16,13,0.7821091513649008,0.375,0.38461538461538464,0.6153846153846154,0.6,0.859754620512863,0.4375,0.46153846153846156,0.5384615384615384,0.35,0.859754620512863,0.6875,0.7692307692307693,0.23076923076923073,0.22,0.10587327484685351
861,1 pint mason jars without words,multi_constraint,40,24,0.15726105196753234,0.21621621621621623,0.041666666666666664,0.9583333333333334,0.9,0.32373813341720536,0.40540540540540543,0.2916666666666667,0.7083333333333333,0.8,0.6881431741847052,0.7567567567567568,0.625,0.375,0.62,-0.48420323353422867
933,1'' oil hose,attribute_constraint,16,4,0.391484489774947,0.4375,0.5,0.5,0.7,0.595020084391174,0.625,0.5,0.5,0.5,0.595020084391174,0.9375,1.0,0.0,0.3,-0.04405653653621273
978,1.25 sunglasses for women,multi_constraint,16,12,0.6400125300017646,0.5625,0.4166666666666667,0.5833333333333333,0.9,0.8760504312802717,1.0,1.0,0.0,0.8,0.8760504312802717,1.0,1.0,0.0,0.32,-0.3444233600968322
1210,10 hottest models without cloth,multi_constraint,35,2,0.0,0.0,0.0,1.0,0.0,0.1507569393689704,0.0,0.0,1.0,0.0,0.2738791768395286,0.0,0.0,1.0,0.0,-0.19525972870966873
1293,10 qt stainless steel pot without aluminum,multi_constraint,39,10,0.21657266454884738,0.2413793103448276,0.2,0.8,1.0,0.325924395160569,0.5172413793103449,0.4,0.6,0.95,0.5918541751164604,0.896551724137931,0.9,0.09999999999999998,0.68,0.02226996670415222
1310,10 succulent plants without plastic containers,multi_constraint,40,1,0.16182353464642824,0.21739130434782608,0.0,1.0,0.8,0.2045558859515847,0.391304347826087,0.0,1.0,0.7,0.4515117806550056,0.43478260869565216,0.0,1.0,0.38,-0.040221548359391984
1458,100% cranberry juice not from concentrate,multi_constraint,39,15,0.5462574254588146,0.21212121212121213,0.4666666666666667,0.5333333333333333,1.0,0.561192749343999,0.48484848484848486,0.6666666666666666,0.33333333333333337,1.0,0.739431495410404,0.7575757575757576,0.9333333333333333,0.06666666666666665,0.6,0.1553458083109504
1476,100% remy hair bundles without weft for box braids,long_descriptive,40,17,0.42764056381633403,0.22857142857142856,0.29411764705882354,0.7058823529411764,1.0,0.457027460928285,0.4857142857142857,0.5294117647058824,0.47058823529411764,1.0,0.7098520829649707,0.8857142857142857,0.8823529411764706,0.11764705882352944,0.72,-0.10755926349974072
1530,104 bcd crank arms without chainring,multi_constraint,40,17,0.3956025023996426,0.25,0.29411764705882354,0.7058823529411764,1.0,0.4398518650954187,0.4642857142857143,0.5294117647058824,0.47058823529411764,1.0,0.7092267050382779,1.0,1.0,0.0,0.78,0.09468559959048489
1659,10×6 patio gazebo without cover,multi_constraint,40,5,0.12808223105584918,0.14285714285714285,0.2,0.8,1.0,0.29949815666796425,0.42857142857142855,0.6,0.4,1.0,0.45981648345508946,0.7619047619047619,0.8,0.19999999999999996,0.56,-0.06753971293638802
1816,12 hp engine,attribute_constraint,16,4,0.7963388205223839,0.6428571428571429,0.75,0.25,1.0,0.9010359003370781,1.0,1.0,0.0,0.8,0.9010359003370781,1.0,1.0,0.0,0.32,0.294599412569357
2286,16x48 frame,attribute_constraint,39,13,0.4558004491604993,0.15,0.07692307692307693,0.9230769230769231,0.3,0.6598220107779479,0.25,0.15384615384615385,0.8461538461538461,0.3,0.7755159035515069,0.45,0.38461538461538464,0.6153846153846154,0.24,0.4074335196720457
2390,18x13 setting ring,attribute_constraint,16,2,0.19016317819658102,0.625,0.5,0.5,1.0,0.36310645183948526,0.6875,0.5,0.5,0.55,0.36310645183948526,0.75,0.5,0.5,0.24,-0.47647225556597694
2692,2 ton jack handle replacement,multi_constraint,16,7,0.4639887494541232,0.5,0.5714285714285714,0.4285714285714286,1.0,0.672738350946823,0.875,0.8571428571428571,0.1428571428571429,0.75,0.672738350946823,0.875,0.8571428571428571,0.1428571428571429,0.3,-0.19142852497549037
2855,20lb maxima chameleon,attribute_constraint,40,7,0.49310668605383673,0.2647058823529412,0.5714285714285714,0.4285714285714286,1.0,0.57115448137547,0.5,0.7142857142857143,0.2857142857142857,0.9,0.6895963873983562,0.5588235294117647,0.7142857142857143,0.2857142857142857,0.42,0.34640881883678787
3012,24 rims 6 lug,attribute_constraint,17,5,0.23754032886133333,0.46153846153846156,0.2,0.8,0.7,0.4943446452373997,0.8461538461538461,0.8,0.19999999999999996,0.75,0.4943446452373997,0.8461538461538461,0.8,0.19999999999999996,0.3,-0.09645155298132797
3492,3.5 ft christmas tree with lights,multi_constraint,15,1,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,0.9333333333333333,1.0,0.0,0.7,1.0,1.0,1.0,0.0,0.3,0.4330127018922193
3494,3.5 mm male to male rca cable,long_descriptive,16,11,0.7682269253321375,0.5833333333333334,0.6363636363636364,0.36363636363636365,1.0,0.9381509428567625,1.0,1.0,0.0,0.8,0.9381509428567625,1.0,1.0,0.0,0.32,0.11569624416994996
3986,3w landscape light,attribute_constraint,16,14,0.9009587051658641,0.625,0.6428571428571429,0.3571428571428571,1.0,0.9556054514784129,0.9375,0.9285714285714286,0.0714285714285714,0.75,0.9556054514784129,1.0,1.0,0.0,0.32,-0.058800649144965064
4299,49ers gym apparel,attribute_constraint,16,1,0.6471247982008933,0.375,1.0,0.0,0.6,0.6523704174460165,0.375,1.0,0.0,0.3,0.6523704174460165,0.5,1.0,0.0,0.16,0.36407282184728257
4321,4exls,attribute_constraint,32,5,0.382373785150482,0.0,0.0,1.0,0.0,0.4599113262863149,0.0,0.0,1.0,0.0,0.5269336617750029,0.0,0.0,1.0,0.0,0.2131652785590103
4860,6 gallon water dispenser,attribute_constraint,16,2,0.4160699480995346,0.5625,0.5,0.5,0.9,0.5686807369939544,0.6875,0.5,0.5,0.55,0.5686807369939544,0.8125,0.5,0.5,0.26,0.36299408518921206
4956,60 watt speaker amp,attribute_constraint,16,7,0.796644338794599,0.4375,0.5714285714285714,0.4285714285714286,0.7,0.8788302638696787,0.75,0.8571428571428571,0.1428571428571429,0.6,0.8788302638696787,0.9375,1.0,0.0,0.3,0.3028314512783612
5079,6x6 square mold,attribute_constraint,16,10,0.43297205031519764,0.3125,0.2,0.8,0.5,0.717156964547187,0.375,0.2,0.8,0.3,0.717156964547187,0.375,0.2,0.8,0.12,-0.44808962688896314
5094,7 1/8 baseball helmet,multi_constraint,16,11,0.793041126184379,0.5,0.5454545454545454,0.4545454545454546,0.8,0.957428990928111,0.6875,0.6363636363636364,0.36363636363636365,0.55,0.957428990928111,1.0,1.0,0.0,0.32,0.16087993330796874
5419,8x12 rustic picture frame,style,16,5,0.726976349897795,0.5,0.6,0.4,0.8,0.9032159349353163,0.9375,1.0,0.0,0.75,0.9032159349353163,1.0,1.0,0.0,0.32,0.30713441813339487
5787,a big idea not the savior,multi_constraint,13,2,0.6974197706720918,0.6666666666666666,0.5,0.5,0.2,0.6974197706720918,0.6666666666666666,0.5,0.5,0.1,0.6974197706720918,1.0,1.0,0.0,0.06,0.7151842500282787
5921,a world without you,product_type,17,2,0.799141460900504,0.6666666666666666,0.5,0.5,0.7,0.799141460900504,0.6666666666666666,0.5,0.5,0.4,0.799141460900504,1.0,1.0,0.0,0.24,0.45941272187392446
6138,abu garcia baitcasting combo,product_type,15,3,0.5921261250376538,0.6,1.0,0.0,0.9,0.5946050621955736,0.8,1.0,0.0,0.6,0.5946050621955736,1.0,1.0,0.0,0.3,0.38575837490522974
6685,adidas joggers for men,product_type,16,8,0.5430191812407683,0.26666666666666666,0.25,0.75,0.5,0.7407566099341889,0.6,0.625,0.375,0.5,0.7407566099341889,0.9333333333333333,1.0,0.0,0.3,-0.04950737714883372
7034,aeramax 290 small room,attribute_constraint,15,1,0.4556588443449323,0.0,0.0,1.0,0.0,0.46249955940103243,0.13333333333333333,0.0,1.0,0.1,0.46249955940103243,0.26666666666666666,1.0,0.0,0.08,0.24743582965269673
7126,afx slot car race track sets,multi_constraint,14,7,0.9378908244458891,0.7692307692307693,1.0,0.0,1.0,0.9380104647877192,0.9230769230769231,1.0,0.0,0.65,0.9380104647877192,1.0,1.0,0.0,0.28,0.6216760420960954
7303,air force ones for men,multi_constraint,16,12,0.5321003655108156,0.5714285714285714,0.5833333333333334,0.41666666666666663,1.0,0.7332127561608942,0.7857142857142857,0.8333333333333334,0.16666666666666663,0.65,0.7332127561608942,0.8571428571428571,0.9166666666666666,0.08333333333333337,0.28,-0.4338609156373124
