query_id,n_highest,n_judged,Recall@20,Recall@50,Recall@100,Recall@200,Recall@500,Recall@1000,cNDCG@10
731,2,40,0.5,0.5,0.5,1.0,1.0,1.0,0.3659990081729273
2292,6,16,1.0,1.0,1.0,1.0,1.0,1.0,0.7459026881944734
5271,9,16,1.0,1.0,1.0,1.0,1.0,1.0,0.7381351721775276
5318,10,16,0.9,0.9,1.0,1.0,1.0,1.0,0.9363792118010481
5643,8,39,0.75,1.0,1.0,1.0,1.0,1.0,0.4552546808525942
5680,6,14,0.5,1.0,1.0,1.0,1.0,1.0,0.9111856734400033
5900,2,17,1.0,1.0,1.0,1.0,1.0,1.0,0.8304952696862024
6436,2,16,1.0,1.0,1.0,1.0,1.0,1.0,0.6794901952133582
7065,6,16,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,1.0,0.4414996718901839
8816,8,16,0.5,0.75,0.875,0.875,1.0,1.0,0.5828608369479159
8889,5,11,1.0,1.0,1.0,1.0,1.0,1.0,0.9138225747809888
9513,16,40,0.5,0.9375,1.0,1.0,1.0,1.0,0.5756393252460668
9989,7,16,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,0.8411843569073231
10193,10,16,1.0,1.0,1.0,1.0,1.0,1.0,0.8441320299865964
10478,14,16,0.7142857142857143,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,0.8750238005138008
11903,9,16,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.8888888888888888,1.0,1.0,0.8425547697753164
14611,2,16,1.0,1.0,1.0,1.0,1.0,1.0,0.5528487322624
14692,10,16,0.7,0.9,1.0,1.0,1.0,1.0,0.8274660171078603
16254,3,16,1.0,1.0,1.0,1.0,1.0,1.0,0.5915972254867552
17335,7,16,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.6579700851866455
17435,2,16,0.5,0.5,0.5,1.0,1.0,1.0,0.6400260658827716
18503,5,16,1.0,1.0,1.0,1.0,1.0,1.0,0.8205072424793618
19879,4,16,1.0,1.0,1.0,1.0,1.0,1.0,0.9047172294870751
21580,2,10,1.0,1.0,1.0,1.0,1.0,1.0,0.7129151150988925
22753,5,15,0.6,0.8,0.8,0.8,1.0,1.0,0.5697859581106723
23734,2,16,1.0,1.0,1.0,1.0,1.0,1.0,0.611428251993219
24597,2,16,1.0,1.0,1.0,1.0,1.0,1.0,0.5226179692389223
24728,12,16,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,0.7799082337019199
25674,5,16,0.0,0.4,0.4,0.8,1.0,1.0,0.324714073175678
27860,6,16,1.0,1.0,1.0,1.0,1.0,1.0,0.8402163881078337
28500,10,16,0.8,1.0,1.0,1.0,1.0,1.0,0.6190023699542971
28536,7,16,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,0.7285433324744044
31523,10,16,0.0,0.0,0.3,0.5,0.5,0.7,0.5648901044069581
31812,10,15,1.0,1.0,1.0,1.0,1.0,1.0,0.9363792118010481
34730,9,15,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.5668288626478932
37666,8,16,1.0,1.0,1.0,1.0,1.0,1.0,0.5884935528010145
37829,11,16,1.0,1.0,1.0,1.0,1.0,1.0,0.8714843703674764
38146,4,16,1.0,1.0,1.0,1.0,1.0,1.0,0.43503058805466777
38802,15,16,1.0,1.0,1.0,1.0,1.0,1.0,0.9427412906209434
39030,26,40,0.6538461538461539,0.9230769230769231,1.0,1.0,1.0,1.0,0.9375119002569003
40671,24,28,0.75,1.0,1.0,1.0,1.0,1.0,0.9999999999999998
41387,34,40,0.5588235294117647,0.9117647058823529,0.9705882352941176,1.0,1.0,1.0,0.9999999999999998
43118,5,16,1.0,1.0,1.0,1.0,1.0,1.0,0.1868240772561809
45675,8,16,0.5,0.875,0.875,1.0,1.0,1.0,0.7850410192085814
45974,11,16,0.5454545454545454,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,1.0,0.6677381800519683
46290,15,16,0.8,0.8666666666666667,0.9333333333333333,1.0,1.0,1.0,0.8611375561264454
47187,14,40,0.5714285714285714,0.8571428571428571,1.0,1.0,1.0,1.0,0.40435180971730533
48846,14,16,1.0,1.0,1.0,1.0,1.0,1.0,0.9273697171216335
50672,3,16,0.0,0.0,0.0,0.0,0.0,0.0,0.19153415804120438
52362,12,16,0.08333333333333333,0.08333333333333333,0.4166666666666667,0.5,0.75,1.0,0.9305687780632225
52587,24,32,0.5833333333333334,0.9166666666666666,1.0,1.0,1.0,1.0,0.8910545756824503
53447,9,16,1.0,1.0,1.0,1.0,1.0,1.0,0.7191453909433224
54076,8,16,0.875,1.0,1.0,1.0,1.0,1.0,0.6937062524880552
55166,6,16,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.8808257185252875
55400,2,16,1.0,1.0,1.0,1.0,1.0,1.0,0.9386966886945033
56827,14,40,0.5,0.5,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.8170849596225692
58785,10,40,0.8,0.9,1.0,1.0,1.0,1.0,0.5867680186976941
60599,4,9,1.0,1.0,1.0,1.0,1.0,1.0,0.999132222506851
64865,2,16,1.0,1.0,1.0,1.0,1.0,1.0,0.49496665770644704
65121,1,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65835,2,16,1.0,1.0,1.0,1.0,1.0,1.0,0.7364390998269145
67603,9,11,1.0,1.0,1.0,1.0,1.0,1.0,0.9162750860008064
69043,11,16,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.5454545454545454,0.6363636363636364,0.7272727272727273,0.8413299040569137
69766,12,16,0.5833333333333334,0.9166666666666666,1.0,1.0,1.0,1.0,0.8019174103317278
70212,9,14,1.0,1.0,1.0,1.0,1.0,1.0,0.9556796908433286
70614,14,16,0.5,0.9285714285714286,0.9285714285714286,0.9285714285714286,1.0,1.0,0.9061595192741445
71397,10,16,0.9,1.0,1.0,1.0,1.0,1.0,0.707257528767415
74048,29,40,0.5517241379310345,0.9655172413793104,1.0,1.0,1.0,1.0,0.869812756810242
75849,15,16,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998
75971,4,16,0.75,0.75,0.75,1.0,1.0,1.0,0.6760236910196463
76789,33,41,0.45454545454545453,0.9393939393939394,1.0,1.0,1.0,1.0,0.7897142725812051
76846,6,15,1.0,1.0,1.0,1.0,1.0,1.0,0.7240223985430029
79396,3,16,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,0.9240247746168359
