batch,retrieval_loss,consistency,loss,seconds
0,1.4236360788345337,0.0780988335609436,1.4275410175323486,3.7040000000270084
1,0.5204458832740784,0.08221951127052307,0.5245568752288818,4.079000000027008
2,0.1124291643500328,0.09671181440353394,0.1172647550702095,4.438000000081956
3,0.12133581936359406,0.08909684419631958,0.12579065561294556,4.797000000020489
4,0.03780534863471985,0.08376264572143555,0.041993480175733566,5.125
5,0.3532322943210602,0.08085152506828308,0.3572748601436615,5.469000000040978
6,0.05577874556183815,0.08366808295249939,0.05996214970946312,6.079000000027008
7,0.8079879283905029,0.08570614457130432,0.8122732639312744,6.532000000006519
8,0.26321882009506226,0.08935868740081787,0.26768675446510315,6.875
9,0.0973266214132309,0.08378589153289795,0.10151591897010803,7.23499999998603
10,0.14152027666568756,0.07453674077987671,0.14524711668491364,7.563000000081956
11,0.19805176556110382,0.08211740851402283,0.2021576315164566,7.938000000081956
12,0.13137690722942352,0.09156912565231323,0.13595536351203918,8.313000000081956
13,0.2024882733821869,0.07811564207077026,0.20639406144618988,8.65700000000652
14,0.6440210342407227,0.11238551139831543,0.6496403217315674,8.969000000040978
15,0.13017591834068298,0.07789802551269531,0.13407081365585327,9.35999999998603
16,0.5609771013259888,0.08121716976165771,0.5650379657745361,9.719000000040978
17,0.0858127623796463,0.07624185085296631,0.08962485194206238,10.079000000027008
18,0.22868597507476807,0.08392941951751709,0.23288244009017944,10.391000000061467
19,0.14635048806667328,0.09378141164779663,0.15103955566883087,10.704000000027008
20,0.07371997833251953,0.1018783450126648,0.07881389558315277,11.03200000000652
21,0.3353455364704132,0.09531885385513306,0.34011149406433105,11.35999999998603
22,0.10455843806266785,0.08408644795417786,0.10876276344060898,11.75
23,0.12114095687866211,0.09341093897819519,0.12581150233745575,12.172000000020489
24,0.2764531970024109,0.09045255184173584,0.2809758186340332,12.5
25,0.28546440601348877,0.08062410354614258,0.2894956171512604,12.813000000081956
26,0.47718536853790283,0.08374786376953125,0.48137277364730835,13.125
27,0.22261765599250793,0.07826364040374756,0.22653083503246307,13.454000000027008
28,0.11497246474027634,0.08187329769134521,0.11906612664461136,13.78200000000652
29,0.1645330935716629,0.07460987567901611,0.16826358437538147,14.10999999998603
30,0.04348612204194069,0.09689399600028992,0.048330821096897125,14.422000000020489
31,0.2177003026008606,0.10130292177200317,0.22276544570922852,14.797000000020489
32,0.3379078209400177,0.09244263172149658,0.34252995252609253,15.125
33,0.16172514855861664,0.08885341882705688,0.16616782546043396,15.438000000081956
34,0.11640932410955429,0.08218902349472046,0.1205187737941742,15.78200000000652
35,0.09824994206428528,0.14672735333442688,0.10558631271123886,16.10999999998603
36,0.17019473016262054,0.1020941436290741,0.17529943585395813,16.438000000081956
37,0.046767525374889374,0.09983134269714355,0.05175909399986267,16.75
38,0.7277376055717468,0.08440181612968445,0.7319576740264893,17.07900000002701
