field_key,occurrences,weight_sum,mean_weight
<UNK-native>,50501,972.1652938569896,0.019250416701787877
a28degreelatch,46,0.9633461209014058,0.020942306976117517
aafacertified,19,0.3780398713424802,0.019896835333814745
abrasionratingdoublerubs,13,0.38902529142796993,0.029925022417536147
abstractandfractals,608,7.781393928453326,0.012798345277061392
acadapterincluded,6,0.12328508682549,0.020547514470915
accentcolor,50,1.2578608859330416,0.02515721771866083
accentfinish,1,0.01912328600883484,0.01912328600883484
accentmaterial,12,0.4076274838298559,0.03396895698582133
accentpillow,602,8.0378960929811,0.01335198686541711
accentpillowheight-toptobottom,120,1.349912145640701,0.011249267880339175
accentpillowsincluded,22,0.31514739990234375,0.014324881813742897
accentpillowthickness-fronttoback,83,0.8518125857226551,0.01026280223762235
accentpillowwidth-sidetoside,114,1.2859238083474338,0.011280033406556436
accessdoor,76,1.301972950808704,0.01713122303695663
accessdoordepth-fronttoback,1,0.015384938567876816,0.015384938567876816
accessdoorheight,1,0.015442443080246449,0.015442443080246449
accessdoorincluded,1,0.015316596254706383,0.015316596254706383
accessdoorwidth-sidetoside,1,0.015447918325662613,0.015447918325662613
accessoriesincluded,120,2.9317294862121344,0.024431079051767786
accessoriestoolsincluded,10,0.5143835954368114,0.051438359543681145
accessorybagincluded,2,0.0912012867629528,0.0456006433814764
accessorydetails,1,0.02079888992011547,0.02079888992011547
accessoryincluded,50,1.1098890211433172,0.022197780422866343
accessorytrayincluded,183,5.750107914209366,0.03142135472245555
accessorytype,58,2.503216627985239,0.043158907379055846
accommodatesfireplace,200,2.518566413782537,0.012592832068912685
accomodatesroddiameter,36,0.49512441270053387,0.013753455908348164
acidfree,5,0.1608875710517168,0.03217751421034336
acousticallytransparent,105,2.873910628259182,0.027370577411992208
actflammabilityguidelinescompliant,8,0.1842658594250679,0.023033232428133488
activationtechnology,44,0.7818979397416115,0.01777040772140026
activationtechnologyold,44,0.7404445251449943,0.01682828466238623
adacompliant,7091,118.32346437266096,0.016686428482958815
adaptertype,5,0.08605348691344261,0.017210697382688524
adaptor,2,0.05283796787261963,0.026418983936309814
additionalbeverages,12,0.31800627522170544,0.02650052293514212
additionaldoorkitincluded,40,0.6884921370074153,0.01721230342518538
additionalfeatures,8,0.15153317153453827,0.018941646441817284
additionalframematerialdetails,605,7.7356713796034455,0.012786233685294952
additionalhardwarerequirednotincluded,1,0.009167276322841644,0.009167276322841644
additionalintendeduseforchild,1368,17.656832543667406,0.01290704133309021
additionalitem,132,1.6611039582639933,0.012584120895939343
additionalitemlength-headtotoe,5,0.04726511240005493,0.009453022480010986
additionalitems,80,2.6339348927140236,0.0329241861589253
additionalitemsincluded,285,4.738856468349695,0.016627566555612965
additionalitemwidth-sidetoside,5,0.04740234185010195,0.00948046837002039
