field_key,occurrences,weight_sum,mean_weight
<UNK-native>,50501,790.508290712256,0.015653319552330767
a28degreelatch,46,1.002399773336947,0.021791299420368414
aafacertified,19,0.2725990330800414,0.014347317530528494
abrasionratingdoublerubs,13,0.4762910921126604,0.03663777631635849
abstractandfractals,608,10.001125881448388,0.016449220199750637
acadapterincluded,6,0.09634567704051733,0.01605761284008622
accentcolor,50,1.9789563966915011,0.039579127933830026
accentfinish,1,0.014243192970752716,0.014243192970752716
accentmaterial,12,0.4589104186743498,0.038242534889529146
accentpillow,602,5.687221316155046,0.009447211488629644
accentpillowheight-toptobottom,120,1.224668883252889,0.010205574027107407
accentpillowsincluded,22,0.24726761784404516,0.011239437174729326
accentpillowthickness-fronttoback,83,0.7082294849678874,0.008532885361058885
accentpillowwidth-sidetoside,114,1.1711264704354107,0.010273039214345709
accessdoor,76,0.9494730066508055,0.012493065876984283
accessdoordepth-fronttoback,1,0.011265996843576431,0.011265996843576431
accessdoorheight,1,0.017400572076439857,0.017400572076439857
accessdoorincluded,1,0.011183866299688816,0.011183866299688816
accessdoorwidth-sidetoside,1,0.01823950745165348,0.01823950745165348
accessoriesincluded,120,2.975443464703858,0.024795362205865482
accessoriestoolsincluded,10,0.6238121166825294,0.062381211668252945
accessorybagincluded,2,0.09039159119129181,0.045195795595645905
accessorydetails,1,0.01661711558699608,0.01661711558699608
accessoryincluded,50,0.8143535386770964,0.016287070773541926
accessorytrayincluded,183,4.423108107410371,0.02416998965798017
accessorytype,58,4.968452421948314,0.0856629727922123
accommodatesfireplace,200,1.8854429968632758,0.009427214984316378
accomodatesroddiameter,36,0.6252683522179723,0.017368565339388117
acidfree,5,0.12838425114750862,0.025676850229501724
acousticallytransparent,105,2.560495146550238,0.02438566806238322
actflammabilityguidelinescompliant,8,0.22036930918693542,0.027546163648366928
activationtechnology,44,0.5425940644927323,0.012331683283925733
activationtechnologyold,44,0.7937427274882793,0.01803960744291544
adacompliant,7091,89.02858401252888,0.012555152166482708
adaptertype,5,0.0692599518224597,0.01385199036449194
adaptor,2,0.05167287588119507,0.025836437940597534
additionalbeverages,12,0.2870620805770159,0.023921840048084658
additionaldoorkitincluded,40,0.6208976283669472,0.01552244070917368
additionalfeatures,8,0.17234389018267393,0.02154298627283424
additionalframematerialdetails,605,9.697765190619975,0.016029363951437975
additionalhardwarerequirednotincluded,1,0.008489926345646381,0.008489926345646381
additionalintendeduseforchild,1368,11.126271171495318,0.008133239160449795
additionalitem,132,1.240326464176178,0.009396412607395288
additionalitemlength-headtotoe,5,0.04792359936982393,0.009584719873964786
additionalitems,80,2.223604805767536,0.027795060072094202
additionalitemsincluded,285,5.374667845200747,0.018858483667371043
additionalitemwidth-sidetoside,5,0.05121204908937216,0.010242409817874432
additionalmaterial,2,0.04886865243315697,0.024434326216578484
additionalmaterialdetails,20,0.8275329992175102,0.04137664996087551
additionalmaterials,541,16.814024987630546,0.031079528627782894
additionalpartnumber,2,0.07653766870498657,0.038268834352493286
additionalpartsrequired,1435,26.638621968217194,0.01856349962941965
additionalpartsrequired-inactive,15,0.14908415544778109,0.009938943696518739
additionalpicnicitemsincluded,11,0.15943180304020643,0.014493800276382402
additionalpieces,190,4.490266117267311,0.023632979564564793
additionalpiecesincluded,49,1.266869436018169,0.02585447828608508
additionalpowertoolsrequired,1,0.012334471568465233,0.012334471568465233
additionaltoolsneededforinstallation,17,0.35454186610877514,0.02085540388875148
additionaltoolsrequired,149,3.2401978448033333,0.021746294260425056
additionaltoolsrequired ( not included ),596,8.367896974086761,0.014040095594105304
additionaltoolsrequirednotincluded,10161,196.26282350020483,0.019315305924633878
addressplaqueorsignincluded,34,0.4075895678251982,0.011987928465447006
adhesivetabsincluded,1,0.00997867714613676,0.00997867714613676
adirondackback,9,0.1833171583712101,0.020368573152356677
adjustability,115,1.6727362740784883,0.014545532818073812
adjustabilitytype,7,0.13312294241040945,0.019017563201487064
adjustable,1414,25.474875249434263,0.0180161776870115
adjustableangle,16,0.25491660088300705,0.01593228755518794
adjustablearms,5,0.06015227362513542,0.012030454725027085
adjustableback,3,0.03501288406550884,0.011670961355169615
adjustablebase,1,0.019246704876422882,0.019246704876422882
adjustablebaseincluded,293,3.3598513044416904,0.011467069298435804
adjustablebassortreble,1,0.021911518648266792,0.021911518648266792
adjustablebed,1311,13.152410152833909,0.010032349468218085
adjustablebodyjets,2,0.042165275663137436,0.021082637831568718
adjustablebottleracks,40,0.9730646051466465,0.024326615128666164
adjustablebrightness,2,0.041519757360219955,0.020759878680109978
adjustablechain,6,0.15619264356791973,0.026032107261319954
adjustablechairbackheight,628,5.905564900487661,0.00940376576510774
adjustablecoarseness,1,0.04579509422183037,0.04579509422183037
adjustablecolortemperature,125,2.285651719197631,0.018285213753581046
adjustableconfigurable,54,1.692839989438653,0.03134888869330839
adjustabledepth,3,0.10463997349143028,0.034879991163810097
adjustabledetectionzones,3,0.0457379836589098,0.015245994552969933
adjustabledividers,1,0.032996516674757004,0.032996516674757004
adjustabledoorstorage,30,0.3349135220050812,0.01116378406683604
adjustabledrawerdividers,4,0.08221636526286602,0.020554091315716505
adjustableextension,417,6.340237109921873,0.01520440553938099
adjustableexteriorshelves,193,2.0444831592030823,0.010593176990689545
adjustablefit,38,1.0320703107863665,0.027159745020693855
adjustableflame,112,1.4912358690053225,0.013314605973261808
adjustableflamesize,2,0.021752208471298218,0.010876104235649109
adjustableflowrate,198,4.078652743250132,0.020599256279041068
adjustablefootrest,21,0.2317270152270794,0.011034619772718066
