dataset,model,K,method,catalog_size,source_ids,view_budget,invariance_basis,aggregation,eligible_queries,highest_label_pairs,bootstrap_seed,bootstrap_draws,source_order_recall,source_order_recall_ci_low,source_order_recall_ci_high,seven_schedule_mean_recall,seven_schedule_mean_recall_ci_low,seven_schedule_mean_recall_ci_high,persistent_inclusion,persistent_inclusion_ci_low,persistent_inclusion_ci_high,VI,VI_ci_low,VI_ci_high,persistent_omission,persistent_omission_ci_low,persistent_omission_ci_high,recall_C0,recall_C0_ci_low,recall_C0_ci_high,recall_C1,recall_C1_ci_low,recall_C1_ci_high,recall_C2s1,recall_C2s1_ci_low,recall_C2s1_ci_high,recall_C2s2,recall_C2s2_ci_low,recall_C2s2_ci_high,recall_C2s3,recall_C2s3_ci_low,recall_C2s3_ci_high,recall_C2s4,recall_C2s4_ci_low,recall_C2s4_ci_high,recall_C2s5,recall_C2s5_ci_low,recall_C2s5_ci_high,delta_seven_schedule_mean_recall_vs_raw_seven,delta_seven_schedule_mean_recall_vs_raw_seven_ci_low,delta_seven_schedule_mean_recall_vs_raw_seven_ci_high,delta_persistent_inclusion_vs_raw_seven,delta_persistent_inclusion_vs_raw_seven_ci_low,delta_persistent_inclusion_vs_raw_seven_ci_high,delta_VI_vs_raw_seven,delta_VI_vs_raw_seven_ci_low,delta_VI_vs_raw_seven_ci_high,delta_persistent_omission_vs_raw_seven,delta_persistent_omission_vs_raw_seven_ci_low,delta_persistent_omission_vs_raw_seven_ci_high,delta_source_recall_vs_raw_C0,delta_source_recall_vs_raw_C0_ci_low,delta_source_recall_vs_raw_C0_ci_high,delta_mean_recall_vs_raw_C0,delta_mean_recall_vs_raw_C0_ci_low,delta_mean_recall_vs_raw_C0_ci_high,dimension,dtype,requested_view_budget,index_vectors,vectors_per_product,dense_array_bytes,sparse_array_bytes,mean_distinct_text_views,mean_distinct_vectors,offline_cache_construction_seconds,encoded_items,offline_scope,query_encoding_cache_seconds,source_ids_cost,unmeasured,single_query_encode_ms_median,single_query_encode_ms_p95,score_ms_median,score_ms_p95,sort_ms_median,sort_ms_p95,exact_retrieval_ms_median,exact_retrieval_ms_p95,timing_queries,timing_repeats,timing_scope
wands,minilm,20,raw_seven,42994,phase2/results/phase2_pair_ranks/wands_minilm_native_C0.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C1.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s1.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s2.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s3.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s4.parquet;phase2/results/phase2_pair_ranks/wands_minilm_native_C2s5.parquet,7,empirical seven raw schedules,query_macro,308,21299,2026091701,10000,0.3080850567626536,0.2710145128159665,0.3467140690584058,0.2946999350933629,0.2600133336273995,0.3313139339493019,0.2095025907899142,0.1757920389428785,0.2450146182295337,0.1957938178951838,0.1731655743917374,0.2199917864847936,0.5947035913149019,0.5563694549059536,0.631945900544285,0.3080850567626536,0.2710145128159665,0.3467140690584058,0.2820821467824249,0.2472473051513589,0.3197878387810696,0.2985946393377921,0.2624477481149538,0.3367742876819698,0.2966965872000566,0.2603578455667816,0.3351224099093474,0.2834571741115071,0.2485721289856473,0.3201129760964754,0.297790496412856,0.2613920565823787,0.3356745448485196,0.2961934450462502,0.2600142683607103,0.3336829093442626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0133851216692906,-0.0253127921242542,-0.0022328377228463,384,float32,1,42994,1,66038784,0,1.0,1.0,121.32480692863464,42994.0,"historical cache construction sum, not matched cold end-to-end build; aggregation not included; raw/hybrid per schedule",0.3494019508361816,phase2\results\embeddings\wands_minilm_native_C0_6ffb5b340d35d66f2b33.npy,matched cold build; ANN latency; sparse vocabulary/metadata overhead,,,,,,,,,,,
wands,minilm,20,raw_C0,42994,phase2/results/phase2_pair_ranks/wands_minilm_native_C0.parquet,1,single-order reference; seven-order VI not defined,query_macro,308,21299,2026091701,10000,0.3080850567626536,0.2710145128159665,0.3467140690584058,,,,,,,,,,,,,0.3080850567626536,0.2710145128159665,0.3467140690584058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,384,float32,1,42994,1,66038784,0,1.0,1.0,121.32480692863464,42994.0,"historical cache construction sum, not matched cold end-to-end build; aggregation not included; raw/hybrid per schedule",0.3494019508361816,phase2\results\embeddings\wands_minilm_native_C0_6ffb5b340d35d66f2b33.npy,matched cold build; ANN latency; sparse vocabulary/metadata overhead,,,,,,,,,,,
wands,minilm,20,lexical_ascending,42994,phase4/results/wands/minilm_canonical_raw_pairs.parquet,1,"structural; identical serialized input, one materialized index",query_macro,308,21299,2026091701,10000,0.2872268845937019,0.2522883369368891,0.3248479310462889,0.2872268845937019,0.2522883369368891,0.3248479310462889,0.2872268845937019,0.2522883369368891,0.3248479310462889,0.0,0.0,0.0,0.7127731154062981,0.6751520689537112,0.747711663063111,0.2872268845937019,0.2522883369368891,0.3248479310462889,0.2872268845937019,0.2522883369368891,0.3248479310462889,0.2872268845937019,0.2522883369368891,0.3248479310462889,0.2872268845937019,0.2522883369368891,0.3248479310462889,0.2872268845937019,0.2522883369368891,0.3248479310462889,0.2872268845937019,0.2522883369368891,0.3248479310462889,0.2872268845937019,0.2522883369368891,0.3248479310462889,-0.007473050499661,-0.0204633129955797,0.0047647877255322,0.0777242938037876,0.0639006556261126,0.0936175392280009,-0.1957938178951838,-0.2199917864847936,-0.1731655743917374,0.1180695240913962,0.100755189568458,0.1373449669189401,-0.0208581721689517,-0.0402657587296317,-0.0022138166425972,-0.0208581721689517,-0.0402657587296317,-0.0022138166425972,384,float32,1,42994,1,66038784,0,1.0,1.0,40.83511686325073,42994.0,"historical cache construction sum, not matched cold end-to-end build; aggregation not included; raw/hybrid per schedule",0.3494019508361816,phase4\results\embeddings\wands_minilm_canonical_raw_5bb0ccfb0c8d8478f8de.npy,matched cold build; ANN latency; sparse vocabulary/metadata overhead,,,,,,,,,,,
wands,minilm,20,lexical_descending,42994,revision_evidence_20260917/experiments/wands_minilm_lexical_descending_pairs.parquet,1,"structural; identical serialized input, one materialized index",query_macro,308,21299,2026091701,10000,0.2955601032691645,0.2596737230374838,0.3333500368360021,0.2955601032691645,0.2596737230374838,0.3333500368360021,0.2955601032691645,0.2596737230374838,0.3333500368360021,0.0,0.0,0.0,0.7044398967308355,0.6666499631639979,0.7403262769625161,0.2955601032691645,0.2596737230374838,0.3333500368360021,0.2955601032691645,0.2596737230374838,0.3333500368360021,0.2955601032691645,0.2596737230374838,0.3333500368360021,0.2955601032691645,0.2596737230374838,0.3333500368360021,0.2955601032691645,0.2596737230374838,0.3333500368360021,0.2955601032691645,0.2596737230374838,0.3333500368360021,0.2955601032691645,0.2596737230374838,0.3333500368360021,0.0008601681758015,-0.0112482718039484,0.0130080647563201,0.0860575124792502,0.070276149789961,0.1041520485494577,-0.1957938178951838,-0.2199917864847936,-0.1731655743917374,0.1097363054159336,0.0941168613898679,0.1273252538058122,-0.0125249534934891,-0.0269214989984189,0.0005992211095816,-0.0125249534934891,-0.0269214989984189,0.0005992211095816,384,float32,1,42994,1,66038784,0,1.0,1.0,268.4857790470124,42994.0,"historical cache construction sum, not matched cold end-to-end build; aggregation not included; raw/hybrid per schedule",0.3494019508361816,revision_evidence_20260917\experiments\embeddings\wands_minilm_lexical_descending_6aafe240163ca5270d48.npy,matched cold build; ANN latency; sparse vocabulary/metadata overhead,,,,,,,,,,,
wands,minilm,20,field_priority_type,42994,revision_evidence_20260917/experiments/wands_minilm_field_priority_type_pairs.parquet,1,"structural; identical serialized input, one materialized index",query_macro,308,21299,2026091701,10000,0.2922094598722375,0.2565659581293048,0.329134620788094,0.2922094598722375,0.2565659581293048,0.329134620788094,0.2922094598722375,0.2565659581293048,0.329134620788094,0.0,0.0,0.0,0.7077905401277624,0.670865379211906,0.7434340418706952,0.2922094598722375,0.2565659581293048,0.329134620788094,0.2922094598722375,0.2565659581293048,0.329134620788094,0.2922094598722375,0.2565659581293048,0.329134620788094,0.2922094598722375,0.2565659581293048,0.329134620788094,0.2922094598722375,0.2565659581293048,0.329134620788094,0.2922094598722375,0.2565659581293048,0.329134620788094,0.2922094598722375,0.2565659581293048,0.329134620788094,-0.0024904752211253,-0.0167942185343245,0.0108926381769134,0.0827068690823233,0.0656126965462896,0.1008622445530254,-0.1957938178951838,-0.2199917864847936,-0.1731655743917374,0.1130869488128605,0.0950272279120001,0.1325986975262096,-0.015875596890416,-0.0349198650144976,0.0022138878424229,-0.015875596890416,-0.0349198650144976,0.0022138878424229,384,float32,1,42994,1,66038784,0,1.0,1.0,262.31244802474976,42994.0,"historical cache construction sum, not matched cold end-to-end build; aggregation not included; raw/hybrid per schedule",0.3494019508361816,revision_evidence_20260917\experiments\embeddings\wands_minilm_field_priority_type_94e39fdcf8cc6796dc5e.npy,matched cold build; ANN latency; sparse vocabulary/metadata overhead,,,,,,,,,,,
wands,minilm,20,set_mean,42994,phase4/results/wands/minilm_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.315908597875416,0.2792583051256058,0.3551989125555215,0.315908597875416,0.2792583051256058,0.3551989125555215,0.315908597875416,0.2792583051256058,0.3551989125555215,0.0,0.0,0.0,0.6840914021245841,0.6448010874444784,0.720741694874394,0.315908597875416,0.2792583051256058,0.3551989125555215,0.315908597875416,0.2792583051256058,0.3551989125555215,0.315908597875416,0.2792583051256058,0.3551989125555215,0.315908597875416,0.2792583051256058,0.3551989125555215,0.315908597875416,0.2792583051256058,0.3551989125555215,0.315908597875416,0.2792583051256058,0.3551989125555215,0.315908597875416,0.2792583051256058,0.3551989125555215,0.021208662782053,0.004591183202097,0.0383430251792725,0.1064060070855017,0.0841769260401665,0.1298953913772936,-0.1957938178951838,-0.2199917864847936,-0.1731655743917374,0.0893878108096821,0.0715146397004219,0.107993253361987,0.0078235411127623,-0.0124430805871987,0.0280272635897388,0.0078235411127623,-0.0124430805871987,0.0280272635897388,384,float32,1,42994,1,66038784,0,,1.0,26.65120410919189,172145.0,"historical cache construction sum, not matched cold end-to-end build; aggregation not included; raw/hybrid per schedule",0.3494019508361816,phase4\results\embeddings\wands_minilm_nonattributes_795ca279b219a3f1dae0.npy;phase4\results\embeddings\wands_minilm_atoms_602c961a575bea3ad118.npy,matched cold build; ANN latency; sparse vocabulary/metadata overhead,,,,,,,,,,,
wands,minilm,20,centroid_2,42994,phase4/results/wands/minilm_centroid_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.2956759575723805,0.2602366089406562,0.3339633417402561,0.2956759575723805,0.2602366089406562,0.3339633417402561,0.2956759575723805,0.2602366089406562,0.3339633417402561,0.0,0.0,0.0,0.7043240424276196,0.6660366582597438,0.7397633910593437,0.2956759575723805,0.2602366089406562,0.3339633417402561,0.2956759575723805,0.2602366089406562,0.3339633417402561,0.2956759575723805,0.2602366089406562,0.3339633417402561,0.2956759575723805,0.2602366089406562,0.3339633417402561,0.2956759575723805,0.2602366089406562,0.3339633417402561,0.2956759575723805,0.2602366089406562,0.3339633417402561,0.2956759575723805,0.2602366089406562,0.3339633417402561,0.0009760224790175,-0.0082131790789342,0.0104201932941026,0.0861733667824662,0.0707765156226449,0.1038930201481349,-0.1957938178951838,-0.2199917864847936,-0.1731655743917374,0.1096204511127176,0.0936998048553166,0.1270528729524918,-0.0124090991902731,-0.0284174981730425,0.0030868039740151,-0.0124090991902731,-0.0284174981730425,0.0030868039740151,384,float32,2,42994,1,66038784,0,1.9993952644555053,1.9664604363399545,100.9362087249756,85988.0,"historical cache construction sum, not matched cold end-to-end build; aggregation not included; raw/hybrid per schedule",0.3494019508361816,phase4\results\embeddings\wands_minilm_view1_ad5ef770714a24493459.npy;phase4\results\embeddings\wands_minilm_view2_353f407eb911d9a4122a.npy,matched cold build; ANN latency; sparse vocabulary/metadata overhead,,,,,,,,,,,
wands,minilm,20,max_2,42994,phase4/results/wands/minilm_max_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.2976948565852783,0.2621036140855064,0.3355956811651474,0.2976948565852783,0.2621036140855064,0.3355956811651474,0.2976948565852783,0.2621036140855064,0.3355956811651474,0.0,0.0,0.0,0.7023051434147217,0.6644043188348524,0.7378963859144936,0.2976948565852783,0.2621036140855064,0.3355956811651474,0.2976948565852783,0.2621036140855064,0.3355956811651474,0.2976948565852783,0.2621036140855064,0.3355956811651474,0.2976948565852783,0.2621036140855064,0.3355956811651474,0.2976948565852783,0.2621036140855064,0.3355956811651474,0.2976948565852783,0.2621036140855064,0.3355956811651474,0.2976948565852783,0.2621036140855064,0.3355956811651474,0.0029949214919154,-0.0064153231397329,0.0125789618443079,0.0881922657953641,0.0726566196078637,0.1058503782482497,-0.1957938178951838,-0.2199917864847936,-0.1731655743917374,0.1076015520998197,0.0914435208934573,0.1251762235944668,-0.0103902001773752,-0.026870742690778,0.0054705700369347,-0.0103902001773752,-0.026870742690778,0.0054705700369347,384,float32,2,85988,2,132077568,0,1.9993952644555053,1.9664604363399545,100.9362087249756,85988.0,"historical cache construction sum, not matched cold end-to-end build; aggregation not included; raw/hybrid per schedule",0.3494019508361816,phase4\results\embeddings\wands_minilm_view1_ad5ef770714a24493459.npy;phase4\results\embeddings\wands_minilm_view2_353f407eb911d9a4122a.npy,matched cold build; ANN latency; sparse vocabulary/metadata overhead,,,,,,,,,,,
wands,minilm,20,BM25,42994,phase4/results/wands/BM25_pairs.parquet,1,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.3471985488252357,0.3080610924322444,0.3884175191807866,0.3471985488252357,0.3080610924322444,0.3884175191807866,0.3471985488252357,0.3080610924322444,0.3884175191807866,0.0,0.0,0.0,0.6528014511747643,0.6115824808192133,0.6919389075677556,0.3471985488252357,0.3080610924322444,0.3884175191807866,0.3471985488252357,0.3080610924322444,0.3884175191807866,0.3471985488252357,0.3080610924322444,0.3884175191807866,0.3471985488252357,0.3080610924322444,0.3884175191807866,0.3471985488252357,0.3080610924322444,0.3884175191807866,0.3471985488252357,0.3080610924322444,0.3884175191807866,0.3471985488252357,0.3080610924322444,0.3884175191807866,0.0524986137318727,0.0269038271650137,0.079006337969426,0.1376959580353214,0.1076864079690048,0.1681138359956464,-0.1957938178951838,-0.2199917864847936,-0.1731655743917374,0.0580978598598624,0.0303873902003077,0.085533559423633,0.039113492062582,0.0136790166917542,0.0644012341552842,0.039113492062582,0.0136790166917542,0.0644012341552842,384,float32,1,0,0,0,52659768,,,,,"historical cache construction sum, not matched cold end-to-end build; aggregation not included; raw/hybrid per schedule",,,matched cold build; ANN latency; sparse vocabulary/metadata overhead,,,,,,,,,,,
wands,minilm,20,hybrid_seven,42994,revision_completion_20260921/data/wands_minilm_hybrid_seven_pairs.parquet,7,empirical seven schedules; same dense scoring basis as fusion,query_macro,308,21299,2026091701,10000,0.3585871150164857,0.3196981550833719,0.3988360819895296,0.3601781650116192,0.3223293189335586,0.3993332343841261,0.2948702378325462,0.2569970771734962,0.3345553162822515,0.1370147326354698,0.1190732864475561,0.1561684462679875,0.568115029531984,0.5279191962937237,0.6063957526097246,0.3585871150164857,0.3196981550833719,0.3988360819895296,0.3524366039074694,0.3147271837210829,0.3918964210409978,0.359776610034241,0.3222185979864664,0.3992124051048071,0.3651543070253488,0.3270750931806455,0.4055175675767509,0.3633156910840626,0.3248793620841718,0.4029372146239089,0.3591977313461742,0.3212497462971563,0.398971335129154,0.362779096667553,0.3242984742866543,0.4023887766552367,0.0654782299182563,0.0480639193670286,0.084224305237163,0.0853676470426319,0.0645562226986633,0.1079062250387436,-0.058779085259714,-0.0803616538484553,-0.0385233873775354,-0.0265885617829178,-0.0455821160020821,-0.0090622674910288,0.050502058253832,0.0341846858313655,0.0689092907212689,0.0520931082489656,0.0344780818404299,0.07122129313385,384,float32,1,42994,1,66038784,52659768,1.0,1.0,121.32480692863464,42994.0,"historical cache construction sum, not matched cold end-to-end build; aggregation not included; raw/hybrid per schedule",0.3494019508361816,phase2\results\embeddings\wands_minilm_native_C0_6ffb5b340d35d66f2b33.npy,matched cold build; ANN latency; sparse vocabulary/metadata overhead,,,,,,,,,,,
