dataset,model,K,method,catalog_size,source_ids,view_budget,invariance_basis,aggregation,eligible_queries,highest_label_pairs,bootstrap_seed,bootstrap_draws,source_order_recall,source_order_recall_ci_low,source_order_recall_ci_high,seven_schedule_mean_recall,seven_schedule_mean_recall_ci_low,seven_schedule_mean_recall_ci_high,persistent_inclusion,persistent_inclusion_ci_low,persistent_inclusion_ci_high,VI,VI_ci_low,VI_ci_high,persistent_omission,persistent_omission_ci_low,persistent_omission_ci_high,recall_C0,recall_C0_ci_low,recall_C0_ci_high,recall_C1,recall_C1_ci_low,recall_C1_ci_high,recall_C2s1,recall_C2s1_ci_low,recall_C2s1_ci_high,recall_C2s2,recall_C2s2_ci_low,recall_C2s2_ci_high,recall_C2s3,recall_C2s3_ci_low,recall_C2s3_ci_high,recall_C2s4,recall_C2s4_ci_low,recall_C2s4_ci_high,recall_C2s5,recall_C2s5_ci_low,recall_C2s5_ci_high,delta_seven_schedule_mean_recall_vs_raw_seven,delta_seven_schedule_mean_recall_vs_raw_seven_ci_low,delta_seven_schedule_mean_recall_vs_raw_seven_ci_high,delta_persistent_inclusion_vs_raw_seven,delta_persistent_inclusion_vs_raw_seven_ci_low,delta_persistent_inclusion_vs_raw_seven_ci_high,delta_VI_vs_raw_seven,delta_VI_vs_raw_seven_ci_low,delta_VI_vs_raw_seven_ci_high,delta_persistent_omission_vs_raw_seven,delta_persistent_omission_vs_raw_seven_ci_low,delta_persistent_omission_vs_raw_seven_ci_high,delta_source_recall_vs_raw_C0,delta_source_recall_vs_raw_C0_ci_low,delta_source_recall_vs_raw_C0_ci_high,delta_mean_recall_vs_raw_C0,delta_mean_recall_vs_raw_C0_ci_low,delta_mean_recall_vs_raw_C0_ci_high
wands,bge_base,20,centroid_2,42994,phase4/results/wands/bge_base_centroid_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.3639983470146484,0.3250595868473462,0.4036351437642189,0.3639983470146484,0.3250595868473462,0.4036351437642189,0.3639983470146484,0.3250595868473462,0.4036351437642189,0.0,0.0,0.0,0.6360016529853515,0.5963648562357808,0.6749404131526539,0.3639983470146484,0.3250595868473462,0.4036351437642189,0.3639983470146484,0.3250595868473462,0.4036351437642189,0.3639983470146484,0.3250595868473462,0.4036351437642189,0.3639983470146484,0.3250595868473462,0.4036351437642189,0.3639983470146484,0.3250595868473462,0.4036351437642189,0.3639983470146484,0.3250595868473462,0.4036351437642189,0.3639983470146484,0.3250595868473462,0.4036351437642189,0.0036185071325904,-0.000123136271437,0.007498093999676,0.0592749460169566,0.0480143526506533,0.072563457607041,-0.1193180734269661,-0.1375362894135059,-0.1026413145300908,0.0600431274100095,0.0501219623192725,0.0715110729437855,0.0029524534689915,-0.0005971467722548,0.0065785579636493,0.0029524534689915,-0.0005971467722548,0.0065785579636493
wands,bge_base,20,max_2,42994,phase4/results/wands/bge_base_max_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.3638969244883206,0.3252094168574591,0.4035348265806364,0.3638969244883206,0.3252094168574591,0.4035348265806364,0.3638969244883206,0.3252094168574591,0.4035348265806364,0.0,0.0,0.0,0.6361030755116793,0.5964651734193636,0.6747905831425409,0.3638969244883206,0.3252094168574591,0.4035348265806364,0.3638969244883206,0.3252094168574591,0.4035348265806364,0.3638969244883206,0.3252094168574591,0.4035348265806364,0.3638969244883206,0.3252094168574591,0.4035348265806364,0.3638969244883206,0.3252094168574591,0.4035348265806364,0.3638969244883206,0.3252094168574591,0.4035348265806364,0.3638969244883206,0.3252094168574591,0.4035348265806364,0.0035170846062626,-0.0002456706068183,0.0075361179090198,0.0591735234906288,0.0478709334970567,0.07236209124659,-0.1193180734269661,-0.1375362894135059,-0.1026413145300908,0.0601445499363373,0.0504906666782147,0.0715000722151356,0.0028510309426637,-0.0006349062973004,0.0064184341127665,0.0028510309426637,-0.0006349062973004,0.0064184341127665
wands,bge_base,20,centroid_4,42994,phase4/results/wands/bge_base_centroid_4_pairs.parquet,4,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.3644020337164174,0.3253730969795074,0.4044243974167746,0.3644020337164174,0.3253730969795074,0.4044243974167746,0.3644020337164174,0.3253730969795074,0.4044243974167746,0.0,0.0,0.0,0.6355979662835828,0.5955756025832253,0.6746269030204924,0.3644020337164174,0.3253730969795074,0.4044243974167746,0.3644020337164174,0.3253730969795074,0.4044243974167746,0.3644020337164174,0.3253730969795074,0.4044243974167746,0.3644020337164174,0.3253730969795074,0.4044243974167746,0.3644020337164174,0.3253730969795074,0.4044243974167746,0.3644020337164174,0.3253730969795074,0.4044243974167746,0.3644020337164174,0.3253730969795074,0.4044243974167746,0.0040221938343593,0.0003827536057413,0.0079310028965969,0.0596786327187255,0.0483151356754278,0.0730370547091413,-0.1193180734269661,-0.1375362894135059,-0.1026413145300908,0.0596394407082406,0.0499183844179719,0.0710566352076127,0.0033561401707604,-0.0001831232669829,0.006946961420341,0.0033561401707604,-0.0001831232669829,0.006946961420341
wands,bge_base,20,max_4,42994,phase4/results/wands/bge_base_max_4_pairs.parquet,4,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.3650897130226155,0.3260870602464994,0.4047191830936206,0.3650897130226155,0.3260870602464994,0.4047191830936206,0.3650897130226155,0.3260870602464994,0.4047191830936206,0.0,0.0,0.0,0.6349102869773845,0.5952808169063791,0.6739129397535006,0.3650897130226155,0.3260870602464994,0.4047191830936206,0.3650897130226155,0.3260870602464994,0.4047191830936206,0.3650897130226155,0.3260870602464994,0.4047191830936206,0.3650897130226155,0.3260870602464994,0.4047191830936206,0.3650897130226155,0.3260870602464994,0.4047191830936206,0.3650897130226155,0.3260870602464994,0.4047191830936206,0.3650897130226155,0.3260870602464994,0.4047191830936206,0.0047098731405575,0.0010026752194174,0.0087598104164265,0.0603663120249237,0.0488373151806259,0.073969105826943,-0.1193180734269661,-0.1375362894135059,-0.1026413145300908,0.0589517614020424,0.0495552383941282,0.0700088929138152,0.0040438194769586,0.0007058255018501,0.007533979599682,0.0040438194769586,0.0007058255018501,0.007533979599682
wands,bge_base,20,centroid_7,42994,phase4/results/wands/bge_base_centroid_7_pairs.parquet,7,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.3635474436631018,0.3247549520924645,0.4038139978238124,0.3635474436631018,0.3247549520924645,0.4038139978238124,0.3635474436631018,0.3247549520924645,0.4038139978238124,0.0,0.0,0.0,0.6364525563368982,0.5961860021761873,0.6752450479075354,0.3635474436631018,0.3247549520924645,0.4038139978238124,0.3635474436631018,0.3247549520924645,0.4038139978238124,0.3635474436631018,0.3247549520924645,0.4038139978238124,0.3635474436631018,0.3247549520924645,0.4038139978238124,0.3635474436631018,0.3247549520924645,0.4038139978238124,0.3635474436631018,0.3247549520924645,0.4038139978238124,0.3635474436631018,0.3247549520924645,0.4038139978238124,0.0031676037810438,-0.0006064515820954,0.007140215052801,0.05882404266541,0.0479671438891695,0.0716142557650197,-0.1193180734269661,-0.1375362894135059,-0.1026413145300908,0.0604940307615561,0.0502428795595431,0.0725136337189482,0.002501550117445,-0.002014115490537,0.0068531075519598,0.002501550117445,-0.002014115490537,0.0068531075519598
wands,bge_base,20,max_7,42994,phase4/results/wands/bge_base_max_7_pairs.parquet,7,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.3646346815284079,0.3258334927610597,0.404525382579931,0.3646346815284079,0.3258334927610597,0.404525382579931,0.3646346815284079,0.3258334927610597,0.404525382579931,0.0,0.0,0.0,0.6353653184715922,0.5954746174200688,0.6741665072389402,0.3646346815284079,0.3258334927610597,0.404525382579931,0.3646346815284079,0.3258334927610597,0.404525382579931,0.3646346815284079,0.3258334927610597,0.404525382579931,0.3646346815284079,0.3258334927610597,0.404525382579931,0.3646346815284079,0.3258334927610597,0.404525382579931,0.3646346815284079,0.3258334927610597,0.404525382579931,0.3646346815284079,0.3258334927610597,0.404525382579931,0.0042548416463498,0.0005955353384069,0.0082111759183588,0.059911280530716,0.0487206148206352,0.0728834333902844,-0.1193180734269661,-0.1375362894135059,-0.1026413145300908,0.0594067928962501,0.0495106565281021,0.0710149348930218,0.003588787982751,-0.0004201647548245,0.0075607812826703,0.003588787982751,-0.0004201647548245,0.0075607812826703
wands,bge_base,100,centroid_2,42994,phase4/results/wands/bge_base_centroid_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.6395577008477499,0.6017386095873831,0.6774854414559411,0.6395577008477499,0.6017386095873831,0.6774854414559411,0.6395577008477499,0.6017386095873831,0.6774854414559411,0.0,0.0,0.0,0.3604422991522502,0.3225145585440588,0.398261390412617,0.6395577008477499,0.6017386095873831,0.6774854414559411,0.6395577008477499,0.6017386095873831,0.6774854414559411,0.6395577008477499,0.6017386095873831,0.6774854414559411,0.6395577008477499,0.6017386095873831,0.6774854414559411,0.6395577008477499,0.6017386095873831,0.6774854414559411,0.6395577008477499,0.6017386095873831,0.6774854414559411,0.6395577008477499,0.6017386095873831,0.6774854414559411,0.0033551321363816,-0.0015063917779946,0.007971869116622,0.0677549547314238,0.0548648789838476,0.0824853344384872,-0.1230487480542734,-0.1429622483562622,-0.1048963900481421,0.0552937933228495,0.0442783274038115,0.0680232119214634,0.0078484945329261,-0.000941978911695,0.0183457064036656,0.0078484945329261,-0.000941978911695,0.0183457064036656
wands,bge_base,100,max_2,42994,phase4/results/wands/bge_base_max_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.6400023385806206,0.602370455407258,0.6779051390022982,0.6400023385806206,0.602370455407258,0.6779051390022982,0.6400023385806206,0.602370455407258,0.6779051390022982,0.0,0.0,0.0,0.3599976614193794,0.3220948609977018,0.3976295445927419,0.6400023385806206,0.602370455407258,0.6779051390022982,0.6400023385806206,0.602370455407258,0.6779051390022982,0.6400023385806206,0.602370455407258,0.6779051390022982,0.6400023385806206,0.602370455407258,0.6779051390022982,0.6400023385806206,0.602370455407258,0.6779051390022982,0.6400023385806206,0.602370455407258,0.6779051390022982,0.6400023385806206,0.602370455407258,0.6779051390022982,0.0037997698692524,-0.0005915926723532,0.0082160097821414,0.0681995924642946,0.0552803582154696,0.0831754079048438,-0.1230487480542734,-0.1429622483562622,-0.1048963900481421,0.0548491555899788,0.0441035980816186,0.0673813748413709,0.0082931322657968,0.0002752513266475,0.0183862913743972,0.0082931322657968,0.0002752513266475,0.0183862913743972
wands,bge_base,100,centroid_4,42994,phase4/results/wands/bge_base_centroid_4_pairs.parquet,4,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.6439382157905591,0.6063197031748158,0.6813905130891313,0.6439382157905591,0.6063197031748158,0.6813905130891313,0.6439382157905591,0.6063197031748158,0.6813905130891313,0.0,0.0,0.0,0.3560617842094409,0.3186094869108685,0.3936802968251842,0.6439382157905591,0.6063197031748158,0.6813905130891313,0.6439382157905591,0.6063197031748158,0.6813905130891313,0.6439382157905591,0.6063197031748158,0.6813905130891313,0.6439382157905591,0.6063197031748158,0.6813905130891313,0.6439382157905591,0.6063197031748158,0.6813905130891313,0.6439382157905591,0.6063197031748158,0.6813905130891313,0.6439382157905591,0.6063197031748158,0.6813905130891313,0.0077356470791909,0.0031869230442879,0.0123898075221867,0.0721354696742331,0.0587714915274609,0.0876610170949742,-0.1230487480542734,-0.1429622483562622,-0.1048963900481421,0.0509132783800403,0.0403688578632331,0.0632922181049594,0.0122290094757353,0.0034370329538139,0.0230340194980983,0.0122290094757353,0.0034370329538139,0.0230340194980983
wands,bge_base,100,max_4,42994,phase4/results/wands/bge_base_max_4_pairs.parquet,4,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.6386098388670182,0.6010446950973748,0.6759624470966782,0.6386098388670182,0.6010446950973748,0.6759624470966782,0.6386098388670182,0.6010446950973748,0.6759624470966782,0.0,0.0,0.0,0.3613901611329818,0.3240375529033218,0.3989553049026251,0.6386098388670182,0.6010446950973748,0.6759624470966782,0.6386098388670182,0.6010446950973748,0.6759624470966782,0.6386098388670182,0.6010446950973748,0.6759624470966782,0.6386098388670182,0.6010446950973748,0.6759624470966782,0.6386098388670182,0.6010446950973748,0.6759624470966782,0.6386098388670182,0.6010446950973748,0.6759624470966782,0.6386098388670182,0.6010446950973748,0.6759624470966782,0.00240727015565,-0.0030439844146107,0.007580676028843,0.0668070927506922,0.0540904561541925,0.0817611679319788,-0.1230487480542734,-0.1429622483562622,-0.1048963900481421,0.0562416553035812,0.0448817188538773,0.0691002238578403,0.0069006325521944,-0.0029104895607025,0.0183778809399987,0.0069006325521944,-0.0029104895607025,0.0183778809399987
