dataset,encoder,method,query_id,K,n_highest,rescued,newly_missed,net,rescued_fraction,missed_fraction,net_fraction
esci_new,bge_base,Original,731,20,2,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,2292,20,6,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,5271,20,9,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,5318,20,10,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,5643,20,8,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,5680,20,6,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,5900,20,2,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,6436,20,2,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,7065,20,6,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,8816,20,8,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,8889,20,5,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,9513,20,16,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,9989,20,7,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,10193,20,10,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,10478,20,14,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,11903,20,9,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,14611,20,2,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,14692,20,10,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,16254,20,3,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,17335,20,7,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,17435,20,2,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,18503,20,5,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,19879,20,4,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,21580,20,2,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,22753,20,5,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,23734,20,2,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,24597,20,2,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,24728,20,12,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,25674,20,5,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,27860,20,6,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,28500,20,10,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,28536,20,7,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,31523,20,10,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,31812,20,10,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,34730,20,9,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,37666,20,8,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,37829,20,11,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,38146,20,4,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,38802,20,15,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,39030,20,26,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,40671,20,24,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,41387,20,34,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,43118,20,5,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,45675,20,8,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,45974,20,11,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,46290,20,15,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,47187,20,14,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,48846,20,14,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,50672,20,3,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,52362,20,12,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,52587,20,24,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,53447,20,9,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,54076,20,8,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,55166,20,6,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,55400,20,2,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,56827,20,14,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,58785,20,10,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,60599,20,4,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,64865,20,2,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,65121,20,1,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,65835,20,2,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,67603,20,9,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,69043,20,11,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,69766,20,12,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,70212,20,9,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,70614,20,14,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,71397,20,10,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,74048,20,29,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,75849,20,15,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,75971,20,4,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,76789,20,33,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,76846,20,6,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,79396,20,3,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,80774,20,3,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,80892,20,5,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,87842,20,11,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,88399,20,12,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,90546,20,4,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,92065,20,1,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,92897,20,4,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,94147,20,1,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,94170,20,27,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,98166,20,8,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,98467,20,3,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,98666,20,14,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,99697,20,13,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,99856,20,15,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,100648,20,6,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,101703,20,30,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,101979,20,4,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,102686,20,4,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,102995,20,13,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,103155,20,1,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,105502,20,11,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,107627,20,32,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,107907,20,14,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,111273,20,6,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,112606,20,3,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,112631,20,15,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,115190,20,6,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,731,50,2,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,2292,50,6,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,5271,50,9,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,5318,50,10,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,5643,50,8,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,5680,50,6,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,5900,50,2,0,0,0,0.0,0.0,0.0
esci_new,bge_base,Original,6436,50,2,0,0,0,0.0,0.0,0.0
