dataset,encoder,method,metric,queries,mean,ci_low,ci_high
esci_new,bge_base,Original,cNDCG@10,100,0.7266475740931339,0.6872344648186952,0.7646684164344564
esci_new,bge_base,Original,Recall@20,100,0.7029536030840543,0.6378702780372657,0.7650253931839093
esci_new,bge_base,Original,Recall@50,100,0.8207442323190296,0.7613354827767924,0.8745434071968617
esci_new,bge_base,Original,Recall@100,100,0.8640310664281252,0.8113400781000045,0.9117234889021654
esci_new,bge_base,Original,Recall@200,100,0.9055210622710623,0.8581370670995669,0.9470106400543902
esci_new,bge_base,Original,Recall@500,100,0.9408019573019573,0.9009910233285232,0.9734473605098605
esci_new,bge_base,Original,Recall@1000,100,0.9604862914862915,0.9239913419913421,0.9893670995670996
esci_new,bge_base,hybrid,cNDCG@10,100,0.7312879782061414,0.6891836403700475,0.7721274764603553
esci_new,bge_base,hybrid,Recall@20,100,0.6996477596618317,0.6363504316669029,0.7623243884662685
esci_new,bge_base,hybrid,Recall@50,100,0.8225600576973549,0.7640451956163765,0.8758178237056217
esci_new,bge_base,hybrid,Recall@100,100,0.8746391715582892,0.8244716985084631,0.9201708925129881
esci_new,bge_base,hybrid,Recall@200,100,0.9151981955952544,0.8685665954551984,0.9549927094147683
esci_new,bge_base,hybrid,Recall@500,100,0.9398969548969549,0.8993824074074075,0.9730841242091243
esci_new,bge_base,hybrid,Recall@1000,100,0.954007104007104,0.9163791486291486,0.9838964951714952
esci_new,bge_base,canonical,cNDCG@10,100,0.7254494688734264,0.6824238949286635,0.7673790523890436
esci_new,bge_base,canonical,Recall@20,100,0.7141971654294168,0.649740578803662,0.7755931310411661
esci_new,bge_base,canonical,Recall@50,100,0.8332944077980844,0.7749261216418386,0.8864761226110489
esci_new,bge_base,canonical,Recall@100,100,0.8747281771877361,0.8207189514835656,0.9229636050632373
esci_new,bge_base,canonical,Recall@200,100,0.8986731694231693,0.8480350589225589,0.9434051226551226
esci_new,bge_base,canonical,Recall@500,100,0.9441211011211011,0.9056992396492397,0.9755411255411255
esci_new,bge_base,canonical,Recall@1000,100,0.9627012987012985,0.9276077922077922,0.990065367965368
esci_new,bge_base,canonical_raw,cNDCG@10,100,0.728353767405084,0.6889718398189706,0.7666102971567338
esci_new,bge_base,canonical_raw,Recall@20,100,0.7111316541996056,0.6470330875218425,0.7721223960768964
esci_new,bge_base,canonical_raw,Recall@50,100,0.8211607532980506,0.761057374310715,0.8748423966587983
esci_new,bge_base,canonical_raw,Recall@100,100,0.8608643997614586,0.8074966064436654,0.9096819237543503
esci_new,bge_base,canonical_raw,Recall@200,100,0.9051401098901098,0.8578003461815962,0.946738986013986
esci_new,bge_base,canonical_raw,Recall@500,100,0.9417110482110482,0.9018817377067376,0.9742337962962964
esci_new,bge_base,canonical_raw,Recall@1000,100,0.9604862914862915,0.9239913419913421,0.9893670995670996
esci_new,bge_base,set_mean,cNDCG@10,100,0.7187803771626429,0.6779112482042012,0.7584490381400809
esci_new,bge_base,set_mean,Recall@20,100,0.6416291315316417,0.5747815046993799,0.7068238005778732
esci_new,bge_base,set_mean,Recall@50,100,0.7804745333876926,0.7158522968238519,0.8398955293934851
esci_new,bge_base,set_mean,Recall@100,100,0.8298840285531461,0.7713081375324023,0.8834900272521595
esci_new,bge_base,set_mean,Recall@200,100,0.8833025565121153,0.8328681874498053,0.927586183903923
esci_new,bge_base,set_mean,Recall@500,100,0.9192774262774264,0.8725095057720058,0.9587359307359307
esci_new,bge_base,set_mean,Recall@1000,100,0.9340049395049396,0.8900679112554113,0.9704126415251416
esci_new,bge_base,rule_appearance,cNDCG@10,100,0.7281117831968943,0.6884140190071769,0.7663535609687744
esci_new,bge_base,rule_appearance,Recall@20,100,0.7105020245699759,0.6466001950508925,0.7717312299445539
esci_new,bge_base,rule_appearance,Recall@50,100,0.8204464675837647,0.7603685629110577,0.8744359606338181
esci_new,bge_base,rule_appearance,Recall@100,100,0.8608643997614586,0.8074966064436654,0.9096819237543503
esci_new,bge_base,rule_appearance,Recall@200,100,0.9051401098901098,0.8578003461815962,0.946738986013986
esci_new,bge_base,rule_appearance,Recall@500,100,0.9417110482110482,0.9018817377067376,0.9742337962962964
esci_new,bge_base,rule_appearance,Recall@1000,100,0.9604862914862915,0.9239913419913421,0.9893670995670996
esci_new,bge_base,BM25,cNDCG@10,100,0.7105553214934583,0.667590631240536,0.7529857594017111
esci_new,bge_base,BM25,Recall@20,100,0.6046483352028483,0.5378556745713249,0.6717752527980151
esci_new,bge_base,BM25,Recall@50,100,0.7104262427105987,0.6422442395839455,0.7772490634788968
esci_new,bge_base,BM25,Recall@100,100,0.7531265534292919,0.6856228348495843,0.8178955799365535
esci_new,bge_base,BM25,Recall@200,100,0.7957169687610866,0.7331934300993123,0.8541561426998927
esci_new,bge_base,BM25,Recall@500,100,0.8400221450662627,0.7846175481925481,0.8915610653915801
esci_new,bge_base,BM25,Recall@1000,100,0.8575013880455057,0.8038941462676757,0.9062259745700922
