dataset,method,K,first_stage_recall,estimated_processing_ms,query_encoding_ms,retrieval_ms,estimated_reranker_ms,scope
wands,Original,20,0.3610458935456568,37.98349095617205,12.28914997773245,8.56144999852404,17.132890979915555,"batch-throughput estimate; y is first-stage recall, not final reranked recall"
wands,Original,50,0.5145930051592701,63.68282742604537,12.28914997773245,8.56144999852404,42.83222744978888,"batch-throughput estimate; y is first-stage recall, not final reranked recall"
wands,Original,100,0.6317092063148237,106.51505487583425,12.28914997773245,8.56144999852404,85.66445489957776,"batch-throughput estimate; y is first-stage recall, not final reranked recall"
wands,Original,200,0.7500195456044453,192.17950977541201,12.28914997773245,8.56144999852404,171.32890979915553,"batch-throughput estimate; y is first-stage recall, not final reranked recall"
wands,Original,500,0.8558287694026598,449.1728744741453,12.28914997773245,8.56144999852404,428.3222744978888,"batch-throughput estimate; y is first-stage recall, not final reranked recall"
wands,Original,1000,0.923243329962242,877.4951489720341,12.28914997773245,8.56144999852404,856.6445489957777,"batch-throughput estimate; y is first-stage recall, not final reranked recall"
wands,hybrid,20,0.3807086931327278,44.597890971850305,12.28914997773245,15.175850014202297,17.132890979915555,"batch-throughput estimate; y is first-stage recall, not final reranked recall"
wands,hybrid,50,0.5464930585762166,70.29722744172363,12.28914997773245,15.175850014202297,42.83222744978888,"batch-throughput estimate; y is first-stage recall, not final reranked recall"
wands,hybrid,100,0.6806395890382446,113.12945489151251,12.28914997773245,15.175850014202297,85.66445489957776,"batch-throughput estimate; y is first-stage recall, not final reranked recall"
wands,hybrid,200,0.7919540885840838,198.79390979109027,12.28914997773245,15.175850014202297,171.32890979915553,"batch-throughput estimate; y is first-stage recall, not final reranked recall"
wands,hybrid,500,0.8815628394640471,455.7872744898236,12.28914997773245,15.175850014202297,428.3222744978888,"batch-throughput estimate; y is first-stage recall, not final reranked recall"
wands,hybrid,1000,0.9381074846423064,884.1095489877124,12.28914997773245,15.175850014202297,856.6445489957777,"batch-throughput estimate; y is first-stage recall, not final reranked recall"
