dataset,encoder,method,metric,queries,mean,ci_low,ci_high
wands,minilm,Original,cNDCG@10,383,0.7761797288079406,0.7517915408647419,0.8003948138573138
wands,minilm,Original,Recall@20,308,0.30808505676265363,0.2713174497822442,0.34618093461244637
wands,minilm,Original,Recall@50,308,0.44977439484011533,0.41017607031062847,0.4897923367507917
wands,minilm,Original,Recall@100,308,0.5788332820924585,0.5410227542821178,0.617327222039517
wands,minilm,Original,Recall@200,308,0.6964051576530873,0.6604451560942558,0.7316592202438759
wands,minilm,Original,Recall@500,308,0.8195876040884219,0.7891961102858954,0.8480913980366225
wands,minilm,Original,Recall@1000,308,0.8859650155488221,0.8604650749454249,0.9092578346534252
wands,minilm,hybrid,cNDCG@10,383,0.8045046621335286,0.7799495036482649,0.8284722644767288
wands,minilm,hybrid,Recall@20,308,0.35858711501648566,0.3197470938837427,0.39787525526952655
wands,minilm,hybrid,Recall@50,308,0.5327650652612815,0.4928963245923152,0.5730482118009546
wands,minilm,hybrid,Recall@100,308,0.6532247963811416,0.6145671016037324,0.6912754903544475
wands,minilm,hybrid,Recall@200,308,0.7704259864047135,0.7360508940489311,0.8034050432131453
wands,minilm,hybrid,Recall@500,308,0.8744317812808737,0.8482093392167649,0.8990920319540254
wands,minilm,hybrid,Recall@1000,308,0.9290452511935408,0.908230391503415,0.9479276575421189
wands,minilm,canonical,cNDCG@10,383,0.7522656794191194,0.727521695407253,0.7765363079471492
wands,minilm,canonical,Recall@20,308,0.26181190621724065,0.22751044071511026,0.2974090303003931
wands,minilm,canonical,Recall@50,308,0.39080923633223885,0.35275479074785854,0.4299026530996381
wands,minilm,canonical,Recall@100,308,0.5197225779150288,0.4787581226612653,0.5611646792228914
wands,minilm,canonical,Recall@200,308,0.6408775237104575,0.602144118693291,0.6801920105318746
wands,minilm,canonical,Recall@500,308,0.76539425016288,0.7307668187835689,0.7994963087472073
wands,minilm,canonical,Recall@1000,308,0.8590783386923665,0.8308744772569528,0.886793768854523
wands,minilm,canonical_raw,cNDCG@10,383,0.7745078283948865,0.7502876034018977,0.7983359464212748
wands,minilm,canonical_raw,Recall@20,308,0.2872268845937019,0.25218268703298613,0.3235602837165707
wands,minilm,canonical_raw,Recall@50,308,0.43224138887293023,0.39338182572955804,0.47135443561017415
wands,minilm,canonical_raw,Recall@100,308,0.5604906636180105,0.5220594267273111,0.5990247702394558
wands,minilm,canonical_raw,Recall@200,308,0.6829803067783048,0.6463660244586406,0.718469461749204
wands,minilm,canonical_raw,Recall@500,308,0.8072345657947894,0.7765283465942664,0.8365835320592565
wands,minilm,canonical_raw,Recall@1000,308,0.8808401251032888,0.8550040700202218,0.9046821049545625
wands,minilm,set_mean,cNDCG@10,383,0.7826565905460204,0.7595422660298373,0.8059447082626408
wands,minilm,set_mean,Recall@20,308,0.315908597875416,0.2788297358991616,0.35386007160771754
wands,minilm,set_mean,Recall@50,308,0.46697843624070157,0.4279948329216448,0.5065815672615444
wands,minilm,set_mean,Recall@100,308,0.588070003289547,0.5491902477650208,0.6269072576859318
wands,minilm,set_mean,Recall@200,308,0.6968989849400544,0.6610382628348729,0.7325043412467832
wands,minilm,set_mean,Recall@500,308,0.8203036124604105,0.7888464239956934,0.8495095035865222
wands,minilm,set_mean,Recall@1000,308,0.8882602054609386,0.8617429726998856,0.9118483617543277
wands,minilm,rule_appearance,cNDCG@10,383,0.7753058035808098,0.7516145344762469,0.7991603106453804
wands,minilm,rule_appearance,Recall@20,308,0.30153458928771715,0.2656350623337728,0.33874721447166883
wands,minilm,rule_appearance,Recall@50,308,0.4474218364462495,0.40849983642389576,0.4869295691008085
wands,minilm,rule_appearance,Recall@100,308,0.5613127531587727,0.52307900900423,0.5998899146025556
wands,minilm,rule_appearance,Recall@200,308,0.6830177045964271,0.6464257839251647,0.7180237055535924
wands,minilm,rule_appearance,Recall@500,308,0.8094716524881194,0.7790421589268685,0.838519236125121
wands,minilm,rule_appearance,Recall@1000,308,0.8820330986035223,0.856503322909415,0.9056886666268626
wands,minilm,BM25,cNDCG@10,383,0.7865260114180598,0.761219824300706,0.8116232007974185
wands,minilm,BM25,Recall@20,308,0.3471985488252357,0.3082671409707786,0.3880519152689504
wands,minilm,BM25,Recall@50,308,0.5092832558931517,0.4682534609926445,0.5510678736526303
wands,minilm,BM25,Recall@100,308,0.6323252253791084,0.5918289665970693,0.6716463503576569
wands,minilm,BM25,Recall@200,308,0.7374122953883209,0.7002253902346042,0.7727585904891799
wands,minilm,BM25,Recall@500,308,0.8401763575070068,0.8090365675271091,0.8689653916755585
wands,minilm,BM25,Recall@1000,308,0.8957348906100934,0.8701463144846063,0.9199978848477082
