product_id,attribute_count,duplicate_atoms,max_tokens_seven,fully_fits
0,90,0,1024,False
1,28,0,450,True
2,38,0,378,True
3,12,0,159,True
4,47,0,494,True
5,49,0,829,False
6,48,0,836,False
7,49,0,576,False
8,19,0,299,True
9,74,0,858,False
10,62,0,532,False
11,56,0,816,False
12,30,0,382,True
13,74,0,969,False
14,32,0,440,True
15,60,0,663,False
16,31,0,534,False
17,27,0,500,True
18,41,0,409,True
19,43,0,444,True
20,41,0,388,True
21,34,0,318,True
22,33,0,279,True
23,34,0,343,True
24,37,0,402,True
25,22,0,259,True
26,58,0,525,False
27,70,0,685,False
28,15,0,200,True
29,19,0,304,True
30,57,0,688,False
31,39,0,354,True
32,35,0,315,True
33,66,0,622,False
34,56,0,544,False
35,72,0,731,False
36,69,0,705,False
37,52,0,496,True
38,21,0,180,True
39,38,0,279,True
40,79,0,679,False
41,58,0,501,True
42,32,0,249,True
43,15,0,158,True
44,39,0,301,True
45,37,0,280,True
46,37,0,286,True
47,38,0,299,True
48,18,0,181,True
49,22,0,243,True
50,41,0,389,True
51,45,0,428,True
52,86,0,732,False
53,71,0,741,False
54,71,0,811,False
55,70,0,761,False
56,77,0,796,False
57,77,0,762,False
58,29,0,351,True
59,77,0,764,False
60,66,0,713,False
61,57,0,637,False
62,46,0,480,True
63,59,0,556,False
64,46,0,448,True
65,76,0,725,False
66,68,0,686,False
67,30,0,404,True
68,23,0,237,True
69,78,0,867,False
70,32,0,334,True
71,89,0,849,False
72,101,0,984,False
73,101,0,983,False
74,109,0,1078,False
75,108,0,1070,False
76,73,0,758,False
77,108,0,1049,False
78,75,0,822,False
79,80,0,863,False
80,61,0,595,False
81,54,0,537,False
82,45,0,455,True
83,37,0,385,True
84,41,0,440,True
85,39,0,411,True
86,44,0,481,True
87,60,0,771,False
88,52,0,686,False
89,53,0,696,False
90,57,0,739,False
91,57,0,739,False
92,59,0,761,False
93,60,0,775,False
94,49,0,737,False
95,102,0,1031,False
96,40,0,294,True
97,35,0,346,True
98,28,0,406,True
99,46,0,616,False
100,44,0,593,False
101,95,0,850,False
102,64,0,529,False
103,58,0,558,False
104,43,0,410,True
105,42,0,441,True
106,24,0,311,True
107,44,0,435,True
108,54,0,566,False
109,45,0,450,True
110,41,0,456,True
111,58,0,573,False
112,58,0,551,False
113,46,0,559,False
114,82,0,938,False
115,29,0,249,True
116,66,0,622,False
117,22,0,182,True
118,58,0,628,False
119,68,0,694,False
120,27,0,335,True
121,82,0,870,False
122,60,0,586,False
123,59,0,554,False
124,65,0,637,False
125,57,0,619,False
126,62,0,619,False
127,27,0,390,True
128,58,0,650,False
129,63,0,622,False
130,57,0,686,False
131,77,0,842,False
132,63,0,846,False
133,78,0,935,False
134,77,0,804,False
135,100,0,960,False
136,77,0,839,False
137,74,0,853,False
138,71,0,823,False
139,64,0,704,False
140,68,0,876,False
141,61,0,744,False
142,77,0,947,False
143,82,0,865,False
144,82,0,863,False
145,82,0,920,False
146,79,0,839,False
147,82,0,871,False
148,82,0,875,False
149,82,0,870,False
150,82,0,895,False
151,81,0,875,False
152,78,0,842,False
153,81,0,877,False
154,75,0,797,False
155,75,0,798,False
156,80,0,872,False
157,79,0,858,False
158,80,0,867,False
159,80,0,869,False
160,78,0,834,False
161,77,0,774,False
162,75,0,769,False
163,74,0,739,False
164,74,0,749,False
165,77,0,776,False
166,63,0,663,False
167,64,0,675,False
168,63,0,811,False
169,74,0,746,False
170,63,0,724,False
171,83,0,801,False
172,83,0,801,False
173,81,0,813,False
174,82,0,807,False
175,84,0,826,False
176,83,0,879,False
177,82,0,873,False
178,82,0,808,False
179,60,0,669,False
180,76,0,854,False
181,17,0,234,True
182,16,0,223,True
183,15,0,235,True
184,21,0,302,True
185,20,0,252,True
186,62,0,759,False
187,65,0,783,False
188,5,0,241,True
189,5,0,227,True
190,38,0,515,False
191,34,0,400,True
192,79,0,967,False
193,15,0,153,True
194,71,0,769,False
195,39,0,328,True
196,40,0,303,True
197,27,0,385,True
198,31,0,336,True
199,33,0,374,True
200,40,0,427,True
201,54,0,552,False
202,37,0,408,True
203,40,0,427,True
204,92,0,758,False
205,95,0,842,False
206,48,0,512,True
207,36,0,401,True
208,50,0,463,True
209,97,0,947,False
210,82,0,750,False
211,67,0,633,False
212,31,0,337,True
213,57,0,666,False
214,42,0,377,True
215,50,0,498,True
216,44,0,520,False
217,35,0,282,True
218,34,0,320,True
219,86,0,961,False
220,44,0,757,False
221,37,0,650,False
222,37,0,704,False
223,52,0,700,False
224,26,0,248,True
225,33,0,288,True
226,14,0,154,True
227,26,0,271,True
228,22,0,220,True
229,62,0,593,False
230,58,0,557,False
231,61,0,713,False
232,60,0,893,False
233,61,0,920,False
234,52,0,650,False
235,59,0,759,False
236,47,0,544,False
237,80,0,928,False
238,40,0,396,True
239,55,0,584,False
240,63,0,694,False
241,81,0,937,False
242,43,0,592,False
243,70,0,584,False
244,49,0,534,False
245,52,0,546,False
246,48,0,487,True
247,41,0,586,False
248,56,0,501,True
249,62,0,600,False
250,36,0,410,True
251,58,0,629,False
252,27,0,296,True
253,58,0,653,False
254,65,0,673,False
255,103,0,1027,False
256,101,0,986,False
257,102,0,991,False
258,88,0,886,False
259,84,0,810,False
260,39,0,484,True
261,55,0,671,False
262,46,0,437,True
263,48,0,511,True
264,46,0,487,True
265,45,0,477,True
266,45,0,487,True
267,44,0,490,True
268,40,0,484,True
269,38,0,426,True
270,40,0,435,True
271,39,0,425,True
272,39,0,425,True
273,39,0,425,True
274,39,0,425,True
275,41,0,402,True
276,42,0,421,True
277,52,0,1126,False
278,41,0,468,True
279,42,0,502,True
280,17,0,179,True
281,17,0,203,True
282,52,0,476,True
283,42,0,398,True
284,103,0,968,False
285,5,0,105,True
286,32,0,308,True
287,63,0,712,False
288,99,0,1063,False
289,75,0,779,False
290,62,0,553,False
291,70,0,651,False
292,85,0,838,False
293,108,0,1164,False
294,62,0,569,False
295,62,0,556,False
296,63,0,586,False
297,63,0,549,False
298,61,0,559,False
299,63,0,583,False
300,69,0,702,False
301,61,0,638,False
302,50,0,489,True
303,64,0,734,False
304,63,0,737,False
305,69,0,700,False
306,60,0,666,False
307,67,0,568,False
308,100,0,1040,False
309,74,0,815,False
310,72,0,683,False
311,84,0,875,False
312,27,0,264,True
313,26,0,265,True
314,24,0,250,True
315,26,0,265,True
316,27,0,303,True
317,27,0,278,True
318,70,0,736,False
319,20,0,366,True
320,25,0,439,True
321,113,0,1091,False
322,26,0,296,True
323,70,0,724,False
324,58,0,648,False
325,75,0,792,False
326,62,0,737,False
327,14,0,138,True
328,28,0,283,True
329,52,0,781,False
330,57,0,725,False
331,74,0,683,False
332,58,0,548,False
333,25,0,321,True
334,49,0,400,True
335,57,0,523,False
336,24,0,228,True
337,60,0,667,False
338,61,0,679,False
339,69,0,753,False
340,49,0,563,False
341,71,0,746,False
342,49,0,513,False
343,28,0,282,True
344,45,0,527,False
345,19,0,279,True
346,15,0,183,True
347,41,0,436,True
348,67,0,665,False
349,35,0,366,True
350,54,0,622,False
351,95,0,1065,False
352,93,0,1037,False
353,121,0,1242,False
354,87,0,992,False
355,85,0,922,False
356,88,0,955,False
357,59,0,807,False
358,55,0,586,False
359,95,0,1056,False
360,94,0,1045,False
361,86,0,950,False
362,96,0,1061,False
363,89,0,966,False
364,89,0,993,False
365,88,0,986,False
366,91,0,999,False
367,94,0,1030,False
368,89,0,990,False
369,46,0,565,False
370,59,0,709,False
371,86,0,956,False
372,116,1,1238,False
373,86,0,961,False
374,61,0,681,False
375,104,0,1144,False
376,79,0,807,False
377,86,0,895,False
378,89,0,985,False
379,93,0,1008,False
380,97,0,1113,False
381,119,0,1249,False
382,90,0,1017,False
383,90,0,993,False
384,28,0,324,True
385,69,0,746,False
386,64,0,622,False
387,75,0,762,False
388,54,0,497,True
389,60,0,688,False
390,83,0,856,False
391,85,0,835,False
392,83,0,857,False
393,50,0,568,False
394,47,0,520,False
395,63,0,799,False
396,60,0,536,False
397,99,0,916,False
398,46,0,515,False
399,61,0,644,False
400,62,0,701,False
401,74,0,846,False
402,84,0,835,False
403,60,0,713,False
404,28,0,250,True
405,19,0,232,True
406,21,0,262,True
407,20,0,322,True
408,41,0,619,False
409,31,0,289,True
410,30,0,380,True
411,40,0,634,False
412,33,0,377,True
413,47,0,533,False
414,33,0,476,True
415,65,0,809,False
416,33,0,291,True
417,66,0,782,False
418,52,0,623,False
419,28,0,228,True
420,19,0,212,True
421,31,0,383,True
422,21,0,441,True
423,18,0,283,True
424,37,0,507,True
425,44,0,502,True
426,23,0,306,True
427,17,0,248,True
428,16,0,227,True
429,16,0,225,True
430,15,0,217,True
431,23,0,441,True
432,36,0,480,True
433,33,0,368,True
434,23,0,303,True
435,37,0,449,True
436,26,0,279,True
437,35,0,430,True
438,38,0,614,False
439,45,0,595,False
440,40,0,460,True
441,56,0,607,False
442,58,0,730,False
443,39,0,403,True
444,75,0,748,False
445,100,0,1026,False
446,41,0,373,True
447,74,0,834,False
448,46,0,550,False
449,34,0,394,True
450,67,0,827,False
451,79,0,842,False
452,48,0,543,False
453,91,0,898,False
454,74,0,718,False
455,74,0,717,False
456,64,0,697,False
457,57,1,523,False
458,59,1,547,False
459,42,0,456,True
460,40,0,430,True
461,42,0,475,True
462,38,0,386,True
463,40,0,399,True
464,39,0,395,True
465,47,0,532,False
466,95,0,1043,False
467,64,0,738,False
468,85,0,929,False
469,81,0,795,False
470,69,0,791,False
471,67,0,646,False
472,49,0,559,False
473,17,0,251,True
474,96,0,1081,False
475,76,0,685,False
476,94,0,883,False
477,32,0,385,True
478,89,0,875,False
479,33,0,367,True
480,45,0,731,False
481,66,0,669,False
482,83,0,815,False
483,108,1,1215,False
484,120,0,1296,False
485,99,0,1101,False
486,89,0,902,False
487,89,0,909,False
488,32,0,507,True
489,133,0,1408,False
490,14,0,132,True
491,97,0,1043,False
492,101,0,1088,False
493,35,0,463,True
494,74,0,750,False
495,40,0,438,True
496,33,0,557,False
497,64,0,499,True
498,72,0,737,False
499,62,0,651,False
500,79,0,700,False
501,89,0,801,False
502,69,0,668,False
503,46,0,437,True
504,95,0,1035,False
505,75,0,788,False
506,66,0,691,False
507,73,0,803,False
508,40,0,468,True
509,28,0,468,True
510,49,0,585,False
511,65,0,859,False
512,48,0,555,False
513,33,0,448,True
514,42,0,461,True
515,42,0,456,True
516,83,0,883,False
517,88,0,1018,False
518,35,0,321,True
519,21,0,253,True
520,23,0,248,True
521,24,0,272,True
522,40,0,426,True
523,22,0,323,True
524,28,0,252,True
525,30,0,258,True
526,29,0,407,True
527,26,0,260,True
528,35,0,488,True
529,41,0,420,True
530,47,0,443,True
531,45,0,421,True
532,45,0,427,True
533,43,0,457,True
534,46,0,473,True
535,46,0,506,True
536,47,0,529,False
537,82,0,769,False
538,18,0,183,True
539,43,0,588,False
540,50,0,610,False
541,51,0,581,False
542,43,0,476,True
543,89,0,889,False
544,16,0,225,True
545,28,0,428,True
546,42,0,347,True
547,43,0,569,False
548,54,0,608,False
549,43,0,490,True
550,87,0,767,False
551,34,0,427,True
552,58,0,623,False
553,77,0,792,False
554,26,0,334,True
555,49,0,618,False
556,32,0,356,True
557,64,0,1094,False
558,61,0,644,False
559,91,0,929,False
560,59,0,603,False
561,63,0,602,False
562,95,0,1048,False
563,39,0,490,True
564,60,0,725,False
565,43,0,526,False
566,43,0,446,True
567,63,0,688,False
568,63,0,763,False
569,58,0,674,False
570,52,0,514,False
571,36,0,456,True
572,16,0,232,True
573,35,0,418,True
574,25,0,338,True
575,58,0,639,False
576,20,0,230,True
577,34,0,418,True
578,52,0,627,False
579,83,0,952,False
580,94,0,1110,False
581,51,0,613,False
582,78,0,882,False
583,85,0,1053,False
584,56,0,577,False
585,52,0,840,False
586,73,0,830,False
587,28,0,330,True
588,29,0,382,True
589,30,0,386,True
590,35,0,429,True
591,42,0,444,True
592,25,0,372,True
593,24,0,311,True
594,23,0,331,True
595,68,0,635,False
596,64,0,674,False
597,70,0,713,False
598,35,0,568,False
599,44,0,614,False
600,43,0,603,False
601,67,0,740,False
602,65,0,690,False
603,55,0,541,False
604,64,0,686,False
605,64,0,529,False
606,62,0,675,False
607,59,0,641,False
608,62,0,665,False
609,102,0,1019,False
610,64,0,669,False
611,33,0,343,True
612,100,0,931,False
613,62,0,580,False
614,21,0,266,True
615,21,0,258,True
616,21,0,256,True
617,21,0,258,True
618,21,0,268,True
619,23,0,310,True
620,24,0,313,True
621,24,0,313,True
622,21,0,256,True
623,21,0,256,True
624,21,0,252,True
625,21,0,254,True
626,23,0,275,True
627,25,0,278,True
628,24,0,340,True
629,20,0,196,True
630,17,0,234,True
631,63,0,505,True
632,47,0,405,True
633,26,0,358,True
634,13,0,134,True
635,56,0,634,False
636,45,0,438,True
637,85,0,937,False
638,71,0,701,False
639,67,0,700,False
640,82,0,794,False
641,84,0,923,False
642,84,0,890,False
643,59,0,550,False
644,59,0,520,False
645,42,0,387,True
646,62,0,556,False
647,77,0,645,False
648,28,0,269,True
649,59,0,500,True
650,59,0,495,True
651,42,0,458,True
652,31,0,414,True
653,20,0,297,True
654,27,0,351,True
655,68,0,673,False
656,67,0,654,False
657,67,0,657,False
658,59,0,580,False
659,84,0,817,False
660,47,0,694,False
661,41,0,616,False
662,40,0,609,False
663,62,0,611,False
664,117,0,1211,False
665,115,0,1194,False
666,29,0,270,True
667,62,0,887,False
668,40,0,664,False
669,35,0,350,True
670,21,0,333,True
671,23,0,210,True
672,24,0,217,True
673,48,0,575,False
674,48,0,570,False
675,52,0,610,False
676,48,0,576,False
677,47,0,565,False
678,14,0,154,True
679,54,0,615,False
680,54,0,608,False
681,27,0,242,True
682,34,0,435,True
683,56,0,580,False
684,49,0,517,False
685,60,0,587,False
686,52,0,496,True
687,54,0,521,False
688,55,0,539,False
689,69,0,579,False
690,60,0,691,False
691,19,0,180,True
692,17,0,216,True
693,17,0,213,True
694,30,0,234,True
695,29,0,337,True
696,39,0,378,True
697,40,0,396,True
698,52,0,584,False
699,80,0,744,False
700,77,0,668,False
701,57,0,495,True
702,60,0,584,False
703,61,0,589,False
704,49,0,472,True
705,63,0,570,False
706,65,0,597,False
707,57,0,570,False
708,66,0,617,False
709,63,0,655,False
710,71,0,748,False
711,73,0,770,False
712,72,0,752,False
713,72,0,758,False
714,73,0,774,False
715,68,0,739,False
716,96,0,1035,False
717,47,0,545,False
718,86,0,858,False
719,70,0,561,False
720,65,0,561,False
721,69,0,700,False
722,73,0,686,False
723,67,0,749,False
724,43,0,509,True
725,79,0,763,False
726,53,0,505,True
727,73,0,761,False
728,72,0,747,False
729,88,0,957,False
730,90,0,997,False
731,83,0,929,False
732,88,0,970,False
733,89,0,977,False
734,88,0,971,False
735,75,0,758,False
736,97,0,1120,False
737,77,0,822,False
738,96,0,1202,False
739,95,0,1197,False
740,42,0,448,True
741,88,0,821,False
742,54,0,499,True
