dataset,method,repeat,query_id,score_ms,sort_ms,retrieval_ms,vector_bytes,lexical_sparse_bytes,vectors_per_product
wands,Original,1,0,4.856199957430363,4.025200032629073,8.881399990059435,132077568,0,1
wands,Original,1,1,5.454900092445314,4.068799898959696,9.52369999140501,132077568,0,1
wands,Original,1,2,5.799600039608777,3.9544999599456787,9.754099999554455,132077568,0,1
wands,Original,1,3,5.212399992160499,3.8487999700009823,9.061199962161481,132077568,0,1
wands,Original,1,4,4.476899979636073,3.828700049780309,8.305600029416382,132077568,0,1
wands,Original,1,5,5.020500044338405,3.9624000201001763,8.982900064438581,132077568,0,1
wands,Original,1,6,5.096100037917495,3.8825999945402145,8.97870003245771,132077568,0,1
wands,Original,1,7,4.82280005235225,4.039700026623905,8.862500078976154,132077568,0,1
wands,Original,1,8,5.113999941386282,4.040200030431151,9.154199971817434,132077568,0,1
wands,Original,1,9,4.638000042177737,4.015999962575734,8.65400000475347,132077568,0,1
wands,Original,1,10,4.704799968749285,3.7063000490888953,8.41110001783818,132077568,0,1
wands,Original,1,11,4.15289995726198,3.8568000309169292,8.009699988178909,132077568,0,1
wands,Original,1,12,5.540799931623042,3.8092000177130103,9.349999949336052,132077568,0,1
wands,Original,1,13,4.752699984237552,3.909399965777993,8.662099950015545,132077568,0,1
wands,Original,1,14,4.472499946132302,3.845999948680401,8.318499894812703,132077568,0,1
wands,Original,1,15,4.989100038073957,3.72340006288141,8.712500100955367,132077568,0,1
wands,Original,1,16,4.415300092659891,4.07119991723448,8.486500009894371,132077568,0,1
wands,Original,1,17,6.141799967736006,3.910499974153936,10.052299941889942,132077568,0,1
wands,Original,1,18,4.358200007118285,3.928599995560944,8.286800002679229,132077568,0,1
wands,Original,1,19,4.776400048285723,3.9914000080898404,8.767800056375563,132077568,0,1
wands,Original,1,20,4.2724000522866845,4.036300000734627,8.308700053021312,132077568,0,1
wands,Original,1,21,5.689800018444657,3.8653999799862504,9.555199998430908,132077568,0,1
wands,Original,1,22,4.366599954664707,3.8899999344721437,8.25659988913685,132077568,0,1
wands,Original,1,23,4.5972999650985,3.8154999492689967,8.412799914367497,132077568,0,1
wands,Original,1,24,4.807500052265823,3.796100034378469,8.603600086644292,132077568,0,1
wands,Original,1,25,4.876499995589256,4.031899967230856,8.908399962820113,132077568,0,1
wands,Original,1,26,5.206999951042235,3.9598000003024936,9.166799951344728,132077568,0,1
wands,Original,1,27,4.657200071960688,4.807799938134849,9.465000010095537,132077568,0,1
wands,Original,1,28,5.114799947477877,3.839800017885864,8.954599965363741,132077568,0,1
wands,Original,1,29,5.543799954466522,3.8505999837070704,9.394399938173592,132077568,0,1
wands,Original,1,30,4.621800035238266,4.01799997780472,8.639800013042986,132077568,0,1
wands,Original,1,31,5.027399980463088,4.093099967576563,9.120499948039651,132077568,0,1
wands,Original,1,32,4.706399980932474,4.02410002425313,8.730500005185604,132077568,0,1
wands,Original,1,33,4.625299945473671,3.7891999818384647,8.414499927312136,132077568,0,1
wands,Original,1,34,4.979399964213371,3.795500029809773,8.774899994023144,132077568,0,1
wands,Original,1,35,4.603100009262562,3.9030000334605575,8.50610004272312,132077568,0,1
wands,Original,1,36,4.767499980516732,3.8879000348970294,8.655400015413761,132077568,0,1
wands,Original,1,37,4.897800041362643,3.9047999307513237,8.802599972113967,132077568,0,1
wands,Original,1,38,4.489699960686266,3.7447999930009246,8.234499953687191,132077568,0,1
wands,Original,1,39,4.5544999884441495,4.038800019770861,8.59330000821501,132077568,0,1
wands,Original,1,40,4.408200038596988,3.77660000231117,8.184800040908158,132077568,0,1
wands,Original,1,41,4.300900036469102,3.8756999420002103,8.176599978469312,132077568,0,1
wands,Original,1,42,4.680000012740493,3.8693000096827745,8.549300022423267,132077568,0,1
wands,Original,1,43,4.664699896238744,3.8608000613749027,8.525499957613647,132077568,0,1
wands,Original,1,44,4.28190000820905,3.8198999827727675,8.101799990981817,132077568,0,1
wands,Original,1,45,4.444999969564378,3.7770000053569674,8.221999974921346,132077568,0,1
wands,Original,1,46,4.225900047458708,3.9165999041870236,8.142499951645732,132077568,0,1
wands,Original,1,47,4.170799977146089,3.84640006814152,8.017200045287609,132077568,0,1
wands,Original,1,48,4.077799967490137,4.004999995231628,8.082799962721765,132077568,0,1
wands,Original,1,49,4.8448999878019094,3.866799990646541,8.71169997844845,132077568,0,1
wands,Original,2,0,4.274899954907596,3.8161000702530146,8.09100002516061,132077568,0,1
wands,Original,2,1,4.280699999071658,4.042399930767715,8.323099929839373,132077568,0,1
wands,Original,2,2,4.886100068688393,4.126799991354346,9.012900060042739,132077568,0,1
wands,Original,2,3,4.2990000220015645,4.17820003349334,8.477200055494905,132077568,0,1
wands,Original,2,4,4.108899971470237,3.890500054694712,7.999400026164949,132077568,0,1
wands,Original,2,5,4.348300048150122,4.093799972906709,8.44210002105683,132077568,0,1
wands,Original,2,6,4.211900057271123,3.826900036074221,8.038800093345344,132077568,0,1
wands,Original,2,7,4.122100071981549,4.036400001496077,8.158500073477626,132077568,0,1
wands,Original,2,8,3.957900102250278,3.7466000067070127,7.704500108957291,132077568,0,1
wands,Original,2,9,4.462399985641241,3.7318000104278326,8.194199996069074,132077568,0,1
wands,Original,2,10,3.986199968494475,3.709999960847199,7.696199929341674,132077568,0,1
wands,Original,2,11,5.311599932610989,3.9770000148564577,9.288599947467446,132077568,0,1
wands,Original,2,12,4.573500016704202,4.0210000006482005,8.594500017352402,132077568,0,1
wands,Original,2,13,4.5285000232979655,3.9099000860005617,8.438400109298527,132077568,0,1
wands,Original,2,14,4.281600005924702,3.9233999559655786,8.20499996189028,132077568,0,1
wands,Original,2,15,4.362299921922386,3.7573000881820917,8.119600010104477,132077568,0,1
wands,Original,2,16,4.3400999857112765,4.056400037370622,8.396500023081899,132077568,0,1
wands,Original,2,17,4.358999896794558,3.763000015169382,8.12199991196394,132077568,0,1
wands,Original,2,18,4.3252999894320965,3.7312000058591366,8.056499995291233,132077568,0,1
wands,Original,2,19,4.320099949836731,3.776300000026822,8.096399949863553,132077568,0,1
wands,Original,2,20,4.5039999531582,3.8044999819248915,8.308499935083091,132077568,0,1
wands,Original,2,21,4.681500024162233,3.778700018301606,8.460200042463839,132077568,0,1
wands,Original,2,22,4.428099957294762,3.7465000059455633,8.174599963240325,132077568,0,1
wands,Original,2,23,4.331200034357607,3.7629000144079328,8.09410004876554,132077568,0,1
wands,Original,2,24,4.826499964110553,3.7591999862343073,8.58569995034486,132077568,0,1
wands,Original,2,25,4.77959995623678,3.8929999573156238,8.672599913552403,132077568,0,1
wands,Original,2,26,4.343499895185232,3.7666000425815582,8.11009993776679,132077568,0,1
wands,Original,2,27,4.184199962764978,3.7212000461295247,7.905400008894503,132077568,0,1
wands,Original,2,28,4.111299989745021,3.8113000337034464,7.922600023448467,132077568,0,1
wands,Original,2,29,7.800800027325749,3.963500028476119,11.764300055801868,132077568,0,1
wands,Original,2,30,5.411999998614192,4.319399944506586,9.731399943120778,132077568,0,1
wands,Original,2,31,5.473700002767146,4.365300061181188,9.839000063948333,132077568,0,1
wands,Original,2,32,5.705100018531084,3.701399895362556,9.40649991389364,132077568,0,1
wands,Original,2,33,4.11440001334995,3.693699953146279,7.808099966496229,132077568,0,1
wands,Original,2,34,5.278700031340122,3.9275999879464507,9.206300019286573,132077568,0,1
wands,Original,2,35,4.609299940057099,3.9422999834641814,8.55159992352128,132077568,0,1
wands,Original,2,36,4.772500018589199,3.906399942934513,8.678899961523712,132077568,0,1
wands,Original,2,37,4.367000074125826,3.881499986164272,8.248500060290098,132077568,0,1
wands,Original,2,38,5.356400040909648,3.9016000228002667,9.258000063709915,132077568,0,1
wands,Original,2,39,5.358099937438965,3.8250000216066837,9.183099959045649,132077568,0,1
wands,Original,2,40,4.66870004311204,3.78989998716861,8.45860003028065,132077568,0,1
wands,Original,2,41,5.34699996933341,3.832200076431036,9.179200045764446,132077568,0,1
wands,Original,2,42,4.791200044564903,4.48769994545728,9.278899990022182,132077568,0,1
wands,Original,2,43,5.012999987229705,4.281700006686151,9.294699993915856,132077568,0,1
wands,Original,2,44,4.949600086547434,3.865299979224801,8.814900065772235,132077568,0,1
wands,Original,2,45,4.441299941390753,3.8400000194087625,8.281299960799515,132077568,0,1
wands,Original,2,46,4.995199968107045,3.9160000160336494,8.911199984140694,132077568,0,1
wands,Original,2,47,4.8738999757915735,4.0571000427007675,8.931000018492341,132077568,0,1
wands,Original,2,48,4.493199987336993,3.9585999911651015,8.451799978502095,132077568,0,1
wands,Original,2,49,4.610799951478839,4.000200075097382,8.611000026576221,132077568,0,1
wands,Original,3,0,5.206799949519336,3.848800086416304,9.05560003593564,132077568,0,1
wands,Original,3,1,5.321300006471574,3.7921000039204955,9.11340001039207,132077568,0,1
wands,Original,3,2,4.831800004467368,4.116200027056038,8.948000031523407,132077568,0,1
wands,Original,3,3,5.633499938994646,4.217300098389387,9.850800037384033,132077568,0,1
wands,Original,3,4,5.811300012283027,3.8877000333741307,9.699000045657158,132077568,0,1
wands,Original,3,5,5.560800083912909,3.9930999046191573,9.553899988532066,132077568,0,1
wands,Original,3,6,6.579000037163496,4.016099963337183,10.595100000500679,132077568,0,1
wands,Original,3,7,5.108200013637543,4.016399965621531,9.124599979259074,132077568,0,1
wands,Original,3,8,5.253400071524084,4.304399946704507,9.55780001822859,132077568,0,1
wands,Original,3,9,5.415600026026368,4.415699979290366,9.831300005316734,132077568,0,1
wands,Original,3,10,4.760099924169481,4.1145000141114,8.87459993828088,132077568,0,1
wands,Original,3,11,4.662399995140731,3.917300025932491,8.579700021073222,132077568,0,1
