query_id,candidates,NDCG@10,ERecall@10,VI@10_query_macro,NDCG@20,ERecall@20,VI@20_query_macro,NDCG@50,ERecall@50,VI@50_query_macro
165,40,0.3478570944939549,0.5,0.5,0.43019583662801086,0.6666666666666666,0.16666666666666666,0.5490143420152606,1.0,0.0
433,40,0.1142953579830012,0.14285714285714285,0.14285714285714285,0.2577538716495723,0.42857142857142855,0.0,0.4834987219523956,1.0,0.0
500,40,0.8052674711861245,0.36363636363636365,0.45454545454545453,0.8406036416870671,0.7727272727272727,0.13636363636363635,0.9334201803119097,1.0,0.0
541,16,0.6948246481139794,0.5714285714285714,0.14285714285714285,0.9076226563025087,1.0,0.0,0.9076226563025087,1.0,0.0
598,39,0.4491127691454087,0.2857142857142857,0.0,0.5301225298439015,0.5714285714285714,0.2857142857142857,0.7593748127668198,1.0,0.0
600,39,0.862526180565181,0.34615384615384615,0.11538461538461539,0.8444534266644009,0.6538461538461539,0.07692307692307693,0.9386075387478744,1.0,0.0
602,10,0.5558263241575514,1.0,0.0,0.5558263241575514,1.0,0.0,0.5558263241575514,1.0,0.0
622,40,0.692428673707618,0.23076923076923078,0.11538461538461539,0.6256977641910866,0.4230769230769231,0.23076923076923078,0.8909981153451119,1.0,0.0
637,16,0.7191245710479386,0.6153846153846154,0.3076923076923077,0.8539769718017803,1.0,0.0,0.8539769718017803,1.0,0.0
861,40,0.32999615767882007,0.16666666666666666,0.08333333333333333,0.421903233421929,0.4166666666666667,0.20833333333333334,0.7254374167176808,1.0,0.0
933,16,0.23627530732401175,0.25,0.0,0.524324798732173,1.0,0.0,0.524324798732173,1.0,0.0
978,16,0.6464942881695721,0.5833333333333334,0.08333333333333333,0.8308655352483085,1.0,0.0,0.8308655352483085,1.0,0.0
1210,35,0.2190034686280092,0.5,0.0,0.36252479047268854,1.0,0.0,0.3637554001087088,1.0,0.0
1293,39,0.3311383001589087,0.3,0.0,0.38667425811353445,0.4,0.2,0.6546410393338089,1.0,0.0
1310,40,0.18437673220009346,0.0,0.0,0.22308949096568118,0.0,1.0,0.4732428001117281,1.0,0.0
1458,39,0.8357804136936722,0.5333333333333333,0.0,0.8134184261375781,0.8,0.06666666666666667,0.9227936845299135,1.0,0.0
1476,40,0.6394406944366077,0.35294117647058826,0.17647058823529413,0.6626542790462785,0.6470588235294118,0.17647058823529413,0.8599881229876737,1.0,0.0
1530,40,0.2730618297713328,0.17647058823529413,0.11764705882352941,0.46561354485411377,0.5882352941176471,0.17647058823529413,0.6912534187852277,1.0,0.0
1659,40,0.5954219489992271,0.6,0.0,0.5930103676540802,0.6,0.0,0.749895843985489,1.0,0.0
1816,16,0.5838276555272331,1.0,0.0,0.5957295289271783,1.0,0.0,0.5957295289271783,1.0,0.0
2286,39,0.42267106584821096,0.3076923076923077,0.0,0.5930072138855942,0.6923076923076923,0.23076923076923078,0.7510948173244211,1.0,0.0
2390,16,0.21529530127038102,0.5,0.0,0.39683416913207525,1.0,0.0,0.39683416913207525,1.0,0.0
2692,16,0.5886020890202132,0.7142857142857143,0.0,0.7260883165513273,1.0,0.0,0.7260883165513273,1.0,0.0
2855,40,0.4784373414478124,0.7142857142857143,0.14285714285714285,0.6083199609212924,1.0,0.0,0.6163168123659876,1.0,0.0
