query_id,candidates,NDCG@10,ERecall@10,VI@10_query_macro,NDCG@20,ERecall@20,VI@20_query_macro,NDCG@50,ERecall@50,VI@50_query_macro
165,40,0.4646903114256419,0.6666666666666666,0.0,0.5419920625794878,0.8333333333333334,0.0,0.6014557023857796,1.0,0.0
433,40,0.2592601320701069,0.2857142857142857,0.14285714285714285,0.4016772706741666,0.5714285714285714,0.14285714285714285,0.5778865873871747,1.0,0.0
500,40,0.862526180565181,0.4090909090909091,0.22727272727272727,0.8767327113198452,0.8181818181818182,0.09090909090909091,0.9355768895862876,1.0,0.0
541,16,0.6373582054646891,0.5714285714285714,0.0,0.8480721708944818,1.0,0.0,0.8480721708944818,1.0,0.0
598,39,0.45449858048157227,0.35714285714285715,0.07142857142857142,0.5011435692071545,0.5714285714285714,0.07142857142857142,0.7269451199505865,1.0,0.0
600,39,0.9061595192741448,0.34615384615384615,0.0,0.8622127696067619,0.6538461538461539,0.0,0.9525101195053773,1.0,0.0
602,10,0.5422735117344608,1.0,0.0,0.5422735117344608,1.0,0.0,0.5422735117344608,1.0,0.0
622,40,0.4856093532242834,0.23076923076923078,0.038461538461538464,0.5733841008727809,0.5,0.07692307692307693,0.7965110549693668,1.0,0.0
637,16,0.8586328074042242,0.6153846153846154,0.15384615384615385,0.9726613775838724,1.0,0.0,0.9726613775838724,1.0,0.0
861,40,0.09888471947311668,0.041666666666666664,0.041666666666666664,0.2750495028752566,0.2916666666666667,0.16666666666666666,0.6759363081477961,1.0,0.0
933,16,0.5531399118381796,0.5,0.0,0.7507232836614021,1.0,0.0,0.7507232836614021,1.0,0.0
978,16,0.7447033796761523,0.5833333333333334,0.0,0.9218021186288715,1.0,0.0,0.9218021186288715,1.0,0.0
1210,35,0.3877061302720891,0.5,0.0,0.3877061302720891,0.5,0.0,0.5237504585312894,1.0,0.0
1293,39,0.11453257252442076,0.1,0.1,0.23040086467585666,0.3,0.2,0.5440860728834217,1.0,0.0
1310,40,0.15435267555440116,0.0,0.0,0.37382134041053056,1.0,0.0,0.48833002502906125,1.0,0.0
1458,39,0.694765116060299,0.5333333333333333,0.13333333333333333,0.7100214870911106,0.8,0.0,0.8218918445881377,1.0,0.0
1476,40,0.7154268398954903,0.35294117647058826,0.0,0.6602196821313225,0.5882352941176471,0.0,0.887050611962359,1.0,0.0
1530,40,0.7293518884704697,0.35294117647058826,0.0,0.7112204217757098,0.6470588235294118,0.0,0.9102402018608584,1.0,0.0
1659,40,0.5506863341950768,0.6,0.0,0.5565569621627614,0.6,0.0,0.7074439107591524,1.0,0.0
1816,16,0.014241913118177383,0.0,0.0,0.41155226644895226,1.0,0.0,0.41155226644895226,1.0,0.0
2286,39,0.4924013878423087,0.3076923076923077,0.0,0.744475653383663,0.8461538461538461,0.15384615384615385,0.8242364024474356,1.0,0.0
2390,16,0.04443943538962297,0.0,0.0,0.37472572086009154,1.0,0.0,0.37472572086009154,1.0,0.0
2692,16,0.44747016530899203,0.7142857142857143,0.14285714285714285,0.5888782617002692,1.0,0.0,0.5888782617002692,1.0,0.0
2855,40,0.7856270913316702,0.7142857142857143,0.0,0.847983844840433,0.8571428571428571,0.0,0.9064102743321875,1.0,0.0
3012,17,0.3868839681418561,0.6,0.6,0.5714266036070669,1.0,0.0,0.5714266036070669,1.0,0.0
3492,15,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
3494,16,0.6983801521959361,0.6363636363636364,0.18181818181818182,0.8739449612535967,1.0,0.0,0.8739449612535967,1.0,0.0
3986,16,0.875023800513801,0.6428571428571429,0.14285714285714285,0.9331796437195291,1.0,0.0,0.9331796437195291,1.0,0.0
4299,16,0.4556588443449323,1.0,0.0,0.46375067518897795,1.0,0.0,0.46375067518897795,1.0,0.0
4321,32,0.24494309581265183,0.2,0.0,0.500769345740998,0.8,0.0,0.5720630326167375,1.0,0.0
4860,16,0.630835246424375,1.0,0.0,0.6458338383971465,1.0,0.0,0.6458338383971465,1.0,0.0
4956,16,0.7434265962580807,0.7142857142857143,0.0,0.8955190622966379,1.0,0.0,0.8955190622966379,1.0,0.0
5079,16,0.3534816799500095,0.4,0.0,0.6949718145594683,1.0,0.0,0.6949718145594683,1.0,0.0
5094,16,0.7906642236767398,0.6363636363636364,0.0,0.9536418030138586,1.0,0.0,0.9536418030138586,1.0,0.0
5419,16,0.6565320411090328,0.6,0.4,0.8407768089805862,1.0,0.0,0.8407768089805862,1.0,0.0
5787,13,0.9195423961796817,1.0,0.0,0.9195423961796817,1.0,0.0,0.9195423961796817,1.0,0.0
5921,17,0.6974197706720918,1.0,0.0,0.6974197706720918,1.0,0.0,0.6974197706720918,1.0,0.0
6138,15,0.5488236938055158,1.0,0.0,0.5515658103735399,1.0,0.0,0.5515658103735399,1.0,0.0
6685,16,0.5648111514242792,0.75,0.0,0.6986888322777006,1.0,0.0,0.6986888322777006,1.0,0.0
7034,15,0.413758108453865,1.0,0.0,0.4211253884993912,1.0,0.0,0.4211253884993912,1.0,0.0
7126,14,0.9806216120774026,1.0,0.0,0.9806255840895117,1.0,0.0,0.9806255840895117,1.0,0.0
7303,16,0.7570839376718662,0.5833333333333334,0.0,0.9337307917678473,1.0,0.0,0.9337307917678473,1.0,0.0
7340,16,0.6024230626237375,1.0,0.0,0.6061301524567633,1.0,0.0,0.6061301524567633,1.0,0.0
7545,16,0.684394013374121,0.5833333333333334,0.0,0.8681031174180845,1.0,0.0,0.8681031174180845,1.0,0.0
7581,16,0.7225354696030427,0.7,0.4,0.8991915624302105,1.0,0.0,0.8991915624302105,1.0,0.0
8063,16,0.9216017310213247,0.75,0.08333333333333333,0.9759460354971371,1.0,0.0,0.9759460354971371,1.0,0.0
8519,16,0.278658542852568,0.375,0.125,0.6047684566591811,1.0,0.0,0.6047684566591811,1.0,0.0
8605,16,0.81383546042969,0.8333333333333334,0.0,0.8894860638043934,1.0,0.0,0.8894860638043934,1.0,0.0
8740,16,0.34550272724414516,1.0,0.0,0.3489557781556439,1.0,0.0,0.3489557781556439,1.0,0.0
9096,16,0.843078030656429,0.7272727272727273,0.2727272727272727,0.9590413860167227,1.0,0.0,0.9590413860167227,1.0,0.0
9695,16,0.5049869564317304,0.6666666666666666,0.0,0.6895621429300602,1.0,0.0,0.6895621429300602,1.0,0.0
9776,16,0.7004533959126333,0.6666666666666666,0.1111111111111111,0.8863306387172984,1.0,0.0,0.8863306387172984,1.0,0.0
9967,16,0.5780136823717549,1.0,0.0,0.5780136823717549,1.0,0.0,0.5780136823717549,1.0,0.0
10312,39,0.6429254855714227,0.25,0.0,0.5941259192621654,0.5,0.0,0.876025609914934,1.0,0.0
10370,16,0.7254521107352793,0.7,0.0,0.9041293491527734,1.0,0.0,0.9041293491527734,1.0,0.0
11509,14,0.5913267178258955,1.0,0.0,0.5927934868599373,1.0,0.0,0.5927934868599373,1.0,0.0
11621,15,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
11875,16,0.9410769674127175,1.0,0.2,0.9501030992999454,1.0,0.0,0.9501030992999454,1.0,0.0
11925,40,1.0,0.35714285714285715,0.10714285714285714,0.8981917051269986,0.6071428571428571,0.0,0.9708723885109334,1.0,0.0
12176,51,0.6969660337232797,0.2962962962962963,0.07407407407407407,0.6305112303246939,0.48148148148148145,0.037037037037037035,0.8391063315778012,1.0,0.0
12432,16,0.7165174701450555,0.6666666666666666,0.0,0.8414640063232153,1.0,0.0,0.8414640063232153,1.0,0.0
12557,40,0.5396815646300145,0.375,0.0,0.5981624659162741,0.5,0.0,0.7943294478413728,1.0,0.0
12664,18,0.3901652349700983,0.6,0.0,0.5649297159127962,1.0,0.0,0.5649297159127962,1.0,0.0
12809,16,0.6908494726508818,1.0,0.0,0.6908494726508817,1.0,0.0,0.6908494726508817,1.0,0.0
13089,38,0.7408100065151952,0.21875,0.0,0.7967345160487084,0.5,0.0625,0.9279953724585513,1.0,0.0
13169,16,0.593712745632352,0.5454545454545454,0.0,0.8251896116712776,1.0,0.0,0.8251896116712776,1.0,0.0
13471,40,0.7885497208855957,0.3333333333333333,0.047619047619047616,0.660437285707073,0.5238095238095238,0.047619047619047616,0.9190312865395914,1.0,0.0
13639,16,0.77990823370192,0.6,0.0,0.8711304194636228,1.0,0.0,0.8711304194636228,1.0,0.0
13785,16,0.8891102665860803,0.875,0.125,0.9640687158481042,1.0,0.0,0.9640687158481042,1.0,0.0
13954,16,0.718651925024011,0.5384615384615384,0.0,0.9006104466952234,1.0,0.0,0.9006104466952234,1.0,0.0
14346,16,0.7670273914429266,0.7,0.4,0.9417463212329469,1.0,0.0,0.9417463212329469,1.0,0.0
14880,16,0.7327711443782634,1.0,0.0,0.7327711443782634,1.0,0.0,0.7327711443782634,1.0,0.0
14882,39,0.46430108898769895,0.36363636363636365,0.09090909090909091,0.597689533700793,0.6363636363636364,0.0,0.7691709780215141,1.0,0.0
15154,32,0.8910545756824505,0.32142857142857145,0.07142857142857142,0.8968252098137625,0.6428571428571429,0.14285714285714285,0.9594143085585749,1.0,0.0
15164,16,0.9767032364607517,1.0,0.0,0.9768026166422804,1.0,0.0,0.9768026166422804,1.0,0.0
15311,16,0.7129224084913904,0.7,0.2,0.8900094026865081,1.0,0.0,0.8900094026865081,1.0,0.0
15647,40,0.6958758593071891,0.2857142857142857,0.0,0.6314728653606557,0.5238095238095238,0.0,0.8879699677470735,1.0,0.0
15716,40,0.8682785099656284,0.5714285714285714,0.0,0.8812142899061792,0.8571428571428571,0.0,0.9557589514369655,1.0,0.0
15777,16,0.9305687780632229,0.75,0.0,0.9843643998069558,1.0,0.0,0.9843643998069558,1.0,0.0
15807,16,0.88995411685096,0.6,0.13333333333333333,0.9564350286029252,1.0,0.0,0.9564350286029252,1.0,0.0
16613,16,0.7729907120546406,0.7777777777777778,0.0,0.897103081833737,1.0,0.0,0.897103081833737,1.0,0.0
16684,16,0.6960554169609594,0.5384615384615384,0.0,0.8810553551165302,1.0,0.0,0.8810553551165302,1.0,0.0
17384,16,0.5888720405821463,0.6363636363636364,0.0,0.7710474495320873,1.0,0.0,0.7710474495320873,1.0,0.0
17607,27,0.5626778393241352,0.29411764705882354,0.0,0.6404800511734349,0.6470588235294118,0.0,0.8414740800405316,1.0,0.0
17689,16,0.4706396786974951,1.0,0.3333333333333333,0.47444997385757826,1.0,0.0,0.47444997385757826,1.0,0.0
17742,16,0.7686856998393259,0.6666666666666666,0.0,0.8905816085812516,1.0,0.0,0.8905816085812516,1.0,0.0
18356,16,0.9128893806759801,1.0,0.0,0.9136489141268584,1.0,0.0,0.9136489141268584,1.0,0.0
18553,39,0.608908643027113,0.23809523809523808,0.19047619047619047,0.5736152766692568,0.47619047619047616,0.14285714285714285,0.8560612931458593,1.0,0.0
18679,28,0.9203243854026477,0.875,0.0,0.9838204878725288,1.0,0.0,0.9848440045007273,1.0,0.0
18682,16,0.9963907013789741,1.0,0.0,0.9964048883577117,1.0,0.0,0.9964048883577117,1.0,0.0
18932,16,0.7165174701450555,0.8,0.1,0.8307707626162572,1.0,0.0,0.8307707626162572,1.0,0.0
19053,16,0.9370154196830378,0.6428571428571429,0.14285714285714285,0.993113933389523,1.0,0.0,0.993113933389523,1.0,0.0
19134,15,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
19268,32,0.7037108823862255,0.38095238095238093,0.09523809523809523,0.661810667624945,0.6666666666666666,0.19047619047619047,0.846652078616708,1.0,0.0
19369,16,0.7821091513649008,0.8181818181818182,0.18181818181818182,0.8502728325049258,1.0,0.0,0.8502728325049258,1.0,0.0
19372,16,0.934408318780155,0.6,0.2,0.9904813071164753,1.0,0.0,0.9904813071164753,1.0,0.0
19380,16,0.8175295903539445,1.0,0.0,0.8175295903539445,1.0,0.0,0.8175295903539445,1.0,0.0
19619,16,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
