query_id,candidates,NDCG@10,ERecall@10,VI@10_query_macro,NDCG@20,ERecall@20,VI@20_query_macro,NDCG@50,ERecall@50,VI@50_query_macro
165,40,0.35638503895657003,0.5,0.16666666666666666,0.514515238341391,0.8333333333333334,0.0,0.5739701954016058,1.0,0.0
433,40,0.1936004475866928,0.2857142857142857,0.14285714285714285,0.40742093170481436,0.7142857142857143,0.0,0.5275958211177152,1.0,0.0
500,40,0.9273697171216337,0.4090909090909091,0.22727272727272727,0.9211677780033202,0.8181818181818182,0.13636363636363635,0.9770574208165833,1.0,0.0
541,16,0.6742297860715859,0.5714285714285714,0.0,0.8756286839347496,1.0,0.0,0.8756286839347496,1.0,0.0
598,39,0.5834649167974094,0.35714285714285715,0.0,0.6376679646949189,0.6428571428571429,0.14285714285714285,0.8328377627567055,1.0,0.0
600,39,0.7437783089002834,0.2692307692307692,0.038461538461538464,0.8346428865970532,0.6538461538461539,0.07692307692307693,0.9304484160892474,1.0,0.0
602,10,0.5253984689259608,1.0,0.0,0.5253984689259608,1.0,0.0,0.5253984689259608,1.0,0.0
622,40,0.5564502723039201,0.23076923076923078,0.11538461538461539,0.6371927384080553,0.5384615384615384,0.11538461538461539,0.8252980697070501,1.0,0.0
637,16,0.7821091513649008,0.6923076923076923,0.0,0.859754620512863,1.0,0.0,0.859754620512863,1.0,0.0
861,40,0.1629169289007004,0.08333333333333333,0.08333333333333333,0.3257924723718348,0.3333333333333333,0.041666666666666664,0.6916881706294119,1.0,0.0
933,16,0.39980482440350684,0.5,0.0,0.6001422309720791,1.0,0.0,0.6001422309720791,1.0,0.0
978,16,0.6400125300017646,0.5,0.0,0.8760504312802717,1.0,0.0,0.8760504312802717,1.0,0.0
1210,35,0.0,0.0,0.0,0.14785358409027266,0.5,0.0,0.27097582156083083,1.0,0.0
1293,39,0.2166044345336713,0.2,0.0,0.2745454408821229,0.3,0.1,0.585501900685267,1.0,0.0
1310,40,0.15670498049119594,0.0,0.0,0.20107991228381236,0.0,0.0,0.4481910505050562,1.0,0.0
1458,39,0.5462574254588146,0.4666666666666667,0.13333333333333333,0.5611990391938684,0.6666666666666666,0.0,0.738997345737413,1.0,0.0
1476,40,0.42764056381633403,0.29411764705882354,0.0,0.4577114203066034,0.5294117647058824,0.0,0.711093481150931,1.0,0.0
1530,40,0.3956025023996426,0.29411764705882354,0.0,0.4385243276500599,0.5294117647058824,0.11764705882352941,0.7080869654541804,1.0,0.0
