field_key,occurrences,weight_sum,mean_weight
<UNK-native>,50501,980.2831728393212,0.019411163597539083
a28degreelatch,46,0.9700612276792526,0.02108828755824462
aafacertified,19,0.38088621851056814,0.020046643079503587
abrasionratingdoublerubs,13,0.3896862957626581,0.029975868904819854
abstractandfractals,608,7.795135190244764,0.012820946036586784
acadapterincluded,6,0.12395330145955086,0.02065888357659181
accentcolor,50,1.2519179489463568,0.025038358978927134
accentfinish,1,0.019282924011349678,0.019282924011349678
accentmaterial,12,0.40594754181802273,0.03382896181816856
accentpillow,602,8.112894236575812,0.013476568499295368
accentpillowheight-toptobottom,120,1.3523310264572501,0.011269425220477084
accentpillowsincluded,22,0.31740458589047194,0.014427481176839634
accentpillowthickness-fronttoback,83,0.8554740999825299,0.010306916867259396
accentpillowwidth-sidetoside,114,1.286612699739635,0.01128607631350557
accessdoor,76,1.3097241232171655,0.017233212147594282
accessdoordepth-fronttoback,1,0.015447603538632393,0.015447603538632393
accessdoorheight,1,0.015457169152796268,0.015457169152796268
accessdoorincluded,1,0.015444117598235607,0.015444117598235607
accessdoorwidth-sidetoside,1,0.015452333725988865,0.015452333725988865
accessoriesincluded,120,2.9395694211125374,0.02449641184260448
accessoriestoolsincluded,10,0.5135439224541187,0.05135439224541187
accessorybagincluded,2,0.09148380160331726,0.04574190080165863
accessorydetails,1,0.020871639251708984,0.020871639251708984
accessoryincluded,50,1.115202913992107,0.022304058279842137
accessorytrayincluded,183,5.771978698670864,0.03154086720585172
accessorytype,58,2.492401486262679,0.04297243941832205
accommodatesfireplace,200,2.542106389068067,0.012710531945340336
accomodatesroddiameter,36,0.4960083765909076,0.013778010460858544
acidfree,5,0.16219910606741905,0.03243982121348381
acousticallytransparent,105,2.8911376502364874,0.027534644287966547
actflammabilityguidelinescompliant,8,0.18485797196626663,0.02310724649578333
activationtechnology,44,0.787530998699367,0.01789843178862198
activationtechnologyold,44,0.7406329670920968,0.016832567433911292
adacompliant,7091,119.25447840150446,0.016817723649908963
adaptertype,5,0.0866553820669651,0.017331076413393022
adaptor,2,0.053073450922966,0.026536725461483
additionalbeverages,12,0.3191337641328573,0.026594480344404776
additionaldoorkitincluded,40,0.6913933334872127,0.017284833337180318
additionalfeatures,8,0.1514890631660819,0.018936132895760238
additionalframematerialdetails,605,7.73099764296785,0.012778508500773306
additionalhardwarerequirednotincluded,1,0.009213441982865334,0.009213441982865334
additionalintendeduseforchild,1368,17.805316189769655,0.013015582010065538
additionalitem,132,1.66820546425879,0.012637920183778711
additionalitemlength-headtotoe,5,0.047329614870250225,0.009465922974050045
additionalitems,80,2.647524593397975,0.03309405741747469
additionalitemsincluded,285,4.746720577124506,0.01665515991973511
additionalitemwidth-sidetoside,5,0.0473357867449522,0.009467157348990441
additionalmaterial,2,0.04093770124018192,0.02046885062009096
additionalmaterialdetails,20,0.7134484592825174,0.03567242296412587
additionalmaterials,541,12.442163567524403,0.022998453914093168
additionalpartnumber,2,0.06471068784594536,0.03235534392297268
additionalpartsrequired,1435,37.73266808409244,0.02629454221887975
additionalpartsrequired-inactive,15,0.1914354134351015,0.012762360895673433
additionalpicnicitemsincluded,11,0.1858365787193179,0.0168942344290289
additionalpieces,190,5.600370715372264,0.029475635344064548
additionalpiecesincluded,49,1.226114864461124,0.025022752335941305
additionalpowertoolsrequired,1,0.013751928694546223,0.013751928694546223
additionaltoolsneededforinstallation,17,0.2701464453712106,0.015890967374777094
additionaltoolsrequired,149,2.543988977558911,0.017073751527241013
additionaltoolsrequired ( not included ),596,8.354404182638973,0.014017456682280155
additionaltoolsrequirednotincluded,10161,144.60218500625342,0.014231097825632656
addressplaqueorsignincluded,34,0.5788112068548799,0.017023859025143525
adhesivetabsincluded,1,0.01138515304774046,0.01138515304774046
adirondackback,9,0.24273189902305603,0.02697021100256178
adjustability,115,2.0297846579924226,0.01765030137384715
adjustabilitytype,7,0.14182046707719564,0.020260066725313663
adjustable,1414,28.09329130547121,0.0198679570760051
adjustableangle,16,0.2957241013646126,0.018482756335288286
adjustablearms,5,0.07134309411048889,0.014268618822097779
adjustableback,3,0.040740189142525196,0.013580063047508398
adjustablebase,1,0.02088364027440548,0.02088364027440548
adjustablebaseincluded,293,4.201581750065088,0.014339869454147058
adjustablebassortreble,1,0.021790174767374992,0.021790174767374992
adjustablebed,1311,16.102169081568718,0.01228235627884723
adjustablebodyjets,2,0.048030996695160866,0.024015498347580433
adjustablebottleracks,40,1.1878909207880497,0.029697273019701244
adjustablebrightness,2,0.024615690112113953,0.012307845056056976
adjustablechain,6,0.1406203182414174,0.023436719706902902
adjustablechairbackheight,628,6.332304499577731,0.010083287419709763
adjustablecoarseness,1,0.05565866455435753,0.05565866455435753
adjustablecolortemperature,125,1.977485153824091,0.015819881230592726
adjustableconfigurable,54,1.4739290867000818,0.027294983087038552
adjustabledepth,3,0.10377189517021179,0.03459063172340393
adjustabledetectionzones,3,0.050488708540797234,0.01682956951359908
adjustabledividers,1,0.03240840137004852,0.03240840137004852
adjustabledoorstorage,30,0.33473914861679077,0.011157971620559693
adjustabledrawerdividers,4,0.08349776081740856,0.02087444020435214
adjustableextension,417,6.538814136758447,0.015680609440667737
adjustableexteriorshelves,193,2.7958989487960935,0.01448652305075696
adjustablefit,38,1.1702692322432995,0.030796558743244724
adjustableflame,112,1.641638096421957,0.014657483003767473
adjustableflamesize,2,0.024599457159638405,0.012299728579819202
adjustableflowrate,198,3.907140295021236,0.019733031793036544
adjustablefootrest,21,0.29603752959519625,0.014097025218818868
adjustablegrateheight,3,0.040003553964197636,0.013334517988065878
adjustablehangerbars,6,0.11387904360890388,0.018979840601483982
adjustablehanginglength,779,13.028418061323464,0.01672454179887479
adjustablehardness,2,0.01627026591449976,0.00813513295724988
adjustableheadboard,1016,12.401113131083548,0.012205820010909004
adjustableheadrest,888,11.246102184988558,0.012664529487599727
adjustableheight,3311,60.00829737447202,0.01812391947280943
adjustableheightincrements,3,0.04445943236351013,0.01481981078783671
adjustableheightoptions,1,0.012102601118385792,0.012102601118385792
adjustableheightsettings,2,0.05496189370751381,0.027480946853756905
adjustableheightshelves,77,1.564874041825533,0.0203230395042277
adjustableheightstool,36,0.6720409924164414,0.018667805344901152
adjustablehumidistat,1,0.02863372676074505,0.02863372676074505
adjustableinteriorshelves,414,6.268983209505677,0.015142471520545113
adjustablejets,1,0.014126412570476532,0.014126412570476532
adjustablelamphead,8,0.18352143093943596,0.022940178867429495
adjustablelegheight,27,0.42585900519043207,0.01577255574779378
adjustablelegs,8,0.16399579495191574,0.020499474368989468
adjustablelengthrod,88,1.9226393830031157,0.021848174806853585
adjustablelevelers,118,1.5696945041418076,0.013302495797811929
adjustablelevelersincluded,7,0.07904915232211351,0.011292736046016216
adjustablelightbeam,68,1.0320169581100345,0.01517671997220639
adjustablelightinglevels,78,1.036854088306427,0.01329300113213368
adjustablelumbar,993,12.562163593247533,0.012650718623612823
adjustablelumbarsupport,114,1.0414881655015051,0.009135861100890395
adjustablemattressheight,3,0.039112853817641735,0.013037617939213911
adjustablemirror,18,0.32588856760412455,0.018104920422451362
adjustablerecline,96,2.4043408818542957,0.02504521751931558
adjustableseatdepth,365,3.4408496408723295,0.009426985317458437
adjustableseatheight,717,7.589511012658477,0.010585092067863984
adjustableshelfheight,97,1.7645750800147653,0.01819149567025531
adjustableshelves,2139,39.08150231838226,0.01827092207498002
adjustableshelvesbaskets,45,1.913616532459855,0.04252481183244122
adjustableshelving,434,6.26187233440578,0.014428277268216083
adjustableshelvingdetails,1,0.04014263674616814,0.04014263674616814
adjustableshowercurtainrod,5,0.1853225901722908,0.03706451803445816
adjustablesize,47,1.2679888727143407,0.02697848665349661
adjustableslicingthickness,1,0.10019860416650772,0.10019860416650772
adjustablespraypattern,207,4.602049753069878,0.022232124410965594
adjustablestrap,1,0.021347776055336,0.021347776055336
adjustablestraps,24,1.1339232232421637,0.047246800968423486
adjustableswivelhooks,55,2.238731322810054,0.04070420586927371
adjustabletableheight,174,2.5769035974517465,0.014809790789952567
adjustabletableincluded,224,2.0856896243058145,0.009311114394222386
adjustabletemperature,88,1.539719850756228,0.017496816485866228
adjustabletemperaturecontrol,15,0.3707195045426488,0.024714633636176587
adjustablethermostat,1,0.015423310920596123,0.015423310920596123
adjustablethermostatincluded,5,0.07546343188732862,0.015092686377465725
adjustablethickness,22,1.1255073063075542,0.051159423013979737
adjustabletilttension,276,2.5283436835743487,0.009160665520196915
adjustabletimedelay,12,0.3587115239351988,0.029892626994599897
adjustabletimesettings,1,0.020064879208803177,0.020064879208803177
adjustablevents,51,0.8774661114439368,0.01720521787144974
adjustablevolume,1,0.010139700025320053,0.010139700025320053
adjustablewaterflow,199,4.340620479546487,0.021812163213801444
adjustablewaterlevel,13,0.17798306699842215,0.01369100515372478
adjustablewattage,2,0.08307875134050846,0.04153937567025423
adjustablewidth,383,7.852336338721216,0.020502183652013617
adjustablewidthshelves,64,1.2606075797230005,0.019696993433171883
adorned,16,0.5427247788757086,0.033920298679731786
adultassemblyrequired,25258,455.6381469757762,0.018039359687060583
advertisements,618,7.853298524394631,0.012707602790282576
advertising,36,1.3453440722078085,0.03737066867243913
aeratorincluded,244,4.783508256077766,0.0196045420331056
agegroup,1489,30.345336911734194,0.020379675561943717
agegrouprecommendation,12,0.2182794762775302,0.01818995635646085
agerange,3,0.047038120217621326,0.015679373405873775
agerecommendation,28,0.3371917409822345,0.012042562177936946
ahmacompliant,85,0.9015675177797675,0.010606676679761971
air-blowerincluded,2,0.03676089271903038,0.01838044635951519
airblowerincluded,1,0.014121969230473042,0.014121969230473042
airdischargedirection,62,0.8403153168037534,0.013553472851673442
airfilterincluded,2,0.03585721179842949,0.017928605899214745
airfilterrequired,1,0.02862708643078804,0.02862708643078804
