field_key,occurrences,weight_sum,mean_weight
<UNK-native>,50501,978.3278337586671,0.019372444778492846
a28degreelatch,46,0.9681734452024102,0.02104724880874805
aafacertified,19,0.3801270378753543,0.020006686203966017
abrasionratingdoublerubs,13,0.3888881001621485,0.02991446924324219
abstractandfractals,608,7.774638867471367,0.012787234979393696
acadapterincluded,6,0.12376526743173599,0.020627544571955998
accentcolor,50,1.2488512145355344,0.02497702429071069
accentfinish,1,0.01925082691013813,0.01925082691013813
accentmaterial,12,0.4052504952996969,0.03377087460830808
accentpillow,602,8.095934560988098,0.013448396280711128
accentpillowheight-toptobottom,120,1.3491657618433237,0.01124304801536103
accentpillowsincluded,22,0.31675461400300264,0.014397937000136484
accentpillowthickness-fronttoback,83,0.8535227254033089,0.010283406330160347
accentpillowwidth-sidetoside,114,1.2837162376381457,0.011260668751211804
accessdoor,76,1.3071445999667048,0.017199271052193484
accessdoordepth-fronttoback,1,0.015408623963594437,0.015408623963594437
accessdoorheight,1,0.015411469154059887,0.015411469154059887
accessdoorincluded,1,0.015405271202325821,0.015405271202325821
accessdoorwidth-sidetoside,1,0.015413038432598114,0.015413038432598114
accessoriesincluded,120,2.93208596855402,0.024434049737950166
accessoriestoolsincluded,10,0.5126739926636219,0.05126739926636219
accessorybagincluded,2,0.09124458208680153,0.045622291043400764
accessorydetails,1,0.02084892801940441,0.02084892801940441
accessoryincluded,50,1.1129409754648805,0.02225881950929761
accessorytrayincluded,183,5.764619551599026,0.03150065328742637
accessorytype,58,2.484353169798851,0.0428336753413595
accommodatesfireplace,200,2.537018525414169,0.012685092627070843
accomodatesroddiameter,36,0.4948045937344432,0.013744572048178978
acidfree,5,0.16193657368421555,0.03238731473684311
acousticallytransparent,105,2.887046488933265,0.027495680846983478
actflammabilityguidelinescompliant,8,0.18453647755086422,0.023067059693858027
activationtechnology,44,0.7860513590276241,0.017864803614264183
activationtechnologyold,44,0.7388188531622291,0.016791337571868844
adacompliant,7091,119.0347416899167,0.016786735536583938
adaptertype,5,0.08646532241255045,0.01729306448251009
adaptor,2,0.05300370790064335,0.026501853950321674
additionalbeverages,12,0.3184274770319462,0.026535623085995514
additionaldoorkitincluded,40,0.6903135431930423,0.017257838579826056
additionalfeatures,8,0.15102487336844206,0.018878109171055257
additionalframematerialdetails,605,7.7100894008763134,0.012743949422936055
additionalhardwarerequirednotincluded,1,0.009189682081341743,0.009189682081341743
additionalintendeduseforchild,1368,17.76604841882363,0.01298687749914008
additionalitem,132,1.6646619504317641,0.01261107538205882
additionalitemlength-headtotoe,5,0.04721758887171745,0.00944351777434349
additionalitems,80,2.6415097154676914,0.03301887144334614
additionalitemsincluded,285,4.735497773159295,0.016615781660208054
additionalitemwidth-sidetoside,5,0.04723051283508539,0.009446102567017079
additionalmaterial,2,0.0408589169383049,0.02042945846915245
additionalmaterialdetails,20,0.7118337266147137,0.035591686330735686
additionalmaterials,541,12.41146029997617,0.02294170110901325
additionalpartnumber,2,0.06459151953458786,0.03229575976729393
additionalpartsrequired,1435,37.66840810421854,0.02624976174510003
additionalpartsrequired-inactive,15,0.19102351926267147,0.012734901284178098
additionalpicnicitemsincluded,11,0.18557930923998356,0.01687084629454396
additionalpieces,190,5.588881394825876,0.02941516523592566
additionalpiecesincluded,49,1.2234813123941422,0.024969006375390655
additionalpowertoolsrequired,1,0.013720705173909664,0.013720705173909664
additionaltoolsneededforinstallation,17,0.2695999126881361,0.01585881839341977
additionaltoolsrequired,149,2.537479621358216,0.017030064572873933
additionaltoolsrequired ( not included ),596,8.335664819926023,0.013986014798533597
additionaltoolsrequirednotincluded,10161,144.30040066409856,0.014201397565603638
addressplaqueorsignincluded,34,0.5780858444049954,0.01700252483544104
adhesivetabsincluded,1,0.011373301967978477,0.011373301967978477
adirondackback,9,0.2423461638391018,0.026927351537677977
adjustability,115,2.025386213324964,0.017612054028912732
adjustabilitytype,7,0.14142834767699242,0.020204049668141773
adjustable,1414,28.02889382885769,0.019822414306122835
adjustableangle,16,0.2951164282858372,0.018444776767864823
adjustablearms,5,0.07121834252029657,0.014243668504059314
adjustableback,3,0.040681845508515835,0.013560615169505278
adjustablebase,1,0.02085227146744728,0.02085227146744728
adjustablebaseincluded,293,4.1903844103217125,0.014301653277548506
adjustablebassortreble,1,0.0217592716217041,0.0217592716217041
adjustablebed,1311,16.063897697255015,0.012253163766022132
adjustablebodyjets,2,0.04792160913348198,0.02396080456674099
adjustablebottleracks,40,1.185704918578267,0.029642622964456678
adjustablebrightness,2,0.024574043229222298,0.012287021614611149
adjustablechain,6,0.1403463575989008,0.0233910595998168
adjustablechairbackheight,628,6.3224905035458505,0.010067660037493393
adjustablecoarseness,1,0.05558794364333153,0.05558794364333153
adjustablecolortemperature,125,1.9731163531541824,0.01578493082523346
adjustableconfigurable,54,1.4698145780712366,0.02721878848280068
adjustabledepth,3,0.10365485679358244,0.03455161893119415
adjustabledetectionzones,3,0.050360661931335926,0.01678688731044531
adjustabledividers,1,0.032317519187927246,0.032317519187927246
adjustabledoorstorage,30,0.33362067211419344,0.011120689070473115
adjustabledrawerdividers,4,0.08330454211682081,0.020826135529205203
adjustableextension,417,6.527174241840839,0.015652696023599134
adjustableexteriorshelves,193,2.7905426817014813,0.014458770371510266
adjustablefit,38,1.1675129998475313,0.03072402631177714
adjustableflame,112,1.637197713367641,0.014617836726496794
adjustableflamesize,2,0.02456995565444231,0.012284977827221155
adjustableflowrate,198,3.8988898107782006,0.019691362680697985
adjustablefootrest,21,0.29549074172973633,0.014070987701416016
adjustablegrateheight,3,0.03989806491881609,0.013299354972938696
adjustablehangerbars,6,0.11350078880786896,0.018916798134644825
adjustablehanginglength,779,12.996882368344814,0.016684059522907333
adjustablehardness,2,0.016231766901910305,0.008115883450955153
adjustableheadboard,1016,12.370953735895455,0.012176135566826235
adjustableheadrest,888,11.22656582063064,0.012642529077286756
adjustableheight,3311,59.89101771777496,0.018088498253631822
adjustableheightincrements,3,0.044344970025122166,0.014781656675040722
adjustableheightoptions,1,0.012069497257471085,0.012069497257471085
adjustableheightsettings,2,0.054853303357958794,0.027426651678979397
adjustableheightshelves,77,1.5618806574493647,0.02028416438245928
adjustableheightstool,36,0.670609200373292,0.018628033343702555
adjustablehumidistat,1,0.02859494835138321,0.02859494835138321
adjustableinteriorshelves,414,6.251293137669563,0.015099741878428897
adjustablejets,1,0.014098658226430416,0.014098658226430416
