query_id,cNDCG@10,cNDCG@20,Recall@20,HighestRecall@20,RelevantHidden@20,VI@20_query,has_highest
165,0.4646903114256419,0.5419920625794878,0.125,0.16666666666666666,0.8333333333333334,0.0,True
433,0.2592601320701069,0.4016772706741666,0.64,0.5714285714285714,0.4285714285714286,0.0,True
500,0.862526180565181,0.8767327113198452,0.475,0.7727272727272727,0.2272727272727273,0.13636363636363635,True
541,0.6373582054646891,0.8480721708944818,0.8125,0.8571428571428571,0.1428571428571429,0.0,True
598,0.45449858048157227,0.5011435692071545,0.08695652173913043,0.07142857142857142,0.9285714285714286,0.0,True
600,0.9061595192741448,0.8622127696067619,0.5625,0.5769230769230769,0.42307692307692313,0.0,True
602,0.5422735117344608,0.5422735117344608,0.0,0.0,1.0,0.0,True
622,0.4856093532242834,0.5733841008727809,0.5,0.5,0.5,0.07692307692307693,True
637,0.8586328074042242,0.9726613775838724,0.875,0.9230769230769231,0.07692307692307687,0.0,True
861,0.09888471947311668,0.2750495028752566,0.2702702702702703,0.08333333333333333,0.9166666666666666,0.041666666666666664,True
933,0.5531399118381796,0.7507232836614021,0.8125,0.75,0.25,0.0,True
978,0.7447033796761523,0.9218021186288715,0.9375,1.0,0.0,0.0,True
1210,0.3877061302720891,0.3877061302720891,0.0,0.0,1.0,0.0,True
1293,0.11453257252442076,0.23040086467585666,0.5172413793103449,0.3,0.7,0.2,True
1310,0.15435267555440116,0.37382134041053056,0.43478260869565216,1.0,0.0,0.0,True
1458,0.694765116060299,0.7100214870911106,0.48484848484848486,0.8,0.19999999999999996,0.0,True
1476,0.7154268398954903,0.6602196821313225,0.4857142857142857,0.5294117647058824,0.47058823529411764,0.058823529411764705,True
1530,0.7293518884704697,0.7112204217757098,0.5357142857142857,0.6470588235294118,0.3529411764705882,0.0,True
1659,0.5506863341950768,0.5565569621627614,0.42857142857142855,0.6,0.4,0.0,True
1816,0.014241913118177383,0.41155226644895226,0.9285714285714286,0.75,0.25,0.25,True
2286,0.4924013878423087,0.744475653383663,0.35,0.3076923076923077,0.6923076923076923,0.0,True
2390,0.04443943538962297,0.37472572086009154,0.75,1.0,0.0,0.5,True
2692,0.44747016530899203,0.5888782617002692,0.875,0.8571428571428571,0.1428571428571429,0.0,True
2855,0.7856270913316702,0.847983844840433,0.5588235294117647,0.8571428571428571,0.1428571428571429,0.14285714285714285,True
3012,0.3868839681418561,0.5714266036070669,0.46153846153846156,0.4,0.6,0.2,True
3492,1.0,1.0,1.0,1.0,0.0,0.0,True
3494,0.6983801521959361,0.8739449612535967,1.0,1.0,0.0,0.0,True
3986,0.875023800513801,0.9331796437195291,1.0,1.0,0.0,0.0,True
4299,0.4556588443449323,0.46375067518897795,0.5,1.0,0.0,0.0,True
