query_id,cNDCG@10,cNDCG@20,Recall@20,HighestRecall@20,RelevantHidden@20,VI@20_query,has_highest
0,1.0,0.9652498273011314,0.005970149253731343,0.46153846153846156,0.5384615384615384,0.15384615384615385,True
1,0.5255664792793981,0.6048136069557486,0.014104372355430184,0.125,0.875,0.0,True
2,1.0,1.0,0.12658227848101267,0.13245033112582782,0.8675496688741722,0.09271523178807947,True
3,0.84118244911029,0.6874966153039113,0.02461139896373057,0.14545454545454545,0.8545454545454545,0.0,True
4,0.38224261473290666,0.3885711265242001,0.06842105263157895,0.043478260869565216,0.9565217391304348,0.08695652173913043,True
5,0.8590331472570638,0.8611137307599126,0.015278838808250574,0.08379888268156424,0.9162011173184358,0.11731843575418995,True
6,0.8926382747840401,0.8641530782119471,0.050505050505050504,0.09302325581395349,0.9069767441860466,0.09302325581395349,True
7,1.0,0.8128413310224931,0.037383177570093455,0.5217391304347826,0.4782608695652174,0.043478260869565216,True
8,0.8437289933844668,0.7861301837665925,0.18085106382978725,0.44,0.56,0.12,True
9,1.0,1.0,0.013245033112582781,0.2702702702702703,0.7297297297297297,0.25675675675675674,True
10,0.8437289933844668,0.7349364579211118,0.10795454545454546,0.42857142857142855,0.5714285714285714,0.3333333333333333,True
11,0.9477344873475498,0.9662695446835886,0.014084507042253521,0.2923076923076923,0.7076923076923076,0.26153846153846155,True
12,0.8969504402810679,0.8173551825217616,0.10795454545454546,0.48148148148148145,0.5185185185185186,0.1111111111111111,True
13,1.0,1.0,0.3157894736842105,0.391304347826087,0.6086956521739131,0.08695652173913043,True
14,0.8082955745642894,0.6289680970387762,0.0076384468491406746,0.4,0.6,0.15,True
15,0.9154690441477004,0.9359550257073402,0.03177257525083612,1.0,0.0,0.0,True
16,0.8074483267440765,0.8471122260934416,0.03759398496240601,0.5,0.5,0.0,True
17,0.6498600945867898,0.6302009039785531,0.1650485436893204,0.2857142857142857,0.7142857142857143,0.19047619047619047,True
18,0.9477344873475498,0.8488983295235216,0.06934306569343066,0.38235294117647056,0.6176470588235294,0.35294117647058826,True
19,0.8006937664098821,0.9793710048273764,0.4,,,,False
20,0.27335617266294276,0.39024743675777496,0.08888888888888889,0.0,1.0,0.0,True
21,0.6943559465628248,0.7787676299523247,0.14960629921259844,0.0,1.0,0.0,True
22,0.5140589806486533,0.47313454693917395,0.04081632653061224,0.09090909090909091,0.9090909090909091,0.09090909090909091,True
23,1.0,1.0,0.015472312703583062,,,,False
24,0.505873192659742,0.49208923197540744,0.009528346831824679,0.05952380952380952,0.9404761904761905,0.07142857142857142,True
25,1.0,1.0,0.08658008658008658,0.0881057268722467,0.9118942731277533,0.06167400881057269,True
26,0.9074250374176304,0.8915494362374183,0.005476118040766657,0.017123287671232876,0.9828767123287672,0.026255707762557076,True
27,1.0,0.9024128762018734,0.05847953216374269,0.16,0.84,0.11,True
28,1.0,1.0,0.06666666666666667,0.11428571428571428,0.8857142857142857,0.10285714285714286,True
29,0.6064391805443411,0.6764357153257825,0.10144927536231885,0.10144927536231885,0.8985507246376812,0.13043478260869565,True
30,0.49507857019000223,0.5066815958600321,0.058823529411764705,0.06818181818181818,0.9318181818181819,0.17045454545454544,True
31,0.6943559465628248,0.7787676299523247,0.07738095238095238,0.0,1.0,0.0,True
32,0.6295622542805632,0.7592149704020853,0.04945054945054945,0.3333333333333333,0.6666666666666667,0.3333333333333333,True
33,0.6281463961586753,0.6439398695159722,0.023376623376623377,0.024,0.976,0.088,True
34,0.911298659909514,0.8511491029144942,0.02312925170068027,0.034759358288770054,0.9652406417112299,0.07219251336898395,True
35,0.4066972554326934,0.42414885435515043,0.10465116279069768,0.0196078431372549,0.9803921568627451,0.0392156862745098,True
36,0.9035650050446238,0.845538621286802,0.10256410256410256,0.32432432432432434,0.6756756756756757,0.16216216216216217,True
37,0.8842222191013388,0.7611345068733847,0.024301336573511544,0.1,0.9,0.07272727272727272,True
38,1.0,1.0,0.08962264150943396,1.0,0.0,0.0,True
39,0.48006117753205346,0.4522642184147975,0.1342281879194631,0.06451612903225806,0.935483870967742,0.03225806451612903,True
40,0.7159815596443976,0.6738126121926714,0.11585365853658537,0.2,0.8,0.275,True
41,0.884542244434516,0.827992759038476,0.25,0.6842105263157895,0.3157894736842105,0.2631578947368421,True
42,0.584369627369062,0.7649498566362237,0.24,0.6666666666666666,0.33333333333333337,1.0,True
43,0.7474777742160432,0.6700489134908442,0.019029495718363463,0.4090909090909091,0.5909090909090908,0.22727272727272727,True
44,0.6949093436133567,0.615227191204383,0.06912442396313365,0.18181818181818182,0.8181818181818181,0.18181818181818182,True
45,0.5809927382627268,0.5304185301497298,0.07476635514018691,0.1,0.9,0.1,True
46,0.6385504794149334,0.7083055439018042,0.11764705882352941,0.4,0.6,0.2,True
47,1.0,1.0,0.2,,,,False
48,1.0,1.0,0.0673758865248227,1.0,0.0,1.0,True
49,1.0,1.0,0.1206896551724138,,,,False
50,0.6113737423276704,0.6114610535905051,0.03836317135549872,0.25,0.75,0.14285714285714285,True
51,0.7827068917847372,0.8427181265760506,0.034013605442176874,1.0,0.0,1.0,True
52,1.0,1.0,0.014084507042253521,,,,False
53,1.0,1.0,0.03278688524590164,,,,False
54,0.8433923430477553,0.8736155874780123,0.11594202898550725,0.6,0.4,0.0,True
55,1.0,1.0,0.11764705882352941,1.0,0.0,0.0,True
56,0.7600791051976192,0.6777089902257893,0.05194805194805195,,,,False
57,1.0,1.0,0.10526315789473684,1.0,0.0,0.0,True
58,0.6215192280981277,0.6859200221515965,0.043209876543209874,0.047619047619047616,0.9523809523809523,0.14285714285714285,True
59,1.0,1.0,0.12903225806451613,0.46511627906976744,0.5348837209302326,0.18604651162790697,True
60,0.7801175114573573,0.8040103265736596,0.043209876543209874,1.0,0.0,0.0,True
61,1.0,1.0,0.08024691358024691,1.0,0.0,0.0,True
62,0.8544608792907805,0.9092975766910902,0.13513513513513514,0.7777777777777778,0.2222222222222222,0.0,True
63,0.8905202757957813,0.8828161744313627,0.18867924528301888,0.2222222222222222,0.7777777777777778,0.1388888888888889,True
64,1.0,1.0,0.013513513513513514,1.0,0.0,0.0,True
65,0.6884139210130843,0.6125781353366324,0.13071895424836602,0.15789473684210525,0.8421052631578947,0.10526315789473684,True
66,1.0,1.0,0.3125,1.0,0.0,0.0,True
67,1.0,1.0,0.037698412698412696,,,,False
68,0.7411706314886727,0.7367026649611593,0.11904761904761904,0.14606741573033707,0.8539325842696629,0.06741573033707865,True
69,0.7648908410439711,0.781084638899462,0.08955223880597014,0.5384615384615384,0.46153846153846156,0.15384615384615385,True
70,1.0,1.0,0.02584493041749503,1.0,0.0,0.0,True
71,0.8108582970019788,0.7369229573795395,0.14492753623188406,0.2553191489361702,0.7446808510638299,0.14893617021276595,True
72,0.8824665955977139,0.9241477784454265,0.12269938650306748,0.21176470588235294,0.788235294117647,0.15294117647058825,True
73,1.0,1.0,0.11949685534591195,,,,False
74,1.0,0.9767610544124811,0.14285714285714285,1.0,0.0,0.0,True
75,0.470018260101859,0.5788037469624102,0.0948905109489051,0.0,1.0,0.0,True
76,0.38243104260622324,0.5072530201776557,0.16363636363636364,0.0,1.0,0.0,True
77,0.6943559465628248,0.7787676299523247,0.024205748865355523,0.0,1.0,0.0,True
78,0.5159958223394444,0.6229152997582164,0.023446658851113716,0.0,1.0,0.0,True
79,0.9305687780632229,0.8460183081349304,0.1523809523809524,,,,False
80,0.6048783197273981,0.6068109863012499,0.08163265306122448,0.1794871794871795,0.8205128205128205,0.23076923076923078,True
81,0.6447356365332964,0.5562121924321972,0.0821917808219178,0.06666666666666667,0.9333333333333333,0.09333333333333334,True
82,0.3965255762463672,0.37411554358535465,0.0290519877675841,0.018867924528301886,0.9811320754716981,0.03773584905660377,True
83,1.0,1.0,0.010309278350515464,,,,False
84,0.553235784338549,0.6766215302677571,0.05263157894736842,0.0,1.0,0.0,True
85,1.0,1.0,0.07547169811320754,,,,False
86,0.4980203956315679,0.6029748966410351,0.14492753623188406,0.4666666666666667,0.5333333333333333,0.3333333333333333,True
87,1.0,1.0,0.08597285067873303,,,,False
88,0.474796707765649,0.5066883622547915,0.06481481481481481,1.0,0.0,0.0,True
89,0.884542244434516,0.7786588868797083,0.0962962962962963,0.16176470588235295,0.8382352941176471,0.08823529411764706,True
90,1.0,1.0,0.07053941908713693,,,,False
91,0.445248344740568,0.5752352119932516,0.028358208955223882,0.25,0.75,0.125,True
92,0.88995411685096,0.9289799801831714,0.04216867469879518,,,,False
93,0.5055531673265647,0.5110375608091006,0.04524886877828054,0.05172413793103448,0.9482758620689655,0.034482758620689655,True
94,0.5591227842996137,0.6496184352722464,0.13333333333333333,0.25,0.75,0.25,True
95,0.3333333333333333,0.3333333333333334,0.023312883435582823,0.0,1.0,0.0,True
96,0.8420631275202292,0.8980726993836741,0.07092198581560284,0.22666666666666666,0.7733333333333333,0.08,True
97,0.6943559465628248,0.7787676299523247,0.10204081632653061,0.0,1.0,1.0,True
98,1.0,1.0,0.17699115044247787,,,,False
99,1.0,1.0,0.18018018018018017,,,,False
100,0.6970137524827383,0.733872500949238,0.023399014778325122,0.052132701421800945,0.9478672985781991,0.04265402843601896,True
101,0.5637054106473848,0.6342380512200599,0.03088803088803089,0.25,0.75,0.25,True
102,0.8899541168509599,0.9289799801831713,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.3157894736842105,True
103,0.9048032373092418,0.8421371911303247,0.05449591280653951,0.06086956521739131,0.9391304347826087,0.05652173913043478,True
104,0.5432534204450873,0.6664214403249109,0.10112359550561797,0.4166666666666667,0.5833333333333333,0.16666666666666666,True
105,1.0,1.0,0.13970588235294118,0.3064516129032258,0.6935483870967742,0.12903225806451613,True
106,1.0,0.9763266600610571,0.21052631578947367,0.5277777777777778,0.4722222222222222,0.08333333333333333,True
107,0.49715421902680423,0.5371833173087168,0.0297029702970297,0.06976744186046512,0.9302325581395349,0.13953488372093023,True
108,1.0,1.0,0.15873015873015872,0.24691358024691357,0.7530864197530864,0.04938271604938271,True
109,1.0,1.0,0.08097165991902834,0.5128205128205128,0.4871794871794872,0.38461538461538464,True
110,1.0,1.0,0.05763688760806916,,,,False
111,1.0,1.0,0.12258064516129032,0.2753623188405797,0.7246376811594203,0.2463768115942029,True
112,1.0,1.0,0.07518796992481203,0.07518796992481203,0.924812030075188,0.06015037593984962,True
113,1.0,1.0,0.05291005291005291,0.26666666666666666,0.7333333333333334,0.25333333333333335,True
114,0.5969021808827255,0.6859489498114268,0.01627339300244101,0.3333333333333333,0.6666666666666667,0.3333333333333333,True
115,1.0,1.0,0.0975609756097561,0.09900990099009901,0.900990099009901,0.07920792079207921,True
116,1.0,1.0,0.03442340791738382,,,,False
117,0.8400527367984127,0.8310147567870936,0.030878859857482184,0.078125,0.921875,0.0625,True
118,0.867129177606588,0.8684531235730327,0.09259259259259259,0.1595744680851064,0.8404255319148937,0.10638297872340426,True
119,0.9575861412006988,0.9726274804087407,0.0547945205479452,0.12025316455696203,0.879746835443038,0.03164556962025317,True
120,0.9368077570869662,0.8802659757475833,0.022946859903381644,0.48484848484848486,0.5151515151515151,0.09090909090909091,True
121,0.9052116356304494,0.9064883934736483,0.011097410604192354,0.024793388429752067,0.9752066115702479,0.0440771349862259,True
122,1.0,0.9603789329441845,0.04047619047619048,0.04533333333333334,0.9546666666666667,0.04533333333333334,True
123,0.8905202757957813,0.7640859269448221,0.007017543859649123,0.06951871657754011,0.9304812834224598,0.0374331550802139,True
124,0.5771191157708432,0.5544221787995233,0.01393188854489164,0.021604938271604937,0.9783950617283951,0.024691358024691357,True
125,0.6461459647339004,0.6540705010313007,0.048,0.0,1.0,0.0,True
126,0.884542244434516,0.9035773540531827,0.02654867256637168,0.06639004149377593,0.9336099585062241,0.07053941908713693,True
127,0.8969504402810679,0.9006302083166513,0.06810035842293907,0.1069182389937107,0.8930817610062893,0.09433962264150944,True
128,0.9537125187088151,0.8794959019541821,0.014652014652014652,0.13274336283185842,0.8672566371681416,0.1415929203539823,True
129,0.6871952210980248,0.7626159993460195,0.10526315789473684,0.35714285714285715,0.6428571428571428,0.5,True
130,0.42590829591570295,0.41463705223444225,0.018433179723502304,0.0053475935828877,0.9946524064171123,0.0213903743315508,True
131,0.9368077570869662,0.866792600338704,0.00995575221238938,0.09248554913294797,0.9075144508670521,0.11560693641618497,True
132,0.7341869113555565,0.6605447396166083,0.028764805414551606,0.2619047619047619,0.7380952380952381,0.23809523809523808,True
133,1.0,0.9777083390768576,0.095,0.10588235294117647,0.8941176470588236,0.12352941176470589,True
134,0.5816519441886479,0.6740675834971973,0.08196721311475409,0.3333333333333333,0.6666666666666667,0.0,True
135,0.5764961724874297,0.6904646881300449,0.06756756756756757,0.3,0.7,0.4,True
136,1.0,1.0,0.024242424242424242,,,,False
137,0.6434292794955662,0.5675632505132912,0.07389162561576355,0.075,0.925,0.125,True
138,1.0,1.0,0.13071895424836602,0.14084507042253522,0.8591549295774648,0.13380281690140844,True
139,1.0,1.0,0.07630522088353414,,,,False
140,0.613816622381599,0.6991268879300376,0.16,0.3333333333333333,0.6666666666666667,0.3333333333333333,True
141,0.5012323341279649,0.528715558371848,0.2222222222222222,0.6666666666666666,0.33333333333333337,0.3333333333333333,True
142,0.5447406126456679,0.5752946506403421,0.10666666666666667,0.2,0.8,0.2,True
143,0.4801696018801446,0.595003310097322,0.08530805687203792,0.0,1.0,0.0,True
