query_id,cNDCG@10,cNDCG@20,Recall@20,HighestRecall@20,RelevantHidden@20,VI@20_query,has_highest
0,0.8463507934928552,0.712390956779562,0.006633499170812604,0.23076923076923078,0.7692307692307692,0.07692307692307693,True
1,0.5255664792793981,0.5861517175110211,0.013399153737658674,0.125,0.875,0.0,True
2,1.0,1.0,0.12658227848101267,0.13245033112582782,0.8675496688741722,0.17880794701986755,True
3,0.8645073774981995,0.6881566691244321,0.02461139896373057,0.14545454545454545,0.8545454545454545,0.07272727272727272,True
4,0.3775028156362593,0.43195183030561446,0.042105263157894736,0.0,1.0,0.13043478260869565,True
5,0.7370031770794806,0.6657211574712889,0.013750954927425516,0.0446927374301676,0.9553072625698324,0.05027932960893855,True
6,1.0,0.9777083390768576,0.15151515151515152,0.3488372093023256,0.6511627906976745,0.20930232558139536,True
7,0.867129177606588,0.7692074483794668,0.037383177570093455,0.4782608695652174,0.5217391304347826,0.08695652173913043,True
8,0.8842222191013388,0.8344076522619854,0.2127659574468085,0.56,0.43999999999999995,0.04,True
9,1.0,0.9542036139087609,0.011920529801324504,0.22972972972972974,0.7702702702702703,0.17567567567567569,True
10,0.7991971355969069,0.7512481949817046,0.11363636363636363,0.5238095238095238,0.47619047619047616,0.42857142857142855,True
11,1.0,0.9784411392344535,0.014084507042253521,0.2923076923076923,0.7076923076923076,0.3384615384615385,True
12,0.8039369346935542,0.8053002085192077,0.10795454545454546,0.4444444444444444,0.5555555555555556,0.07407407407407407,True
13,1.0,1.0,0.3157894736842105,0.391304347826087,0.6086956521739131,0.2391304347826087,True
14,0.5637884576902256,0.45102717164126455,0.004455760661998727,0.3,0.7,0.2,True
15,0.8383354523103075,0.8775146726258255,0.033444816053511704,0.5,0.5,0.0,True
16,0.49719018232154927,0.581460616169229,0.041353383458646614,0.5,0.5,0.5,True
17,0.3333333333333333,0.3589230921102553,0.1650485436893204,0.047619047619047616,0.9523809523809523,0.047619047619047616,True
18,0.9053206285482487,0.8897883328556736,0.072992700729927,0.47058823529411764,0.5294117647058824,0.47058823529411764,True
19,0.8643145546088339,0.9820418539921404,0.2,,,,False
20,0.2659474425952386,0.3401363493505147,0.06666666666666667,0.08333333333333333,0.9166666666666666,0.0,True
